BOR;AN;FI;RS;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;dtETP_STAG;EFF_LIB
Q21;2021;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;780021788;2400;2.2;;;;;
Q21;2021;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;780021788;9999;5.85;;;;;
Q21;2021;780000402;CHS JEAN MARTIN CHARCOT;780024113;1000;0.02;0;;0;;
Q21;2021;780000402;CHS JEAN MARTIN CHARCOT;780024113;2000;61.05;0;;10.3;;
Q21;2021;780000402;CHS JEAN MARTIN CHARCOT;780024113;2100;1;0;;0;;
Q21;2021;780000402;CHS JEAN MARTIN CHARCOT;780024113;2200;60.05;0;;10.3;;
Q21;2021;780000402;CHS JEAN MARTIN CHARCOT;780024113;9999;61.07;0;;10.3;;
Q21;2021;780000410;CHS THEOPHILE ROUSSEL;780140059;2000;33.52;;0.95;0.83;;
Q21;2021;780000410;CHS THEOPHILE ROUSSEL;780140059;2200;33.52;;0.95;0.83;;
Q21;2021;780000410;CHS THEOPHILE ROUSSEL;780140059;9999;33.52;;0.95;0.83;;
Q21;2021;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;2000;27.83;;;;;
Q21;2021;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;2200;18.76;;;;;
Q21;2021;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;2400;9.07;;;;;
Q21;2021;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;9999;27.83;;;;;
Q21;2021;780001467;CTRE DE CONVALESCENCE D AUBERGENVILLE;780023156;2000;;;;;;2
Q21;2021;780001467;CTRE DE CONVALESCENCE D AUBERGENVILLE;780023156;2400;;;;;;2
Q21;2021;780001467;CTRE DE CONVALESCENCE D AUBERGENVILLE;780023156;9999;;;;;;2
Q21;2021;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;780530010;2000;8.97;;0.2;0;0;
Q21;2021;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;780530010;2400;8.97;;0.2;0;0;
Q21;2021;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;780530010;9999;8.97;;0.2;0;0;
Q21;2021;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;2000;0.4;;;;;3
Q21;2021;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;2100;0.4;;;;;3
Q21;2021;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;9999;0.4;;;;;3
Q21;2021;780004529;HAD KORIAN YVELINES SUD;310021233;2000;2.55;;;;;0
Q21;2021;780004529;HAD KORIAN YVELINES SUD;310021233;2300;2.55;;;;;0
Q21;2021;780004529;HAD KORIAN YVELINES SUD;310021233;9999;2.55;;;;;0
Q21;2021;780008298;CLINIQUE SAINT REMY;920030269;2000;3.58;;;;;
Q21;2021;780008298;CLINIQUE SAINT REMY;920030269;2400;3.58;;;;;
Q21;2021;780008298;CLINIQUE SAINT REMY;920030269;9999;3.58;;;;;
Q21;2021;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE;780002010;2000;1;;;;;8
Q21;2021;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE;780002010;2100;1;;;;;8
Q21;2021;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE;780002010;9999;1;;;;;8
Q21;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;1000;1.77;;;;;
Q21;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;2000;3.25;;;;;58
Q21;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;2100;2.23;;;;;58
Q21;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;2400;1.02;;;;;
Q21;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;9999;5.02;;;;;58
Q21;2021;780020111;ARISSE;780020111;2000;1.4;;;;;
Q21;2021;780020111;ARISSE;780020111;2200;1.4;;;;;
Q21;2021;780020111;ARISSE;780020111;9999;1.4;;;;;
Q21;2021;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;2000;;;;;;9
Q21;2021;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;2100;;;;;;9
Q21;2021;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;9999;;;;;;9
Q21;2021;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;2000;2.57;2.5;0.05;0;;13
Q21;2021;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;2100;2.57;2.5;0.05;0;;12
Q21;2021;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;2200;;;;;;1
Q21;2021;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;9999;2.57;2.5;0.05;0;;13
Q21;2021;780022760;CLINIQUE SSR - KORIAN LE GRAND PARC;310021258;2000;8.94;;;;;
Q21;2021;780022760;CLINIQUE SSR - KORIAN LE GRAND PARC;310021258;2400;8.94;;;;;
Q21;2021;780022760;CLINIQUE SSR - KORIAN LE GRAND PARC;310021258;9999;8.94;;;;;
Q21;2021;780023545;HAD LEOPOLD BELLAN;750720609;2000;0.97;;;;;1
Q21;2021;780023545;HAD LEOPOLD BELLAN;750720609;2300;0.97;;;;;1
Q21;2021;780023545;HAD LEOPOLD BELLAN;750720609;9999;0.97;;;;;1
Q21;2021;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;2000;0.2;0;;;;1
Q21;2021;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;2200;0.2;0;;;;1
Q21;2021;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;9999;0.2;0;;;;1
Q21;2021;780140018;INSTITUT MARCEL RIVIERE;750005068;2000;29.1;;;0.61;;
Q21;2021;780140018;INSTITUT MARCEL RIVIERE;750005068;2100;4.24;;;;;
Q21;2021;780140018;INSTITUT MARCEL RIVIERE;750005068;2200;21.91;;;0.61;;
Q21;2021;780140018;INSTITUT MARCEL RIVIERE;750005068;2400;2.95;;;;;
Q21;2021;780140018;INSTITUT MARCEL RIVIERE;750005068;9999;29.1;;;0.61;;
Q21;2021;780140042;CLINIQUE D YVELINES;780017455;2000;3.59;;;;;9
Q21;2021;780140042;CLINIQUE D YVELINES;780017455;2200;3.59;;;;;9
Q21;2021;780140042;CLINIQUE D YVELINES;780017455;9999;3.59;;;;;9
Q21;2021;780140075;CENTRE POST CURE GILBERT RABY;750721391;2000;8.23;;1.05;;;
Q21;2021;780140075;CENTRE POST CURE GILBERT RABY;750721391;2200;4.73;;;;;
Q21;2021;780140075;CENTRE POST CURE GILBERT RABY;750721391;2400;3.5;;1.05;;;
Q21;2021;780140075;CENTRE POST CURE GILBERT RABY;750721391;9999;8.23;;1.05;;;
Q21;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;1000;0.69;;;;;
Q21;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;2000;12.11;;;;;
Q21;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;2100;3.2;;;;;
Q21;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;2400;8.91;;;;;
Q21;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;9999;12.8;;;;;
Q21;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;2000;5.43;;;;;
Q21;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;2100;4.13;;;;;
Q21;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;2400;0.3;;;;;
Q21;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;2500;1;;;;;
Q21;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;9999;5.43;;;;;
Q21;2021;780150066;HOPITAL LA PORTE VERTE;780808614;1000;2.97;;;;;
Q21;2021;780150066;HOPITAL LA PORTE VERTE;780808614;2000;30.35;;;2;;
Q21;2021;780150066;HOPITAL LA PORTE VERTE;780808614;2100;19.25;;;2;;
Q21;2021;780150066;HOPITAL LA PORTE VERTE;780808614;2400;11.1;;;;;
Q21;2021;780150066;HOPITAL LA PORTE VERTE;780808614;9999;33.32;;;2;;
Q21;2021;780170049;HDJ POUR ENFANTS ASOIMEEP;780009528;2000;0.79;;;;;
Q21;2021;780170049;HDJ POUR ENFANTS ASOIMEEP;780009528;2200;0.79;;;;;
Q21;2021;780170049;HDJ POUR ENFANTS ASOIMEEP;780009528;9999;0.79;;;;;
Q21;2021;780170056;HDJ L ENVOL;780825097;2000;0.47;;;;;
Q21;2021;780170056;HDJ L ENVOL;780825097;2200;0.47;;;;;
Q21;2021;780170056;HDJ L ENVOL;780825097;9999;0.47;;;;;
Q21;2021;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;1000;0.17;;;;;
Q21;2021;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;2000;2.18;;;;;24
Q21;2021;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;2100;;;;;;22
Q21;2021;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;2400;2.18;;;;;2
Q21;2021;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;9999;2.35;;;;;24
Q21;2021;780300083;CLINIQUE MEDICALE DE GOUSSONVILLE;920030269;2000;14.06;;;;;
Q21;2021;780300083;CLINIQUE MEDICALE DE GOUSSONVILLE;920030269;2400;14.06;;;;;
Q21;2021;780300083;CLINIQUE MEDICALE DE GOUSSONVILLE;920030269;9999;14.06;;;;;
Q21;2021;780300109;CLINIQUE VAL DE SEINE A LOUVECIENNE;780000519;2000;4.27;;;4.27;;
Q21;2021;780300109;CLINIQUE VAL DE SEINE A LOUVECIENNE;780000519;2400;4.27;;;4.27;;
Q21;2021;780300109;CLINIQUE VAL DE SEINE A LOUVECIENNE;780000519;9999;4.27;;;4.27;;
Q21;2021;780300125;POLYCLINIQUE REGION MANTAISE;780000535;2000;1.19;;;;;36
Q21;2021;780300125;POLYCLINIQUE REGION MANTAISE;780000535;2100;1.19;;;;;36
Q21;2021;780300125;POLYCLINIQUE REGION MANTAISE;780000535;9999;1.19;;;;;36
Q21;2021;780300208;CLINIQUE SAINT LOUIS;780000576;2000;4.22;;;;;61
Q21;2021;780300208;CLINIQUE SAINT LOUIS;780000576;2100;3.02;;;;;61
Q21;2021;780300208;CLINIQUE SAINT LOUIS;780000576;2400;1.2;;;;;0
Q21;2021;780300208;CLINIQUE SAINT LOUIS;780000576;9999;4.22;;;;;61
Q21;2021;780300224;CTRE SOINS DE SUITE SARTROUVILLE C3S;310021225;2000;3.5;;;;;
Q21;2021;780300224;CTRE SOINS DE SUITE SARTROUVILLE C3S;310021225;2400;3.5;;;;;
Q21;2021;780300224;CTRE SOINS DE SUITE SARTROUVILLE C3S;310021225;9999;3.5;;;;;
Q21;2021;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;2000;;;;1;;81
Q21;2021;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;2100;;;;1;;81
Q21;2021;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;9999;;;;1;;81
Q21;2021;780300406;HOPITAL PRIVE DE PARLY II;780018032;2000;2.3;;;;;148
Q21;2021;780300406;HOPITAL PRIVE DE PARLY II;780018032;2100;1.15;;;;;148
Q21;2021;780300406;;780018032;2400;1.15;;;;;
Q21;2021;780300406;HOPITAL PRIVE DE PARLY II;780018032;9999;2.3;;;;;148
Q21;2021;780300414;CH PRIVE DE L EUROPE;780000675;2000;4.87;3.83;0.54;0;;108
Q21;2021;780300414;CH PRIVE DE L EUROPE;780000675;2100;4.87;3.83;0.54;0;;108
Q21;2021;780300414;CH PRIVE DE L EUROPE;780000675;9999;4.87;3.83;0.54;0;;108
Q21;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;2000;0.1;;;;;146
Q21;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;2100;0.1;;;;;145
Q21;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;2200;;;;;;1
Q21;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;9999;0.1;;;;;146
Q21;2021;780300455;CH PRIVE DU MONTGARDE;780000717;2000;2.68;;;;;53
Q21;2021;780300455;CH PRIVE DU MONTGARDE;780000717;2100;2.68;;;;;53
Q21;2021;780300455;CH PRIVE DU MONTGARDE;780000717;9999;2.68;;;;;53
Q21;2021;780310025;CLINIQUE VILLA DES PAGES;920030269;2000;7.72;;;;;4
Q21;2021;780310025;CLINIQUE VILLA DES PAGES;920030269;2200;7.72;;;;;4
Q21;2021;780310025;CLINIQUE VILLA DES PAGES;920030269;9999;7.72;;;;;4
Q21;2021;780420022;SSR LE CERRSY;930027347;2000;5.78;;;;;
Q21;2021;780420022;SSR LE CERRSY;930027347;2400;5.78;;;;;
Q21;2021;780420022;SSR LE CERRSY;930027347;9999;5.78;;;;;
Q21;2021;780420048;MAISON REPOS ET CONVALESCENCE L OASIS;780021069;2000;3.5;;;;;
Q21;2021;780420048;MAISON REPOS ET CONVALESCENCE L OASIS;780021069;2400;3.5;;;;;
Q21;2021;780420048;MAISON REPOS ET CONVALESCENCE L OASIS;780021069;9999;3.5;;;;;
Q21;2021;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;1000;0.12;;;;;
Q21;2021;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;2000;5.84;;;;;
Q21;2021;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;2100;2.74;;;;;
Q21;2021;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;2400;3.1;;;;;
Q21;2021;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;9999;5.96;;;;;
Q21;2021;780700027;INSTITUT DE READAPTATION D'ACHERES;780822193;2000;12.07;;;;;
Q21;2021;780700027;INSTITUT DE READAPTATION D'ACHERES;780822193;2400;12.07;;;;;
Q21;2021;780700027;INSTITUT DE READAPTATION D'ACHERES;780822193;9999;12.07;;;;;
Q21;2021;780700050;CENTRE DE REEDUCATION APARC ROSNY;780023156;2000;3.45;;;;;2
Q21;2021;780700050;CENTRE DE REEDUCATION APARC ROSNY;780023156;2400;3.45;;;;;2
Q21;2021;780700050;CENTRE DE REEDUCATION APARC ROSNY;780023156;9999;3.45;;;;;2
Q21;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1000;0.4;;;;;
Q21;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;2000;379.57;7.34;22.74;144.5;15;
Q21;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;2100;341.57;3.34;20.65;131;15;
Q21;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;2200;38;4;2.09;13.5;0;
Q21;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;9999;379.97;7.34;22.74;144.5;15;
Q21;2021;780822748;USLD CHATELAIN GUILLET;780002697;2000;0.6;;;;;
Q21;2021;780822748;USLD CHATELAIN GUILLET;780002697;2500;0.6;;;;;
Q21;2021;780822748;USLD CHATELAIN GUILLET;780002697;9999;0.6;;;;;
Q21;2021;780825816;FONDATION MALLET SITE RICHEBOURG;780003638;2000;3.83;;;;;
Q21;2021;780825816;FONDATION MALLET SITE RICHEBOURG;780003638;2400;3.83;;;;;
Q21;2021;780825816;FONDATION MALLET SITE RICHEBOURG;780003638;9999;3.83;;;;;
Q21;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;2000;272.53;;3.28;84.62;6.67;11
Q21;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;2100;230.97;;2.68;77.12;6.67;11
Q21;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;2200;30.37;;0.1;7.5;;
Q21;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;2300;1.27;;;;;
Q21;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;2400;8.1;;;;;
Q21;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;2500;1.82;;0.5;;;
Q21;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;9999;272.53;;3.28;84.62;6.67;11
Q21;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;2000;4.83;;;;;
Q21;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;2100;1.85;;;;;
Q21;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;2400;2.03;;;;;
Q21;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;2500;0.95;;;;;
Q21;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;9999;4.83;;;;;
Q21;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;2000;7.84;;;1;;
Q21;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;2100;3.98;;;1;;
Q21;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;2300;0.8;;;;;
Q21;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;2400;2.26;;;;;
Q21;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;2500;0.8;;;;;
Q21;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;9999;7.84;;;1;;
Q21;2021;790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE;790019491;2000;4.67;;;;;
Q21;2021;790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE;790019491;2100;3.31;;;;;
Q21;2021;790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE;790019491;2400;1.36;;;;;
Q21;2021;790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE;790019491;9999;4.67;;;;;
Q21;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;2000;1.38;;;;;
Q21;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;2400;0.89;;;;;
Q21;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;2500;0.49;;;;;
Q21;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;9999;1.38;;;;;
Q21;2021;790000186;MRC PARSAY - BREUIL/CHIZE;790000178;2000;3.95;;;;;0
Q21;2021;790000186;MRC PARSAY - BREUIL/CHIZE;790000178;2400;3.95;;;;;0
Q21;2021;790000186;MRC PARSAY - BREUIL/CHIZE;790000178;9999;3.95;;;;;0
Q21;2021;790000269;SSR PEDIATRIQUE LES TERRASSES NIORT;870015336;2000;0.5;;;;;
Q21;2021;790000269;SSR PEDIATRIQUE LES TERRASSES NIORT;870015336;2400;0.5;;;;;
Q21;2021;790000269;SSR PEDIATRIQUE LES TERRASSES NIORT;870015336;9999;0.5;;;;;
Q21;2021;790000681;MELIORIS LE GRAND FEU;790002497;2000;8.66;;;;;
Q21;2021;790000681;MELIORIS LE GRAND FEU;790002497;2400;8.66;;;;;
Q21;2021;790000681;MELIORIS LE GRAND FEU;790002497;9999;8.66;;;;;
Q21;2021;790003537;SITE HOSPITALIER DE THOUARS;790006654;2000;10.13;;;1.99;;
Q21;2021;790003537;SITE HOSPITALIER DE THOUARS;790006654;2100;4.26;;;;;
Q21;2021;790003537;SITE HOSPITALIER DE THOUARS;790006654;2200;5.87;;;1.99;;
Q21;2021;790003537;SITE HOSPITALIER DE THOUARS;790006654;9999;10.13;;;1.99;;
Q21;2021;790007306;AURA POITOU-CH - NIORT;860000348;2000;1.08;;;;;
Q21;2021;790007306;AURA POITOU-CH - NIORT;860000348;2100;1.08;;;;;
Q21;2021;790007306;AURA POITOU-CH - NIORT;860000348;9999;1.08;;;;;
Q21;2021;790007694;PSY. ADULTES - HOP DE JOUR MALADRY;790006654;2000;3.03;;;;;
Q21;2021;790007694;PSY. ADULTES - HOP DE JOUR MALADRY;790006654;2200;3.03;;;;;
Q21;2021;790007694;PSY. ADULTES - HOP DE JOUR MALADRY;790006654;9999;3.03;;;;;
Q21;2021;790008064;MELIORIS LE LOGIS DES FRANCS;790002497;2000;3.72;0.1;0.1;;;
Q21;2021;790008064;MELIORIS LE LOGIS DES FRANCS;790002497;2400;3.72;0.1;0.1;;;
Q21;2021;790008064;MELIORIS LE LOGIS DES FRANCS;790002497;9999;3.72;0.1;0.1;;;
Q21;2021;790009948;POLYCLINIQUE D'INKERMANN;790001242;2000;5.58;;;;;56
Q21;2021;790009948;POLYCLINIQUE D'INKERMANN;790001242;2100;5.58;;;;;56
Q21;2021;790009948;POLYCLINIQUE D'INKERMANN;790001242;9999;5.58;;;;;56
Q21;2021;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;2000;1.4;;;;;1
Q21;2021;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;2100;0.4;;;;;1
Q21;2021;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;2200;1;;;;;
Q21;2021;790012355;CEAA - CTRE EXPERTISE AUTISME ADULTES;790000012;9999;1.4;;;;;1
Q21;2021;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;2000;0.6;;;;;
Q21;2021;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;2100;0.6;;;;;
Q21;2021;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;9999;0.6;;;;;
Q21;2021;790017289;HAD NORD 79;790017271;2000;;;;;;274
Q21;2021;790017289;HAD NORD 79;790017271;2300;;;;;;274
Q21;2021;790017289;HAD NORD 79;790017271;9999;;;;;;274
Q21;2021;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;1000;1.65;;;;;
Q21;2021;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;2000;56.02;;;9.47;;
Q21;2021;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;2100;56.02;;;9.47;;
Q21;2021;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;9999;57.67;;;9.47;;
Q21;2021;800000143;CH ABBEVILLE;800000028;1000;7.45;;;;;
Q21;2021;800000143;CH ABBEVILLE;800000028;2000;122.77;;;39.01;;
Q21;2021;800000143;CH ABBEVILLE;800000028;2100;110.62;;;37.35;;
Q21;2021;800000143;CH ABBEVILLE;800000028;2200;11.65;;;1.66;;
Q21;2021;800000143;CH ABBEVILLE;800000028;2400;0.5;;;;;
Q21;2021;800000143;CH ABBEVILLE;800000028;9999;130.22;;;39.01;;
Q21;2021;800000150;SSR PCP ALBERT;800002982;2000;1;;;;;
Q21;2021;800000150;SSR PCP ALBERT;800002982;2400;1;;;;;
Q21;2021;800000150;SSR PCP ALBERT;800002982;9999;1;;;;;
Q21;2021;800000184;CH ALBERT;800000036;2000;6.84;;;1;;4
Q21;2021;800000184;CH ALBERT;800000036;2100;4.94;;;1;;4
Q21;2021;800000184;CH ALBERT;800000036;2400;1.9;;;;;
Q21;2021;800000184;CH ALBERT;800000036;9999;6.84;;;1;;4
Q21;2021;800000192;CHU AMIENS NORD;800000044;1000;3.25;;;;;
Q21;2021;800000192;CHU AMIENS NORD;800000044;2000;54.64;9.99;;54.34;;
Q21;2021;800000192;CHU AMIENS NORD;800000044;2100;52.44;9.89;;54.34;;
Q21;2021;800000192;CHU AMIENS NORD;800000044;2400;2.2;0.1;;;;
Q21;2021;800000192;CHU AMIENS NORD;800000044;9999;57.89;9.99;;54.34;;
Q21;2021;800000200;CH CORBIE;800000051;2000;13.37;;;6.66;;
Q21;2021;800000200;CH CORBIE;800000051;2100;2.85;;;2.83;;
Q21;2021;800000200;CH CORBIE;800000051;2400;9.57;;;3.83;;
Q21;2021;800000200;CH CORBIE;800000051;2500;0.95;;;;;
Q21;2021;800000200;CH CORBIE;800000051;9999;13.37;;;6.66;;
Q21;2021;800000226;CH DOULLENS;800000069;1000;6.21;;;;;
Q21;2021;800000226;CH DOULLENS;800000069;2000;24.42;;;12.31;;
Q21;2021;800000226;CH DOULLENS;800000069;2100;20.55;;;10.16;;
Q21;2021;800000226;CH DOULLENS;800000069;2300;0.63;;;;;
Q21;2021;800000226;CH DOULLENS;800000069;2400;2.79;;;2.15;;
Q21;2021;800000226;CH DOULLENS;800000069;2500;0.45;;;;;
Q21;2021;800000226;CH DOULLENS;800000069;9999;30.63;;;12.31;;
Q21;2021;800000275;CH HAM;800000077;1000;1.92;;;;;
Q21;2021;800000275;CH HAM;800000077;2000;14.28;;1.27;3;;
Q21;2021;800000275;CH HAM;800000077;2100;10.9;;1.27;2;;
Q21;2021;800000275;CH HAM;800000077;2200;0.6;;;;;
Q21;2021;800000275;CH HAM;800000077;2400;1.78;;;1;;
Q21;2021;800000275;CH HAM;800000077;2500;1;;;;;
Q21;2021;800000275;CH HAM;800000077;9999;16.2;;1.27;3;;
Q21;2021;800000390;CH CHIMR MONTDIDIER;800000085;1000;1.2;;;;;
Q21;2021;800000390;CH CHIMR MONTDIDIER;800000085;2000;25.33;;1;7.24;;3
Q21;2021;800000390;CH CHIMR MONTDIDIER;800000085;2100;19.86;;1;7.16;;3
Q21;2021;800000390;CH CHIMR MONTDIDIER;800000085;2200;1;;;;;
Q21;2021;800000390;CH CHIMR MONTDIDIER;800000085;2300;1.2;;;;;
Q21;2021;800000390;CH CHIMR MONTDIDIER;800000085;2400;2.41;;;0.08;;
Q21;2021;800000390;CH CHIMR MONTDIDIER;800000085;2500;0.86;;;;;
Q21;2021;800000390;CH CHIMR MONTDIDIER;800000085;9999;26.53;;1;7.24;;3
Q21;2021;800000432;CH PÉRONNE;800000093;1000;0.03;;;;;
Q21;2021;800000432;CH PÉRONNE;800000093;2000;34.69;;1.55;5.24;;
Q21;2021;800000432;CH PÉRONNE;800000093;2100;34.19;;1.55;5.24;;
Q21;2021;800000432;CH PÉRONNE;800000093;2500;0.5;;;;;
Q21;2021;800000432;CH PÉRONNE;800000093;9999;34.72;;1.55;5.24;;
Q21;2021;800000440;CH CHIMR ROYE;800000085;2000;2.92;;;;;
Q21;2021;800000440;CH CHIMR ROYE;800000085;2100;0.92;;;;;
Q21;2021;800000440;CH CHIMR ROYE;800000085;2200;0.92;;;;;
Q21;2021;800000440;CH CHIMR ROYE;800000085;2400;1.08;;;;;
Q21;2021;800000440;CH CHIMR ROYE;800000085;9999;2.92;;;;;
Q21;2021;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;1000;2.16;;;;;
Q21;2021;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;2000;38.75;;0.5;13;;
Q21;2021;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;2100;3.73;;0.5;;;
Q21;2021;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;2200;35.02;;;13;;
Q21;2021;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;9999;40.91;;0.5;13;;
Q21;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;2000;6.85;;;;;
Q21;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;2100;1.45;;;;;
Q21;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;2400;3.71;;;;;
Q21;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;2500;1.69;;;;;
Q21;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;9999;6.85;;;;;
Q21;2021;800000523;HAD ASS BOVES;800000853;1000;0.02;;;;;
Q21;2021;800000523;HAD ASS BOVES;800000853;2000;4.96;;;;;
Q21;2021;800000523;HAD ASS BOVES;800000853;2300;4.96;;;;;
Q21;2021;800000523;HAD ASS BOVES;800000853;9999;4.98;;;;;
