BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;114;41610;5041;450;38809;32;11680;1648;49;8418;16;5840;1019;69;3554;162;59130;7708;568;50781;12;2769;0;0;3072;14;1932;1;204;0;0;27;4905;0;0;3072;1;1;1;1;0;1;1;1;1;67;;20;139;31724;4230;49479;0;3129;4196
MCO;2021;850000191;HOPITAL DUMONTE;850000043;7;2555;317;65;1903;;;0;0;0;;;0;0;0;7;2555;317;65;1903;;0;;;12;;0;;0;;;;0;;;12;0;0;0;0;0;0;0;0;0;;;;;39196;154;;;;
MCO;2021;850000209;CHD-SITE DE LUCON;850000019;75;26702;4306;1355;21988;;;0;0;0;;;0;0;0;75;26702;4306;1355;21988;3;719;;;650;;0;1;17;;;4;736;;;650;1;;1;1;1;0;1;1;0;150;75;;;7368;2057;24929;;1395;980
MCO;2021;850000225;CHD - SITE DE MONTAIGU;850000019;60;23066;3416;888;18489;;;0;0;0;;;0;0;0;60;23066;3416;888;18489;2;362;;;587;;0;0;25;;;2;387;;;587;1;0;1;1;0;0;1;1;0;100;;;;5892;1796;7498;;2664;500
MCO;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;138;51668;11774;3429;48786;4;1158;204;4;621;15;5475;764;23;2716;157;58301;12742;3456;52123;19;3974;0;0;3990;0;0;0;439;0;0;19;4413;0;0;3990;1;1;1;1;1;1;1;1;0;;;;;15569;2687;36152;0;2793;687
MCO;2021;850000647;CH DES COLLINES VENDEENNES;850025867;20;6311;540;1;6284;;;0;0;0;;;0;0;0;20;6311;540;1;6284;;0;;;40;;0;;0;;;;0;;;40;;;;;;;;;;;;;;436;;;;;
MCO;2021;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;106;32672;6329;1680;29946;;;0;0;0;19;6935;1190;335;3079;125;39607;7519;2015;33025;18;168;;;852;;0;;0;;;18;168;;;852;;;;;;;;;;;;;;;;;;;
MCO;2021;850011271;DIALYSE ECHO CHALLANS;440002590;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;7081;;0;;0;;;;0;;;7081;;;;;;;;;;;;;;;;;;;
MCO;2021;850025156;CENTRE DIALYSE ECHO OLONNES SUR MER;440002590;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;11224;;0;;0;;;;0;;;11224;;;;;;;;;;;;;;;;;;;
MCO;2021;860000017;CH HENRI LABORIT;860780048;10;3660;396;10;4345;;;0;0;0;;;0;0;0;10;3660;396;10;4345;10;2384;;;0;;0;;0;;;10;2384;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;101;36199;4606;340;30756;30;10950;1896;81;8215;16;5840;1151;105;3650;147;52989;7653;526;42621;16;810;;;3240;17;2512;3;165;;;36;3487;;;3240;1;1;0;1;1;1;1;1;1;;16;61;40;29523;5168;32878;836;5824;3887
MCO;2021;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;30;10950;754;13;6642;;;0;0;0;;;0;0;0;30;10950;754;13;6642;2;3;;;50;;0;;0;;;2;3;;;50;1;1;0;1;0;0;1;1;0;;;;;6889;926;12111;;1054;1089
MCO;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;35;12103;1710;148;11101;7;2555;312;21;1145;;;0;0;0;42;14658;2022;169;12246;6;45;;;1338;4;970;1;5;;;11;1020;;;1338;1;0;1;1;1;0;1;1;1;140;40;;85;11945;1726;20280;0;1455;4863
MCO;2021;860000223;CHU LA MILETRIE;860014208;686;240311;37111;4816;218415;252;89816;12583;500;68484;52;18980;3662;124;17713;990;349107;53356;5440;304612;59;16659;;;83867;32;6938;7;918;;;98;24515;;;83867;1;1;1;1;1;1;1;1;1;120;90;55;55;216689;8692;174958;3968;13177;114075
MCO;2021;860010321;POLYCLINIQUE DE POITIERS;860010313;37;13505;3215;1424;8455;127;46355;5366;1;17152;;;0;0;0;164;59860;8581;1425;25607;;6475;;;343;44;7701;;0;;;44;14176;;;343;;;;;;;;;;;;;;;;;;;
MCO;2021;860780311;CLINIQUE DE CHATELLERAULT;860010750;29;6659;524;96;2467;31;10943;1096;21;3309;;;0;0;0;60;17602;1620;117;5776;0;0;;;3;28;5050;;0;;;28;5050;;;3;;;;;;;;;;;;;;;;;;;
MCO;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;4;1460;68;3;643;7;2555;1407;24;2220;57;20805;1469;244;4668;68;24820;2944;271;7531;;0;;;85;10;4216;;0;;;10;4216;;;85;;;;;;;;;;;;;;;;;;;
MCO;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;504;173957;27985;2108;159332;222;76877;9231;432;49457;0;0;0;0;0;726;250834;37216;2540;208789;85;13553;3;355;58307;28;4181;0;0;0;0;113;17734;3;355;58307;1;1;1;1;1;0;1;1;1;65;60;;66;183931;40;157111;1091;6;54271
MCO;2021;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;61;22265;3179;501;16366;20;7300;1181;65;5166;14;5110;530;148;1303;95;34675;4890;714;22835;2;248;;;525;7;2918;;0;;;9;3166;;;525;1;1;1;1;0;1;0;0;1;60;;7;120;24607;1131;28697;;842;1536
MCO;2021;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;70;25620;2064;53;15746;0;0;0;0;0;0;0;0;0;0;70;25620;2064;53;15746;2;1084;0;0;848;2;432;1;3;;;5;1519;0;0;848;1;1;1;1;0;1;0;0;1;200;;30;60;24888;0;36406;394;;63
MCO;2021;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;193;68067;12616;3962;49680;164;59585;8674;250;34380;;;0;0;0;357;127652;21290;4212;84060;12;5667;;;11782;37;13718;;0;;;49;19385;;;11782;;;;;;;;;;;;;;;;;;;
MCO;2021;870000403;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870014503;11;4015;150;0;2867;0;0;0;0;0;0;0;0;0;0;11;4015;150;0;2867;0;0;;;0;0;0;0;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;1000;0;0;0;0;0
MCO;2021;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;870017415;6;2190;46;1;565;81;25700;4508;67;16282;26;9490;1255;46;4916;113;37380;5809;114;21763;;0;;;216;26;5205;2;48;;;28;5253;;;216;;;;;;;;;;;;;;;1690;;;;
MCO;2021;870000551;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870014503;20;7300;238;2;5101;0;0;0;0;0;0;0;0;0;0;20;7300;238;2;5101;2;13;0;0;37;;0;;0;;;2;13;0;0;37;0;1;0;0;0;0;0;0;1;;;;114;354;93;516;;64;152
MCO;2021;870000601;HOPITAL DR RENE BARRIERE ST LEONARD;870014248;10;3660;191;0;4316;;;0;0;0;;;0;0;0;10;3660;191;0;4316;5;13;;;28;;0;;0;;;5;13;;;28;0;1;0;0;0;0;1;0;1;;;;120;3185;;1987;;;
MCO;2021;870001567;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870014503;16;5840;236;1;5115;;;0;0;0;;;0;0;0;16;5840;236;1;5115;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;702;0;;0;;0;;0;;;1;702;0;;0;0;0;0;0;0;0;0;0;0;;;;;617;0;235;0;0;191
MCO;2021;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;80;25430;3704;482;17693;12;3888;1216;109;2305;70;24074;4248;196;16730;162;53392;9168;787;36728;12;1183;0;0;1081;7;1400;12;2479;;;31;5062;0;0;1081;0;0;0;0;0;1;0;0;1;;;94;88;42903;10380;49173;0;903;23344
MCO;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;231;82253;13284;1483;69739;28;10574;1373;22;6815;22;7586;1715;90;5331;281;100413;16372;1595;81885;28;1283;0;0;18314;11;3255;0;197;0;0;39;4735;0;0;18314;;;1;;1;1;;;0;120;60;;;40977;2155;48677;6151;1854;6617
MCO;2021;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;18;6570;322;2;4202;;;0;0;0;;;0;0;0;18;6570;322;2;4202;;0;;;6;;0;;0;;;;0;;;6;;;;;;;;;;;;;;4272;357;14116;;529;30
MCO;2021;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;135;49633;7075;862;37415;28;8260;1521;25;6596;14;5110;992;218;2887;177;63003;9588;1105;46898;10;1176;;;1958;10;1731;0;0;;;20;2907;;;1958;1;1;1;1;1;1;1;1;1;;;;;37131;2848;40181;0;2699;1136
MCO;2021;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;90;35438;4960;436;27304;28;7217;1133;28;5658;10;3650;605;167;1385;128;46305;6698;631;34347;11;1665;;;1616;14;1267;;0;;;25;2932;;;1616;1;1;1;1;0;1;0;1;1;68;;13;26;18192;1878;29122;;2153;8705
MCO;2021;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;127;48098;4745;372;36062;55;20019;2751;97;12008;20;7300;1413;269;3865;202;75417;8909;738;51935;15;1657;;;1970;10;1970;;0;;;25;3627;;;1970;1;0;1;1;0;1;1;1;0;;;;;31354;2368;41924;;2034;4645
MCO;2021;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;26;10745;1177;233;5863;;;0;0;0;;;0;0;0;26;10745;1177;233;5863;5;622;;;11;;0;;0;;;5;622;;;11;1;0;1;0;1;1;0;1;0;89;21;19;;5485;69;10102;;61;99
MCO;2021;880000179;HOPITAL LOCAL DE FRAIZE;880780325;8;2920;70;1;1582;;;0;0;0;;;0;0;0;8;2920;70;1;1582;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;880000187;HOPITAL LOCAL DE LAMARCHE;880780333;8;2920;44;2;1000;;;0;0;0;;;0;0;0;8;2920;44;2;1000;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;880006663;CHI E.DURKHEIM-MAISON DE SANTE ST JEAN;880007059;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;3;804;;;0;;0;;0;;;3;804;;;0;0;1;0;0;0;0;0;0;1;;;;;25782;23;19373;;42;6522
MCO;2021;880788591;POLYCLINIQUE LA LIGNE BLEUE;880780150;49;17885;922;12;7643;186;67890;7474;2310;16155;0;4275;231;13;811;235;90050;8627;2335;24609;20;161;;;19561;43;5969;;0;;;63;6130;;;19561;;;;;;;;;;;;;;;;;;;
MCO;2021;890000169;CLINIQUE PAUL PICQUET SENS;890000151;17;6205;322;5;2242;74;27010;1915;0;8636;;;0;0;0;91;33215;2237;5;10878;14;14;;;1932;33;10871;;0;;;47;10885;;;1932;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;24;8760;489;4;6173;42;15330;2268;13;7101;0;0;0;0;0;66;24090;2757;17;13274;0;0;0;0;1681;67;8872;;0;;;67;8872;0;0;1681;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2021;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;25;9125;225;0;4311;;;0;0;0;;;0;0;0;25;9125;225;0;4311;5;542;;;0;;0;;0;;;5;542;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;890975527;CH AUXERRE;890000037;264;95732;13904;665;79956;70;25186;6416;2697;20041;37;13505;3257;603;10294;371;134423;23577;3965;110291;23;1389;;;17071;24;900;0;0;;;47;2289;;;17071;1;1;1;1;1;1;1;1;1;;;;;71669;3923;82184;762;8485;40259
MCO;2021;890975535;CH AVALLON;890000409;55;18764;1660;349;12084;;;0;0;0;;;0;0;0;55;18764;1660;349;12084;;0;;;66;;0;;0;;;;0;;;66;1;0;0;1;1;0;1;1;0;;30;;;2641;834;1973;;1752;1946
MCO;2021;890975543;CH JOIGNY;890000417;72;26280;2578;354;19512;0;0;0;0;0;0;0;0;0;0;72;26280;2578;354;19512;2;161;0;;142;0;0;0;0;;;2;161;0;;142;1;0;0;0;0;0;0;0;0;;;;;5959;2399;2200;0;516;107
MCO;2021;890975550;CH SENS;890970569;200;73000;8996;1056;63946;61;22265;3174;47;13823;30;10950;1882;256;6211;291;106215;14052;1359;83980;14;767;;;12244;11;2747;;0;;;25;3514;;;12244;1;0;1;1;1;1;1;1;0;198;176;28;;60596;2579;61388;40;2591;5764
MCO;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;50;18250;1691;148;12297;;;0;0;0;;;0;0;0;50;18250;1691;148;12297;5;0;;;26;;0;;0;;;5;0;;;26;1;0;0;0;0;0;1;1;1;;;;207;4022;;383;;;201
MCO;2021;900000035;HOPITAL PRIVE DE LA MIOTTE;900003880;4;1460;79;2;304;24;8760;1515;39;3724;;;0;0;0;28;10220;1594;41;4028;;0;;;55;43;8611;;0;;;43;8611;;;55;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;900003039;HNFC SITE TREVENANS;900000365;460;166673;22576;2389;160039;109;40139;6688;80;35835;64;24684;4432;99;17545;633;231496;33696;2568;213419;58;4367;;;20605;36;7707;9;2153;;;103;14227;;;20605;1;1;1;1;1;1;1;1;1;147;108;82;55;95095;4290;108349;224;2317;50060
MCO;2021;910000272;CH D ARPAJON;910110014;105;38679;5993;1173;34058;34;11882;3882;2007;8200;27;9855;2028;128;7404;166;60416;11903;3308;49662;7;690;0;0;685;10;1;0;0;0;0;17;691;0;0;685;1;0;1;1;0;1;1;1;1;168;;21;70;28608;3701;27271;87;5577;5748
MCO;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;60;21900;2521;276;11401;0;;0;0;0;0;;2;2;0;60;21900;2523;278;11401;8;140;;;639;7;753;;0;;;15;753;;;639;1;1;1;1;0;1;1;1;1;7;;60;120;13009;1700;18174;0;1382;7120
MCO;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;218;70197;10902;1016;65473;40;12225;2397;94;11636;40;14032;3082;77;11618;298;96454;16381;1187;88727;8;2372;;;2985;7;1447;1;1390;;;16;5209;;;2985;1;0;1;1;0;1;1;0;1;56;;24;;69232;7501;63777;;5037;16331
MCO;2021;910000306;CH D ORSAY;910110055;92;26197;4184;376;28094;20;7064;832;30;4014;23;8395;1586;55;5640;135;41656;6602;461;37748;5;693;;;351;4;933;1;51;;;10;1677;;;351;1;0;0;1;1;1;0;1;0;;;;;40955;2767;30654;;3058;4277
MCO;2021;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;77;28105;3092;345;21917;35;12775;2150;775;7945;20;7300;1882;457;5127;132;48180;7124;1577;34989;8;77;;;1343;12;173;0;0;;;20;250;;;1343;1;1;1;1;1;1;1;0;0;30;90;60;;18378;1471;14116;1;2078;5041
MCO;2021;910015965;CLINIQUE LE MOULIN DE VIRY;920030269;25;9125;460;2;6235;;;0;0;0;;;0;0;0;25;9125;460;2;6235;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;16;5840;1980;259;4808;0;0;0;0;0;;;0;0;0;16;5840;1980;259;4808;0;0;;;0;0;0;;0;;;0;0;;;0;1;0;1;1;0;0;0;1;0;;;;;13950;;14945;;;58
MCO;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;493;178844;23962;2267;148903;105;35065;3912;77;20515;84;30660;7489;611;29636;682;244569;35363;2955;199054;73;9085;1;0;19508;20;2525;0;1264;;;93;12874;1;0;19508;1;1;1;1;1;1;1;1;1;;;;;117126;4408;63729;1054;4173;35898
MCO;2021;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP;750712184;34;12410;480;2;7938;;;0;0;0;;;0;0;0;34;12410;480;2;7938;2;168;;;0;;0;;0;;;2;168;;;0;0;0;0;0;0;0;0;0;0;;;;;1900;;898;62;;813
MCO;2021;910100031;HU HENRI MONDOR SITE DUPUYTREN APHP;750712184;41;14965;756;14;12397;;;0;0;0;;;0;0;0;41;14965;756;14;12397;3;605;;;30;;0;;0;;;3;605;;;30;0;0;0;0;0;0;0;0;0;;;;;2856;;784;301;;359
MCO;2021;910150010;CH FREDERIC HENRI MANHES;910014919;2;730;504;427;319;;;0;0;0;;;0;0;0;2;730;504;427;319;;0;;;12259;;0;;0;;;;0;;;12259;0;0;1;0;0;0;0;0;0;80;;;;1714;;;;;
MCO;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;89;30505;2752;53;23619;;;0;0;0;;;0;0;0;89;30505;2752;53;23619;12;1393;;;2913;;0;;0;;;12;1393;;;2913;1;1;1;1;0;0;1;0;0;110;;;;18011;;14618;;;1813
MCO;2021;910150069;HOP PRIVE GERIAT LES MAGNOLIAS;910000033;76;27740;1801;5;24130;;;0;0;0;;;0;0;0;76;27740;1801;5;24130;4;1001;0;0;0;;0;;0;;;4;1001;0;0;0;1;0;0;0;1;0;0;0;0;;;;;2534;;1119;616;;
MCO;2021;910300011;HOP DE PARIS ESSONNE LES CHARMILLES;910025139;15;5055;215;0;466;45;15165;1297;0;3272;0;0;0;0;0;60;20220;1512;0;3738;5;64;0;0;179;15;10991;0;0;0;0;20;11055;0;0;179;;;;;;;;;;;;;;;;;;;
MCO;2021;910300029;HOPITAL D ATHIS MONS SITE JULES VALLES;910000587;;5043;547;4;5022;0;;0;0;0;0;;0;0;0;0;5043;547;4;5022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;910300060;CLINIQUE GERIATRIQUE LES VALLEES;920030269;12;4280;193;0;4096;;;0;0;0;;;0;0;0;12;4280;193;0;4096;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;910300144;CMCO D EVRY;910000447;30;10950;2276;590;10786;56;20440;2521;29;9266;17;6205;1022;309;2941;103;37595;5819;928;22993;0;1;;;31506;34;7912;;0;;;34;7913;;;31506;;;;;;;;;;;;;;;;;;;
MCO;2021;910300177;CLINIQUE DE L YVETTE;910000462;10;3650;335;9;1346;80;29200;4128;39;12338;28;10200;1055;17;4082;118;43050;5518;65;17766;;0;;;49;26;10649;;0;;;26;10649;;;49;;;;;;;;;;;;;;;;;;;
MCO;2021;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;101;36865;5315;263;34325;132;48180;4450;62;25159;0;0;0;0;0;233;85045;9765;325;59484;6;1;;;11003;33;10882;0;0;;;39;10883;;;11003;;;;;;;;;;;;;;;;;;;
MCO;2021;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;40;18840;2554;511;20812;20;7665;780;2;4269;0;0;0;0;0;60;26505;3334;513;25081;2;0;0;0;1737;22;3446;0;0;0;0;24;3446;0;0;1737;1;0;1;1;1;0;1;1;1;90;90;;90;;0;;;0;
MCO;2021;910300326;CLINIQUE PASTEUR;910000553;24;8760;698;3;2625;;;0;0;0;;;0;0;0;24;8760;698;3;2625;5;315;;;5484;;0;;0;;;5;315;;;5484;0;0;0;0;0;0;0;0;0;;;;;496;;;;;
MCO;2021;910300359;HOPITAL PRIVE D ATHIS MONS SITE CARON;910000587;38;3408;419;50;3026;0;0;0;0;0;0;0;37;37;0;38;3408;456;87;3026;0;0;;;53;19;6540;0;0;;;19;6540;;;53;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;910500040;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;910009539;10;3650;106;0;4789;;;0;0;0;;;0;0;0;10;3650;106;0;4789;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;123;44895;4849;360;29636;74;27010;3006;442;9737;28;10220;1160;157;4392;225;82125;9015;959;43765;;0;;;19578;22;13699;;0;;;22;13699;;;19578;;;;;;;;;;;;;;;;;;;
MCO;2021;910805357;CLINIQUE DE L ESSONNE;910001643;6;2064;4;0;24;32;11008;1549;15;5473;21;7665;765;78;2332;59;20737;2318;93;7829;;0;;;268;52;11632;0;0;;;52;11632;;;268;;;;;;;;;;;;;;8077;647;;;;
MCO;2021;910813732;CLCC DE PROTONTHERAPIE ORSAY;750813321;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;17951;;0;;0;;;;0;;;17951;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;920000460;CLCC RENE HUGUENIN INSTITUT CURIE;750813321;50;15522;1910;78;11575;25;6421;2067;83;4969;;;0;0;0;75;21943;3977;161;16544;4;1484;;;58054;8;2805;;0;;;12;4289;;;58054;0;1;1;1;1;0;1;0;0;;;;;53594;0;43975;0;0;1375
MCO;2021;920000569;CH RIVES DE SEINE SITE COURBEVOIE;920026374;57;20810;1382;9;14613;;;0;0;0;;;0;0;0;57;20810;1382;9;14613;5;481;;;0;;0;;0;;;5;481;;;0;0;0;0;0;0;0;0;1;0;;;;;1014;;7132;1352;;
MCO;2021;920000577;CH DE NANTERRE;920110020;95;32991;3466;179;27453;;;0;0;0;24;8760;1622;81;5893;119;41751;5088;260;33346;7;2533;;;601;;0;1;33;;;8;2566;;;601;1;1;1;1;0;1;1;1;1;;;;;32027;2782;29196;504;4791;62270
MCO;2021;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;96;35040;6343;1016;26017;13;4745;619;35;1931;44;16060;3294;179;12342;153;55845;10256;1230;40290;2;436;;;0;2;264;2;603;;;6;1303;;;0;1;;1;1;0;1;1;0;0;;;;;14571;6790;10699;;5719;17653
MCO;2021;920000593;CH RIVES DE SEINE SITE DE PUTEAUX;920026374;12;4380;245;6;3043;;;0;0;0;;;0;0;0;12;4380;245;6;3043;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
MCO;2021;920000601;CH DEPARTEMENTAL DE STELL;920110053;52;18980;1043;6;10665;;;0;0;0;;;0;0;0;52;18980;1043;6;10665;;0;;;0;;0;;0;;;;0;;;0;1;1;1;1;0;0;0;0;0;60;;;;1486;;1948;;;
MCO;2021;920000619;CH DES QUATRE VILLES SITE ST CLOUD;920009909;41;14965;3381;1017;11826;18;6570;563;1;2330;52;18980;4146;470;14939;111;40515;8090;1488;29095;1;3;;;9128;4;805;10;1572;;;15;2380;;;9128;0;1;1;1;0;0;0;1;0;90;;;;33032;4959;14691;19;14059;14421
MCO;2021;920000627;CH DES QUATRE VILLES SITE SEVRES;920009909;81;29565;1524;10;17858;;;0;0;0;;;0;0;0;81;29565;1524;10;17858;15;2070;;;0;;0;;0;;;15;2070;;;0;1;;1;1;0;0;0;1;0;90;;;;2630;0;407;;;6
MCO;2021;920000635;HOPITAL SUISSE DE PARIS;920150026;42;8666;628;11;7633;;;0;0;0;;;0;0;0;42;8666;628;11;7633;5;363;;;12;;0;;0;;;5;363;;;12;1;1;1;1;1;1;1;1;1;130;67;35;160;16165;;8911;;;17577
MCO;2021;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;750720468;126;42826;4830;230;30701;40;14600;1988;209;9481;34;12410;2011;54;7917;200;69836;8829;493;48099;6;922;0;0;4538;15;2913;4;469;0;0;25;4304;0;0;4538;1;0;1;1;0;1;1;0;0;;;;;41074;2554;5204;;2126;10255
MCO;2021;920000650;HOPITAL FOCH;920150059;262;95563;17068;1785;105287;139;50585;5662;67;20975;55;20010;4815;33;19113;456;166158;27545;1885;145375;69;4195;;;19994;32;5856;8;1493;;;109;11544;;;19994;1;1;1;1;1;0;1;0;1;53;77;;55;149804;8763;136729;470;13253;66697
MCO;2021;920000684;HOPITAL MARIE LANNELONGUE;750150120;97;35405;4448;402;27734;116;42340;3587;384;17593;;;0;0;0;213;77745;8035;786;45327;10;1577;;;206;6;2778;;0;;;16;4355;;;206;;;;;;;;;;;;;;20250;;40754;;;606
MCO;2021;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;262;90655;13709;1754;77246;105;34501;4310;176;23596;;;0;0;0;367;125156;18019;1930;100842;58;8697;;;10891;16;4587;;0;;;74;13284;;;10891;1;1;1;1;0;1;1;1;1;96;;25;48;111566;4;53881;15;0;31473
MCO;2021;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;240;84753;13950;2832;72839;66;22442;2605;226;15202;78;27716;5637;266;23442;384;134911;22192;3324;111483;22;3969;;;3801;9;1397;16;2102;;;47;7468;;;3801;0;0;0;0;1;1;0;0;1;;88;44;118;70138;8679;55691;;5789;75240
MCO;2021;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;212;72635;9459;595;62964;175;63875;5200;78;36332;29;10962;1936;91;8361;416;147472;16595;764;107657;33;4448;;;10158;3;1301;2;579;;;38;6328;;;10158;1;1;0;1;0;0;1;1;0;;;;;131164;3440;13049;;2279;
MCO;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;153;85552;9642;1149;55557;28;10220;1271;23;6513;60;21900;4271;159;17850;241;117672;15184;1331;79920;15;2839;;;4066;2;2406;1;6;;;18;5251;;;4066;1;1;1;1;0;1;1;1;1;;;;;151322;12171;40406;3357;;3672
MCO;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;188;57351;4539;634;30226;18;6570;724;172;3192;;;0;0;0;206;63921;5263;806;33418;34;11090;;;783;1;4802;;0;;;35;15892;;;783;0;0;0;0;1;1;0;0;1;;55;64;8;32960;;32049;;;15214
MCO;2021;920100062;HU PARIS OUEST SITE CELTON APHP;750712184;54;20128;960;10;14828;;;0;0;0;;;0;0;0;54;20128;960;10;14828;10;1645;;;0;;0;1;576;;;11;2221;;;0;1;0;0;0;0;0;0;0;0;;;;;16608;;8801;8;;11215
MCO;2021;920120011;HIA PERCY;750821092;176;64240;6155;316;37420;91;33215;2880;35;19535;;;0;0;0;267;97455;9035;351;56955;14;557;;;4900;12;3342;;0;;;26;3899;;;4900;1;1;1;1;1;0;1;1;1;11;11;;51;53593;;48651;1809;;33050
MCO;2021;920300043;HOPITAL PRIVE D ANTONY;920001526;151;55266;6588;197;46893;115;42090;4327;173;16737;58;21228;3412;28;12560;324;118584;14327;398;76190;2;223;0;0;28170;55;25625;2;31;0;0;59;25879;0;0;28170;;;;;;;;;;;;;;;;;;;
MCO;2021;920300183;CENTRE CHIRURGICAL DES PRINCES;920000759;;;0;0;0;15;5350;913;4;1466;;;0;0;0;15;5350;913;4;1466;;0;;;2;28;12263;;0;;;28;12263;;;2;;;;;;;;;;;;;;;;;;;
