BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;N2700;;2;0.72;;;;
PERINAT_P;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;N2800;29;1;26.11;;;;
PERINAT_P;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;N280H;29;1;26.11;;;;
PERINAT_P;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;NAUT;3;;4.43;;;;
PERINAT_P;2021;810000224;CL CLAUDE BERNARD;810000471;M1140;2;;2;0;0;;
PERINAT_P;2021;810000224;CL CLAUDE BERNARD;810000471;M2050;3;;3;0;0;;
PERINAT_P;2021;810000224;CL CLAUDE BERNARD;810000471;N2340;1;;1;;;;
PERINAT_P;2021;810000505;CH ALBI;810000331;M1030;;;;1;0;0;0
PERINAT_P;2021;810000505;CH ALBI;810000331;M1140;;5;1.36;0;1;;
PERINAT_P;2021;810000505;CH ALBI;810000331;M2050;1;6;4.63;1;0;;
PERINAT_P;2021;810000505;CH ALBI;810000331;MIVG;;5;0.06;;;;
PERINAT_P;2021;810000505;CH ALBI;810000331;N2200;5;;4.15;;;;
PERINAT_P;2021;810000505;CH ALBI;810000331;N2340;4;4;7.2;;;;
PERINAT_P;2021;810000505;CH ALBI;810000331;N2530;8;7;12.1;;;;
PERINAT_P;2021;810000505;CH ALBI;810000331;N2800;19;5;21.54;;;;
PERINAT_P;2021;810000505;CH ALBI;810000331;N280H;19;5;21.54;;;;
PERINAT_P;2021;810000505;CH ALBI;810000331;NAUT;12;8;15.38;;;;
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;M1030;8;5;2.76;1;0;0;0
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;M1140;6;3;7.83;0;1;;
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;M2050;11;0;6.31;1;0;;
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2200;1;;0.79;;;;
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2340;12;6;10.3;;;;
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2530;28;9;25.54;;;;
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2700;;1;0.35;;;;
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N2800;18;10;23.67;;;;
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;N280H;15;8;9.5;;;;
PERINAT_P;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;NAUT;13;5;8.98;;;;
PERINAT_P;2021;810000562;CH LAVAUR;810000455;M1030;;4;2.1;;;;
PERINAT_P;2021;810000562;CH LAVAUR;810000455;M1140;2;;1.33;;;;
PERINAT_P;2021;810000562;CH LAVAUR;810000455;M2050;4;2;4;;;;
PERINAT_P;2021;810000562;CH LAVAUR;810000455;N2530;10;;10.14;;;;
PERINAT_P;2021;810000562;CH LAVAUR;810000455;N2800;12;6;16.54;;;;
PERINAT_P;2021;810000562;CH LAVAUR;810000455;N280H;6;1;6;;;;
PERINAT_P;2021;810000562;CH LAVAUR;810000455;NAUT;8;2;9.09;;;;
PERINAT_P;2021;820000032;CH MONTAUBAN;820000016;M1140;;5;1.16;0;1;;
PERINAT_P;2021;820000032;CH MONTAUBAN;820000016;M2050;6;;6.33;0;1;;
PERINAT_P;2021;820000032;CH MONTAUBAN;820000016;N2530;9;8;15.45;;;;
PERINAT_P;2021;820000032;CH MONTAUBAN;820000016;N2800;13;6;17.09;;;;
PERINAT_P;2021;820000032;CH MONTAUBAN;820000016;NAUT;12;6;11.51;;;;
PERINAT_P;2021;820000040;CL CROIX ST MICHEL;820000081;M1030;3;;3;0;1;0;0
PERINAT_P;2021;820000040;CL CROIX ST MICHEL;820000081;M1140;3;;3;0;1;;
PERINAT_P;2021;820000040;CL CROIX ST MICHEL;820000081;M2050;4;;4;0;1;;
PERINAT_P;2021;820000040;CL CROIX ST MICHEL;820000081;N2200;;;0.06;;;;
PERINAT_P;2021;820000040;CL CROIX ST MICHEL;820000081;N2340;1;;0.84;;;;
PERINAT_P;2021;820000040;CL CROIX ST MICHEL;820000081;N2530;6;5;10.96;;;;
PERINAT_P;2021;820000040;CL CROIX ST MICHEL;820000081;N2800;7;6;11.34;;;;
PERINAT_P;2021;820000040;CL CROIX ST MICHEL;820000081;N280H;7;6;11.34;;;;
PERINAT_P;2021;820000040;CL CROIX ST MICHEL;820000081;NAUT;1;5;3.97;;;;
PERINAT_P;2021;820000057;CL DU PONT DE CHAUME;820000131;M1030;8;;8;0;1;0;0
PERINAT_P;2021;820000057;CL DU PONT DE CHAUME;820000131;M1140;2;1;2.27;0;1;;
PERINAT_P;2021;820000057;CL DU PONT DE CHAUME;820000131;M2050;4;;4;0;1;;
PERINAT_P;2021;820000057;CL DU PONT DE CHAUME;820000131;N2200;;;0.03;;;;
PERINAT_P;2021;820000057;CL DU PONT DE CHAUME;820000131;N2530;7;2;11.08;;;;
PERINAT_P;2021;820000057;CL DU PONT DE CHAUME;820000131;N2800;4;3;9.87;;;;
PERINAT_P;2021;820000057;CL DU PONT DE CHAUME;820000131;N280H;4;3;4.93;;;;
PERINAT_P;2021;820000057;CL DU PONT DE CHAUME;820000131;NAUT;1;;0.99;;;;
PERINAT_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;M1030;13;3;4.79;1;0;1;0
PERINAT_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;M1140;3;2;1.88;0;1;;
PERINAT_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;M2050;3;3;3.19;0;1;;
PERINAT_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;MIVG;;1;0.2;;;;
PERINAT_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N2700;;1;0.1;;;;
PERINAT_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N2800;2;18;20.65;;;;
PERINAT_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N280H;;18;8.3;;;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;M1030;;;;0;1;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;M1140;5;;4.14;0;1;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;M2050;;5;2.29;0;1;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N2200;;6;1.34;;;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N2340;;8;1.94;;;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N2530;;5;1.01;;;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N2700;;2;0.12;;;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N2800;1;;1;;;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;N280H;1;;1;;;;
PERINAT_P;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;NAUT;;15;3.43;;;;
PERINAT_P;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;M1030;;2;0.25;0;1;;1
PERINAT_P;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;M1140;2;2;0.42;0;1;;
PERINAT_P;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;M2050;2;2;2.33;0;1;;
PERINAT_P;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;N2340;1;;1;;;;
PERINAT_P;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;N2530;14;2;13.16;;;;
PERINAT_P;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;N2800;6;19;20.66;;;;
PERINAT_P;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;N280H;6;19;20.66;;;;
PERINAT_P;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;NAUT;5;7;7.37;;;;
PERINAT_P;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;M1140;3;;0.46;0;1;;
PERINAT_P;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;M2050;4;3;1.61;1;;;
PERINAT_P;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N2200;4;;2.18;;;;
PERINAT_P;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N2340;8;;3.49;;;;
PERINAT_P;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N2530;19;1;18.25;;;;
PERINAT_P;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N2700;1;;0.5;;;;
PERINAT_P;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N2800;17;7;24.51;;;;
PERINAT_P;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;N280H;10;5;12.97;;;;
PERINAT_P;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;NAUT;8;;4.44;;;;
PERINAT_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;M1030;;4;2.1;0;1;0;1
PERINAT_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;M1140;;6;1.98;0;1;;
PERINAT_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;M2050;;6;1.83;0;1;;
PERINAT_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;N2530;11;1;12.04;;;;
PERINAT_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;N2800;11;4;14.72;;;;
PERINAT_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;N280H;7;;6.41;;;;
PERINAT_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;NAUT;;1;0.86;;;;
PERINAT_P;2021;830000345;CHITS CH SAINTE MUSSE;830100616;N2200;3;12;10.27;;;;
PERINAT_P;2021;830000345;CHITS CH SAINTE MUSSE;830100616;N2340;12;18;23.77;;;;
PERINAT_P;2021;830000345;CHITS CH SAINTE MUSSE;830100616;N2530;30;32;48.98;;;;
PERINAT_P;2021;830000345;CHITS CH SAINTE MUSSE;830100616;N2800;28;41;56.19;;;;
PERINAT_P;2021;830000345;CHITS CH SAINTE MUSSE;830100616;NAUT;12;30;24.99;;;;
PERINAT_P;2021;830100251;CLINIQUE DU CAP D'OR;830000063;M2050;;1;0.2;;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;M1030;8;;8;1;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;M1140;3;2;4;0;1;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;M2050;12;;12;1;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;MIVG;6;;2;;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;N2200;2;1;2.74;;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;N2340;1;;1;;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;N2530;13;;14.04;;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;N2700;;1;0.5;;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;N2800;10;13;19.46;;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;N280H;4;8;9.34;;;;
PERINAT_P;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;NAUT;7;;6.54;;;;
PERINAT_P;2021;840000285;POLYCLINIQUE URBAIN V;840000608;M1140;1;;2;;;;
PERINAT_P;2021;840000285;POLYCLINIQUE URBAIN V;840000608;M2050;9;;9;;;;
PERINAT_P;2021;840000285;POLYCLINIQUE URBAIN V;840000608;N2200;2;1;2.6;;;;
PERINAT_P;2021;840000285;POLYCLINIQUE URBAIN V;840000608;N2340;3;1;4.4;;;;
PERINAT_P;2021;840000285;POLYCLINIQUE URBAIN V;840000608;N2530;12;2;14.62;;;;
PERINAT_P;2021;840000285;POLYCLINIQUE URBAIN V;840000608;N2800;9;11;18;;;;
PERINAT_P;2021;840000285;POLYCLINIQUE URBAIN V;840000608;NAUT;3;;2.64;;;;
PERINAT_P;2021;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;N2800;1;;1.1;;;;
PERINAT_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;M1030;;1;0.4;1;;1;
PERINAT_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;M1140;2;;2.51;1;;;
PERINAT_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;M2050;2;4;5.56;1;;;
PERINAT_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;MAUT;;1;0.03;;;;
PERINAT_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;N2530;18;1;16.75;;;;
PERINAT_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;N2700;;1;0.5;;;;
PERINAT_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;N2800;21;7;26.54;;;;
PERINAT_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;N280H;10;0;6;;;;
PERINAT_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;NAUT;21;4;23.88;;;;
PERINAT_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;M1140;0;4;1.2;0;1;;
PERINAT_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;M2050;1;6;3;0;1;;
PERINAT_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;MIVG;;1;0.3;;;;
PERINAT_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;N2530;12;5;14.6;;;;
PERINAT_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;N2700;;1;0.25;;;;
PERINAT_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;N2800;10;9;15;;;;
PERINAT_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;N280H;4;3;6;;;;
PERINAT_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;NAUT;1;2;2.2;;;;
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;M1030;3;2;4.19;1;0;0;0
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;M1140;1;1;1.3;0;1;;
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;M2050;4;2;4.78;1;0;;
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;MAUT;;;0.3;;;;
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;MIVG;;1;0.05;;;;
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N2530;10;1;10.72;;;;
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N2700;;1;0.43;;;;
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N2800;17;12;23.66;;;;
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N280H;13;8;11.2;;;;
PERINAT_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;NAUT;14;3;15.21;;;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;M1030;0;1;0.53;1;0;1;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;M1140;1;4;1.54;1;0;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;M2050;0;4;0.95;1;0;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;MIVG;0;1;0.18;;;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N2200;1;1;1.54;;;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N2340;1;;0.73;;;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N2530;7;7;12.94;;;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N2700;;1;0.42;;;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N2800;4;20;14.99;;;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N280H;4;20;14.99;;;;
PERINAT_P;2021;840000491;CHI SITE DE PERTUIS;130041916;NAUT;10;9;13.98;;;;
PERINAT_P;2021;840000533;CH JULES NIEL DE VALREAS;840000129;M2050;2;;0.4;;;;
PERINAT_P;2021;840000533;CH JULES NIEL DE VALREAS;840000129;N2700;1;;0.1;;;;
PERINAT_P;2021;840000533;CH JULES NIEL DE VALREAS;840000129;N2800;;2;1.38;;;;
PERINAT_P;2021;840000533;CH JULES NIEL DE VALREAS;840000129;NAUT;1;1;1.13;;;;
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;M1030;;23;2.61;1;;0;0
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;M1140;2;5;5.5;1;0;;
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;M2050;7;10;10.69;1;0;;
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;MAUT;;1;0.09;;;;
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N2200;3;20;11.31;;;;
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N2340;12;33;40.57;;;;
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N2530;5;62;63.16;;;;
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N2700;;2;1.2;;;;
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N2800;;63;56.19;;;;
PERINAT_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;NAUT;4;113;48.02;;;;
PERINAT_P;2021;850000118;CLINIQUE SAINT CHARLES;850013244;M1030;2;5;7;0;0;;
PERINAT_P;2021;850000118;CLINIQUE SAINT CHARLES;850013244;M1140;2;;2;0;1;;
PERINAT_P;2021;850000118;CLINIQUE SAINT CHARLES;850013244;M2050;5;;5;0;1;;
PERINAT_P;2021;850000118;CLINIQUE SAINT CHARLES;850013244;N2340;1;;1;;;;
PERINAT_P;2021;850000118;CLINIQUE SAINT CHARLES;850013244;N2530;4;8;10.5;;;;
PERINAT_P;2021;850000118;CLINIQUE SAINT CHARLES;850013244;N2700;;1;0.12;;;;
PERINAT_P;2021;850000118;CLINIQUE SAINT CHARLES;850013244;N2800;12;5;12.55;;;;
PERINAT_P;2021;850000118;CLINIQUE SAINT CHARLES;850013244;N280H;12;5;12.55;;;;
PERINAT_P;2021;850000118;CLINIQUE SAINT CHARLES;850013244;NAUT;;1;0.1;;;;
PERINAT_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;M1140;;7;1.73;;;;
PERINAT_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;M2050;2;14;6.42;;;;
PERINAT_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;MAUT;;5;0.49;;;;
PERINAT_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;N2200;2;25;22.23;;;;
PERINAT_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;N2340;2;14;12.66;;;;
PERINAT_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;N2530;19;24;37.35;;;;
PERINAT_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;N2700;;2;0.66;;;;
PERINAT_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;N2800;1;54;46.63;;;;
PERINAT_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;NAUT;17;52;45.66;;;;
PERINAT_P;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;M1030;;;3.06;;;;
PERINAT_P;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;N2530;10;12;15.4;;;;
PERINAT_P;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;N2700;;1;0.22;;;;
PERINAT_P;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;N2800;7;16;19.18;;;;
PERINAT_P;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;N280H;4;11;10.76;;;;
PERINAT_P;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;NAUT;4;11;12.08;;;;
PERINAT_P;2021;850000209;CHD-SITE DE LUCON;850000019;M2050;0;3;1.26;;;;
PERINAT_P;2021;850000209;CHD-SITE DE LUCON;850000019;N2200;;1;0.06;;;;
PERINAT_P;2021;850000209;CHD-SITE DE LUCON;850000019;N2530;;;0.07;;;;
PERINAT_P;2021;850000209;CHD-SITE DE LUCON;850000019;N2700;;;0.1;;;;
PERINAT_P;2021;850000209;CHD-SITE DE LUCON;850000019;N2800;2;1;1.85;;;;
PERINAT_P;2021;850000209;CHD-SITE DE LUCON;850000019;NAUT;1;3;1.43;;;;
PERINAT_P;2021;850000225;CHD - SITE DE MONTAIGU;850000019;M2050;0;2;0.47;;;;
PERINAT_P;2021;850000225;CHD - SITE DE MONTAIGU;850000019;N2530;0;1;0.81;;;;
PERINAT_P;2021;850000225;CHD - SITE DE MONTAIGU;850000019;N2700;0;1;0.24;;;;
PERINAT_P;2021;850000225;CHD - SITE DE MONTAIGU;850000019;N2800;0;4;1.5;;;;
PERINAT_P;2021;850000225;CHD - SITE DE MONTAIGU;850000019;NAUT;0;2;0.91;;;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;M1030;4;1;3.69;0;1;;1
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;M1140;3;1;2.05;0;1;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;M2050;8;1;5.29;0;1;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;MIVG;4;1;0.5;;;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N2200;8;0;7.19;;;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N2340;1;1;0.74;;;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N2530;4;3;7.26;;;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N2700;0;1;0.5;;;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N2800;8;9;15.81;;;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;N280H;8;9;5.27;;;;
PERINAT_P;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;NAUT;38;16;24.55;;;;
PERINAT_P;2021;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;M2050;1;;1;;;;
PERINAT_P;2021;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;N2700;0;1;0.25;;;;
PERINAT_P;2021;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;N2800;8;7;7.82;;;;
PERINAT_P;2021;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;N280H;8;7;7.82;;;;
PERINAT_P;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;M1030;;5;1;;;;
PERINAT_P;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;M1140;1;15;2.18;1;0;;
PERINAT_P;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;M2050;1;7;2.9;1;0;;
PERINAT_P;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;N2530;17;7;18.52;;;;
PERINAT_P;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;N2800;18;4;20.09;;;;
PERINAT_P;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;N280H;18;4;9.85;;;;
PERINAT_P;2021;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;N2800;1;0;0.5;;;;
PERINAT_P;2021;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;NAUT;0;1;0.9;;;;
PERINAT_P;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;M2050;;2;0.5;0;0;;
PERINAT_P;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;N2800;1;1;1.5;;;;
PERINAT_P;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;NAUT;4;0;1.4;;;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;M1030;2;4;4.73;1;0;0;0
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;M1140;;15;4.38;1;0;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;M2050;2;12;8.1;1;0;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;MIVG;;8;0.3;;;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;N2200;37;27;41.61;;;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;N2340;7;6;9.21;;;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;N2530;53;23;50.76;;;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;N2700;1;0;0.5;;;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;N2800;36;11;39.55;;;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;N280H;16;2;15.72;;;;
PERINAT_P;2021;860000223;CHU LA MILETRIE;860014208;NAUT;20;1;14.96;;;;
PERINAT_P;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;M1030;2;;2;;;;
PERINAT_P;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;M1140;2;;2;;;;
PERINAT_P;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;M2050;8;;8;;;;
PERINAT_P;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;MIVG;8;;8;;;;
PERINAT_P;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;N2200;4;;4;;;;
PERINAT_P;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;N2530;14;;14;;;;
PERINAT_P;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;N2700;;1;0.25;;;;
PERINAT_P;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;860000140;N2800;13;4;15.6;;;;
PERINAT_P;2021;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;M1140;2;;1.93;0;1;;
PERINAT_P;2021;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;M2050;3;;2.73;0;1;;
