BOR;AN;FI;RS;FI_EJ;GRP;REG;DEP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARMT
IDB;2021;850021122;HDJ ADULTES CMP CATTP LUCON;850000092;24;52;85;11;1;292;PUB3;1;0;;0;0;26850241600384;GEORGES MILANDY;4;PL;RICHELIEU;CENTRE HOSPITALIER DE SECTEUR;;85400;LUCON;85128;;
IDB;2021;850021130;CMP CATTP INFANTO JUVENILE;850000092;24;52;85;11;1;292;PUB3;1;0;;0;0;26850241600426;;3;R;PIERRE DE COUBERTIN;;;85500;LES HERBIERS;85109;;
IDB;2021;850022518;CMP INFANTO JUVENILE;850000092;24;52;85;11;1;156;PUB7;1;0;;0;0;26850241600376;;34;R;DU PUITS NEUF;;;85350;L ILE D YEU;85113;;
IDB;2021;850022542;HDJ INF JUV CMP CATTP LUCON;850000092;24;52;85;11;1;292;PUB3;1;0;;0;0;26850241600392;;100;R;DES CARRIERES;;;85400;LUCON;85128;;
IDB;2021;850025636;CMP CATTP ADULTES PAUL VERLAINE;850000092;24;52;85;11;1;292;PUB3;1;0;;0;0;26850241600459;;;R;DE FRIEDLAND;RESIDENCE GRAND PAVOIS;;85000;LA ROCHE SUR YON;85191;;
IDB;2021;850025644;CMP CATTP ADULTES;850000092;24;52;85;11;1;292;PUB3;1;0;;0;0;26850241600418;;44;BD;PASTEUR;;;85100;LES SABLES D OLONNE;85194;;
IDB;2021;850025867;CH DES COLLINES VENDEENNES;;02;52;85;13;1;106;;1;0;;1;1;;;;;DU MARECHAL LECLERC;;;85120;LA CHATAIGNERAIE;85059;0251536565;
IDB;2021;850025941;CHS MAZURELLE - HDJ CH FONTENAY;850000092;24;52;85;11;1;292;PUB3;1;0;;0;0;;;40;R;RABELAIS;;;85200;FONTENAY LE COMTE;85092;;
IDB;2021;860000041;USLD DE LUSIGNAN - CHU DE POITIERS;860014208;34;75;86;15;1;362;PUB9;1;0;;0;0;20003372800193;;76;R;DE CHYPRE;;;86600;LUSIGNAN;86139;;
IDB;2021;860000348;AURA POITOU-CHARENTES;;06;75;86;60;3;899;;6;0;;1;1;;;;;DU PRE MEDARD;;CS 30050;86281;ST BENOIT CEDEX;86214;0549466312;
IDB;2021;860005123;CENTRE DE LA PLANCHONNERIE;860780048;24;75;86;11;1;425;PUB7;1;0;;0;0;;ACCUEIL FAMILIAL THERAPEUTIQUE;36;R;RENE FUMERON;;;86350;PAYROUX;86189;;
IDB;2021;860005396;LIEU ACCUEIL DES JEUNES EN INST.;860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000500;;;LD;LE COSSY;;;86240;FONTAINE LE COMTE;86100;;
IDB;2021;860005644;CENTRE MEDICO-PSYCHO. HENRI LABORIT;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000690;;14;R;GAY LUSSAC;;;86000;POITIERS;86194;;
IDB;2021;860005651;CTRE MEDICO PSYCHOL. ADULTES;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000401;;8;R;DU MARTRAY;;;86200;LOUDUN;86137;;
IDB;2021;860005677;C.E.C.A.T.;860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000393;;17;ALL;DE LA PROVIDENCE;;;86000;POITIERS;86194;;
IDB;2021;860005701;HOP. DE JOUR + C.M.P. (INTERSECT.);860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000369;;29;AV;ROBERT SCHUMAN;;;86000;POITIERS;86194;;
IDB;2021;860005727;CMP & CENTRE D'ECOUTE - ESPACE VIENNE;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000807;;7;ALL;MARTIN LUTHER KING;;;86000;POITIERS;86194;;
IDB;2021;860005735;CENTRE MEDICO PSYCHO. PRE-MEDARD;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000674;;7;R;DES ANCIENNES SERRES;;;86280;ST BENOIT;86214;;
IDB;2021;860005743;UNITE P ENFANTS DISPHASIQUES (86I02);860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000344;CENTRE DE LOISIRS;;LD;LA BRUNETTERIE;;;86800;SEVRES ANXAUMONT;86261;;
IDB;2021;860010404;EXTERNAT MEDICO-PSYCHO. DE L'ENFANT;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000260;;370;AV;JACQUES COEUR;;BP 587;86000;POITIERS;86194;;
IDB;2021;860010412;CTRE MEDICO-PSY. POUR ENFANTS ET ADOL.;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000716;;37;R;FAIDEAU;;;86300;CHAUVIGNY;86070;;
IDB;2021;860010420;CTRE MEDICO-PSY. POUR ENF. ET ADO.;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000526;;18;R;SALVADOR ALLENDE;;;86400;CIVRAY;86078;;
IDB;2021;860010446;CTRE MEDICO-PSY. POUR ENF. ET ADO.;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000534;;31;R;DE CHYPRE;;;86600;LUSIGNAN;86139;;
IDB;2021;860010453;CTRE MEDICO-PSY. POUR ENF. ET ADO.;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000542;;2;R;HENRI DUNANT;;BP 65;86500;MONTMORILLON;86165;;
IDB;2021;860010461;ISATIS (TOXICOMANIE);860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000559;;66;R;DE SLOVENIE;;;86000;POITIERS;86194;;
IDB;2021;860010487;PROG. REG. DE PREV. DU SUICIDE - PRS;860780048;24;75;86;11;1;444;PUB7;1;0;;0;0;26860002000724;;370;AV;JACQUES COEUR;;BP 587;86021;POITIERS CEDEX;86194;;
IDB;2021;860012657;MAISON DE REHABILITATION - POST-CURE;860780048;24;75;86;11;1;430;PUB7;1;0;;0;0;;;36;R;DU PRE MEDARD;;;86280;ST BENOIT;86214;;
IDB;2021;860014208;CENTRE HOSP. UNIVERSITAIRE DE POITIERS;;02;75;86;15;1;101;;1;0;;2;1;;;;;DE LA MILETRIE;;CS 90577;86021;POITIERS CEDEX;86194;0449444444;
IDB;2021;860780048;CTRE HOSPITALIER HENRI LABORIT;;02;75;86;11;1;292;;1;0;;1;1;;;;;JACQUES COEUR;;CS 10587;86021;POITIERS CEDEX;86194;0549445757;
IDB;2021;860780956;EXTERNAT MED-PSYCHO. ENFANT F. DOLTO;860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000708;86I01;78;R;JEAN VILAR;;;86100;CHATELLERAULT;86066;;
IDB;2021;860782200;UNITE JEAN-BAPTISTE PUSSIN;860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000021;;1;R;ANCIEN COUVENT;;;86340;NIEUIL L ESPOIR;86178;;
IDB;2021;860782374;CENTRE MEDICO-PSYCHO. ENFANTS ET ADO.;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000229;;42;AV;DE LEUZE;CENTRE MEDICO SOCIAL;;86200;LOUDUN;86137;;
IDB;2021;860782499;C.M.P.E.A. CTRE MED PSY ENF-ADO;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000443;;7;ALL;MARTIN LUTHER KING;;;86000;POITIERS;86194;;
IDB;2021;860782549;CENTRE MEDICO-PSYCHO. G. RUESTCH;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000666;;78;R;JEAN VILAR;;;86100;CHATELLERAULT;86066;;
IDB;2021;860782556;FOYER 3 LOGIS (86I01);860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000070;;6;ALL;DE VERVOLIERE;ZAC DE BEAULIEU;;86000;POITIERS;86194;;
IDB;2021;860784594;HOPITAL DE JOUR G. RUESTCH (86G04);860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000658;;78;R;JEAN VILAR;;;86100;CHATELLERAULT;86066;;
IDB;2021;860785542;USLD DE POITIERS - CHU DE POITIERS;860014208;34;75;86;15;1;362;PUB9;1;0;;0;0;20003372800102;;2;R;DE LA MILETRIE;PAVILLON ARISTIDE MAILLOL;CS 90577;86021;POITIERS CEDEX;86194;;
IDB;2021;860785559;USLD DE MONTMORILLON - CHU DE POITIERS;860014208;34;75;86;15;1;362;PUB9;1;0;;0;0;26860030100074;;2;R;HENRI DUNANT;;BP 65;86501;MONTMORILLON CEDEX;86165;;
IDB;2021;860785682;USLD LE VILLAGE - CHU POITIERS;860014208;34;75;86;15;1;362;PUB9;1;0;;0;0;20004069900056;;1;R;DU DR LUC MONTAGNIER;ROCADE EST;CS 60669;86106;CHATELLERAULT CEDEX;86066;0549022172;
IDB;2021;860785716;SMPR - CH HENRI LABORIT;860780048;24;75;86;11;1;415;PUB7;1;0;;0;0;26860002000757;;;LD;CHAMPS DES GROLLES;CTRE PENITENT. POITIERS-VIVONNE;;86370;VIVONNE;86293;;
IDB;2021;860785757;CENTRE MEDICO-PSYCHOLOGIQUE;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000195;;19;R;JULES FERRY;;;86170;NEUVILLE DE POITOU;86177;;
IDB;2021;860785765;CENTRE MEDICO-PSYCHOLOGIQUE;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000237;;18;R;SALVADOR ALLENDE;;;86400;CIVRAY;86078;;
IDB;2021;860785773;CENTRE MEDICO-PSYCHOLOGIQUE;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000138;;31;R;DE CHYPRE;;;86600;LUSIGNAN;86139;;
IDB;2021;860785823;CENTRE MEDICO-PSYCHOL. ADULTES;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000161;;1;R;DE L'ECHELLE;;;86160;GENCAY;86103;;
IDB;2021;860785831;CENTRE MEDICO-PSYCHOLOGIQUE;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000146;;8;R;HEMMOOR;;;86700;VALENCE EN POITOU;86082;;
IDB;2021;860785849;CENTRE MEDICO-PSYCHOLOGIQUE;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000203;;37;R;FAIDEAU;;;86300;CHAUVIGNY;86070;;
IDB;2021;860785856;CENTRE MEDICO-PSYCHOLOGIQUE;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000187;;4;R;DES RECOLLETS;;;86500;MONTMORILLON;86165;;
IDB;2021;860786086;CENTRE MEDICO-PSYCHO. F. DOLTO;860780048;24;75;86;11;1;156;PUB7;1;0;;0;0;26860002000682;;78;R;JEAN VILAR;;;86100;CHATELLERAULT;86066;;
IDB;2021;860789585;USLD LOUDUN - CHU DE POITIERS;860014208;34;75;86;15;1;362;PUB9;1;0;;0;0;20004069900049;;3;R;DES VISITANDINES;;;86200;LOUDUN;86137;;
IDB;2021;860789882;HOPITAL DE JOUR (INTERSECT.);860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000468;;8;R;DU MARTRAY;;;86200;LOUDUN;86137;;
IDB;2021;860791169;ACC. THERAP. JOUR P. ADO. MOSAIQUE;860780048;24;75;86;11;1;292;PUB3;1;0;;0;0;26860002000625;86I02;29;R;DU CLOS DE L'OIE;;;86000;POITIERS;86194;;
IDB;2021;870000015;C H U DE LIMOGES;;02;75;87;13;1;101;;1;0;;2;1;;;;;MARTIN LUTHER KING;;;87042;LIMOGES CEDEX 1;87085;0555055555;
IDB;2021;870000023;CENTRE HOSPITALIER DE ST-JUNIEN;;02;75;87;13;1;355;;1;0;;1;1;;;;;CHATEAUBRIAND;;BP 110;87205;ST JUNIEN CEDEX;87154;0555435000;
IDB;2021;870000031;CTRE HOSPITALIER J BOUTARD ST YRIEIX;;02;75;87;13;1;355;;1;0;;1;1;;;;;DU PRESIDENT PAUL MAGNAUD;;CS 60085;87500;ST YRIEIX LA PERCHE;87187;0555757500;
IDB;2021;870000700;ALURAD;;06;75;87;60;3;899;;6;0;;1;1;;;;;DU BUISSON;;;87000;LIMOGES;87085;0555431740;
IDB;2021;870002466;CENTRE HOSPITALIER ESQUIROL;;02;75;87;11;1;292;;1;0;;1;1;;;;;DU DOCTEUR RAYMOND MARCLAND;;;87025;LIMOGES CEDEX 1;87085;0555431010;
IDB;2021;870003019;CMP BEAUBREUIL;870002466;24;75;87;11;1;156;PUB7;1;0;;0;0;26870850000353;;48;ALL;FABRE D'EGLANTINE;CENTRE MEDICO-PSYCHOLOGIQUE;;87280;LIMOGES;87085;;
IDB;2021;870005790;UNITE SOINS DE LONGUE DUREE ST YRIEIX;870000031;34;75;87;13;1;362;PUB9;1;0;;0;0;26871870700089;;;PL;DU PRESIDENT PAUL MAGNAUD;;;87500;ST YRIEIX LA PERCHE;87187;;
IDB;2021;870005824;USLD HIHL BELLAC;870014503;34;75;87;14;1;362;PUB9;1;0;;0;0;26870042400107;;4;AV;CHARLES DE GAULLE;HIHL;;87300;BELLAC;87011;;
IDB;2021;870008059;USLD REBEYROL LIMOGES;870000015;34;75;87;13;1;362;PUB9;1;0;;0;0;26870851800207;;;AV;DU BUISSON;;;87042;LIMOGES CEDEX 1;87085;;
IDB;2021;870008133;USLD ST LEONARD;870014248;34;75;87;14;1;362;PUB9;1;0;;0;0;26872065300065;;;CHE;DU PANAUD;;;87400;ST LEONARD DE NOBLAT;87161;;
IDB;2021;870008141;USLD HIHL LE DORAT;870014503;34;75;87;14;1;362;PUB9;1;0;;0;0;26870042400081;;9;AV;FR DE LA JOSNIERE;HIHL;;87210;LE DORAT;87059;;
IDB;2021;870008448;HOPITAL DE JOUR - CMP ST LEONARD;870002466;24;75;87;11;1;292;PUB3;1;0;;0;0;26870850000163;;;R;DANIEL LAMAZIERE;HOPITAL LOCAL;;87400;ST LEONARD DE NOBLAT;87161;;
IDB;2021;870008455;HOPITAL DE JOUR - CMP MAGNAC LAVAL;870002466;24;75;87;11;1;292;PUB3;1;0;;0;0;26870850000171;;8;AV;GEORGE SAND;HOPITAL LOCAL;;87190;MAGNAC LAVAL;87089;;
IDB;2021;870013919;ATELIER ACTIVITES THERAPEUTIQUES;870002466;24;75;87;11;1;366;PUB7;1;0;;0;0;26870850000338;;;R;JEAN-BAPTISTE RUCHAUD;;;87000;LIMOGES;87085;;
IDB;2021;870014248;CH INTERCOMMUNAL MONTS ET BARRAGES;;02;75;87;14;1;106;;1;0;;1;1;;;;;DU PANAUD;;;87400;ST LEONARD DE NOBLAT;87161;0555564300;
IDB;2021;870014503;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;;02;75;87;14;1;106;;1;0;;2;1;;;;;CHARLES DE GAULLE;;;87300;BELLAC;87011;0555472020;
IDB;2021;870015518;CMP SAINT JUNIEN;870002466;24;75;87;11;1;156;PUB7;1;0;;0;0;26870850000387;;8;R;DU PRECOIN;;;87205;ST JUNIEN CEDEX;87154;;
IDB;2021;870015971;HOPITAL DE JOUR MOSAIQUES;870002466;24;75;87;11;1;292;PUB3;1;0;;0;0;26870850000312;;49;R;VICTORIEN SARDOU;;;87100;LIMOGES;87085;;
IDB;2021;870016607;CENTRE PROXI BASSIN AREDIEN - HOP JOUR;870002466;24;75;87;11;1;292;PUB3;1;0;;0;0;26870850000445;;;PL;DU PRÉSIDENT MAGNAUD;CENTRE HOSPITALIER J. BOUTARD;BP 51;87500;ST YRIEIX LA PERCHE;87187;;
IDB;2021;870016615;HOPITAL DE JOUR - CMP SAINT JUNIEN;870002466;24;75;87;11;1;292;PUB3;1;0;;0;0;26870850000452;;8;R;DU PRECOIN;;;87205;ST JUNIEN CEDEX;87154;;
IDB;2021;870016649;CMP SAINT YRIEIX LA PERCHE;870002466;24;75;87;11;1;156;PUB7;1;0;;0;0;26870850000460;;4;R;PAUL BERT;;;87500;ST YRIEIX LA PERCHE;87187;;
IDB;2021;870016656;HOPITAL DE JOUR - CMP SAINTE CLAIRE;870002466;24;75;87;11;1;292;PUB3;1;0;;0;0;26870850000478;;12;AV;DE NAUGEAT;;;87000;LIMOGES;87085;;
IDB;2021;870017274;SELARL IMRO;;08;75;87;85;2;698;;0;0;;1;1;;;;;DU GENERAL CATROUX;;;87000;LIMOGES;87085;0555330505;
IDB;2021;870017332;HOPITAL DE JOUR - CMP VAN GOGH;870002466;24;75;87;11;1;292;PUB3;1;0;;0;0;26870850000502;;10;R;DU PETIT TOUR;;;87000;LIMOGES;87085;;
IDB;2021;870017670;CMP VAN GOGH;870002466;24;75;87;11;1;156;PUB7;1;0;;0;0;26870850000569;;10;R;DU PETIT TOUR;;;87000;LIMOGES;87085;;
IDB;2021;870017688;CMP CENTRE DU PATIENT AGE;870002466;24;75;87;11;1;156;PUB7;1;0;;0;0;26870850000577;;12;AV;DE NAUGEAT;;;87000;LIMOGES;87085;;
IDB;2021;870017696;CMP MAGNAC LAVAL;870002466;24;75;87;11;1;156;PUB7;1;0;;0;0;26870850000585;HOPITAL LOCAL;8;AV;GEORGE SAND;;;87190;MAGNAC LAVAL;87089;;
IDB;2021;870017704;CMP SAINT LEONARD DE NOBLAT;870002466;24;75;87;11;1;156;PUB7;1;0;;0;0;26870850000593;HOPITAL LOCAL;;R;DANIEL LAMAZIERE;;;87400;ST LEONARD DE NOBLAT;87161;;
IDB;2021;870017712;UNITE DE SOINS INTENSIFS DU SOIR;870002466;24;75;87;11;1;292;PUB3;1;0;;0;0;26870850000601;CH ESQUIROL;15;R;DU DR MARCLAND;BAT GAROUX;BP 61730;87025;LIMOGES CEDEX 1;87085;;
IDB;2021;880003488;CMPPA/CATTP/HOP JR-MAIS SANTE ST JEAN;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400626;MAISON DE SANTE SAINT JEAN;31;AV;THIERS;;;88000;EPINAL;88160;;
IDB;2021;880005269;CMP POUR ADOLESCENTS EPINAL;880780119;24;44;88;11;1;156;PUB7;1;0;;0;0;26880084400576;;2;QU;SEROT;;;88002;EPINAL CEDEX;88160;;
IDB;2021;880006242;CMP/PLAC. FAMIL. THERAP. ENFANTS;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400642;;9;R;PAUL DOUMER;;;88000;EPINAL;88160;;
IDB;2021;880006267;HOP JOUR ENFANTS SAINT-DIE;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400329;;16;R;DE L'ORIENT;;;88100;ST DIE DES VOSGES;88413;;
IDB;2021;880006283;CATTP POUR ADULTES D'EPINAL;880780119;24;44;88;11;1;425;PUB7;1;0;;0;0;26880084400626;;10;R;THIERS;;;88000;EPINAL;88160;;
IDB;2021;880006325;HOPITAL DU VAL DU MADON;;02;44;88;14;1;106;;1;0;;1;1;;;;;GERMINI;;;88500;MIRECOURT;88304;0329371233;
IDB;2021;880006374;APP THERAPEUTIQUES + PL DE NUIT EPINAL;880780119;24;44;88;11;1;412;PUB7;1;0;;0;0;26880084400634;;6;QU;DES BONS ENFANTS;;;88000;EPINAL;88160;;
IDB;2021;880006416;CMP ENFANTS/ADOLESCENTS;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400485;;10;R;DE LUXEMBOURG;VILLA SAINT JACQUES;;88800;VITTEL;88516;;
IDB;2021;880006424;CMP POUR ENFANTS DE NEUFCHATEAU;880780119;24;44;88;11;1;156;PUB7;1;0;;0;0;26880084400501;;7;R;JULES FERRY;;;88300;NEUFCHATEAU;88321;;
IDB;2021;880007059;CHI EMILE DURKHEIM EPINAL;;02;44;88;14;1;355;;1;0;;1;1;;CHI E. DURKHEIM EPINAL;;;ROBERT SCHUMAN;;BP 590;88021;EPINAL CEDEX;88160;0329687000;
IDB;2021;880007299;CHI DE L' OUEST VOSGIEN;;02;44;88;14;1;355;;1;0;;2;1;;CHI DE L'OUEST VOSGIEN;;;DE LA DIVISION LECLERC;;BP 249;88307;NEUFCHATEAU CEDEX;88321;0329948000;
IDB;2021;880007786;CH DE LA HAUTE VALLEE DE LA MOSELLE;;02;44;88;14;1;355;;1;0;;1;1;;;;;CHARLES DE GAULLE;;BP 79;88160;LE THILLOT;88468;0329250079;
IDB;2021;880008230;CHI DES 5 VALLEES;;02;44;88;14;1;355;;1;0;;1;1;;;;;DU PETIT HIMBAUMONT;;;88420;MOYENMOUTIER;88319;0329524444;
IDB;2021;880008636;ATELIER THERAPEUTIQUE DECLIC;880780119;24;44;88;11;1;366;PUB7;1;0;;0;0;;ATI PASSION JARDIN;7;R;SAINTE CECILE;;;88500;MIRECOURT;88304;;
IDB;2021;880780069;CH DE GERARDMER CLAUDIUS REGAUD;;02;44;88;13;1;355;;1;0;;1;1;;;;;KELSCH;;BP 129;88407;GERARDMER CEDEX;88196;0329602960;
IDB;2021;880780077;CENTRE HOSPITALIER DE SAINT-DIE;;02;44;88;13;1;355;;1;0;;1;1;;;;;DU NOUVEL HOPITAL;;BP 246;88100;ST DIE DES VOSGES;88413;0329528300;
IDB;2021;880780093;CENTRE HOSPITALIER DE REMIREMONT;;02;44;88;13;1;355;;1;0;;1;1;;;;;GEORGES LANG;;BP 30161;88204;REMIREMONT CEDEX;88383;0329234141;
IDB;2021;880780119;CENTRE HOSPITALIER DE RAVENEL;;02;44;88;11;1;292;;1;0;;1;1;;;;;RENÉ PORTERAT;;BP 199;88507;MIRECOURT CEDEX;88304;0329370077;
IDB;2021;880780259;HOPITAL LOCAL DE BRUYERES;;02;44;88;13;1;106;;1;0;;1;1;;;;;DE L'HOPITAL;;;88600;BRUYERES;88078;0329527000;
IDB;2021;880780267;HOPITAL LOCAL DE CHATEL SUR MOSELLE;;02;44;88;13;1;106;;1;0;;1;1;;;;;DES VERGERS;;;88330;CHATEL SUR MOSELLE;88094;0329679038;
IDB;2021;880780325;CENTRE HOSPITALIER DE FRAIZE;;02;44;88;13;1;106;;1;0;;1;1;;;;;DE LA COSTELLE;;;88230;FRAIZE;88181;0329503035;
IDB;2021;880780333;HOPITAL LOCAL DE LAMARCHE;;02;44;88;13;1;106;;1;0;;1;1;;;;;DE BELLUNE;;;88320;LAMARCHE;88258;0329095028;
IDB;2021;880784012;CMP PA/CATTP PA/CMP ADULTES REMIREMONT;880780119;24;44;88;11;1;156;PUB7;1;0;;0;0;26880084400097;;43;BD;THIERS;;;88200;REMIREMONT;88383;;
IDB;2021;880784210;CMP/SERV PLACEMT FAMIL THERAP ADULTES;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400089;;18;R;DE LA PREFECTURE;;;88000;EPINAL;88160;;
IDB;2021;880784434;HOPITAL DE JOUR POUR ADULTES D'EPINAL;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400055;;21;R;THIERS;;;88000;EPINAL;88160;;
IDB;2021;880784442;HOP DE JOUR AD -LA ROCHE D'ARMA-;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400030;;11;CHE;DES GRANGES PUTON;;;88200;REMIREMONT;88383;;
IDB;2021;880784459;HOP DE JOUR ADULTES/CATTP SAINT-DIE;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400600;LE PRE MARTIN;13;R;10EME BCP;;;88100;ST DIE DES VOSGES;88413;;
IDB;2021;880785134;HOPITAL DE JOUR POUR ENFANTS D'EPINAL;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400113;;8;R;PAUL ROSAYE;;;88000;EPINAL;88160;;
IDB;2021;880785290;HOP JOUR/CMP/CATTP ENFANTS REMIREMONT;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400121;;7;R;CAPITAINE FLAYELLE;;;88200;REMIREMONT;88383;;
IDB;2021;880785423;HOP DE JOUR ADULTES A NEUFCHATEAU;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400147;;8;PL;CARRIERE;CENTRE ISABELLE ROMEE;;88300;NEUFCHATEAU;88321;;
IDB;2021;880785621;USLD DU CHI E. DURKHEIM-SITE DE GOLBEY;880007059;34;44;88;14;1;362;PUB9;1;0;;0;0;20002944500026;;13;R;EUGENE LUTHERER;;;88191;GOLBEY CEDEX;88209;;
IDB;2021;880785688;HOPITAL DE JOUR/CMP ADULTES DE VITTEL;880780119;24;44;88;11;1;292;PUB3;1;0;;0;0;26880084400261;;17;R;DE VOIVESELLES;;;88800;VITTEL;88516;;
IDB;2021;880785704;CMP POUR ADULTES DE NEUFCHATEAU;880780119;24;44;88;11;1;156;PUB7;1;0;;0;0;26880084400378;;51;AV;DU PRESIDENT KENNEDY;;;88300;NEUFCHATEAU;88321;;
IDB;2021;880785720;CMP ADULTES ET CMPPA DE SAINT DIE;880780119;24;44;88;11;1;156;PUB7;1;0;;0;0;26880084400477;;3;R;JACQUES DELILLE;;;88100;ST DIE DES VOSGES;88413;;
IDB;2021;880785738;CMP PR ENFANTS A SAINT-DIE;880780119;24;44;88;11;1;156;PUB7;1;0;;0;0;26880084400238;;9;R;RENE JACQUOT;;;88100;ST DIE DES VOSGES;88413;;
IDB;2021;880787692;USLD LEA ANDRE;880780069;34;44;88;13;1;362;PUB9;1;0;;0;0;26880017400032;;22;BD;KELSCH;;;88407;GERARDMER CEDEX;88196;0329602960;
IDB;2021;880788773;USLD DU CHI OUEST VOSGIEN A VITTEL;880007299;34;44;88;14;1;362;PUB9;1;0;;0;0;20003308200047;;191;AV;MAURICE BARRES;;;88800;VITTEL;88516;;
IDB;2021;880789409;USLD DE L'HOPITAL LOCAL DE BRUYERES;880780259;34;44;88;13;1;362;PUB9;1;0;;0;0;26880022400043;;16;R;DE L'HOPITAL;;;88600;BRUYERES;88078;0329527000;
IDB;2021;890000037;CH AUXERRE;;02;27;89;13;1;355;;1;0;;1;1;;;;;DE VERDUN;;BP 69;89011;AUXERRE CEDEX;89024;0386484848;
IDB;2021;890000052;CTRE HOSPITALIER SPECIALISE D'AUXERRE;;02;27;89;11;1;292;;1;0;;1;1;;;;;PIERRE SCHERRER;;;89011;AUXERRE CEDEX;89024;0386943800;
IDB;2021;890000409;CH AVALLON;;02;27;89;13;1;355;;1;0;;1;1;;;;;DE L HOPITAL;;BP 197;89206;AVALLON CEDEX;89025;0386346600;
IDB;2021;890000417;CH JOIGNY;;02;27;89;13;1;355;;1;0;;1;1;;;;;QUAI DE L HOPITAL;;BP 229;89306;JOIGNY CEDEX;89206;0386923333;
IDB;2021;890000433;CENTRE HOSPITALIER DU TONNERROIS;;02;27;89;13;1;355;;1;0;;1;1;;;;;DES JUMERIAUX;;CS 20203;89700;TONNERRE;89418;0386543300;
IDB;2021;890000466;HL R BONNION VILLENEUVE-SUR-YONNE;;02;27;89;13;1;106;;1;0;;1;1;;;;;CARNOT;;;89500;VILLENEUVE SUR YONNE;89464;0386871967;
IDB;2021;890001779;UNITE D'HOSPI. PSYE ADULTES -HENRI EY-;890000052;24;27;89;11;1;292;PUB3;1;0;;0;0;;;5;BD;MARECHAL FOCH;;;89100;SENS;89387;;
IDB;2021;890005598;CENTRE RENOIR CATTP ALZHEIMER;890000052;24;27;89;11;1;292;PUB3;1;0;;0;0;26890002400244;;10;R;RENOIR;;;89000;AUXERRE;89024;;
IDB;2021;890005689;CENTRE ACCUEIL ET SOINS ADOLESCENTS;890000052;24;27;89;11;1;292;PUB3;1;0;;0;0;26890002400251;;21;R;CHARLES GUERIN;;;89100;SENS;89387;;
IDB;2021;890007792;CENTRE MEDICO-PSYCHOLOGIQUE BLÉNEAU;890000052;24;27;89;11;1;156;PUB7;1;0;;0;0;26890002400137;;12;R;DE DREUX;;;89220;BLENEAU;89046;;
IDB;2021;890007800;CENTRE MEDICO-PSYCHOLOGIQUE CHARNY;890000052;24;27;89;11;1;156;PUB7;1;0;;0;0;26890002400145;;45;;RUE LAMOTHE;;;89120;CHARNY OREE DE PUISAYE;89086;;
