BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2021;750100273;HU EST PARISIEN SITE TENON APHP;750712184;TOT;0;;;;;;1721;4;;;
DIALYSE;2021;750150104;INSTITUT MUTUALISTE MONTSOURIS;750720476;112BA;;;;13;48;7137;;;;;
DIALYSE;2021;750150104;INSTITUT MUTUALISTE MONTSOURIS;750720476;1130X;;;;8;8;991;;;;;
DIALYSE;2021;750150104;INSTITUT MUTUALISTE MONTSOURIS;750720476;TOT;0;;;;;;424;;;11;0
DIALYSE;2021;750150104;INSTITUT MUTUALISTE MONTSOURIS;750720476;VACAN;;;;1;2;;;;;;
DIALYSE;2021;750150252;CLINIQUE FSEF PARIS 16;750720575;112BA;;;;28;;20869;;;;;
DIALYSE;2021;750150252;CLINIQUE FSEF PARIS 16;750720575;1130X;;;;8;;156;;;;;
DIALYSE;2021;750150252;CLINIQUE FSEF PARIS 16;750720575;122AX;;;;1;0;;;;12;;
DIALYSE;2021;750150252;CLINIQUE FSEF PARIS 16;750720575;122BX;;;;3;2;;;;135;;
DIALYSE;2021;750150252;CLINIQUE FSEF PARIS 16;750720575;TOT;0;;;;;;249;;;4;3
DIALYSE;2021;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;1150A;;;;79;79;21246;;;;;
DIALYSE;2021;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;1210;;;;;317;;;;15268;;
DIALYSE;2021;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;121AX;;;;;156;;;;7960;;
DIALYSE;2021;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;121CX;;;;161;161;;;;7308;;
DIALYSE;2021;750200024;CENTRE HD DP AURA PARIS PLAISANCE;940026677;TOT;0;;;;;;;;;198;
DIALYSE;2021;750300139;CLINIQUE DE L ALMA;750000655;112BA;;;;20;92;13728;;;;;
DIALYSE;2021;750300139;CLINIQUE DE L ALMA;750000655;TOT;0;;;;;;;1;;27;
DIALYSE;2021;750300154;CLINIQUE TURIN;750065971;112BA;;;;24;148;21717;;;;;
DIALYSE;2021;750300154;CLINIQUE TURIN;750065971;1130X;;;;8;47;6831;;;;;
DIALYSE;2021;750300154;CLINIQUE TURIN;750065971;121CX;;;;1;0;;;;0;;
DIALYSE;2021;750300154;CLINIQUE TURIN;750065971;122AX;;;;1;0;;;;0;;
DIALYSE;2021;750300154;CLINIQUE TURIN;750065971;122BX;;;;1;0;;;;0;;
DIALYSE;2021;750300154;CLINIQUE TURIN;750065971;TOT;0;;;;;;323;;;65;
DIALYSE;2021;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;112AX;;;;2;;1020;;;;;
DIALYSE;2021;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;112BA;;;;14;148;14930;;;;;
DIALYSE;2021;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;1130X;;;;8;;526;;;;;
DIALYSE;2021;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;TOT;0;;;;;;185;;;;
DIALYSE;2021;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;112BA;;;;8;24;2532;;;;;
DIALYSE;2021;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;1210;;;;;6;;;;1508;;
DIALYSE;2021;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;121AX;;;;;2;;;;832;;
DIALYSE;2021;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;121CX;;;;1;4;;;;676;;
DIALYSE;2021;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;122AX;;;;1;1;;;;20;;
DIALYSE;2021;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;122BX;;;;4;7;;;;343;;
DIALYSE;2021;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;TOT;0;;;;;;1670;;;84;10
DIALYSE;2021;750803454;HU ROBERT DEBRE APHP;750712184;112BA;;;;;;486;;;;;
DIALYSE;2021;750803454;HU ROBERT DEBRE APHP;750712184;112BE;;;;8;26;2783;;;;;
DIALYSE;2021;750803454;HU ROBERT DEBRE APHP;750712184;1210;;;;;5;;;;369;;
DIALYSE;2021;750803454;HU ROBERT DEBRE APHP;750712184;121AX;;;;;5;;;;204;;
DIALYSE;2021;750803454;HU ROBERT DEBRE APHP;750712184;121CX;;;;4;;;;;165;;
DIALYSE;2021;750803454;HU ROBERT DEBRE APHP;750712184;122AX;;;;4;1;;;;18;;
DIALYSE;2021;750803454;HU ROBERT DEBRE APHP;750712184;122BX;;;;4;1;;;;365;;
DIALYSE;2021;750803454;HU ROBERT DEBRE APHP;750712184;TOT;0;;;;;;548;;;27;3
DIALYSE;2021;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;112AX;;;;1;;30;;;;;
DIALYSE;2021;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;1130X;;;;15;75;10742;;;;;
DIALYSE;2021;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;1140X;;;;6;18;3168;;;;;
DIALYSE;2021;750814824;UNITE DIALYSE BUTTES CHAUMONT-ANDRA;920036407;TOT;0;;;;;;0;2;;19;
DIALYSE;2021;750829053;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;1130X;;;;8;15;2102;;;;;
DIALYSE;2021;750829053;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;1140X;;;;6;12;1450;;;;;
DIALYSE;2021;750829053;CENTRE D AUTODIALYSE CLINIQUE ALMA;750000655;TOT;0;;;;;;0;1;;11;
DIALYSE;2021;750831067;CENTRE DIAVERUM PARIS MONT LOUIS;750831059;1130X;;;;24;120;17214;;;;;
DIALYSE;2021;750831067;CENTRE DIAVERUM PARIS MONT LOUIS;750831059;TOT;0;;;;;;17214;1;;;
DIALYSE;2021;760000018;CH DIEPPE;760780023;112AX;;;;1;1;102;;;;;
DIALYSE;2021;760000018;CH DIEPPE;760780023;112BA;;;;16;66;8286;;;;;
DIALYSE;2021;760000018;CH DIEPPE;760780023;1210;;;;;7;;;;353;;
DIALYSE;2021;760000018;CH DIEPPE;760780023;121AX;;;;;5;;;;250;;
DIALYSE;2021;760000018;CH DIEPPE;760780023;121CX;;;;1;2;;;;103;;
DIALYSE;2021;760000018;CH DIEPPE;760780023;122AX;;;;1;;;;;9;;
DIALYSE;2021;760000018;CH DIEPPE;760780023;122BX;;;;1;0;;;;16;;
DIALYSE;2021;760000018;CH DIEPPE;760780023;TOT;0;;;;;;530;1;;37;5
DIALYSE;2021;760000018;CH DIEPPE;760780023;VACAN;;;;1;;;;;;;
DIALYSE;2021;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;112BA;;;;3;;61;;;;;
DIALYSE;2021;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;112BE;;;;6;5;738;;;;;
DIALYSE;2021;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;TOT;0;;;;;;815;;;1;0
DIALYSE;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;112BA;;;;14;61;8670;;;;;
DIALYSE;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1130X;;;;8;32;4701;;;;;
DIALYSE;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1210;;;;;4;;;;637;;
DIALYSE;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;121AX;;;;;;;;;396;;
DIALYSE;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;121CX;;;;5;4;;;;241;;
DIALYSE;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;122AX;;;;2;;;;;26;;
DIALYSE;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;122BX;;;;2;3;;;;63;;
DIALYSE;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;TOT;0;;;;;;494;2;;36;3
DIALYSE;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;VACAN;;;;2;;;;;;;
DIALYSE;2021;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;112AX;;;;1;0;0;;;;;
DIALYSE;2021;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;112BA;;;;32;134;20201;;;;;
DIALYSE;2021;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;1150A;;;;1;;;;;;;
DIALYSE;2021;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;122AX;;;;2;0;;;;47;;
DIALYSE;2021;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;TOT;0;;;;;;1734;2;;73;10
DIALYSE;2021;760025619;UNITE AUTODIALYSE ASSISTEE - ANIDER;140000852;1140X;;;;10;0;0;;;;;
DIALYSE;2021;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;10;12;1836;;;;;
DIALYSE;2021;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1210;;;;;6;;;;608;;
DIALYSE;2021;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121AX;;;;;0;;;;367;;
DIALYSE;2021;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121CX;;;;6;6;;;;241;;
DIALYSE;2021;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;TOT;0;;;;;;;;;;
DIALYSE;2021;760025718;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;5;4;590;;;;;
DIALYSE;2021;760025809;UNITE AUTODIALYSE ASSISTEE - ANIDER;140000852;1140X;;;;10;20;3147;;;;;
DIALYSE;2021;760025858;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;10;14;2246;;;;;
DIALYSE;2021;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;15;36;5683;;;;;
DIALYSE;2021;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1150A;;;;3;0;52;;;;;
DIALYSE;2021;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1210;;;;;6;;;;304;;
DIALYSE;2021;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121AX;;;;;3;;;;156;;
DIALYSE;2021;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121CX;;;;2;3;;;;148;;
DIALYSE;2021;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;TOT;0;;;;;;;;;;
DIALYSE;2021;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;1130X;;;;12;35;5389;;;;;
DIALYSE;2021;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;1150A;;;;2;4;690;;;;;
DIALYSE;2021;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;1210;;;;;6;;;;352;;
DIALYSE;2021;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;121AX;;;;;4;;;;231;;
DIALYSE;2021;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;121CX;;;;3;2;;;;121;;
DIALYSE;2021;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;TOT;0;;;;;;;;;;
DIALYSE;2021;760026138;UDM BOIS GUILLAUME - ANIDER;140000852;1130X;;;;10;33;5141;;;;;
DIALYSE;2021;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;1130X;;;;20;51;7994;;;;;
DIALYSE;2021;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;1150A;;;;1;1;177;;;;;
DIALYSE;2021;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;1210;;;;;29;;;;1486;;
DIALYSE;2021;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;121AX;;;;;20;;;;1031;;
DIALYSE;2021;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;121CX;;;;11;9;;;;455;;
DIALYSE;2021;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;TOT;0;;;;;;;;;;
DIALYSE;2021;760780668;CLINIQUE HEMERA PAYS DE CAUX;760000331;1130X;;;;18;47;8386;;;;;
DIALYSE;2021;760780668;CLINIQUE HEMERA PAYS DE CAUX;760000331;TOT;0;;;;;;0;0;;6;0
DIALYSE;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;112BA;;;;16;60;8159;;;;;
DIALYSE;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;TOT;0;;;;;;343;;;;
DIALYSE;2021;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;112BA;;;;27;84;12747;;;;;
DIALYSE;2021;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;122BX;;;;2;2;;;;40;;
DIALYSE;2021;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;TOT;0;;;;;;862;3;;33;
DIALYSE;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;112AX;;;;2;;790;;;;;
DIALYSE;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;112BA;;;;14;94;11909;;;;;
DIALYSE;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1130X;;;;12;;430;;;;;
DIALYSE;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;122AX;;;;2;;;;;15;;
DIALYSE;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;122BX;;;;14;;;;;41;;
DIALYSE;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;TOT;0;;;;;;1107;2;;26;3
DIALYSE;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;112AX;;;;2;1;419;;;;;
DIALYSE;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1130X;;;;14;49;7640;;;;;
DIALYSE;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1140X;;;;10;9;1356;;;;;
DIALYSE;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1150A;;;;3;3;831;;;;;
DIALYSE;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;1210;;;;;0;;;;812;;
DIALYSE;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121AX;;;;;0;;;;540;;
DIALYSE;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;121CX;;;;5;0;;;;272;;
DIALYSE;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;122AX;;;;1;1;;;;47;;
DIALYSE;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;TOT;0;;;;;;;;;;
DIALYSE;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;112BA;;;;58;173;18558;;;;;
DIALYSE;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;1210;;;;;18;;;;633;;
DIALYSE;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;121AX;;;;;11;;;;403;;
DIALYSE;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;121CX;;;;6;7;;;;230;;
DIALYSE;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;122AX;;;;0;9;;;;67;;
DIALYSE;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;122BX;;;;0;9;;;;73;;
DIALYSE;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;TOT;0;;;;;;1356;;;41;6
DIALYSE;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;VACAN;;;;0;9;220;;;;;
DIALYSE;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;112AX;;;;1;;119;;;;;
DIALYSE;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;112BA;;;;16;66;8363;;;;;
DIALYSE;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1130X;;;;6;27;4012;;;;;
DIALYSE;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1150A;;;;1;1;;;;;;
DIALYSE;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;122AX;;;;2;1;;;;39;;
DIALYSE;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;122BX;;;;0;;;;;20;;
DIALYSE;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;TOT;0;;;;;;627;;;50;0
DIALYSE;2021;770000446;CH DE MEAUX SITE SAINT FARON;770021145;112AX;;;;2;;243;;;;;
DIALYSE;2021;770000446;CH DE MEAUX SITE SAINT FARON;770021145;112BA;;;;15;98;13969;;;;;
DIALYSE;2021;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1130X;;;;2;7;1198;;;;;
DIALYSE;2021;770000446;CH DE MEAUX SITE SAINT FARON;770021145;122AX;;;;2;;;;;42;;
DIALYSE;2021;770000446;CH DE MEAUX SITE SAINT FARON;770021145;TOT;0;;;;;;625;;;;
DIALYSE;2021;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;940000060;1140X;;;;12;0;902;;;;;
DIALYSE;2021;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;112BA;;;;21;93;14356;;;;;
DIALYSE;2021;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;TOT;0;;;;;;0;;;58;
DIALYSE;2021;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;VACAN;;;;0;4;23;;;;;
DIALYSE;2021;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;1140X;;;;6;20;2715;;;;;
DIALYSE;2021;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;TOT;0;;;;;;;;;4;
DIALYSE;2021;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;VACAN;;;;;;19;;;;;
DIALYSE;2021;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;TOT;0;;;;;;23;;;;
DIALYSE;2021;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;112AX;;;;4;7;840;;;;;
DIALYSE;2021;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;112BA;;;;34;116;18933;;;;;
DIALYSE;2021;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;1130X;;;;8;100;15220;;;;;
DIALYSE;2021;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;1140X;;;;6;15;2056;;;;;
DIALYSE;2021;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;1150A;;;;2;2;337;;;;;
DIALYSE;2021;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;TOT;0;;;;;;0;2;;55;0
DIALYSE;2021;770790707;CLINIQUE DE TOURNAN;770000719;112BA;;;;20;86;11786;;;;;
DIALYSE;2021;770790707;CLINIQUE DE TOURNAN;770000719;1130X;;;;12;7;1458;;;;;
DIALYSE;2021;770790707;CLINIQUE DE TOURNAN;770000719;121CX;;;;2;;;;;;;
DIALYSE;2021;770790707;CLINIQUE DE TOURNAN;770000719;TOT;1;12;;;;;194;1;;35;0
DIALYSE;2021;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;1140X;;;;6;23;3065;;;;;
DIALYSE;2021;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;TOT;0;;;;;;;;;14;
DIALYSE;2021;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;VACAN;;;;;;39;;;;;
DIALYSE;2021;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;1130X;;;;14;63;8756;;;;;
DIALYSE;2021;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;1140X;;;;3;16;1610;;;;;
DIALYSE;2021;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;TOT;0;;;;;;0;;;32;0
DIALYSE;2021;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;VACAN;;;;;22;59;;;;;
DIALYSE;2021;770813426;UNITE D AUTODIALYSE PROVINS;770813418;1130X;;;;12;13;2378;;;;;
DIALYSE;2021;770813426;UNITE D AUTODIALYSE PROVINS;770813418;1140X;;;;6;10;1359;;;;;
DIALYSE;2021;770813426;UNITE D AUTODIALYSE PROVINS;770813418;TOT;0;;;;;;;;;6;
DIALYSE;2021;770813426;UNITE D AUTODIALYSE PROVINS;770813418;VACAN;;;;;;51;;;;;
DIALYSE;2021;770813459;UNITE D AUTODIALYSE CHELLES;940000060;1140X;;;;6;10;1363;;;;;
DIALYSE;2021;770814986;UNITE D AUTODIALYSE COULOMMIERS;940000060;1140X;;;;6;8;1510;;;;;
DIALYSE;2021;770814986;UNITE D AUTODIALYSE COULOMMIERS;940000060;TOT;0;;;;;;;;;1;
DIALYSE;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;112BA;;;;14;60;8869;;;;;
DIALYSE;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1130X;;;;8;28;4429;;;;;
DIALYSE;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1210;;;;;5;;;;311;;
DIALYSE;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;121AX;;;;;1;;;;117;;
DIALYSE;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;121CX;;;;2;4;;;;194;;
DIALYSE;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;122AX;;;;1;0;;;;17;;
DIALYSE;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;122BX;;;;1;0;;;;58;;
DIALYSE;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;TOT;0;;;;;;412;2;;35;2
DIALYSE;2021;780000329;CH DE RAMBOUILLET;780110052;112BA;;;;9;43;5907;;;;;
DIALYSE;2021;780000329;CH DE RAMBOUILLET;780110052;1130X;;;;8;14;2314;;;;;
DIALYSE;2021;780000329;CH DE RAMBOUILLET;780110052;TOT;0;;;;;;81;0;;12;
DIALYSE;2021;780001558;UNITE D AUTODIALYSE ADDY;780822920;1140X;;;;10;15;2285;;;;;
DIALYSE;2021;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;1140X;;;;9;11;1877;;;;;
DIALYSE;2021;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE;780002010;112BA;;;;19;64;10017;;;;;
DIALYSE;2021;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE;780002010;1130X;;;;10;48;6331;;;;;
DIALYSE;2021;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE;780002010;1140X;;;;5;15;2694;;;;;
DIALYSE;2021;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE;780002010;TOT;0;;;;;;0;1;;33;0
DIALYSE;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;112BA;;;;16;64;9133;;;;;
DIALYSE;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;1130X;;;;16;14;1593;;;;;
DIALYSE;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;TOT;0;;;;;;60;;;;
DIALYSE;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;112AX;;;;3;0;334;;;;;
DIALYSE;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;112BA;;;;16;50;7637;;;;;
DIALYSE;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;1130X;;;;11;36;5397;;;;;
DIALYSE;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;1150A;;;;8;11;2357;;;;;
DIALYSE;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;TOT;0;;;;;;29;1;;19;
DIALYSE;2021;780300414;CH PRIVE DE L EUROPE;780000675;112BA;;;;20;102;11760;;;;;
DIALYSE;2021;780300414;CH PRIVE DE L EUROPE;780000675;1130X;;;;8;42;5482;;;;;
DIALYSE;2021;780300414;CH PRIVE DE L EUROPE;780000675;TOT;0;;;;;;903;2;;109;0
DIALYSE;2021;780300414;CH PRIVE DE L EUROPE;780000675;VACAN;;;;3;2;0;;;;;
DIALYSE;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;112BA;;;;24;273;13150;;;;;
DIALYSE;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1130X;;;;12;12;3461;;;;;
DIALYSE;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1150A;;;;2;1;99;;;;;
DIALYSE;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1210;;;;;3;;;;234;;
DIALYSE;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;121AX;;;;;3;;;;130;;
DIALYSE;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;121CX;;;;2;0;;;;104;;
DIALYSE;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;122AX;;;;2;0;;;;5;;
DIALYSE;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;TOT;0;;;;;;389;1;;51;2
DIALYSE;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;VACAN;;;;1;0;0;;;;;
DIALYSE;2021;780808234;SERVICE DE DIALYSE A DOMICILE;780822920;1150A;;;;5;5;1214;;;;;
DIALYSE;2021;780822631;CENTRE AUTODIALYSE LES ARCADES;780822920;1140X;;;;10;10;1830;;;;;
DIALYSE;2021;780823134;UNITE D AUTODIALYSE BEAUREGARD;780822920;1140X;;;;8;14;2228;;;;;
DIALYSE;2021;780826152;UNITE D AUTODIALYSE IMPRESSIONNISTES;780822920;1140X;;;;9;13;2109;;;;;
DIALYSE;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;112AX;;;;2;;20;;;;;
DIALYSE;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;112BA;;;;22;;11949;;;;;
DIALYSE;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;122AX;;;;2;;;;;127;;
DIALYSE;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;122BX;;;;0;1;;;;277;;
DIALYSE;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;TOT;0;;;;;;1103;;;49;13
DIALYSE;2021;790007306;AURA POITOU-CH - NIORT;860000348;1130X;;;;12;33;4758;;;;;
DIALYSE;2021;790007306;AURA POITOU-CH - NIORT;860000348;1140X;;;;4;4;730;;;;;
DIALYSE;2021;790007306;AURA POITOU-CH - NIORT;860000348;1150A;;;;3;3;768;;;;;
DIALYSE;2021;790007306;AURA POITOU-CH - NIORT;860000348;1210;;;;;22;;;;1153;;
DIALYSE;2021;790007306;AURA POITOU-CH - NIORT;860000348;121AX;;;;;13;;;;686;;
DIALYSE;2021;790007306;AURA POITOU-CH - NIORT;860000348;121CX;;;;9;9;;;;467;;
DIALYSE;2021;790007306;AURA POITOU-CH - NIORT;860000348;TOT;0;;;;;;;;;38;23
DIALYSE;2021;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;1130X;;;;12;23;3374;;;;;
DIALYSE;2021;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;TOT;0;;;;;;;;;9;0
DIALYSE;2021;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;112AX;;;;2;0;0;;;;;
DIALYSE;2021;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;112BA;;;;28;101;17915;;;;;
