BOR;AN;FI;RS;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2021;950300202;CLINIQUE CONTI;950000521;M3020;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;950300202;CLINIQUE CONTI;950000521;M3050;1;;;;;;;;0.97;;;;;;;;1;0.97;
Q20;2021;950300202;;950000521;M9999;2;1;;;18;4;47;13;2.26;0.08;;;;;;;3;2.34;82
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1010;;;1;;;;;;;0.8;;;;;;;1;0.8;
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1020;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1030;;;;;4;3;1;;;;;;;;;;;;8
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1040;;;;;;;4;1;;;;;;;;;;;5
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1070;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1090;;;;;;;4;3;;;;;;;;;;;7
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1110;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1120;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1130;;;;;;;2;;;;;;;;;;;;2
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1160;;;;;;;5;1;;;;;;;;;;;6
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1170;;;;;;;5;;;;;;;;;;;;5
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1190;;;;;;;;1;;;;;;;;;;;1
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1200;;;1;2;;;2;1;0.5;1.1;;;;;;;3;1.6;3
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1320;1;1;;;;;;;1;1;;;;;;;2;2;
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M1340;;;;;;;6;;;;;;;;;;;;6
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2020;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2030;;;;;4;;3;;;;;;;;;;;;7
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2040;;;;;;;4;;;;;;;;;;;;4
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2050;;;;;;;2;1;;;;;;;;;;;3
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2070;;;;;;;8;5;;;;;;;;;;;13
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2080;;;;;;;3;;;;;;;;;;;;3
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2100;;;;;3;;;;;;;;;;;;;;3
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2110;;;;;1;;1;;;;;;;;;;;;2
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2120;;;;;;;3;;;;;;;;;;;;3
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M2130;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M3011;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M3040;;;1;;;;;;0.19;;;;;;;;1;0.19;
Q20;2021;950300244;CHP SAINTE MARIE OSNY;950045468;M3050;1;1;;;;;;;1;1;;;;;;;2;2;
Q20;2021;950300244;;950045468;M9999;2;2;3;2;12;3;61;15;2.69;3.9;;;;;;;9;6.59;91
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1010;1;;;;;;;;1;;;;;;;;1;1;
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1020;;;;;;;1;2;;;;;;;;;;;3
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1030;;;;;2;4;;;;;;;;;;;;;6
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1040;;;;;1;;8;3;;;;;;;;;;;12
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1050;;;;;;1;;;;;;;;;;;;;1
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1070;;;;;1;;;;;;;;;;;;;;1
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1090;;;;;;;5;;;;;;;;;;;;5
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1110;;;;;2;2;2;;;;;;;;;;;;6
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1120;;;;;1;;1;1;;;;;;;;;;;3
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1130;;;;2;;;;;;0.14;;;;;;;2;0.14;
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1140;;;;;2;;1;;;;;;;;;;;;3
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1150;;;;;;;2;;;;;;;;;;;;2
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1160;;;;;2;;4;2;;;;;;;;;;;8
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1170;;;2;3;;;;;0.06;0.28;;;;;;;5;0.34;
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1200;;;;;1;;;1;;;;;;;;;;;2
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1210;;;;;;;3;1;;;;;;;;;;;4
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1320;1;;;2;;;;;1;0.65;;;;;;;3;1.65;
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M1340;;;;;2;;4;2;;;;;;;;;;;8
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2020;;;;;;;3;;;;;;;;;;;;3
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2030;;;;;;;4;;;;;;;;;;;;4
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2040;;;;;;;2;;;;;;;;;;;;2
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2050;;;;;4;2;;;;;;;;;;;;;6
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2060;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2070;;;;;;1;;;;;;;;;;;;;1
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2100;;;;;;;4;;;;;;;;;;;;4
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2110;;;;;;1;;1;;;;;;;;;;;2
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2120;;;;;;;2;1;;;;;;;;;;;3
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M2130;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M3040;;1;;;;;1;;;1;;;;;;;1;1;1
Q20;2021;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;M3050;2;;;;;;;;2;;;;;;;;2;2;
Q20;2021;950300277;;950000547;M9999;4;1;2;7;18;11;50;15;4.06;2.07;;;;;;;14;6.13;94
Q20;2021;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;M1010;2;0;6;7;;;;;3.49;1.52;;;;;;;15;5.01;
Q20;2021;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;M1040;;;;;;;2;;;;;;;;;;;;2
Q20;2021;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;M1070;;;;;;;;1;;;;;;;;;;;1
Q20;2021;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;M1180;1;;;1;;;;;0.53;0.93;;;;;;;2;1.46;
Q20;2021;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;M1190;;;;1;;;;;;0.45;;;;;;;1;0.45;
Q20;2021;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;M1320;1;1;;;;;;;0.5;1;;;;;;;2;1.5;
Q20;2021;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;M3020;;;;1;;;1;;;0.63;;;;;;;1;0.63;1
Q20;2021;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;M3040;;;1;;;;;;0.26;;;;;;;;1;0.26;
Q20;2021;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;M3050;;;;2;;;;;;1.07;;;;;;;2;1.07;
Q20;2021;950300301;;950000562;M9999;4;1;7;12;;;3;1;4.78;5.6;;;;;;;24;10.38;4
Q20;2021;950300327;CLINIQUE MEDICALE CHAMP NOTRE DAME;920030269;M1010;;1;;;;;;;;1;;;;;;;1;1;
Q20;2021;950300327;CLINIQUE MEDICALE CHAMP NOTRE DAME;920030269;M1180;1;1;;;;;;;1;1;;;;;;;2;2;
Q20;2021;950300327;CLINIQUE MEDICALE CHAMP NOTRE DAME;920030269;M1320;1;1;;;;;;;1;1;;;;;;;2;2;
Q20;2021;950300327;;920030269;M9999;2;3;;;;;;;2;3;;;;;;;5;5;
Q20;2021;950300376;CLINIQUE DES SOURCES;920030269;M1320;;3;;1;;;;;;3.5;;;;;;;4;3.5;
Q20;2021;950300376;CLINIQUE DES SOURCES;920030269;M3050;;;;1;;;;;;0.57;;;;;;;1;0.57;
Q20;2021;950300376;;920030269;M9999;;3;;2;;;;;;4.07;;;;;;;5;4.07;
Q20;2021;950310029;CENTRE DE PSYCHOTHERAPIE D OSNY;950008938;M1010;;;1;;;;;;0.1;;;;;;;;1;0.1;
Q20;2021;950310029;CENTRE DE PSYCHOTHERAPIE D OSNY;950008938;M3020;1;;4;1;2;;;;3;0.5;;;;;;;6;3.5;2
Q20;2021;950310029;CENTRE DE PSYCHOTHERAPIE D OSNY;950008938;M3050;;;;1;;;;;;0.6;;;;;;;1;0.6;
Q20;2021;950310029;;950008938;M9999;1;;5;2;2;;;;3.1;1.1;;;;;;;8;4.2;2
Q20;2021;950420042;CLINIQUE DE L OSERAIE;920030269;M1010;;;1;2;;;;;1;;;;;;;;3;1;
Q20;2021;950420042;CLINIQUE DE L OSERAIE;920030269;M1320;2;;1;1;;;;;2.3;0.75;;;;;;;4;3.05;
Q20;2021;950420042;;920030269;M9999;2;;2;3;;;;;3.3;0.75;;;;;;;7;4.05;
Q20;2021;950500017;GHI DU VEXIN SSR SITE AINCOURT;950015289;M1010;3;;;;;;;;3;;;3;;;;;3;3;
Q20;2021;950500017;GHI DU VEXIN SSR SITE AINCOURT;950015289;M1070;;;1;1;;;;;0.6;0.4;;1;;;;;2;1;
Q20;2021;950500017;GHI DU VEXIN SSR SITE AINCOURT;950015289;M1180;2;2;;2;;;;;2;3.03;;5.03;;;;;6;5.03;
Q20;2021;950500017;GHI DU VEXIN SSR SITE AINCOURT;950015289;M3050;;3;;;;;;;;2.6;;2.5;;;;0.1;3;2.6;
Q20;2021;950500017;;950015289;M9999;5;5;1;3;;;;;5.6;6.03;;11.53;;;;0.1;14;11.63;
Q20;2021;950630012;HOPITAL D ENFANTS MARGENCY;750721334;M1130;;6;;;;;;;;6;;;;;;;6;6;
Q20;2021;950630012;HOPITAL D ENFANTS MARGENCY;750721334;M1140;2;4;;;;;;;2;3.6;;;;;;;6;5.6;
Q20;2021;950630012;HOPITAL D ENFANTS MARGENCY;750721334;M1200;;;1;;;;;;0.12;;;;;;;;1;0.12;
Q20;2021;950630012;HOPITAL D ENFANTS MARGENCY;750721334;M3040;;;1;;;;;;0.49;;;;;;;;1;0.49;
Q20;2021;950630012;HOPITAL D ENFANTS MARGENCY;750721334;M3050;;2;;;;;;;;2;;;;;;;2;2;
Q20;2021;950630012;;750721334;M9999;2;12;2;;;;;;2.61;11.6;;;;;;;16;14.21;
Q20;2021;950700021;CTRE LA CHATAIGNERAIE DE MENUCOURT;950000760;M1010;;;2;;;;;;0.91;;;;;;;;2;0.91;
Q20;2021;950700021;CTRE LA CHATAIGNERAIE DE MENUCOURT;950000760;M1180;1;4;;1;;;;;1;4.5;;;;;;;6;5.5;
Q20;2021;950700021;CTRE LA CHATAIGNERAIE DE MENUCOURT;950000760;M3050;;1;1;;;;;;0.26;1;;;;;;;2;1.26;
Q20;2021;950700021;;950000760;M9999;1;5;3;1;;;;;2.17;5.5;;;;;;;10;7.67;
Q20;2021;950787119;HDJ CENTRE PSY LES VIGNOLLES;950802405;M3020;;;;2;;;;;;1.01;;;;;;;2;1.01;
Q20;2021;950787119;;950802405;M9999;;;;2;;;;;;1.01;;;;;;;2;1.01;
Q20;2021;950787135;CENTRE PSYCHOTHERAPIQUE LES OLIVIERS;950001370;M1010;;;1;;;;;;0.4;;;;;;0.4;;1;0.4;
Q20;2021;950787135;CENTRE PSYCHOTHERAPIQUE LES OLIVIERS;950001370;M3020;4;5;6;1;;;;;7.03;5.45;;9.18;;;1.75;1.55;16;12.48;
Q20;2021;950787135;;950001370;M9999;4;5;7;1;;;;;7.43;5.45;;9.18;;;2.15;1.55;17;12.88;
Q20;2021;950805671;APPARTEMENT THERAPEUTIQUE GONESSE;950803387;M3020;;;1;;;;;;0.4;;;;;;;;1;0.4;
Q20;2021;950805671;;950803387;M9999;;;1;;;;;;0.4;;;;;;;;1;0.4;
Q20;2021;950806166;CTRE THERAP X PARIS NORD;950001453;M1130;;;;;;2;;;;;;;;;;;;;2
Q20;2021;950806166;CTRE THERAP X PARIS NORD;950001453;M1170;;;;;2;3;;;;;;;;;;;;;5
Q20;2021;950806166;;950001453;M9999;;;;;2;5;;;;;;;;;;;;;7
Q20;2021;950806307;CENTRE D AUTODIALYSE SIRTA ARGENTEUIL;950806869;M1110;;;;;;;3;1;;;;;;;;;;;4
Q20;2021;950806307;;950806869;M9999;;;;;;;3;1;;;;;;;;;;;4
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1030;;;;;7;;5;1;;;;;;;;;;;13
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1040;;;;;1;;1;2;;;;;;;;;;;4
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1070;;;;;;1;;;;;;;;;;;;;1
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1090;;;;;1;;10;;;;;;;;;;;;11
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1100;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1110;;;;;;;3;;;;;;;;;;;;3
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1120;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1130;;;;;;;1;2;;;;;;;;;;;3
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1140;;;;;1;;4;;;;;;;;;;;;5
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1150;;;;;1;;1;1;;;;;;;;;;;3
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1160;;;;;;;7;3;;;;;;;;;;;10
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1170;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1180;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1200;;;;;1;1;;1;;;;;;;;;;;3
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1320;;;1;1;;;;;0.8;0.5;;;;;;;2;1.3;
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M1340;;;;;3;2;;;;;;;;;;;;;5
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2020;;;;;;;4;3;;;;;;;;;;;7
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2030;;;;;1;;12;3;;;;;;;;;;;16
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2040;;;;;;2;1;;;;;;;;;;;;3
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2050;;;;;8;2;2;2;;;;;;;;;;;14
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2060;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2070;;;;;;;7;2;;;;;;;;;;;9
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2080;;;;;;;6;;;;;;;;;;;;6
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2100;;;;;;;5;;;;;;;;;;;;5
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2120;;;;;3;;2;2;;;;;;;;;;;7
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2130;;;;;1;;1;;;;;;;;;;;;2
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M2140;;;;;;;1;;;;;;;;;;;;1
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M3011;;;;;;;5;2;;;;;;;;;;;7
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M3040;;;1;;;;;;0.2;;;;;;;;1;0.2;
Q20;2021;950807982;CLINIQUE CLAUDE BERNARD;950001636;M3050;;2;;;;;;;;2;;;;;;;2;2;
Q20;2021;950807982;;950001636;M9999;;2;2;1;28;8;83;24;1;2.5;;;;;;;5;3.5;143
Q20;2021;950808949;UNITE DE DIALYSE AURA PONTOISE;940026677;M1110;;;3;2;;;;;0.46;0.19;;;;;;;5;0.65;
Q20;2021;950808949;UNITE DE DIALYSE AURA PONTOISE;940026677;M3050;;;;;;;;;;0.19;;;;;;;;0.19;
Q20;2021;950808949;;940026677;M9999;;;3;2;;;;;0.46;0.38;;;;;;;5;0.84;
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1010;;;;;;4;;;;;;;;;;;;;4
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1020;;;;;;;1;;;;;;;;;;;;1
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1030;1;1;;;2;1;;;0.17;0.17;;;;;;;2;0.34;3
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1040;;;;;;;6;2;;;;;;;;;;;8
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1050;;;;;;;;1;;;;;;;;;;;1
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1070;;;;;;;2;1;;;;;;;;;;;3
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1090;;;;;;;4;3;;;;;;;;;;;7
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1110;;;;;;;2;;;;;;;;;;;;2
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1120;;;;;;;2;;;;;;;;;;;;2
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1160;;;;;1;;1;;;;;;;;;;;;2
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1190;;;;;;;;1;;;;;;;;;;;1
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1200;;;;;;;;2;;;;;;;;;;;2
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M1320;;;;;;1;;;;;;;;;;;;;1
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M2020;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M2030;;;;;;;3;;;;;;;;;;;;3
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M2050;;;;;;;2;1;;;;;;;;;;;3
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M2060;;;;;;;1;;;;;;;;;;;;1
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M2070;;;;;;;7;2;;;;;;;;;;;9
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M2080;;;;;;;2;;;;;;;;;;;;2
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M2100;;;;;;;1;;;;;;;;;;;;1
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M2120;;;;;;;2;2;;;;;;;;;;;4
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M3020;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M3040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;970100012;POLYCLINIQUE DE LA GUADELOUPE;970100103;M3050;;1;;;;;;;;1;;;;;;;1;1;
Q20;2021;970100012;;970100103;M9999;1;2;;;3;6;41;17;0.17;1.17;;;;;;;3;1.34;67
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1010;1;4;2;2;;3;;;2.14;5.49;;;;;;;9;7.63;3
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1020;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1030;;;;;;;3;;;;;;;;;;;;3
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1040;;;;;;1;1;;;;;;;;;;;;2
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1050;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1070;1;;;;;;;1;0.86;;;;;;;;1;0.86;1
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1090;;;;;1;;2;;;;;;;;;;;;3
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1110;;;;;;;1;;;;;;;;;;;;1
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1120;;;;;;;;1;;;;;;;;;;;1
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1130;;;;;;;2;;;;;;;;;;;;2
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1160;;;1;1;;;1;;0.1;0.35;;;;;;;2;0.45;1
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1190;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1200;;;;;;;4;1;;;;;;;;;;;5
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M1320;;1;;1;;;1;;;1.3;;;;;;;2;1.3;1
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M2050;;;;;;;1;;;;;;;;;;;;1
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M2070;;;;;;;5;1;;;;;;;;;;;6
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M2080;;;;;;;2;;;;;;;;;;;;2
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M3020;;;;;;;;2;;;;;;;;;;;2
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M3050;;2;;1;;;;;;1.1;;;;;;;3;1.1;
Q20;2021;970100020;CENTRE MEDICO SOCIAL;970100152;M3060;;;;;;;;1;;;;;;;;;;;1
Q20;2021;970100020;;970100152;M9999;2;7;3;5;1;4;26;10;3.1;8.24;;;;;;;17;11.34;41
Q20;2021;970100111;LES NOUVELLES EAUX VIVES;970100343;M1010;1;5;2;2;;;;;1;4.78;;;;;;;10;5.78;
Q20;2021;970100111;LES NOUVELLES EAUX VIVES;970100343;M3020;;;;;;;2;3;;;;;;;;;;;5
Q20;2021;970100111;LES NOUVELLES EAUX VIVES;970100343;M3050;;;;1;;;;;;0.79;;;;;;;1;0.79;
Q20;2021;970100111;;970100343;M9999;1;5;2;3;;;2;3;1;5.57;;;;;;;11;6.57;5
Q20;2021;970100129;CLINIQUE LA VIOLETTE;970100350;M1010;1;;;;;;;;1;;;;;;;;1;1;
Q20;2021;970100129;CLINIQUE LA VIOLETTE;970100350;M3050;;;;1;;;;;;0.63;;;;;;;1;0.63;
Q20;2021;970100129;;970100350;M9999;1;;;1;;;;;1;0.63;;;;;;;2;1.63;
Q20;2021;970100137;POLYCLINIQUE SAINT CHRISTOPHE;970100368;M1010;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2021;970100137;POLYCLINIQUE SAINT CHRISTOPHE;970100368;M3050;;1;;;;;;;;1;;;;;;;1;1;
Q20;2021;970100137;;970100368;M9999;;1;;1;;;;;;1.5;;;;;;;2;1.5;
Q20;2021;970100251;CLINIQUE DE L'ESPÉRANCE;970100467;M1010;1;1;;;;;;;0.9;0.2;;;;;;;2;1.1;
Q20;2021;970100251;CLINIQUE DE L'ESPÉRANCE;970100467;M3020;;;;;;;2;;;;;;;;;;;;2
Q20;2021;970100251;;970100467;M9999;1;1;;;;;2;;0.9;0.2;;;;;;;2;1.1;2
Q20;2021;970100384;C. H. DE BRUYN (EX H.L.);970100160;M1160;;;;;;;1;;0.1;;;;;;0.1;;;0.1;1
Q20;2021;970100384;C. H. DE BRUYN (EX H.L.);970100160;M1340;5;2;;;;;;;4;2;;4;;2;;;7;6;
Q20;2021;970100384;C. H. DE BRUYN (EX H.L.);970100160;M2050;;;;;;;1;;0.1;;;;;;0.1;;;0.1;1
Q20;2021;970100384;;970100160;M9999;5;2;;;;;2;;4.2;2;;4;;2;0.2;;7;6.2;2
Q20;2021;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;M1010;6;9;1;2;;;;;7.36;10.91;;15;1.17;;1.05;1.05;18;18.27;
Q20;2021;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;M1030;4;6;1;;;;;;4.07;6.97;;9;0.17;;1.11;0.76;11;11.04;
Q20;2021;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;M1040;4;2;2;;;;;;3.2;2.26;;5.22;;;0.12;0.12;8;5.46;
Q20;2021;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;M1090;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;M1100;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;M1120;;;;1;;;;;;0.6;;;;;0.6;;1;0.6;
