BOR;AN;FI;RS;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2021;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;;;1;;;;;;;;;;0;0;0;1;1;1;1;0;1;0;;2.5;
INFOMED;2021;760780825;CLINIQUE DE L'ABBAYE FECAMP;760000430;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2;0.15
INFOMED;2021;760780981;CENTRE DE CONVALESCENCE LES JONQUILLES;760027342;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;1;0;;0.33;0.26
INFOMED;2021;760781054;CENTRE SSR ASS LADAPT HAUTE NORMANDIE;930019484;;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;0.39;0.04
INFOMED;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;;;1;;1;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;1.37;0.48
INFOMED;2021;760783159;CLINIQUE DES ESSARTS GRAND COURONNE;760000851;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;1;0.58
INFOMED;2021;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;3.3;0.7
INFOMED;2021;760802439;MECS ASS AIDE AUX JEUNES DIABETIQUES;750826307;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;0.02;0.01
INFOMED;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;;;1;1;;;;1;;1;;;0;0;0;0;0;1;1;0;1;0;;18.22;3.4
INFOMED;2021;760920603;CTRE DE CONVALESCENCE DE LA ROSERAIE;760920587;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;1;0;;0.33;0.26
INFOMED;2021;760920918;CENTRE DE REEDUCATION MERIDIENNE ROUEN;760000273;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;0.5;0.02
INFOMED;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;2.81;0.13
INFOMED;2021;770000131;CH DE COULOMMIERS;770021145;;1;;;;;1;;;1;;;0;0;0;0;0;1;1;0;1;1;770021145;3.33;0.4
INFOMED;2021;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;;1;;;1;;;1;;;;;0;0;0;0;0;1;1;;;0;;5.16;
INFOMED;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;;;1;;;;;;1;;;1;0;0;0;0;0;0;0;1;1;0;;8;1
INFOMED;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;;1;;;1;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;2.5;
INFOMED;2021;770000172;CH DE PROVINS LEON BINET;770110070;;;1;;;;;;1;;;1;0;0;1;1;1;0;;;1;0;;2;0
INFOMED;2021;770000180;CH DE BRIE COMTE ROBERT;770110054;;;1;;;;;;1;;;1;0;0;0;0;0;0;0;1;;0;;8;1
INFOMED;2021;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;;;1;;;1;;1;;;;1;0;0;0;0;0;1;1;0;0;0;;4.41;0.45
INFOMED;2021;770000420;CTR READAPT FONCT ELLEN POIDATZ;770700029;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;
INFOMED;2021;770000446;CH DE MEAUX SITE SAINT FARON;770021145;;1;;;;;;;;1;;;0;0;0;0;0;1;1;0;1;1;770021145;6.8;1.6
INFOMED;2021;770016467;CLINIQUE DES PAYS DE MEAUX;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;;1;;;;;;;;1;;;0;0;0;0;0;1;1;0;1;1;770021145;6.08;1.1
INFOMED;2021;770020055;CENTRE NEPHROCARE MARNE LA VALLEE;770000271;;;1;;;;;;;;;;0;0;0;1;1;0;0;0;0;1;690780499;0.15;0.01
INFOMED;2021;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;2;1
INFOMED;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;;;;;1;;;;;;;;1;0;0;0;0;0;0;0;0;0;;0.09;0.16
INFOMED;2021;770021251;HAD NORD SEINE ET MARNE;440052041;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.4;
INFOMED;2021;770023026;ANNEXE ORGEMONT LRS EX OQN;750814030;;;;;;;1;;;;;;0;0;0;1;0;1;1;0;0;1;020000303;4;0.2
INFOMED;2021;770023034;ANNEXE ORGEMONT LRS DAF;750814030;;;;;;;1;;;;;;0;0;0;1;0;1;1;0;0;1;020000303;4;0.2
INFOMED;2021;770023042;ANNEXE COULOMMIERS LRS DAF;750814030;;;;;;;1;;;;;;0;0;0;1;0;1;1;0;0;1;020000303;4;0.2
INFOMED;2021;770150027;CLINIQUE FSEF NEUFMOUTIERS EN BRIE;750720575;;;;;;;1;;;;1;;0;0;0;0;0;0;0;0;1;0;;1.2;0.05
INFOMED;2021;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;;0;0
INFOMED;2021;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;;;1;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;;1.8;0.63
INFOMED;2021;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1.91;0.34
INFOMED;2021;770300192;CLINIQUE SAINT BRICE;770000313;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0;0.2
INFOMED;2021;770300218;INSTITUT MEDICAL DE SERRIS;440052041;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.7;0.1
INFOMED;2021;770300259;CLINIQUE LES TROIS SOLEILS;770000347;;;;;;;1;;;;;;0;0;1;0;0;0;0;0;1;0;;0.8;0.05
INFOMED;2021;770310019;CLINIQUE DU CHATEAU DE PERREUSE;770000370;;;;;;;;;;;1;;0;0;1;1;1;0;0;0;0;0;;;
INFOMED;2021;770310027;CLINIQUE PSYCHIATRIQ DE L ANGE GARDIEN;770000388;;;;;;;;;;;1;;0;0;1;1;1;0;0;0;0;0;;;
INFOMED;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;;;;;;1;;;1;;;;0;0;0;0;0;0;0;0;0;1;930027347;2;0.25
INFOMED;2021;770701225;CENTRE DE REEDUCATION LE BRASSET;750721334;;;;;;;;1;;;;;0;0;0;0;1;0;;;0;0;;0.05;0.05
INFOMED;2021;770790707;CLINIQUE DE TOURNAN;770000719;;;1;;;;;;;;;;1;1;1;1;1;0;0;0;0;0;;1;0.09
INFOMED;2021;770803989;CTRE READAPTATION CARDIAQUE DE LA BRIE;770000925;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.35;0.2
INFOMED;2021;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;770001014;1;;;;;;;;;;;;1;0;1;1;1;0;0;0;0;1;;1;0.2
INFOMED;2021;780000287;CH FRANCOIS QUESNAY MANTES;780110011;;1;;;;;1;;;;1;;0;0;0;0;0;1;0;1;0;0;;7.6;1
INFOMED;2021;780000295;CHI DE MEULAN LES MUREAUX;780002697;1;;;;;;1;;;;;1;0;0;0;0;0;0;0;0;1;0;;2.57;
INFOMED;2021;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;2.8;0.7
INFOMED;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;;1;;;;1;;1;;;;;0;0;0;0;1;0;0;0;1;0;;8.4;
INFOMED;2021;780000329;CH DE RAMBOUILLET;780110052;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;1;1;780800256;4.9;1
INFOMED;2021;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;;1;;;;;;1;;1;;;0;0;0;0;1;0;0;0;1;0;;8.4;0.7
INFOMED;2021;780000352;HOPITAL DU VESINET CENTRE;780110094;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;1;1;;1.6;
INFOMED;2021;780000378;CH LOCAL DE HOUDAN;780130027;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;780000329;0.5;0.02
INFOMED;2021;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;780021788;;1;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;0.25;0.2
INFOMED;2021;780000402;CHS JEAN MARTIN CHARCOT;780024113;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;1;0.3
INFOMED;2021;780000410;CHS THEOPHILE ROUSSEL;780140059;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;1;1
INFOMED;2021;780001467;CTRE DE CONVALESCENCE D AUBERGENVILLE;780023156;;;;;;;;1;;;;;0;0;0;1;1;0;0;0;0;0;;0.5;0
INFOMED;2021;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;780530010;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.24
INFOMED;2021;780004529;HAD KORIAN YVELINES SUD;310021233;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.5
INFOMED;2021;780008298;CLINIQUE SAINT REMY;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE;780002010;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.08;0.03
INFOMED;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.8;0.4
INFOMED;2021;780020111;ARISSE;780020111;;;;;;;;;;1;;;0;0;1;1;0;0;;0;;;;;
INFOMED;2021;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;;1;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;;0.33;0.03
INFOMED;2021;780022760;CLINIQUE SSR - KORIAN LE GRAND PARC;310021258;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;;0.5;0.2
INFOMED;2021;780023545;HAD LEOPOLD BELLAN;750720609;;;;;;1;;;;;;;0;0;1;1;1;0;0;0;0;0;;0.37;0.1
INFOMED;2021;780023909;HDJ CTRE AUBERGENVILLOIS PSY AMBUL;780025441;;;;;;;;;;;1;;0;0;0;1;1;0;0;0;0;0;;0.1;
INFOMED;2021;780140018;INSTITUT MARCEL RIVIERE;750005068;1;;;;;;1;;;1;;;0;0;0;0;0;0;;;1;;780150017;1.9;0
INFOMED;2021;780140042;CLINIQUE D YVELINES;780017455;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.5;
INFOMED;2021;780140075;CENTRE POST CURE GILBERT RABY;750721391;;;;;;;;;1;;;1;0;0;0;0;0;1;0;0;1;;;0.7;0.06
INFOMED;2021;780150017;CTR DE SOINS ET READAPTATION CESSRIN;750005068;;;1;;;;;1;;;;;0;0;0;1;0;1;1;0;0;0;;1;0
INFOMED;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;;
INFOMED;2021;780150066;HOPITAL LA PORTE VERTE;780808614;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;1.18;0.66
INFOMED;2021;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;;0.3
INFOMED;2021;780300083;CLINIQUE MEDICALE DE GOUSSONVILLE;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;780300125;POLYCLINIQUE REGION MANTAISE;780000535;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;1.07;0.07
INFOMED;2021;780300208;CLINIQUE SAINT LOUIS;780000576;;;1;;;;;;1;;;;0;0;1;1;1;0;0;0;0;0;;1;0.1
INFOMED;2021;780300224;CTRE SOINS DE SUITE SARTROUVILLE C3S;310021225;;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;0;;0.1;0.1
INFOMED;2021;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;;;;;;;;;;;;;;;;;;;;;;;;1;0.7
INFOMED;2021;780300406;HOPITAL PRIVE DE PARLY II;780018032;;1;;;;;;;;;;;0;0;0;0;0;0;;;0;0;;3;0.3
INFOMED;2021;780300414;CH PRIVE DE L EUROPE;780000675;;1;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;;2.75;0.25
INFOMED;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;;1;;;;;;;;;;;0;0;0;0;0;0;;;0;0;;3.2;0.1
INFOMED;2021;780300455;CH PRIVE DU MONTGARDE;780000717;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;0.1;0.17
INFOMED;2021;780310025;CLINIQUE VILLA DES PAGES;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;;1;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;;0.53;0.12
INFOMED;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;;1;;;;;;1;;1;;;0;0;0;0;0;1;0;0;1;0;;8;2
INFOMED;2021;780825816;FONDATION MALLET SITE RICHEBOURG;780003638;;;;;;;1;;;;;;0;0;0;1;1;0;;;0;0;;0.5;0.1
INFOMED;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;;;1;;1;;;1;;1;;;0;0;0;0;0;1;0;0;0;0;;8.32;4.65
INFOMED;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;;;1;;;1;;;1;;;;1;1;1;1;1;1;0;1;0;1;790000087;0.8;0.1
INFOMED;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;1;790006654;;
INFOMED;2021;790000186;MRC PARSAY - BREUIL/CHIZE;790000178;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.3
INFOMED;2021;790000681;MELIORIS LE GRAND FEU;790002497;;;;;;;;;1;;;;1;0;0;1;1;0;;;0;0;;1;
INFOMED;2021;790007306;AURA POITOU-CH - NIORT;860000348;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;0;0
INFOMED;2021;790008064;MELIORIS LE LOGIS DES FRANCS;790002497;;;;;;;;;1;;;;0;0;0;0;1;1;0;1;0;1;790000012;0.5;1
INFOMED;2021;790009948;POLYCLINIQUE D'INKERMANN;790001242;;1;;;;;;;;;;;0;0;0;0;0;0;;;1;0;;2;0.2
INFOMED;2021;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;0;0
INFOMED;2021;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;;;1;;;;;;1;;;1;0;0;0;0;0;0;0;0;0;0;;4.9;
INFOMED;2021;800000143;CH ABBEVILLE;800000028;;;1;;;1;;;1;;;1;0;0;0;0;0;0;0;0;0;0;;4.2;1
INFOMED;2021;800000150;SSR PCP ALBERT;800002982;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2021;800000184;CH ALBERT;800000036;;1;;;1;;;1;;1;;;0;0;1;1;1;0;0;0;1;1;800000200;0.9;0
INFOMED;2021;800000200;CH CORBIE;800000051;;1;;;1;;;1;;;1;;0;0;1;;0;0;;;;0;;1;0.6
INFOMED;2021;800000226;CH DOULLENS;800000069;;1;;;1;;;1;;;;;0;0;0;0;0;0;0;0;1;1;620103440;2;0.1
INFOMED;2021;800000275;CH HAM;800000077;;;1;1;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;0.3;0.43
INFOMED;2021;800000390;CH CHIMR MONTDIDIER;800000085;;;1;;;;;;1;;;;0;0;0;0;;1;0;1;0;0;;2.03;0.5
INFOMED;2021;800000432;CH PÉRONNE;800000093;;;1;1;;;1;;;1;;;0;0;0;0;1;1;0;0;0;1;020000162;3.15;0.03
INFOMED;2021;800000440;CH CHIMR ROYE;800000085;;;1;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;1.2;0.5
INFOMED;2021;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;1.86;1
INFOMED;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;;;1;;;;;;1;;;;0;0;0;0;0;;1;0;;1;800000028;0.6;0.1
INFOMED;2021;800000523;HAD ASS BOVES;800000853;;;;;;1;;;;;;;0;0;0;1;1;0;0;0;0;0;;;0.97
INFOMED;2021;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;;1;;;;;;;;;;;1;0;1;1;1;0;;;1;0;;1.5;0.4
INFOMED;2021;800006124;CHU AMIENS SUD;800000044;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;16.23;2.76
INFOMED;2021;800008989;SSR AQUENNES VILLERS-BRETONNEUX;800002941;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;1;;800009466;0.5;0.05
INFOMED;2021;800009466;POLYCLINIQUE DE PICARDIE;800002982;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;2;1
INFOMED;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;7.22;0.99
INFOMED;2021;800012528;SSR PAUCHET CORBIE;800003071;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.16
INFOMED;2021;800013179;CLINIQUE DE L'EUROPE;800013138;;;1;;;;;;;;;;1;0;0;1;0;1;1;0;1;;;1.5;0.06
INFOMED;2021;800015489;HAD CH ALBERT;800000036;;1;;;1;;;1;;1;;;0;0;1;1;1;0;;;1;1;800000200;;
INFOMED;2021;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;;;1;;;;;;;;;;;;;;;0;0;0;1;0;;1.2;0.1
INFOMED;2021;800018228;CLINIQUE DU CAMPUS PSYCHIATRIQUE;800018210;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;810000158;CL DU REFUGE PROTESTANT;810100099;;;;;;;;;1;;;;0;0;0;1;0;0;0;0;0;0;;;0.1
INFOMED;2021;810000224;CL CLAUDE BERNARD;810000471;;1;;;;;;;;;;;1;0;1;1;1;1;1;0;0;0;;2.6;2.5
INFOMED;2021;810000232;CENTRE CMRF ALBI;810099903;;;;;;;;1;;;;;0;0;0;1;1;1;1;1;1;0;;0.51;
INFOMED;2021;810000448;POLYCLINIQUE FILIERIS STE BARBE CARMAU;750050759;;;1;;;;;;1;;;;1;0;0;1;1;0;;;0;1;810000505;1.7;0.15
INFOMED;2021;810000505;CH ALBI;810000331;;;1;;;1;;;;;;;0;0;0;0;0;;1;0;0;0;;4.7;1.5
INFOMED;2021;810000513;CH DE GAILLAC;810000349;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;0;1;810000331;0.6;0.1
INFOMED;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;;;1;;;;1;;;;;;0;0;0;0;0;1;1;0;1;0;;7.67;1.3
INFOMED;2021;810000539;CH GRAULHET;810000398;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;810000455;0.4;0.1
INFOMED;2021;810000547;CHIC CASTRES MAZAMET SITE MAZAMET;810000380;;;;;;;;1;;;;;0;0;0;0;1;1;1;1;0;0;;;
INFOMED;2021;810000562;CH LAVAUR;810000455;;;1;;;;;1;;;1;;0;0;0;0;0;1;1;1;0;0;;2.98;0.8
INFOMED;2021;810003954;CENTRE CRPA VALENCE D'ALBIGEOIS;810099903;;;;;;;;1;;;;;0;0;0;1;1;1;1;1;1;0;;0.29;0
INFOMED;2021;810100008;FONDATION BON SAUVEUR D'ALBY;810100008;;;;;;;;;;1;;;0;0;1;1;0;0;0;0;0;0;;2.05;0.08
INFOMED;2021;810101170;CL TOULOUSE LAUTREC;810101162;;;1;;;;;;1;;;;0;0;0;0;1;1;1;0;1;0;;3;
INFOMED;2021;810101444;POLYCL DU SIDOBRE;810000992;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2.75;0.2
INFOMED;2021;820000032;CH MONTAUBAN;820000016;;;1;;;1;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;5.02;1.5
INFOMED;2021;820000040;CL CROIX ST MICHEL;820000081;;;1;;;;;;;;;;1;0;1;1;1;1;1;0;1;0;;2.96;0.3
INFOMED;2021;820000057;CL DU PONT DE CHAUME;820000131;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2.05;0.4
INFOMED;2021;820000065;CL DU DR HONORE CAVE;820000156;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;1.5;0.34
INFOMED;2021;820000412;MRC CHATEAU DE LONGUES AYGUES;820000560;;;;;;;;1;;;;;0;0;0;1;0;1;0;0;1;0;;;
INFOMED;2021;820000420;CH TURENNE;820000206;;;;;;;;;1;;;;1;1;1;1;1;1;1;1;1;1;820000032;0.8;0.1
INFOMED;2021;820000461;CH DES DEUX RIVES;820000248;;;;;;;;;1;;;;1;1;1;1;1;0;0;0;0;1;820000032;0.05;0.1
INFOMED;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;;1;;1;;;;1;;;;;0;0;0;0;0;1;1;;1;1;820000016;1.5;0.2
INFOMED;2021;820002350;CENTRE MIDI GASCOGNE;820000578;;;;;;;1;;;;;;0;0;0;0;1;1;1;1;1;0;;0.4;0.01
INFOMED;2021;820003218;CL SSR LA PINEDE;820008142;;;;;;;1;;;;;;1;0;0;0;0;0;;;0;0;;0.6;0.1
INFOMED;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;;;1;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;2.99;1
INFOMED;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;1;;;;;;1;;;1;;;0;0;0;0;0;1;0;0;0;0;;6;2
INFOMED;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;1;0;;3;0.6
INFOMED;2021;830000303;HOPITAL LEON BERARD;830100541;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;1.09;0.34
INFOMED;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;;;1;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;5.5;0.9
INFOMED;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;830000311;1;0.12
INFOMED;2021;830000345;CHITS CH SAINTE MUSSE;830100616;1;;;;;;1;;;1;;;0;0;0;0;0;1;0;0;1;0;;11.15;
INFOMED;2021;830000600;CHS PIERREFEU DU VAR HENRI GUERIN;830101200;;;;;;;;;;1;;;0;0;0;0;0;1;1;1;1;0;;1.14;0.9
INFOMED;2021;830003877;CLINIQUE LA BASTIDE;920030921;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;830012548;AVODD CENTRE D'HEMODIALYSE HYERES;830002119;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;0.25;0.02
INFOMED;2021;830012589;ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER;830003695;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;830100434;1;0.05
INFOMED;2021;830012688;CENTRE DE NEPHROLOGIE LES FLEURS;830012639;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0
INFOMED;2021;830013819;AVODD TOULON SITE HIA SAINTE ANNE;830002119;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;0.25;0.01
INFOMED;2021;830016556;CLINIQUE LES ESPERELS;830000451;;;;;;;;1;;;;;1;1;1;1;1;0;;;1;0;;0.25;0.15
INFOMED;2021;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;;;;;;;;;1;;;;0;0;0;1;1;0;;;0;0;;0.3;0.1
INFOMED;2021;830017505;AVODD HEMODIALYSE AMBULATOIRE FREJUS;830002119;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;830012548;0.25;0.02
INFOMED;2021;830019600;HAD CAP DOMICILE;830000063;;;;;;1;;;;;;;;;;;;0;;;;0;;;1.4
INFOMED;2021;830100012;APHP HOPITAL SAN SALVADOUR;750712184;;;;;;;;1;;;;;0;0;0;0;0;1;0;1;1;0;;1.4;0.5
INFOMED;2021;830100087;CCV DE SAINT RAPHAEL LA CHENEVIERE;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;830100434;2.21;0.12
INFOMED;2021;830100251;CLINIQUE DU CAP D'OR;830000063;;;1;;;1;;;;;;;0;0;0;0;0;1;1;0;0;0;;2.5;0.13
INFOMED;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3.45;0.35
INFOMED;2021;830100327;CLINIQUE LES LAURIERS;830000105;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;1;1;;1;0.1
INFOMED;2021;830100335;CLINIQUE LES OLIVIERS;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;830100368;CLINIQUE CHIR DU GOLFE DE ST TROPEZ;830000147;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;830100434;1.14;0.12
INFOMED;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;;;1;1;;;;;;;;;0;0;0;1;1;1;1;0;0;0;;2;0.23
INFOMED;2021;830100418;CLINIQUE NOTRE DAME DE LA MERCI;830000170;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;0.5;0.05
INFOMED;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;4.79;0.12
INFOMED;2021;830100442;CLINIQUE SAINT MARTIN OLLIOULES;830000204;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;;;0.1;0.05
INFOMED;2021;830100459;CLINIQUE SAINT MICHEL;830000212;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;;0;;2;0.13
INFOMED;2021;830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;830100434;1.81;0.12
INFOMED;2021;830100558;HOPITAL RENEE SABRAN HYERES;690781810;1;;;1;;;1;;;;;;0;0;0;0;0;0;;;0;0;830100558;1;0.2
