BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2021;760000190;CHS DU ROUVRAY SOTTEVILLE-LES-ROUEN;760780270;;;;3;C;;;;;;;;;;;;;;3;C;;350;A;B;;;;1;1;ROUEN COEUR DE SEINE;;;;
ORG;2021;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;;;;3;A;B;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;
ORG;2021;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;;;;1;C;;;;;3;B;A;;;;2;D;;;;;207;C;A;;;;;;;;;;
ORG;2021;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;;;;6;B;A;;;;;;;1;A;;2;D;;;;;60;A;C;;;;0;;;;;;
ORG;2021;760000380;HL SAINT-ROMAIN-DE-COLBOSC;760780759;;;;;;;;;;;;;;;;;;;;;;2;C;C;;;;;;;;;;
ORG;2021;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;;;;2;C;A;;;;;;;1;B;;1;D;;;;;;;;;;;0;;;;;;
ORG;2021;760000620;CENTRE SSR PA CH DARNETAL;760782227;1;A;;;;;;;;;;;1;B;;;;;1;C;D;1;C;;;;;;;;;;;
ORG;2021;760000802;CENTRE SSR PA CH SOTTEVILLE/ROUEN;760782425;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;ROUEN COEUR DE SEINE;;;;
ORG;2021;760017079;CENTRE DE REEDUCATION DE LA HEVE;760017038;3;C;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;760020529;HAD DU CEDRE;760000257;;;;;;;;;;;;;;;;;;;;;;350;C;;;;;0;;;;;;
ORG;2021;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;;;;;;;;;;1;B;;;;;;;;;;;4;C;D;;;;0;;;;;;
ORG;2021;760023671;USLD ARCADIE BOUCICAUT CHU ROUEN;760780239;;;;7;C;;;;;;;;1;E;;;;;9;C;D;44;C;D;;;;;;;;;;
ORG;2021;760025312;CLINIQUE MATHILDE ROUEN;760000315;;;;1;C;;;;;;;;;;;;;;;;;45;C;;;;;0;;;;;;
ORG;2021;760025668;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;760025908;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;760026088;UDM & UNITE AUTODIALYSE ASSISTEE;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;760027292;CLINIQUE MEGIVAL;760027300;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CAUX MARITIME;;;;
ORG;2021;760029017;CLINIQUE GUILLAUME;920030269;;;;1;;;;;;;;;;;;;;;;;;27;C;D;;;;0;;;;;;
ORG;2021;760034637;SSR PETIT COLMOULINS;760000448;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;
ORG;2021;760035147;CLINIQUE DES BOUCLES DE LA SEINE;760035139;;;;;;;;;;;;;;;;;;;;;;2;B;D;;;;0;;;;;;
ORG;2021;760035592;UNITE DIALYSE MEDICALISEE LE HAVRE;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;760035709;HAD CAUX MARITIME;440052041;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CAUX MARITIME;;;;
ORG;2021;760780130;SSR DU CAUX LITTORAL;760000091;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;2;CAUX MARITIME;CAUX MARITIME;;;
ORG;2021;760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;760000125;;;;;;;;;;;;;;;;2;A;B;;;;;;;;;;0;;;;;;
ORG;2021;760780288;HOPITAL PRIVE DE JOUR MGENASS;750005068;;;;;;;;;;;;;;;;;;;;;;5;C;;;;;0;;;;;;
ORG;2021;760780619;CLINIQUE SAINT-HILAIRE ROUEN;760000307;;;;4;C;;;;;;;;;;;1;D;;;;;1;D;;1;G;;0;;;;;;
ORG;2021;760780676;RESIDENCE CLINIQUE DU CHATEAU BLANC;750034589;12;C;G;;;;;;;;;;;;;;;;;;;2;C;A;;;;0;;;;;;
ORG;2021;760780692;CMPR LES HERBIERS BOIS GUILLAUME;760025734;;;;;;;;;;;;;;;;;;;;;;10;C;;;;;1;1;ROUEN COEUR DE SEINE;;;;
ORG;2021;760780783;CLINIQUE TOUS VENTS LILLEBONNE;760000406;0;;;0;;;0;;;0;;;0;;;1;A;;0;;;10;C;;0;;;0;;;;;;
ORG;2021;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;;;;;;;;;;;;;;;;;;;;;;18;C;;;;;0;;;;;;
ORG;2021;760780825;CLINIQUE DE L'ABBAYE FECAMP;760000430;;;;1;C;;;;;;;;;;;;;;;;;27;C;A;;;;0;;;;;;
ORG;2021;760780981;CENTRE DE CONVALESCENCE LES JONQUILLES;760027342;;;;;;;;;;;;;;;;;;;;;;34;A;B;11;A;C;0;;;;;;
ORG;2021;760781054;CENTRE SSR ASS LADAPT HAUTE NORMANDIE;930019484;;;;;;;;;;;;;;;;;;;;;;4;E;C;;;;0;;;;;;
ORG;2021;760783159;CLINIQUE DES ESSARTS GRAND COURONNE;760000851;;;;;;;;;;;;;;;;;;;;;;25;D;;;;;0;;;;;;
ORG;2021;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;;;;7;C;;;;;;;;1;E;;;;;9;C;D;44;C;D;;;;;;;;;;
ORG;2021;760783530;HOPITAL DE OISSEL CHU ROUEN;760780239;;;;7;C;;;;;;;;1;E;;;;;9;C;D;44;C;D;;;;;;;;;;
ORG;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2021;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;140000852;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;
ORG;2021;760920603;CTRE DE CONVALESCENCE DE LA ROSERAIE;760920587;;;;;;;;;;;;;;;;;;;;;;1;A;B;;;;0;;;;;;
ORG;2021;760920918;CENTRE DE REEDUCATION MERIDIENNE ROUEN;760000273;;;;;;;;;;;;;;;;2;A;B;;;;;;;;;;0;;;;;;
ORG;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;;;;;;;;;;;;;;;;2;A;B;;;;;;;;;;0;;;;;;
ORG;2021;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;;;;1;C;;;;;;;;;;;1;D;;1;C;;;;;;;;;;;;;;
ORG;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;C;A;2;D;A;;;;1;D;;;;;;;;2;C;;;;;;;;0;;;;;;
ORG;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;;;;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;
ORG;2021;770000172;CH DE PROVINS LEON BINET;770110070;;;;;;;;;;2;C;A;;;;1;D;;;;;;;;;;;;;;;;;
ORG;2021;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;;;;2;C;C;;;;;;;;;;1;D;;1;C;;;;;;;;0;;;;;;
ORG;2021;770000420;CTR READAPT FONCT ELLEN POIDATZ;770700029;;;;2;A;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;770000446;CH DE MEAUX SITE SAINT FARON;770021145;;;;;;;;;;;;;;;;1;D;;;;;;;;1;A;;;;;;;;
ORG;2021;770001873;UNITE D AUTODIALYSE PONTAULT COMBAULT;940000060;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;
ORG;2021;770006138;CLINIQUE PSYCHIATRIQUE PAYS DE SEINE;770020113;0;;;0;;;0;;;0;;;0;;;0;;;0;;;16;C;;0;;;0;;;;;;
ORG;2021;770016087;CENTRE DIALYSE DIAVERUM MONTEREAU;770016137;;;;;;;;;;;;;;;;1;;;;;;;;;;;;0;;;;;;
ORG;2021;770016160;UNITE AUTODIALYSE AURA SANTEPOLE;940026677;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;770016467;CLINIQUE DES PAYS DE MEAUX;920030269;0;;;0;;;0;;;0;;;0;;;0;;;0;;;18;A;C;0;;;0;;;;;;
ORG;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;77 NORD;;;;
ORG;2021;770016491;CLINIQUE SOLIS DE MONTEVRAIN;770016483;;;;;;;;;;;;;;;;1;;;;;;;;;;;;0;;;;;;
ORG;2021;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;
ORG;2021;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;
ORG;2021;770020949;INSTITUT CANCEROLOGIE SEINE ET MARNE;770015030;;;;;;;;;;;;;;;;;;;;;;;;;1;A;;1;1;77 NORD;;;;
ORG;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;;;;;;;;;;;;;0;;;0;;;0;;;27;C;;;;;0;;;;;;
ORG;2021;770021251;HAD NORD SEINE ET MARNE;440052041;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;770022473;CLINIQUE USLD FSEF NEUFMOUTIERS;750720575;;;;;;;;;;;;;;;;;;;;;;5;D;;;;;1;1;77 NORD;;;;
ORG;2021;770023026;ANNEXE ORGEMONT LRS EX OQN;750814030;;;;1;C;A;;;;;;;;;;;;;;;;1;A;C;;;;0;;;;;;
ORG;2021;770023034;ANNEXE ORGEMONT LRS DAF;750814030;;;;1;C;A;;;;;;;;;;;;;;;;1;A;C;;;;0;;;;;;
ORG;2021;770023042;ANNEXE COULOMMIERS LRS DAF;750814030;;;;1;C;;;;;;;;;;;;;;;;;1;A;C;;;;0;;;;;;
ORG;2021;770023059;SSR POLE SANTE ORGEMONT;440056455;;;;2;C;D;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;770150027;CLINIQUE FSEF NEUFMOUTIERS EN BRIE;750720575;;;;;;;;;;;;;;;;;;;;;;14;D;;;;;1;1;77 NORD;;;;
ORG;2021;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;77 NORD;77 SUD;94 EST;93 EST;
ORG;2021;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;;;;3;A;B;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;770300192;CLINIQUE SAINT BRICE;770000313;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;C;;0;;;0;;;;;;
ORG;2021;770300218;INSTITUT MEDICAL DE SERRIS;440052041;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;770300259;CLINIQUE LES TROIS SOLEILS;770000347;;;;2;C;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;770420024;ESSR LE PRIEURE;930027347;;;;;;;;;;;;;;;;;;;;;;1;D;;;;;0;;;;;;
ORG;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;;;;;;;;;;;;;;;;;;;;;;134;C;;;;;0;;;;;;
ORG;2021;770701225;CENTRE DE REEDUCATION LE BRASSET;750721334;1;C;;;;;;;;;;;;;;;;;;;;20;C;;;;;1;1;77 NORD;;;;
ORG;2021;770790707;CLINIQUE DE TOURNAN;770000719;;;;;;;;;;;;;;;;;;;;;;30;C;;;;;0;;;;;;
ORG;2021;770803708;UNITE DE DIALYSE AURA MEAUX;940026677;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;770803989;CTRE READAPTATION CARDIAQUE DE LA BRIE;770000925;;;;;;;;;;;;;;;;;;;;;;9;C;;;;;0;;;;;;
ORG;2021;770809028;CENTRE DIALYSE DIAVERUM AVON;770016137;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;0;;;;;;
ORG;2021;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;770001014;;;;;;;;;;;;;;;;1;A;;;;;28;C;;3;;;0;;;;;;
ORG;2021;770813426;UNITE D AUTODIALYSE PROVINS;770813418;;;;;;;;;;;;;;;;;;;;;;2;A;;;;;0;;;;;;
ORG;2021;770813459;UNITE D AUTODIALYSE CHELLES;940000060;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;
ORG;2021;770814986;UNITE D AUTODIALYSE COULOMMIERS;940000060;;;;;;;;;;;;;;;;;;;;;;1;D;;;;;0;;;;;;
ORG;2021;780000287;CH FRANCOIS QUESNAY MANTES;780110011;;;;2;C;A;;;;;;;;;;;;;;;;112;C;A;;;;;;;;;;
ORG;2021;780000295;CHI DE MEULAN LES MUREAUX;780002697;0;;;1;B;;0;;;0;;;0;;;0;;;0;;;57;B;;0;;;;;;;;;
ORG;2021;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;;;;1;A;D;;;;;;;1;A;;1;D;;;;;;;;;;;;;;;;;
ORG;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;;;;1;A;;;;;;;;2;B;;;;;;;;32;D;C;;;;0;;;;;;
ORG;2021;780000329;CH DE RAMBOUILLET;780110052;;;;5;A;B;;;;;;;;;;;;;;;;239;C;;;;;;;;;;;
ORG;2021;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;;;;1;;;;;;;;;2;;;;;;;;;32;D;C;;;;0;;;;;;
ORG;2021;780000378;CH LOCAL DE HOUDAN;780130027;;;;;;;;;;;;;;;;1;D;;;;;40;C;D;;;;1;1;YVELINES SUD;;;;
ORG;2021;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;780021788;;;;1;C;;;;;;;;;;;;;;;;;5;C;;1;D;;;;;;;;
ORG;2021;780000402;CHS JEAN MARTIN CHARCOT;780024113;;;;1;A;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2021;780001467;CTRE DE CONVALESCENCE D AUBERGENVILLE;780023156;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;0;;;;;;
ORG;2021;780001657;HOPITAL PEDIATRIE REEDUCATION BULLION;780530010;;;;;;;;;;;;;1;B;;;;;;;;3;A;;;;;1;1;YVELINES SUD;;;;
ORG;2021;780001707;UNITE D AUTODIALYSE LES TEMPLIERS;780822920;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;
ORG;2021;780004529;HAD KORIAN YVELINES SUD;310021233;;;;;;;;;;1;;;;;;;;;;;;5;;;;;;1;2;YVELINES SUD;YVELINES NORD;;;
ORG;2021;780017802;CENTRE D HEMODIALYSE MANTES LA JOLIE;780002010;;;;;;;;;;;;;;;;2;B;A;;;;12;D;C;1;C;;0;;;;;;
ORG;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;0;;;1;E;;;;;;;;;;;3;A;B;;;;17;C;D;;;;0;;;;;;
ORG;2021;780020111;ARISSE;780020111;;;;;;;;;;;;;1;B;;;;;;;;3;C;E;;;;0;;;;;;
ORG;2021;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;;;;;;;;;;;;;;;;3;A;;;;;;;;;;;0;;;;;;
ORG;2021;780022760;CLINIQUE SSR - KORIAN LE GRAND PARC;310021258;;;;1;C;;;;;;;;;;;;;;;;;14;C;D;;;;0;;;;;;
ORG;2021;780023545;HAD LEOPOLD BELLAN;750720609;;;;;;;;;;;;;;;;;;;;;;103;C;;;;;0;;;;;;
ORG;2021;780140018;INSTITUT MARCEL RIVIERE;750005068;;;;;;;;;;2;G;G;;;;;;;;;;20;C;;3;G;G;1;1;YVELINES SUD;;;;
ORG;2021;780140042;CLINIQUE D YVELINES;780017455;;;;;;;;;;;;;;;;;;;;;;4;C;E;;;;1;1;YVELINES SUD;;;;
ORG;2021;780140075;CENTRE POST CURE GILBERT RABY;750721391;;;;1;A;;;;;;;;;;;;;;;;;56;A;;;;;0;;;;;;
ORG;2021;780150066;HOPITAL LA PORTE VERTE;780808614;14;C;;1;C;;;;;;;;;;;1;D;;;;;30;C;;;;;0;;;;;;
ORG;2021;780170056;HDJ L ENVOL;780825097;10;C;;;;;;;;;;;;;;;;;;;;4;C;B;;;;0;;;;;;
ORG;2021;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;;;;1;E;;;;;;;;;;;4;A;B;;;;11;;;;;;0;;;;;;
ORG;2021;780300109;CLINIQUE VAL DE SEINE A LOUVECIENNE;780000519;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;YVELINES SUD;;;;
ORG;2021;780300125;POLYCLINIQUE REGION MANTAISE;780000535;;;;;;;;;;;;;;;;4;A;B;;;;29;C;D;;;;0;;;;;;
ORG;2021;780300208;CLINIQUE SAINT LOUIS;780000576;;;;;;;;;;;;;;;;1;A;;;;;3;C;;;;;0;;;;;;
ORG;2021;780300406;HOPITAL PRIVE DE PARLY II;780018032;22;C;;;;;;;;;;;;;;;;;;;;26;C;;;;;0;;;;;;
ORG;2021;780300414;CH PRIVE DE L EUROPE;780000675;;;;;;;;;;;;;;;;4;A;B;;;;;;;;;;0;;;;;;
ORG;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;;;;1;D;;;;;;;;;;;;;;;;;16;C;;;;;0;;;;;;
ORG;2021;780300455;CH PRIVE DU MONTGARDE;780000717;;;;1;E;;;;;;;;;;;6;A;B;;;;;;;;;;0;;;;;;
ORG;2021;780310025;CLINIQUE VILLA DES PAGES;920030269;;;;;;;;;;;;;;;;;;;;;;15;A;;3;A;C;0;;;;;;
ORG;2021;780420022;SSR LE CERRSY;930027347;1;C;;;;;;;;;;;;;;;;;;;;8;D;;;;;0;;;;;;
ORG;2021;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;;;;1;C;;;;;;;;;;;;;;;;;23;C;;;;;0;;;;;;
ORG;2021;780700050;CENTRE DE REEDUCATION APARC ROSNY;780023156;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;0;;;;;;
ORG;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;0;;;3;A;C;0;;;0;;;1;C;;0;;;1;C;;453;C;D;0;;;;;;;;;
ORG;2021;780825816;FONDATION MALLET SITE RICHEBOURG;780003638;;;;;;;;;;1;C;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;;;;4;A;B;;;;;;;;;;2;D;;;;;;;;;;;0;;;;;;
ORG;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;;;;1;A;B;;;;;;;;;;;;;;;;;;;;;;1;1;DEUX SÈVRES;;;;
ORG;2021;790000186;MRC PARSAY - BREUIL/CHIZE;790000178;;;;;;;;;;;;;;;;;;;;;;5;C;;;;;0;;;;;;
ORG;2021;790000681;MELIORIS LE GRAND FEU;790002497;;;;;;;;;;;;;;;;;;;;;;22;C;D;;;;1;1;DEUX SÈVRES;;;;
ORG;2021;790007306;AURA POITOU-CH - NIORT;860000348;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;1;1;DEUX SÈVRES;;;;
ORG;2021;790008064;MELIORIS LE LOGIS DES FRANCS;790002497;;;;;;;;;;;;;;;;;;;;;;20;C;A;;;;0;;;;;;
ORG;2021;790009948;POLYCLINIQUE D'INKERMANN;790001242;;;;;;;;;;;;;;;;;;;;;;29;C;;;;;0;;;;;;
ORG;2021;790016794;AURA POITOU-CHARENTES - PARTHENAY;860000348;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;1;1;DEUX SÈVRES;;;;
ORG;2021;790017289;HAD NORD 79;790017271;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;DEUX SÈVRES;;;;
ORG;2021;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;;;;3;A;C;;;;;;;;;;;;;2;C;;120;;;;;;;;;;;;
ORG;2021;800000143;CH ABBEVILLE;800000028;;;;1;A;;;;;;;;;;;1;D;;;;;363;A;C;;;;;;;;;;
ORG;2021;800000184;CH ALBERT;800000036;;;;1;A;;;;;1;D;;1;B;;;;;;;;;;;;;;;;;;;;
ORG;2021;800000200;CH CORBIE;800000051;;;;1;A;;;;;1;D;;1;B;;;;;;;;;;;;;;1;1;SOMME LITTORAL SUD;;;;
ORG;2021;800000226;CH DOULLENS;800000069;0;;;6;B;C;0;;;0;;;0;;;1;D;;2;C;D;56;C;D;15;C;D;0;;;;;;
ORG;2021;800000275;CH HAM;800000077;1;C;A;;;;;;;;;;;;;;;;;;;;;;;;;1;1;AISNE NORD;;;;
ORG;2021;800000390;CH CHIMR MONTDIDIER;800000085;0;;;2;C;;0;;;0;;;0;;;0;;;3;C;;32;D;C;0;;;;;;;;;
ORG;2021;800000432;CH PÉRONNE;800000093;;;;3;A;C;;;;;;;;;;;;;1;C;;;;;;;;;;;;;;
ORG;2021;800000440;CH CHIMR ROYE;800000085;0;;;2;C;A;0;;;0;;;0;;;0;;;3;C;;32;D;C;0;;;;;;;;;
ORG;2021;800000457;ET PUBLIC DE SANTÉ MENTALE DE LA SOMME;800000119;;;;1;E;;;;;;;;;;;;;;2;C;C;117;C;E;;;;1;1;SOMME LITTORAL SUD;;;;
ORG;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;;;;3;A;D;;;;;;;;;;;;;1;C;;1;C;;2;C;C;1;1;SOMME LITTORAL SUD;;;;
ORG;2021;800000523;HAD ASS BOVES;800000853;;;;;;;;;;;;;;;;;;;;;;30;C;A;;;;1;1;SOMME LITTORAL SUD;;;;
ORG;2021;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;0;;;0;;;0;;;0;;;0;;;3;;;0;;;0;;;0;;;0;;;;;;
ORG;2021;800006124;CHU AMIENS SUD;800000044;;;;15;A;E;;;;;;;3;E;B;1;E;;1;C;A;589;C;D;;;;0;;;;;;
ORG;2021;800008989;SSR AQUENNES VILLERS-BRETONNEUX;800002941;;;;;;;;;;;;;;;;;;;;;;14;C;D;;;;0;;;;;;
ORG;2021;800009466;POLYCLINIQUE DE PICARDIE;800002982;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;800012528;SSR PAUCHET CORBIE;800003071;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;800015489;HAD CH ALBERT;800000036;;;;1;A;;;;;1;D;;1;B;;;;;;;;;;;;;;1;1;SOMME LITTORAL SUD;;;;
ORG;2021;800015588;HAD CH HAM;800000077;1;C;A;;;;;;;;;;;;;;;;;;;;;;;;;1;1;AISNE NORD;;;;
ORG;2021;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;;;;;;;;;;;;;;;;;;;;;;49;B;D;7;A;;0;;;;;;
ORG;2021;800016727;SSR PAUCHET AMIENS;800003071;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;OISE NORD EST (ONE);SOMME LITTORAL SUD;;;
ORG;2021;800018228;CLINIQUE DU CAMPUS PSYCHIATRIQUE;800018210;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;0;;;;;;
ORG;2021;800018491;IOP SOPP AMIENS;800018483;;;;1;C;D;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;810000158;CL DU REFUGE PROTESTANT;810100099;;;;;;;;;;;;;1;B;;;;;;;;3;C;;;;;0;;;;;;
ORG;2021;810000224;CL CLAUDE BERNARD;810000471;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;810000232;CENTRE CMRF ALBI;810099903;;;;;;;;;;;;;;;;1;B;;;;;21;C;;;;;0;;;;;;
ORG;2021;810000448;POLYCLINIQUE FILIERIS STE BARBE CARMAU;750050759;;;;;;;;;;1;B;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2021;810000505;CH ALBI;810000331;;;;4;C;E;;;;;;;4;B;G;1;D;;;;;43;C;D;60;C;E;;;;;;;
ORG;2021;810000513;CH DE GAILLAC;810000349;;;;1;A;;;;;;;;;;;;;;;;;37;A;C;;;;1;1;TARN REVELOIS ET SAINT-PONAIS - COEUR D'OCCITANIE;;;;
ORG;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;0;;;2;C;A;0;;;0;;;2;B;G;1;D;;0;;;200;C;D;0;;;0;;;;;;
ORG;2021;810000539;CH GRAULHET;810000398;;;;;;;2;D;;;;;1;A;;;;;;;;18;A;C;7;D;B;;;;;;;
ORG;2021;810000547;CHIC CASTRES MAZAMET SITE MAZAMET;810000380;0;;;0;;;0;;;0;;;2;B;G;1;D;;0;;;200;C;D;0;;;0;;;;;;
ORG;2021;810000562;CH LAVAUR;810000455;;;;2;A;G;;;;;;;;;;;;;;;;32;C;A;;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;
ORG;2021;810003954;CENTRE CRPA VALENCE D'ALBIGEOIS;810099903;;;;;;;;;;;;;;;;1;B;;;;;12;C;;;;;0;;;;;;
ORG;2021;810004200;CL SSR KORIAN LE CHATEAU;750056335;19;C;;;;;;;;;;;;;;;;;;;;12;D;;;;;0;;;;;;
ORG;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;2;HAUTE-GARONNE ET TARN OUEST;TARN REVELOIS ET SAINT-PONAIS - COEUR D'OCCITANIE;;;
ORG;2021;810099838;CHIC CASTRES MAZAMET SITE MONGES;810000380;0;;;2;;;0;;;0;;;2;;;1;;;0;;;200;;;0;;;0;;;;;;
ORG;2021;810100370;USLD SITE MAZAMET CHIC CASTRES MAZAMET;810000380;0;;;2;C;A;0;;;0;;;2;B;G;1;D;;0;;;200;C;D;0;;;;;;;;;
ORG;2021;810101170;CL TOULOUSE LAUTREC;810101162;;;;;;;;;;;;;;;;;;;;;;32;C;;;;;0;;;;;;
ORG;2021;810101444;POLYCL DU SIDOBRE;810000992;;;;;;;;;;;;;2;A;;2;A;;;;;10;C;;;;;0;;;;;;
ORG;2021;820000032;CH MONTAUBAN;820000016;;;;2;D;A;;;;;;;;;;1;D;;1;C;;;;;1;A;;;;;;;;
ORG;2021;820000057;CL DU PONT DE CHAUME;820000131;;;;;;;;;;;;;;;;1;A;B;;;;28;C;;;;;0;;;;;;
ORG;2021;820000065;CL DU DR HONORE CAVE;820000156;;;;1;A;;;;;;;;;;;;;;;;;16;A;;1;C;;0;;;;;;
ORG;2021;820000412;MRC CHATEAU DE LONGUES AYGUES;820000560;;;;;;;;;;;;;;;;;;;;;;3;A;B;;;;0;;;;;;
ORG;2021;820000461;CH DES DEUX RIVES;820000248;;;;;;;;;;1;C;;2;A;A;0;;;0;;;7;C;C;0;;;1;1;TARN-ET-GARONNE;;;;
ORG;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;;;;1;D;;;;;;;;;;;;;;;;;4;C;B;;;;;;;;;;
