BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2021;890002371;CLINIQUE KER YONNEC;890000722;TOT;0;;;0;155;;;;;;51100;35;5;;1854;48199;;;;;;;5667;217;;;;;;;;;;;;;1670;;1542;;;7;5.31;;6;1.94;;;81;12;87.33;51.29;16.04;4.22;1.91;1.45;;7;5.13;;6;1.91;71;10;75.13;41.83;14.98;3.69;0.53;1.19
PSY;2021;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;GEN;;4;;;217;6;;;;;79935;49;;;2018;63811;0;;;;;13;4837;;;1;9;14;8;36824;5223;4144;1891;1111;3671;;8923;7545;1292;79;12;5;15.21;2;1;2.1;0;1;367;45;391.26;222.06;66.74;12.9;2;4.2;12;5;10.66;2;1;1.2;280;30;299.8;157.59;65.59;6.28;0.69;4.2
PSY;2021;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;INF;;2;;;10;8;;;;;3650;73;;;60;2558;1560;;;;;;6417;;;;9;6;9;31995;1044;1455;971;42;286;270;2877;2717;54;;2;4;4.87;;1;0.3;0;1;138;23;156.36;69.34;2;23.28;10.46;17.39;1;2;0.84;;;;33;4;34.17;18.82;2;1;;2.35
PSY;2021;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;PEN;;;;;2;;;;;;730;;;;43;221;;;;;;;;;;;;;;;;;;;;;1126;1069;40;;1;1;0.8;;;;;;11;4;11.25;5.15;;5.1;;;;;;;;;;;;;;;;
PSY;2021;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;TOT;1;;14;1;229;14;;;;;84315;122;;;2121;66590;1560;;;;;13;11254;;;1;18;20;17;68819;6267;5599;2862;1153;3957;270;12539;11016;1344;79;14;10;20.88;2;2;2.4;;;515;72;558.87;296.55;68.74;41.28;12.46;21.59;13;7;11.5;2;1;1.2;313;34;333.97;176.41;67.59;7.28;0.69;6.55
PSY;2021;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;700004096;GEN;;1;;;89;7;;;;;35040;30;;;771;28499;365;;;;;;2658;;;;1;1;1;10159;2730;3503;2367;282;8534;;4219;3099;543;15;8;3;12.51;3;7;6.54;1;1;152;10;171.59;77.49;50.72;11.78;0.32;3.83;8;3;9.72;2;7;4.83;108;6;102.3;42.04;50.72;1.82;0.16;2.46
PSY;2021;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;700004096;INF;;1;;;;;;;;;;26;;;;;;;;;;;2063;;;;2;1;;5621;15;;423;9;203;;631;560;;;3;;2.6;;;0.58;1;1;40;4;39.98;20.13;;6.93;3.2;4.1;;;;;;;;;;;;;;
PSY;2021;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;700004096;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;;;;27;27;;;;1;0.05;;;;;;;;0.06;0.03;;0.03;;;;;;;;;;;;;;;;
PSY;2021;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;700004096;TOT;1;;1;1;89;7;;;;;35040;56;;;771;28499;365;;;;;;4721;;;;3;2;1;15780;2745;3503;2836;291;8737;;4799;3517;543;15;11;3;15.16;3;7;7.12;;;192;14;211.63;97.65;50.72;18.74;3.52;7.93;8;3;9.72;2;7;4.83;108;6;102.3;42.04;50.72;1.82;0.16;2.46
PSY;2021;910000330;CHS BARTHELEMY DURAND;910140029;GEN;;9;;;242;95;3;47;11;;88330;51;9;1;2440;76513;12590;0;8507;2519;;;3612;100;1405;;15;;13;94439;;11002;3270;533;7403;;10751;8729;1574;;62;4;64.75;3;1;3.29;;;561;65;611.03;361.96;97.46;39.2;9.43;33.2;28;3;29.84;;;;;;;;;;;
PSY;2021;910000330;CHS BARTHELEMY DURAND;910140029;INF;;3;;;10;49;;;;;3650;88;;;89;3233;9868;;;;;;4414;;;;12;;8;42785;;4353;153;4850;2646;184;3733;3492;;;24;5;24.19;;;;;;190;30;207.23;110.6;7.3;34.94;19.07;20.4;;;;;;;;;;;;;;
PSY;2021;910000330;CHS BARTHELEMY DURAND;910140029;TOT;1;;1;0;252;144;3;47;11;;91980;139;9;1;2529;79746;22458;0;8507;2519;;;8026;100;1405;;27;;21;137224;;15355;3423;5383;10049;184;14695;12601;1677;;86;9;88.94;3;1;3.29;;;751;95;818.26;472.56;104.76;74.14;28.5;53.6;28;3;29.84;;;;;;;;;;;
PSY;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;GEN;;4;;;100;22;51;20;10;;36500;39;;;931;41649;5110;17520;5708;5036;;;4657;;;;4;;4;44581;;2853;1874;704;244;3;4860;3843;946;;23;12;28.92;;;;0;0;239;29;268.76;128.94;52.05;17.81;0.66;6.96;14;;;;;;239;29;268.76;131.37;52.43;17.81;0.66;6.96
PSY;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;INF;;1;;;;16;;;;;;10;;;;;1419;;;;;;1045;;;;3;;2;24905;;1204;76;229;347;321;1453;1453;;;7;4;7.81;;;;;;52;14;63.94;16.5;0;9.89;5.16;16.11;;;;;;;52;14;63.94;16.5;0;9.89;5.16;16.11
PSY;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;PEN;;;;;;;;;;;;26;;;;;;;;;;;6295;;;;;;;;;;;;;;4248;;;;5;2;6;;;;;;26;6;28.29;18.94;0;6.56;0;1;;;;;;;26;6;28.29;18.67;0;6.56;0;1
PSY;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;TOT;1;;2;0;100;38;51;20;10;;36500;75;;;931;41649;6529;17520;5708;5036;;;11997;;;;7;;6;69486;;4057;1950;933;591;324;10561;5296;946;;35;18;42.73;;;;;;317;49;360.99;164.38;52.05;34.26;5.82;24.07;14;;;;;;317;49;360.99;166.54;52.43;34.26;5.82;24.07
PSY;2021;910110071;CH D ORSAY DOMAINE DU GRAND MESNIL;910110055;GEN;;3;;;87;;;;;;31628;45;;;706;27726;;;;;;;2940;;;1;4;5;3;31710;3197;6950;740;137;1243;0;3780;3275;505;24;10;6;13.04;10;1;5.98;;;131;30;154.95;77.71;7.21;15.15;13.71;6.85;5;5;8.14;6;1;4.45;88;12;97.84;52.15;7.04;5.48;5.1;6.18
PSY;2021;910110071;CH D ORSAY DOMAINE DU GRAND MESNIL;910110055;INF;;1;;;8;;;;;;2733;25;;;95;2680;;;;;;;2271;;;2;5;1;;12473;461;;26;28;36;12;1354;1271;83;0;3;2;5.11;1;;1.55;;;57;29;71.04;22.7;4.17;16.12;6.38;11.36;1;1;1.6;;;;15;1;16.73;9.43;4.17;1;0.54;0.84
PSY;2021;910110071;CH D ORSAY DOMAINE DU GRAND MESNIL;910110055;TOT;1;;1;0;95;;;;;;34361;70;;;801;30406;;;;;;;5211;;;3;9;6;3;44183;3658;6950;766;165;1279;12;5134;4546;588;24;13;8;18.15;11;1;7.53;;;188;58;225.99;100.41;11.38;31.27;20.09;18.21;6;6;9.74;6;1;4.45;103;13;114.57;61.58;11.21;6.48;5.64;7.02
PSY;2021;910140037;HOPITAL PSYCHIATRIQUE L'EAU VIVE;750720914;GEN;;1;;;41;20;;47;;;15006;;;;520;15686;5843;;14940;;;;;;;;;1;;0;1;0;0;0;0;0;347;1;282;11;1;1;1.86;1;1;1.45;;;100;137;165.84;50.89;39.86;1.3;1;4.07;;;;;;;;;;;;;;
PSY;2021;910140037;HOPITAL PSYCHIATRIQUE L'EAU VIVE;750720914;TOT;1;;;0;41;20;;47;;;15006;;;;520;15686;5843;;14940;;;;;;;;;1;;0;1;0;0;0;0;0;347;1;282;11;1;1;1.86;1;1;1.45;;;100;137;165.84;50.89;39.86;1.3;1;4.07;;;;;;;;;;;;;;
PSY;2021;910150010;CH FREDERIC HENRI MANHES;910014919;GEN;;;;;30;;;;;;10950;;;;208;5890;;;;;;;;;;;;;;;;;;;;;173;;;;;2;2.12;;7;2.55;1;1;5;17;16.67;10.64;4.77;0.83;0.23;0.2;;;;;;;;;;;;;;
PSY;2021;910150010;CH FREDERIC HENRI MANHES;910014919;TOT;0;;;0;30;;;;;;10950;;;;208;5890;;;;;;;;;;;;;;;;;;;;;173;;;;;2;2.12;;7;2.55;;;5;17;16.67;10.64;4.77;0.83;0.23;0.2;;;;;;;;;;;;;;
PSY;2021;910310028;CLINIQUE DU CHATEAU DE VILLEBOUZIN;920030269;GEN;;4;;;385;;;;;;140525;;;;3493;158799;;;;;;;;;;;;;;;;;;;;;2708;;2708;;8;24;11.53;7;11;3.13;0;0;99;91;212.9;100.37;34.87;10.74;10.75;3.29;8;24;11.53;7;11;3.13;99;9;;;;;;
PSY;2021;910310028;CLINIQUE DU CHATEAU DE VILLEBOUZIN;920030269;INF;;;;;21;15;;;;;7665;10;;;203;8616;;;;;;;3073;;;;;;;;;;;;;;225;;177;;2;;1.99;;;0.2;0;0;7;6;13.58;6.41;2.23;0.69;0.69;0.21;2;;1.99;;;0.2;5;4;;;;;;
PSY;2021;910310028;CLINIQUE DU CHATEAU DE VILLEBOUZIN;920030269;TOT;1;;;0;406;15;;;;;148190;10;;;3696;167415;;;;;;;3073;;;;;;;;;;;;;;2933;;2885;;10;24;13.52;7;11;3.33;;;106;97;226.48;106.78;37.1;11.43;11.44;3.5;10;24;13.52;7;11;3.33;104;13;;;;;;
PSY;2021;920000577;CH DE NANTERRE;920110020;GEN;;2;;;51;;;;;;21563;20;;;512;17557;;;;;;;1202;;;;2;2;3;22552;1079;1973;99;6;1268;;3593;3166;376;;11;3;13.39;;;;1;0;108;14;119.77;59.61;21.58;9.59;3.1;0.85;0;6;4.07;;;;;;;;;;;
PSY;2021;920000577;CH DE NANTERRE;920110020;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5628;;;;891;891;;;0;2;0.5;;;;;;2;2;3.34;;;3.34;;;;;;;;;;;;;;;;
PSY;2021;920000577;CH DE NANTERRE;920110020;TOT;1;;0;1;51;;;;;;21563;20;;;512;17557;;;;;;;1202;;;;2;2;3;22552;1079;1973;5727;6;1268;;4484;4057;376;;11;5;13.89;;;;;;110;16;123.11;59.61;21.58;12.93;3.1;0.85;0;6;4.07;;;;;;;;;;;
PSY;2021;920000650;HOPITAL FOCH;920150059;GEN;;;;;14;;;;;;5110;;;;257;4265;;;;;;;;;;;;1;;;1922;;;;;;992;779;213;;4;1;3.6;0;0;0;;;7;2;10.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2021;920000650;HOPITAL FOCH;920150059;TOT;0;;;0;14;;;;;;5110;;;;257;4265;;;;;;;;;;;;1;;;1922;;;;;;992;779;213;;4;1;3.6;0;0;0;;;7;2;10.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2021;920001096;SAS MAISON DE SANTE BELLEVUE;920001096;GEN;;;;;88;;;;;;32120;22;;;898;28869;;;;;;;2652;;;;;;;;;;;;;;984;;729;;;;;;;;0;0;32;16;44.74;25.76;14.12;3.59;0.67;0.61;;;;;;;;;;;;;;
PSY;2021;920001096;SAS MAISON DE SANTE BELLEVUE;920001096;INF;;;;;;;;;;;;12;;;;;;;;;;;2449;;;;;;;;;;;;;;104;;;;;;;;;;0;0;2;2;2;2;;;;;;;;;;;;;;;;;;
PSY;2021;920001096;SAS MAISON DE SANTE BELLEVUE;920001096;TOT;0;;;0;88;;;;;;32120;34;;;898;28869;;;;;;;5101;;;;;;;;;;;;;;1088;;729;;;;;;;;;;34;18;46.74;27.76;14.12;3.59;0.67;0.61;;;;;;;;;;;;;;
PSY;2021;920002177;CHS PUBLIC DE SANTE ERASME;920804465;GEN;;3;;;113;0;7;0;0;0;41245;49;3;;941;39055;;2083;;;;0;8010;1133;;0;3;3;3;42871;1298;9407;1732;21;659;6;4013;3333;538;30;20;8;25.73;;;;;;209;48;244.89;126.19;41.69;10.69;5.62;14.96;12;5;9.35;;;;145;23;170.72;86.89;39.67;2.45;1.93;9.91
PSY;2021;920002177;CHS PUBLIC DE SANTE ERASME;920804465;INF;;3;;;11;0;;;0;0;4026;19;;;232;2990;;;;;;;1621;0;;0;16;2;4;70896;1642;5064;142;72;898;286;4571;4467;79;0;21;11;27.1;;;;;;94;76;137.18;20.99;4.25;40.25;18.75;22.64;4;1;2.57;;;;20;3;23.79;9.6;4.25;1;0.34;3.98
PSY;2021;920002177;CHS PUBLIC DE SANTE ERASME;920804465;TOT;1;;0;0;124;0;7;0;0;0;45271;68;3;;1173;42045;;2083;;;;0;9631;1133;;0;19;5;7;113767;2940;14471;1874;93;1557;292;8524;7746;613;30;41;19;52.83;;;;;;303;124;382.07;147.18;45.94;50.94;24.37;37.6;16;6;11.92;;;;165;26;194.51;96.49;43.92;3.45;2.27;13.89
PSY;2021;920007408;CHS ROGER PREVOT DE NANTERRE;950140012;GEN;;1;;;20;;;;;;7300;109;;;259;6495;;;;;;;14910;;;8;;1;5;52712;2642;3282;;;;;3971;3788;183;;19;6;19.37;;;;;;121;39;142.92;83.94;8.79;27.42;4.13;8.05;6;;2.94;;;;26;5;28.21;17.26;5.45;1.4;0.25;0.84
PSY;2021;920007408;CHS ROGER PREVOT DE NANTERRE;950140012;INF;;;;;;;;;;;;20;;;;;;;;;;;1404;;;9;;1;2;16554;3076;529;;;;;1916;1916;;;12;2;11.68;;;;;;48;25;57.08;8.88;0.18;20.88;8.93;14.69;;;;;;;;;;;;;;
PSY;2021;920007408;CHS ROGER PREVOT DE NANTERRE;950140012;TOT;1;;;0;20;;;;;;7300;129;;;259;6495;;;;;;;16314;;;17;;2;7;69266;5718;3811;;;;;5887;5704;183;;31;8;31.05;;;;;;169;64;200;92.82;8.97;48.3;13.06;22.74;6;;2.94;;;;26;5;28.21;17.26;5.45;1.4;0.25;0.84
PSY;2021;920007549;MAISON DE SANTE DE ROCHEBRUNE;920007499;GEN;;;;;65;;;;;;23725;20;;;457;21901;;;;;;;1850;;;;;;;;;;;;;;415;;367;;4;1;4.43;;;;0;0;40;2;41.65;16.39;20.61;2.17;1.35;1.13;6;2;5;;;;38;2;38.31;15.07;18.96;1.99;1.24;1.03
PSY;2021;920007549;MAISON DE SANTE DE ROCHEBRUNE;920007499;TOT;0;;;0;65;;;;;;23725;20;;;457;21901;;;;;;;1850;;;;;;;;;;;;;;415;;367;;4;1;4.43;;;;;;40;2;41.65;16.39;20.61;2.17;1.35;1.13;6;2;5;;;;38;2;38.31;15.07;18.96;1.99;1.24;1.03
PSY;2021;920027711;CHS PAUL GUIRAUD SITE CLAMART;940140049;GEN;;6;;;120;34;16;;;;43800;75;5;;992;43081;6960;3350;;;;1;9221;10;;1;7;1;6;75815;4233;18415;1122;169;3703;2;8180;727;732;41;6;4;8.55;;;;0;0;253;44;288.42;128.7;62.85;20.24;18.66;12.92;6;1;2.6;;;;167;11;182.13;64.47;62.13;1.56;4.59;5.26
PSY;2021;920027711;CHS PAUL GUIRAUD SITE CLAMART;940140049;TOT;1;;3;0;120;34;16;;;;43800;75;5;;992;43081;6960;3350;;;;1;9221;10;;1;7;1;6;75815;4233;18415;1122;169;3703;2;8180;727;732;41;6;4;8.55;;;;;;253;44;288.42;128.7;62.85;20.24;18.66;12.92;6;1;2.6;;;;167;11;182.13;64.47;62.13;1.56;4.59;5.26
PSY;2021;920030962;SAS HOLTEL DE L ESPERANCE;920030962;GEN;;;;;101;;;42;;;36865;20;;;682;25223;;;15070;;;;3155;;;;;;;;;;;;;;575;;504;;3;4;4.39;4;3;4.24;0;0;;;90;41.47;15.45;3.53;4.42;7.87;;;;;;;;;;;;;;
PSY;2021;920030962;SAS HOLTEL DE L ESPERANCE;920030962;INF;;;;;14;;;;;;5110;;;;133;4343;;;;;;;;;;;;;;;;;;;;;71;;71;;1;;1;;;;0;0;;;9.49;4.6;5.05;0.4;0.5;0.87;;;;;;;;;;;;;;
PSY;2021;920030962;SAS HOLTEL DE L ESPERANCE;920030962;TOT;0;;;0;115;;;42;;;41975;20;;;815;29566;;;15070;;;;3155;;;;;;;;;;;;;;646;;575;;4;4;5.39;4;3;4.24;;;;;99.49;46.07;20.5;3.93;4.92;8.74;;;;;;;;;;;;;;
PSY;2021;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;158;;;;;;;;;;1;2;1.7;;;;1;0;0;0;0;;;;;;;;;;;;;;;;;;;
PSY;2021;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;;;158;;;;;;;;;;1;2;1.7;;;;;;;;0;;;;;;;;;;;;;;;;;;;
PSY;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;GEN;;1;;;61;;;;;;22265;10;;1;592;14114;;;;;;;5378;;904;2;;1;1;10742;12306;904;546;25;1364;;3777;3130;378;1;12;10;15.7;;;;;;73;11;84.9;34.5;31.9;7.9;2;0;;9;3;;;;69;11;80.7;33.7;31.9;5.5;2;0
PSY;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;INF;;1;;;12;;;;;;4380;;;;113;2588;;;;;;;;;;;;1;;;831;;;;112;;264;164;100;;4;;4;;;;;;30;6;35.9;13.8;6.9;4.8;1.8;5.7;;2;2;;;;25;3;27.1;10;6.8;2.6;1.8;2.8
PSY;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;TOT;1;;0;0;73;;;;;;26645;10;;1;705;16702;;;;;;;5378;;904;2;;2;1;10742;13137;904;546;25;1476;;3912;3267;476;1;16;10;19.7;;;;;;103;17;120.8;48.3;38.8;12.7;3.8;5.7;;11;5;;;;94;14;107.8;43.7;38.7;8.1;3.8;2.8
PSY;2021;920100062;HU PARIS OUEST SITE CELTON APHP;750712184;GEN;;3;;;69;;;;;;25185;31;;1;592;16720;;;;;;;5959;;1;;1;1;1;9832;6156;;914;163;5467;;3523;2963;436;2;16;8;19.5;1;;1;1;1;93;13;92.78;51;38;17;;5;;;;;;;;;;;;;;
PSY;2021;920100062;HU PARIS OUEST SITE CELTON APHP;750712184;TOT;1;;0;0;69;;;;;;25185;31;;1;592;16720;;;;;;;5959;;1;;1;1;1;9832;6156;;914;163;5467;;3523;2963;436;2;16;8;19.5;1;;1;;;93;13;92.78;51;38;17;;5;;;;;;;;;;;;;;
PSY;2021;920120011;HIA PERCY;750821092;GEN;;;;;20;;;;;;7300;5;;;318;4818;;;;;;;341;;;;;;;;;;;;1145;;1316;983;333;;8;3;9.3;;;;;;26;;25.35;8.75;7;12.45;2;;;;;;;;;;;;;;;
PSY;2021;920120011;HIA PERCY;750821092;TOT;0;;;0;20;;;;;;7300;5;;;318;4818;;;;;;;341;;;;;;;;;;;;1145;;1316;983;333;;8;3;9.3;;;;;;26;;25.35;8.75;7;12.45;2;;;;;;;;;;;;;;;
PSY;2021;920140019;CTRE DE SANTE MENTALE DE RUEIL MGEN;750005068;GEN;;2;;;51;;;;;;18615;41;;;484;16498;;;;;;;1692;;;2;;;2;23897;;2176;15;6;16;;1198;863;308;16;7;9;13.48;2;;1.46;;;79;40;108.33;46.18;27.37;7.37;6.04;5.86;;;;;;;;;;;;;;
PSY;2021;920140019;CTRE DE SANTE MENTALE DE RUEIL MGEN;750005068;TOT;1;;0;0;51;;;;;;18615;41;;;484;16498;;;;;;;1692;;;2;;;2;23897;;2176;15;6;16;;1198;863;308;16;7;9;13.48;2;;1.46;;;79;40;108.33;46.18;27.37;7.37;6.04;5.86;;;;;;;;;;;;;;
PSY;2021;920140027;CLINIQUE FSEF SCEAUX;750720575;GEN;;;;;130;;;;;;47450;30;;;924;21580;;;;;;;7373;;;;;1;1;;7718;3741;;;;;1252;960;237;;6;5;11.54;0;2;1.26;1;1;109;46;121.35;71.86;4.76;17.26;3.69;23.78;;;;;;;;;;;;;;
PSY;2021;920140027;CLINIQUE FSEF SCEAUX;750720575;TOT;0;;;0;130;;;;;;47450;30;;;924;21580;;;;;;;7373;;;;;1;1;;7718;3741;;;;;1252;960;237;;6;5;11.54;;2;1.26;;;109;46;121.35;71.86;4.76;17.26;3.69;23.78;;;;;;;;;;;;;;
PSY;2021;920170024;CENTRE DENISE CROISSANT;940809452;GEN;;;;;;;;;;;;70;;;;;;;;;;;8249;;;;;;;;;;;;;;93;;;;;1;0.8;;;;0;0;11;1;13;3;;;;10;;;;;;;;;;;;;;
PSY;2021;920170024;CENTRE DENISE CROISSANT;940809452;TOT;0;;;0;;;;;;;;70;;;;;;;;;;;8249;;;;;;;;;;;;;;93;;;;;1;0.8;;;;;;11;1;13;3;;;;10;;;;;;;;;;;;;;
PSY;2021;920170081;HDJ ATELIER THERAP ELAN RETROUVE;750721391;GEN;;;;;;;;;;;;57;;;;;;;;;;;11388;;;;2;;;1202;;;1;;;;121;106;;;2;;2.42;;3;0.18;;;5;13;12.32;5.76;;1.02;2.14;3.4;;;;;;;;;;;;;;
PSY;2021;920170081;HDJ ATELIER THERAP ELAN RETROUVE;750721391;INF;;;;;;;;;;;;23;;;;;;;;;;36;7094;;;;1;;;53;;;;35275;;;47;11;;;;3;1.36;;;;;;12;9;19.2;2.08;;3.46;2.76;10.9;;;;;;;;;;;;;;
PSY;2021;920170081;HDJ ATELIER THERAP ELAN RETROUVE;750721391;TOT;0;;;0;;;;;;;;80;;;;;;;;;;36;18482;;;;3;;;1255;;;1;35275;;;168;117;;;2;3;3.78;;3;0.18;;;17;22;31.52;7.84;;4.48;4.9;14.3;;;;;;;;;;;;;;
PSY;2021;920170115;CENTRE DU PARC DE SAINT CLOUD AVRAY;920718053;INF;;;;;;;;;;;;32;;;;;;;;;;74;8082;;;;;;;;;;;;;;79;8;;;0;3;1.47;;;;0;0;13;26;28.4;0.33;0;17;1.19;0;;;;;;;;;;;;;;
PSY;2021;920170115;CENTRE DU PARC DE SAINT CLOUD AVRAY;920718053;TOT;0;;;0;;;;;;;;32;;;;;;;;;;74;8082;;;;;;;;;;;;;;79;8;;;;3;1.47;;;;;;13;26;28.4;0.33;0;17;1.19;0;;;;;;;;;;;;;;
PSY;2021;920310026;CLINIQUE NEUROPSY LES PERVENCHES;920001070;GEN;;;;;66;;;;;;24090;;;;485;20989;;;;;;;;;;;;;;;;;;;;;428;;428;;0;4;2.4;;1;0.4;0;1;9;31;21.88;15.52;5.3;0.43;0.13;0.5;;;;;;;;;;;;;;
PSY;2021;920310026;CLINIQUE NEUROPSY LES PERVENCHES;920001070;TOT;0;;;0;66;;;;;;24090;;;;485;20989;;;;;;;;;;;;;;;;;;;;;428;;428;;0;4;2.4;;1;0.4;;;9;31;21.88;15.52;5.3;0.43;0.13;0.5;;;;;;;;;;;;;;
PSY;2021;920310034;CLINIQUE DU CHATEAU DE GARCHES;920001088;GEN;;;;;44;;;;;;16060;;;;650;10203;;;;;;;;;;;;;;;;;;;;;375;;375;;;2;0.37;;;;0;0;;;28.03;15.41;2.69;;0.66;0.2;;;;;;;;;;;;;;
PSY;2021;920310034;CLINIQUE DU CHATEAU DE GARCHES;920001088;TOT;0;;;0;44;;;;;;16060;;;;650;10203;;;;;;;;;;;;;;;;;;;;;375;;375;;;;0.37;;;;;;;;28.03;15.41;2.69;;0.66;0.2;;;;;;;;;;;;;;
PSY;2021;920310059;CLINIQUE MEDICALE DE VILLE D AVRAY;920001104;GEN;;;;;46;;;;;;16790;16;;;401;14886;;;;;;;6946;;;;;;;;;;;;;;476;;341;;5;28;9.91;;1;0.11;1;0;20;30;37.99;20.45;4.45;1.49;0.2;;5;26;8.92;;;;;;;;;;;
PSY;2021;920310059;CLINIQUE MEDICALE DE VILLE D AVRAY;920001104;TOT;0;;;0;46;;;;;;16790;16;;;401;14886;;;;;;;6946;;;;;;;;;;;;;;476;;341;;5;28;9.91;;1;0.11;;;20;30;37.99;20.45;4.45;1.49;0.2;;5;26;8.92;;;;;;;;;;;
PSY;2021;920690278;HDJ LES LIERRES;920718186;INF;;1;;;;;;;;;;18;;;;;;;;;;;4295;;;;;1;;;64;;;;;;42;42;;;0;3;1.33;0;1;0.2;0;0;16;14;25.03;4;0;2.4;2.5;8.35;;;;;;;;;;;;;;
PSY;2021;920690278;HDJ LES LIERRES;920718186;TOT;1;;0;0;;;;;;;;18;;;;;;;;;;;4295;;;;;1;;;64;;;;;;42;42;;;;3;1.33;;1;0.2;;;16;14;25.03;4;0;2.4;2.5;8.35;;;;;;;;;;;;;;
PSY;2021;920811635;CAS POUR ADOLESCENTS DE SURESNES;780140059;INF;;3;;;37;;;;;;10139;81;1;;294;4746;;;;;;;6633;4;;;7;10;5;28113;741;6526;139;23;32;90;2587;2356;124;0;9;8;14.7;1;;0.22;1;0;355;168;197.97;60.21;12.56;29.04;20.18;43.5;0;8;2.59;;;;119;94;65.34;23.33;11.65;2.58;2.2;7.62
PSY;2021;920811635;CAS POUR ADOLESCENTS DE SURESNES;780140059;TOT;1;;;0;37;;;;;;10139;81;1;;294;4746;;;;;;;6633;4;;;7;10;5;28113;741;6526;139;23;32;90;2587;2356;124;0;9;8;14.7;1;;0.22;;;355;168;197.97;60.21;12.56;29.04;20.18;43.5;;8;2.59;;;;119;94;65.34;23.33;11.65;2.58;2.2;7.62
PSY;2021;930000336;CHI ROBERT BALLANGER;930110069;GEN;;3;;;74;15;0;0;6;0;27010;65;0;0;775;24977;2392;0;;976;0;0;5829;;;0;5;5;5;23670;8052;1675;606;16;61;2;4324;3584;544;2;35;4;29.03;3;;3;1;1;148;26;174.7;82.6;21.32;20.79;0;;14;;;3;;;;;;;;;;
PSY;2021;930000336;CHI ROBERT BALLANGER;930110069;INF;;1;;;8;10;;;;0;2748;35;0;0;46;2037;3587;;;;;202;5099;;;0;7;5;3;25072;13135;2779;219;61;2610;509;3000;2895;30;0;22;1;19.83;;;;0;0;138;36;124;21.91;6.75;33.01;15.26;;2;1;3.17;;;;23;1;20.48;;;;;
PSY;2021;930000336;CHI ROBERT BALLANGER;930110069;PEN;;;;;0;;;;;;0;1;;0;;;;;;;;;1;;;;1;;;1;;;3205;;;;2008;2005;0;0;2;0;1.13;10;5;5.27;;;17;6;14.5;5.25;;4.52;0.4;;;;;;;;;;;;;;;
PSY;2021;930000336;CHI ROBERT BALLANGER;930110069;TOT;1;;;1;82;25;0;0;6;0;29758;101;0;0;821;27014;5979;0;;976;0;202;10929;;;0;13;10;8;48743;21187;4454;4030;77;2671;511;8920;8087;572;2;59;4;49.99;13;5;8.27;;;303;68;313.2;109.76;28.07;58.32;15.66;;16;1;3.17;3;;;23;1;20.48;;;;;
