BOR;AN;FI;RS;GRP;FI_ET;RS_ET;FI_EJ
STB;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;09;;;830001855
STB;2021;830212783;LE MONT D'AZUR SLD;09;;;830002432
STB;2021;830213856;CH HYERES SITE RIONDET;04;;;830100533
STB;2021;830213989;CH DRAGUIGNAN USLD;04;;;830100525
STB;2021;830215919;KORIAN VAL DU FENOUILLET;15;;;750056335
STB;2021;840000202;CSSR LE MYLORD;09;;;130037815
STB;2021;840000285;POLYCLINIQUE URBAIN V;09;;;840000608
STB;2021;840000327;CENTRE CHIRURGICAL MONTAGARD;09;;;840000640
STB;2021;840000343;CENTRE HOSPITALIER DU PAYS D'APT;04;;;840000012
STB;2021;840000350;INSTITUT SAINTE CATHERINE;09;;;840000657
STB;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;04;840011662;CH CARPENTRAS SLD;840000046
STB;2021;840000400;SYNERGIA LUBERON;09;;;840000673
STB;2021;840000418;CHI DE CAVAILLON LAURIS;04;840013262;CHI CAVAILLON LAURIS SLD;840004659
STB;2021;840000426;CENTRE HOSPITALIER DE GORDES;04;;;840000061
STB;2021;840000434;CENTRE HOSPITALIER ISLE SUR LA SORGUE;04;;;840000079
STB;2021;840000467;ELSAN CLINIQUE D'ORANGE;09;;;840003651
STB;2021;840000483;CH LOUIS GIORGI D'ORANGE;04;840007587;CH LOUIS GIORGI SLD D'ORANGE;840000087
STB;2021;840000491;CHI SITE DE PERTUIS;04;840007595;USLD SITE PERTUIS;130041916
STB;2021;840000509;CLINIQUE SAINT DIDIER;15;;;840000707
STB;2021;840000517;CENTRE HOSPITALIER DE SAULT;04;;;840000103
STB;2021;840000525;CH VAISON LA ROMAINE;04;;;840000111
STB;2021;840000533;CH JULES NIEL DE VALREAS;04;;;840000129
STB;2021;840000541;CHS DE MONTFAVET;04;130042781;CMP CHATEAURENARD;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;130042807;CMP SENAS;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;130042823;CMPEA CHATEAURENARD;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;130808165;HDJ CMP CATTP SAINT REMY;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840007389;CMP CATTP MONTFAVET;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840007397;CMP CATTP VAISON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840007405;HDJ LE COUDOULET HAUT VAUCLUSE;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840007413;POLE SANTE CARPENTRAS CHS MONTFAVET;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840010565;HDJ L'AUZON CHS MONTFAVET;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840010573;HDJ GASTALDY AVIGNON NORD;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840010581;HDJ CMP CATTP SORGUES;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840010599;CATTP CMP CAVAILLON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840010607;CMP SAINT LAZARE AVIGNON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840010615;HDJ CMP CATTP SORGUES AVIGNON NORD;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840010623;HDJ PERNES;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840010631;HDJ PIOLENC;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840010649;CATTP EQUITHERAPIE SAINT GABRIEL;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011175;CMP CATTP VALREAS;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011183;HDJ CMP CATTP APT;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011191;CMPEA APT;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011209;CMPEA SORGUES;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011217;CASP ERASMUS AVIGNON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011241;CMPEA ORANGE;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011274;CMPEA CAVAILLON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011290;CMPEA CARPENTRAS;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011308;HDJ ENFANTS NORD;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011316;CMPEA VALREAS;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011324;CMPEA BOLLENE;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011571;CMP GRASSET AVIGNON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011589;HDJ MONOD AVIGNON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011597;CMPEA AVIGNON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011621;CMPEA VAISON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011647;HDJ LA CHAUME VELLERON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840011654;LE GITE ENFANTS SUD;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840013031;HDJ APT ENFANTS SUD;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840013072;UAUP CTRE DE CRISE CAPL CMP CH ORANGE;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840013098;CENTRE PEDOPSYCHIATRIQUE JOLY JEAN;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840013189;HDJ L'ERE DU TEMPS CARPENTRAS;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840013213;CMPEA ISLE SUR LA SORGUE;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840013247;HDJ LE SOUSTET VAISON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840013361;CMP MAISON DES ADOLESCENTS;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840013627;HDJ CATTP LES CHARMILLES ORANGE;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840016919;CATTP CMP CARPENTRAS;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840017008;CMP CATTP HDJ EQ MOB GERONT ISLE;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840018196;UAUP CTRE DE CRISE CAP 72 CH AVIGNON;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840018204;CHS MONTFAVET SITE CH CARPENTRAS;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840018584;HDJ CMP CATTP BROUTET;840000137
STB;2021;840000541;CHS DE MONTFAVET;04;840018600;CMP CATTP BOLLENE;840000137
STB;2021;840000558;CHI CAVAILLON CTRE PNEUMO ROQUEFRAICHE;04;;;840004659
STB;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;04;840012470;CH D'AVIGNON HENRI DUFFAUT SLD;840006597
STB;2021;840006480;SMUR CH ORANGE SITE VAISON;04;;;840000087
STB;2021;840007579;CENTRE HOSPITALIER DU PAYS D'APT SLD;04;;;840000012
STB;2021;840011340;HADAR;09;;;840003164
STB;2021;840013312;CLINIQUE RHONE DURANCE;09;;;840003685
STB;2021;840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;09;;;840014658
STB;2021;840014088;KORIAN LES CYPRES;09;;;750056335
STB;2021;840014849;CENTRE DE REEDUCATION DU LAVARIN;09;;;920030269
STB;2021;840017172;SYNERGIA VENTOUX;09;;;840017164
STB;2021;840017214;CLINIQUE KORIAN MONT VENTOUX;09;;;840018667
STB;2021;840018337;CH D'AVIGNON CHIRURGIE SITE APT;04;;;840006597
STB;2021;840018691;HJ CMP CATTP REGAIN PERTUIS;14;840021976;CMP LA GARANCE PERTUIS;130781131
STB;2021;840019079;GCS UNITE SENOLOGIQUE DU VENTOUX;09;;;840019053
STB;2021;840019228;CH AVIGNON ANTENNE SMUR D'APT;04;;;840006597
STB;2021;850000118;CLINIQUE SAINT CHARLES;09;;;850013244
STB;2021;850000126;CLINIQUE SUD VENDEE;09;;;850022948
STB;2021;850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;09;;;850013269
STB;2021;850000142;CHD SITE LA ROCHE SUR YON;04;850020546;USLD CHD LA ROCHE SUR YON;850000019
STB;2021;850000175;CH LVO - SITE DE CHALLANS;04;850006479;HOPITAL DE JOUR -LE SEMAPHORE-;850009010
STB;2021;850000175;CH LVO - SITE DE CHALLANS;04;850020645;CMP ADULTES CTRE C MILCENDEAU;850009010
STB;2021;850000175;CH LVO - SITE DE CHALLANS;04;850020652;CMP HIPPOLYTE CHAUVIERE SITE ST GILLES;850009010
STB;2021;850000175;CH LVO - SITE DE CHALLANS;04;850020678;CMP ADULTES CTRE HOSPITALIER CHALLANS;850009010
STB;2021;850000175;CH LVO - SITE DE CHALLANS;04;850020942;CMP LES EMBRUNS;850009010
STB;2021;850000183;CH FONTENAY LE COMTE-SITE RABELAIS;04;;;850000035
STB;2021;850000191;HOPITAL DUMONTE;04;;;850000043
STB;2021;850000209;CHD-SITE DE LUCON;04;850003351;USLD CHD LA ROCHE SUR YON - LUCON;850000019
STB;2021;850000225;CHD - SITE DE MONTAIGU;04;;;850000019
STB;2021;850000233;HOPITAL DE ST-GILLES- CROIX- DE- VIE;04;850020504;USLD CH LVO ST GILLES;850009010
STB;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;04;;;850000084
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850004417;HDJ INF JUV JEAN ITARD LES SABLES;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850006289;CMP CATTP TOULOUSE LAUTREC ADULTES;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850006552;HDJ INF JUV WINICOTT CMP CATTP LA ROCH;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850006594;CMP CATTP INFANTO JUVENILE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850011008;HDJ INF JUV CMP CATTP LES HERBIERS;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850011875;HDJ ADULTES CMP CATTP MONTAIGU;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850011883;HDJ ADULTES LES SABLES D'OLONNE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850011917;HDJ INF JUV CMP CATTP FONTENAY LE C;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850016833;CMP CATTP ADULTES CAMILLE CLAUDEL;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850016841;ATELIER LA SIMBRANDIERE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850016858;ATELIER LA FLEUR VERTE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850016866;CMPI ADULTES L'ARC EN CIEL;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850017815;HDJ INF JUV ELLINE CMP CATTP LA ROCHE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850018375;HDJ INF JUV CMP CATTP CHALLANS;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850018441;CMP INFANTO JUVENILE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850018458;HDJ ADULTES CMP CATTP CHANTONNAY;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850018466;HDJ ADULTES CMP CATTP LES HERBIERS;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850018490;CMP ADULTES SITE SAINTE HERMINE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850020611;HDJ ADULTES CMP CATTP LA ROCHE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850020629;HDJ INF JUV CMP CATTP CHANTONNAY;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850020637;CMP ADULTES SITE LA CHATAIGNERAIE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850020686;HDJ CMP CATTP LE TRAIN BLEU;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850020702;CMP CATTP INFANTO JUVENILE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850020975;HDJ INF JUV CMP CATTP LA CHATAIGNERAIE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850020983;CMP CATTP INFANTO JUVENILE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850020991;C.M.P. INFANTO-JUVENILE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850021122;HDJ ADULTES CMP CATTP LUCON;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850021130;CMP CATTP INFANTO JUVENILE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850022518;CMP INFANTO JUVENILE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850022542;HDJ INF JUV CMP CATTP LUCON;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850025636;CMP CATTP ADULTES PAUL VERLAINE;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850025644;CMP CATTP ADULTES;850000092
STB;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;14;850025941;CHS MAZURELLE - HDJ CH FONTENAY;850000092
STB;2021;850000357;SSR VILLA NOTRE DAME;09;;;850026378
STB;2021;850000399;SSR LA CHIMOTAIE;09;;;750005068
STB;2021;850000647;CH DES COLLINES VENDEENNES;04;850020579;USLD CH LES COLLINES VENDEENNES;850025867
STB;2021;850002130;SSR LES METIVES LA ROCHE SUR YON;09;;;750054157
STB;2021;850002395;CLINIQUE ST CHARLES-SITE LES ESSARTS;09;;;850013244
STB;2021;850002403;SSR LE CLOUSIS;09;;;750721334
STB;2021;850003377;USLD CH LVO AQUARELLE;04;;;850009010
STB;2021;850005224;SSR LES METIVES LES SABLES D OLONNE;09;;;750054157
STB;2021;850006008;HAD DE VENDEE;09;;;850005968
STB;2021;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;04;;;850000035
STB;2021;850021049;USLD LES MAISONNEES DE LUMIERE;04;;;850000084
STB;2021;850021866;USLD CHS GEORGES MAZURELLE;04;;;850000092
STB;2021;850022013;SSR HOPITAL NOIRMOUTIER;04;850000266;USLD CH DE NOIRMOUTIER;850000100
STB;2021;860000017;CH HENRI LABORIT;04;860005123;CENTRE DE LA PLANCHONNERIE;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860005396;LIEU ACCUEIL DES JEUNES EN INST.;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860005644;CENTRE MEDICO-PSYCHO. HENRI LABORIT;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860005651;CTRE MEDICO PSYCHOL. ADULTES;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860005677;C.E.C.A.T.;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860005701;HOP. DE JOUR + C.M.P. (INTERSECT.);860780048
STB;2021;860000017;CH HENRI LABORIT;04;860005727;CMP & CENTRE D'ECOUTE - ESPACE VIENNE;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860005735;CENTRE MEDICO PSYCHO. PRE-MEDARD;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860005743;UNITE P ENFANTS DISPHASIQUES (86I02);860780048
STB;2021;860000017;CH HENRI LABORIT;04;860010404;EXTERNAT MEDICO-PSYCHO. DE L'ENFANT;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860010412;CTRE MEDICO-PSY. POUR ENFANTS ET ADOL.;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860010420;CTRE MEDICO-PSY. POUR ENF. ET ADO.;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860010446;CTRE MEDICO-PSY. POUR ENF. ET ADO.;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860010453;CTRE MEDICO-PSY. POUR ENF. ET ADO.;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860010461;ISATIS (TOXICOMANIE);860780048
STB;2021;860000017;CH HENRI LABORIT;04;860010487;PROG. REG. DE PREV. DU SUICIDE - PRS;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860012657;MAISON DE REHABILITATION - POST-CURE;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860780956;EXTERNAT MED-PSYCHO. ENFANT F. DOLTO;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860782200;UNITE JEAN-BAPTISTE PUSSIN;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860782374;CENTRE MEDICO-PSYCHO. ENFANTS ET ADO.;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860782499;C.M.P.E.A. CTRE MED PSY ENF-ADO;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860782549;CENTRE MEDICO-PSYCHO. G. RUESTCH;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860782556;FOYER 3 LOGIS (86I01);860780048
STB;2021;860000017;CH HENRI LABORIT;04;860784594;HOPITAL DE JOUR G. RUESTCH (86G04);860780048
STB;2021;860000017;CH HENRI LABORIT;04;860785716;SMPR - CH HENRI LABORIT;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860785757;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860785765;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860785773;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860785823;CENTRE MEDICO-PSYCHOL. ADULTES;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860785831;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860785849;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860785856;CENTRE MEDICO-PSYCHOLOGIQUE;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860786086;CENTRE MEDICO-PSYCHO. F. DOLTO;860780048
STB;2021;860000017;CH HENRI LABORIT;04;860789882;HOPITAL DE JOUR (INTERSECT.);860780048
STB;2021;860000017;CH HENRI LABORIT;04;860791169;ACC. THERAP. JOUR P. ADO. MOSAIQUE;860780048
STB;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;04;860785682;USLD LE VILLAGE - CHU POITIERS;860014208
STB;2021;860000033;CHU DE POITIERS - SITE DE LOUDUN;04;860789585;USLD LOUDUN - CHU DE POITIERS;860014208
STB;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;04;860785559;USLD DE MONTMORILLON - CHU DE POITIERS;860014208
STB;2021;860000223;CHU LA MILETRIE;04;860785542;USLD DE POITIERS - CHU DE POITIERS;860014208
STB;2021;860008929;H.A.D. DE POITIERS;09;;;860008879
STB;2021;860009208;CENTRE DE READAPTATION DU MOULIN VERT;09;;;440052041
STB;2021;860010321;POLYCLINIQUE DE POITIERS;09;;;860010313
STB;2021;860011014;CHU DE POITIERS - SITE DE LUSIGNAN;04;860000041;USLD DE LUSIGNAN - CHU DE POITIERS;860014208
STB;2021;860011410;CRF VISION-AUDITION - ST BENOIT;09;;;860012913
STB;2021;860780311;CLINIQUE DE CHATELLERAULT;09;;;860010750
STB;2021;860780436;LA COLLINE ENSOLEILLEE (CURE ET CONV.);09;;;870015336
STB;2021;860780568;CLINIQUE DU FIEF DE GRIMOIRE;09;;;860000140
STB;2021;860790419;CLINIQUE ST CHARLES - MAIS. DE CONVAL.;09;;;860003110
STB;2021;860791268;MRC KORIAN OREGON - CIVRAY;09;;;310021365
STB;2021;860793405;ETS CONVALESC. P ALCOOLIQUES - PAYROUX;09;;;860793397
STB;2021;870000064;C H U DUPUYTREN LIMOGES;04;;;870000015
STB;2021;870000098;CENTRE HOSPITALIER SAINT JUNIEN;04;;;870000023
STB;2021;870000171;CENTRE LA CHENAIE;09;;;870015336
STB;2021;870000221;CLINIQUE KORIAN SAINT MAURICE;15;;;870000973
STB;2021;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;04;870005790;UNITE SOINS DE LONGUE DUREE ST YRIEIX;870000031
STB;2021;870000288;CLINIQUE FRANCOIS CHENIEUX;09;;;870017415
STB;2021;870000403;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;04;;;870014503
STB;2021;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;09;;;870017415
STB;2021;870000551;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;04;870005824;USLD HIHL BELLAC;870014503
STB;2021;870000601;HOPITAL DR RENE BARRIERE ST LEONARD;04;870008133;USLD ST LEONARD;870014248
STB;2021;870001567;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;04;870008141;USLD HIHL LE DORAT;870014503
STB;2021;870002516;CTRE HOSPITAL MOYEN SEJOUR ST JUNIEN;04;;;870000023
STB;2021;870003514;HOPITAL JEAN REBEYROL LIMOGES;04;870008059;USLD REBEYROL LIMOGES;870000015
STB;2021;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;09;;;870004074
STB;2021;870005931;UNITE SOINS LONGUE DUREE ST JUNIEN;04;;;870000023
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870003019;CMP BEAUBREUIL;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870008448;HOPITAL DE JOUR - CMP ST LEONARD;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870008455;HOPITAL DE JOUR - CMP MAGNAC LAVAL;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870013919;ATELIER ACTIVITES THERAPEUTIQUES;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870015518;CMP SAINT JUNIEN;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870015971;HOPITAL DE JOUR MOSAIQUES;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870016607;CENTRE PROXI BASSIN AREDIEN - HOP JOUR;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870016615;HOPITAL DE JOUR - CMP SAINT JUNIEN;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870016649;CMP SAINT YRIEIX LA PERCHE;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870016656;HOPITAL DE JOUR - CMP SAINTE CLAIRE;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870017332;HOPITAL DE JOUR - CMP VAN GOGH;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870017670;CMP VAN GOGH;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870017688;CMP CENTRE DU PATIENT AGE;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870017696;CMP MAGNAC LAVAL;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870017704;CMP SAINT LEONARD DE NOBLAT;870002466
STB;2021;870006137;CENTRE HOSPITALIER ESQUIROL;04;870017712;UNITE DE SOINS INTENSIFS DU SOIR;870002466
STB;2021;870007358;HOPITAL DE JOUR BAUDIN;09;;;870016722
STB;2021;870008042;USLD CHASTAINGT LIMOGES;04;;;870000015
STB;2021;870010998;CHU LIMOGES - ANTENNE SMUR ST YRIEIX;04;;;870000015
STB;2021;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;04;;;870000015
STB;2021;870016631;CTRE PRISE EN CHARGE OBESITE;09;;;870016722
STB;2021;870017647;CHU LIMOGES - ANTENNE SMUR ST JUNIEN;04;;;870000015
STB;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;04;;;880007059
STB;2021;880000039;CH DE GERARDMER CLAUDIUS REGAUD;04;880787692;USLD LEA ANDRE;880780069
STB;2021;880000047;CENTRE HOSPITALIER DE SAINT-DIE;04;;;880780077
STB;2021;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;04;;;880007299
STB;2021;880000062;CENTRE HOSPITALIER DE REMIREMONT;04;;;880780093
STB;2021;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;04;880788773;USLD DU CHI OUEST VOSGIEN A VITTEL;880007299
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880003488;CMPPA/CATTP/HOP JR-MAIS SANTE ST JEAN;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880005269;CMP POUR ADOLESCENTS EPINAL;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880006242;CMP/PLAC. FAMIL. THERAP. ENFANTS;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880006267;HOP JOUR ENFANTS SAINT-DIE;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880006283;CATTP POUR ADULTES D'EPINAL;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880006374;APP THERAPEUTIQUES + PL DE NUIT EPINAL;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880006416;CMP ENFANTS/ADOLESCENTS;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880006424;CMP POUR ENFANTS DE NEUFCHATEAU;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880008636;ATELIER THERAPEUTIQUE DECLIC;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880784012;CMP PA/CATTP PA/CMP ADULTES REMIREMONT;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880784210;CMP/SERV PLACEMT FAMIL THERAP ADULTES;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880784434;HOPITAL DE JOUR POUR ADULTES D'EPINAL;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880784442;HOP DE JOUR AD -LA ROCHE D'ARMA-;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880784459;HOP DE JOUR ADULTES/CATTP SAINT-DIE;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880785134;HOPITAL DE JOUR POUR ENFANTS D'EPINAL;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880785290;HOP JOUR/CMP/CATTP ENFANTS REMIREMONT;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880785423;HOP DE JOUR ADULTES A NEUFCHATEAU;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880785688;HOPITAL DE JOUR/CMP ADULTES DE VITTEL;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880785704;CMP POUR ADULTES DE NEUFCHATEAU;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880785720;CMP ADULTES ET CMPPA DE SAINT DIE;880780119
STB;2021;880000088;CENTRE HOSPITALIER DE RAVENEL;14;880785738;CMP PR ENFANTS A SAINT-DIE;880780119
STB;2021;880000104;HOPITAL DE L'AVISON - BRUYERES;04;880789409;USLD DE L'HOPITAL LOCAL DE BRUYERES;880780259
STB;2021;880000112;HOPITAL LOCAL DE CHATEL-SUR-MOSELLE;04;;;880780267
STB;2021;880000138;HOPITAL LOCAL VAL DU MADON MIRECOURT;04;;;880006325
