BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTINT
IMAGES;2021;820000057;CL DU PONT DE CHAUME;820000131;SCAN;2;;;;;;
IMAGES;2021;820000057;CL DU PONT DE CHAUME;820000131;VASC;1;;;;;;
IMAGES;2021;820000057;CL DU PONT DE CHAUME;820000131;dtIRM2;1;;;;;;
IMAGES;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;MAMM;1;1;;;;1540;
IMAGES;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;RADIO;2;2;2040;;;17356;0
IMAGES;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;SCAN;1;1;2632;;;5504;0
IMAGES;2021;820002350;CENTRE MIDI GASCOGNE;820000578;RADIO;1;1;1106;;;;0
IMAGES;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;IRM;1;1;1;;;14;
IMAGES;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;RADIO;2;2;4015;43;;10952;
IMAGES;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;SCAN;1;1;5018;35;;2435;
IMAGES;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;dtIRM2;1;1;1;;;14;
IMAGES;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;IRM;1;1;743;1;2;2388;0
IMAGES;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;RADIO;3;3;9031;38;17;16181;1
IMAGES;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;SCAN;1;1;5699;27;0;4643;1
IMAGES;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;IRM;1;1;268;8;140;7064;0
IMAGES;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;MAMM;1;1;;;;1699;
IMAGES;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;RADIO;2;2;2123;23;;16920;0
IMAGES;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;SCAN;1;1;1867;3;463;12560;0
IMAGES;2021;830000303;HOPITAL LEON BERARD;830100541;RADIO;1;1;3206;;349;;
IMAGES;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;CAM;2;2;917;;;8397;
IMAGES;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;IRM;1;1;985;12;0;14187;0
IMAGES;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;LITHO;1;1;11;;;;
IMAGES;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;MAMM;1;1;;;;4;
IMAGES;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;RADIO;3;3;4056;33;0;19513;
IMAGES;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;SCAN;1;1;5259;46;0;28500;0
IMAGES;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;VASC;1;1;1048;;;;
IMAGES;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;dtIRM2;1;1;985;12;0;14187;0
IMAGES;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;IRM;1;;;;;;
IMAGES;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;RADIO;1;;;;;;
IMAGES;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;SCAN;1;;;;;;
IMAGES;2021;830000345;CHITS CH SAINTE MUSSE;830100616;CAM;3;3;553;28;;8430;0
IMAGES;2021;830000345;CHITS CH SAINTE MUSSE;830100616;IRM;2;1;1849;406;;8103;0
IMAGES;2021;830000345;CHITS CH SAINTE MUSSE;830100616;MAMM;1;1;;;;1185;
IMAGES;2021;830000345;CHITS CH SAINTE MUSSE;830100616;RADIO;4;4;24158;133;;25902;1
IMAGES;2021;830000345;CHITS CH SAINTE MUSSE;830100616;SCAN;2;2;16001;71;;10568;1
IMAGES;2021;830000345;CHITS CH SAINTE MUSSE;830100616;TOMO;2;2;66;19;;5242;0
IMAGES;2021;830000345;CHITS CH SAINTE MUSSE;830100616;VASC;3;3;4753;68;105;;1
IMAGES;2021;830000345;CHITS CH SAINTE MUSSE;830100616;dtIRM1;1;1;;;;2692;0
IMAGES;2021;830016556;CLINIQUE LES ESPERELS;830000451;RADIO;1;;;;;;0
IMAGES;2021;830100012;APHP HOPITAL SAN SALVADOUR;750712184;RADIO;1;1;348;196;37;;1
IMAGES;2021;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;IRM;1;1;48;;;9532;0
IMAGES;2021;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;SCAN;1;1;702;;;14128;0
IMAGES;2021;830100251;CLINIQUE DU CAP D'OR;830000063;IRM;1;1;211;1;4;12458;
IMAGES;2021;830100251;CLINIQUE DU CAP D'OR;830000063;LITHO;1;1;176;;;;
IMAGES;2021;830100251;CLINIQUE DU CAP D'OR;830000063;MAMM;1;;;;;;
IMAGES;2021;830100251;CLINIQUE DU CAP D'OR;830000063;RADIO;2;;;;;;
IMAGES;2021;830100251;CLINIQUE DU CAP D'OR;830000063;SCAN;1;1;1057;;27;11651;
IMAGES;2021;830100251;CLINIQUE DU CAP D'OR;830000063;dtIRM2;1;1;182;;;;
IMAGES;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;IRM;1;1;182;4;7;11607;0
IMAGES;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;RADIO;2;0;;;;;
IMAGES;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;SCAN;2;2;1962;13;5;21069;1
IMAGES;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;VASC;6;0;;;;;
IMAGES;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;LITHO;1;;;;;;
IMAGES;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;RADIO;1;;;;;;
IMAGES;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;SCAN;1;;;;;;
IMAGES;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;VASC;1;;;;;;
IMAGES;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;IRM;1;1;190;;;6794;
IMAGES;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;dtIRM2;1;1;190;;;;
IMAGES;2021;830100459;CLINIQUE SAINT MICHEL;830000212;RADIO;1;;;;;;
IMAGES;2021;830100459;CLINIQUE SAINT MICHEL;830000212;SCAN;1;1;1014;0;4;12280;1
IMAGES;2021;830100558;HOPITAL RENEE SABRAN HYERES;690781810;RADIO;2;2;3368;;;10293;0
IMAGES;2021;830100574;HIA SAINTE ANNE;750821092;CAM;2;2;173;;;2714;0
IMAGES;2021;830100574;HIA SAINTE ANNE;750821092;IRM;2;2;1427;;;5432;0
IMAGES;2021;830100574;HIA SAINTE ANNE;750821092;RADIO;4;4;6244;;;4153;1
IMAGES;2021;830100574;HIA SAINTE ANNE;750821092;SCAN;2;2;4585;;;6774;1
IMAGES;2021;830100574;HIA SAINTE ANNE;750821092;TOMO;1;1;523;;;3013;0
IMAGES;2021;830100574;HIA SAINTE ANNE;750821092;VASC;3;3;1205;;;126;1
IMAGES;2021;830100574;HIA SAINTE ANNE;750821092;dtIRM2;1;1;1064;;;4164;
IMAGES;2021;830100608;CHITS CH GEORGE SAND;830100616;RADIO;2;2;2971;615;;9616;0
IMAGES;2021;830100608;CHITS CH GEORGE SAND;830100616;SCAN;1;1;4198;649;;3688;0
IMAGES;2021;830100855;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;830000493;RADIO;1;1;1412;;;;
IMAGES;2021;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;IRM;1;1;15;;;;
IMAGES;2021;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;RADIO;2;2;869;;;12391;
IMAGES;2021;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;SCAN;1;1;255;;;;
IMAGES;2021;840000285;POLYCLINIQUE URBAIN V;840000608;RADIO;4;;;;;;
IMAGES;2021;840000285;POLYCLINIQUE URBAIN V;840000608;SCAN;1;;;;;;
IMAGES;2021;840000327;CENTRE CHIRURGICAL MONTAGARD;840000640;RADIO;1;;;;;;
IMAGES;2021;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;RADIO;2;2;1019;;;5586;0
IMAGES;2021;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;SCAN;1;1;2332;;;5810;0
IMAGES;2021;840000350;INSTITUT SAINTE CATHERINE;840000657;IRM;1;1;512;;;9332;
IMAGES;2021;840000350;INSTITUT SAINTE CATHERINE;840000657;MAMM;3;3;;;;39335;
IMAGES;2021;840000350;INSTITUT SAINTE CATHERINE;840000657;RADIO;2;2;1756;;;751;
IMAGES;2021;840000350;INSTITUT SAINTE CATHERINE;840000657;SCAN;1;1;2087;;;15286;
IMAGES;2021;840000350;INSTITUT SAINTE CATHERINE;840000657;dtIRM2;1;1;512;;;9332;1
IMAGES;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;IRM;1;;;;;;
IMAGES;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;RADIO;2;2;971;;;10492;0
IMAGES;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;SCAN;1;;;;;;
IMAGES;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;IRM;1;1;364;;;;
IMAGES;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;RADIO;3;3;4485;;;;
IMAGES;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;SCAN;1;1;4945;;;;
IMAGES;2021;840000491;CHI SITE DE PERTUIS;130041916;RADIO;2;2;1048;;;8647;
IMAGES;2021;840000491;CHI SITE DE PERTUIS;130041916;SCAN;1;1;2241;;;1746;
IMAGES;2021;840000525;CH VAISON LA ROMAINE;840000111;MAMM;1;0;;;;;
IMAGES;2021;840000525;CH VAISON LA ROMAINE;840000111;RADIO;3;3;1372;35;405;3431;0
IMAGES;2021;840000533;CH JULES NIEL DE VALREAS;840000129;RADIO;1;1;1204;;;4147;
IMAGES;2021;840000541;CHS DE MONTFAVET;840000137;RADIO;2;2;1003;;;;0
IMAGES;2021;840000558;CHI CAVAILLON CTRE PNEUMO ROQUEFRAICHE;840004659;RADIO;1;1;1067;;;429;
IMAGES;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;CAM;3;3;478;;;8145;
IMAGES;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;IRM;1;1;2557;;;4122;
IMAGES;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;MAMM;1;1;;;;1560;
IMAGES;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;RADIO;6;6;27397;;;34442;
IMAGES;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;SCAN;3;3;17019;;;14138;1
IMAGES;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;TOMO;1;1;214;;;5416;
IMAGES;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;VASC;1;1;782;;;13;1
IMAGES;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;dtIRM2;1;1;2557;;;4122;
IMAGES;2021;840013312;CLINIQUE RHONE DURANCE;840003685;RADIO;1;1;798;;;449;0
IMAGES;2021;840013312;CLINIQUE RHONE DURANCE;840003685;SCAN;1;1;1024;;;7830;0
IMAGES;2021;840013312;CLINIQUE RHONE DURANCE;840003685;VASC;4;4;3103;;;;0
IMAGES;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;CAM;2;2;625;85;;9852;0
IMAGES;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;IRM;1;1;2778;179;;7468;0
IMAGES;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;LITHO;1;1;9;;;;
IMAGES;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;MAMM;1;1;;;;5459;
IMAGES;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;RADIO;6;6;30012;162;;37278;1
IMAGES;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;SCAN;2;2;27885;40;;18309;1
IMAGES;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;TOMO;2;2;323;21;;2887;0
IMAGES;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;VASC;1;1;4256;;;12;0
IMAGES;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;IRM;1;1;245;18;0;3404;0
IMAGES;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;MAMM;1;1;;;;2178;
IMAGES;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;RADIO;3;3;6542;194;6;20838;0
IMAGES;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;SCAN;1;1;4567;310;5;9414;0
IMAGES;2021;850000209;CHD-SITE DE LUCON;850000019;MAMM;1;1;;;;1723;
IMAGES;2021;850000209;CHD-SITE DE LUCON;850000019;RADIO;2;2;2844;1;;14650;0
IMAGES;2021;850000209;CHD-SITE DE LUCON;850000019;SCAN;1;1;4184;7;;9173;
IMAGES;2021;850000225;CHD - SITE DE MONTAIGU;850000019;RADIO;1;1;1628;;;4874;
IMAGES;2021;850000225;CHD - SITE DE MONTAIGU;850000019;SCAN;1;1;3357;3;;11418;
IMAGES;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;IRM;1;1;639;;;2252;
IMAGES;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;MAMM;1;1;;;;4198;
IMAGES;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;RADIO;5;5;9031;;;24904;
IMAGES;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;SCAN;1;1;5790;;;4912;
IMAGES;2021;850000258;CENTRE HOSPITALIER G. MAZURELLE;850000092;RADIO;1;1;401;;;;
IMAGES;2021;850000647;CH DES COLLINES VENDEENNES;850025867;RADIO;1;;;;;;
IMAGES;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;IRM;1;1;237;1;;2372;0
IMAGES;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;LITHO;1;1;17;;;165;
IMAGES;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;MAMM;1;1;;;;1219;
IMAGES;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;RADIO;4;4;4031;25;;13942;0
IMAGES;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;SCAN;1;1;2509;27;;3698;0
IMAGES;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;VASC;1;1;59;3;;116;
IMAGES;2021;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;IRM;1;1;8;;;1124;0
IMAGES;2021;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;RADIO;3;3;429;;;7490;0
IMAGES;2021;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;SCAN;1;1;242;;;1804;0
IMAGES;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;MAMM;1;1;;;;690;
IMAGES;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;RADIO;3;3;1877;;;14579;0
IMAGES;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;SCAN;1;1;920;;;3396;0
IMAGES;2021;860000223;CHU LA MILETRIE;860014208;CAM;4;4;1311;13;8;6562;0
IMAGES;2021;860000223;CHU LA MILETRIE;860014208;IRM;5;5;4903;12;80;13064;1
IMAGES;2021;860000223;CHU LA MILETRIE;860014208;LITHO;1;1;28;;;;0
IMAGES;2021;860000223;CHU LA MILETRIE;860014208;MAMM;3;3;;;;2814;
IMAGES;2021;860000223;CHU LA MILETRIE;860014208;RADIO;6;6;43965;37;282;35768;0
IMAGES;2021;860000223;CHU LA MILETRIE;860014208;SCAN;5;5;21717;9;102;15449;1
IMAGES;2021;860000223;CHU LA MILETRIE;860014208;TOMO;2;2;1482;0;0;6338;0
IMAGES;2021;860000223;CHU LA MILETRIE;860014208;VASC;2;2;1794;0;0;184;1
IMAGES;2021;860000223;CHU LA MILETRIE;860014208;dtIRM2;5;5;4903;12;80;13064;1
IMAGES;2021;860010321;POLYCLINIQUE DE POITIERS;860010313;IRM;2;2;105;;;9466;
IMAGES;2021;860010321;POLYCLINIQUE DE POITIERS;860010313;RADIO;4;4;3765;;;57429;
IMAGES;2021;860010321;POLYCLINIQUE DE POITIERS;860010313;SCAN;1;1;542;;;11658;
IMAGES;2021;860010321;POLYCLINIQUE DE POITIERS;860010313;dtIRM1;1;1;0;;;1318;
IMAGES;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;CAM;3;3;1092;;;6542;
IMAGES;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;IRM;3;3;9521;;;29168;0
IMAGES;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;LITHO;0;1;75;;;;1
IMAGES;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;RADIO;8;8;25418;;;36102;1
IMAGES;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;SCAN;3;3;21475;;;39602;1
IMAGES;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;TOMO;1;1;578;;;5546;
IMAGES;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;VASC;5;5;10607;;;2085;1
IMAGES;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;dtIRM2;1;1;3097;;;9836;
IMAGES;2021;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;MAMM;1;1;;;;1562;
IMAGES;2021;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;RADIO;3;3;3529;13;;12547;
IMAGES;2021;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;SCAN;1;1;2000;7;;2525;
IMAGES;2021;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;IRM;;1;47;;;395;0
IMAGES;2021;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;MAMM;1;1;;;;2230;
IMAGES;2021;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;RADIO;2;2;1738;;;8624;0
IMAGES;2021;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;SCAN;1;1;2672;0;0;2271;0
IMAGES;2021;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;IRM;1;;;;;;
IMAGES;2021;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;RADIO;7;;;;;;
IMAGES;2021;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;SCAN;2;;;;;;
IMAGES;2021;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;870017415;IRM;1;;;;;;
IMAGES;2021;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;870017415;RADIO;4;;;;;;
IMAGES;2021;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;870017415;SCAN;1;;;;;;
IMAGES;2021;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;870017415;VASC;1;;;;;;
IMAGES;2021;870000601;HOPITAL DR RENE BARRIERE ST LEONARD;870014248;RADIO;1;1;231;;;1834;
IMAGES;2021;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;RADIO;1;1;588;;;224;0
IMAGES;2021;870006137;CENTRE HOSPITALIER ESQUIROL;870002466;RADIO;2;2;1088;;;;0
IMAGES;2021;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;MAMM;2;2;;;;5407;
IMAGES;2021;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;RADIO;2;2;3120;;;15298;1
IMAGES;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;IRM;1;1;1495;;;3791;0
IMAGES;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;MAMM;1;1;;;;1071;
IMAGES;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;RADIO;2;2;8250;;;13831;0
IMAGES;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;SCAN;2;2;8323;;;7922;1
IMAGES;2021;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;MAMM;1;1;;;;1500;
IMAGES;2021;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;RADIO;2;2;412;;;14471;
IMAGES;2021;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;IRM;1;1;542;;;4054;0
IMAGES;2021;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;MAMM;1;1;;;;366;
IMAGES;2021;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;RADIO;4;4;4745;;;13102;0
IMAGES;2021;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;SCAN;1;1;4358;;;7153;0
IMAGES;2021;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;IRM;1;1;293;45;;3929;0
IMAGES;2021;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;MAMM;1;1;;;;400;
IMAGES;2021;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;RADIO;3;3;4614;;;10151;0
IMAGES;2021;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;SCAN;1;1;3059;334;;5880;1
IMAGES;2021;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;IRM;1;1;571;;;5134;
IMAGES;2021;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;MAMM;1;1;;;;2042;
IMAGES;2021;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;RADIO;3;3;5251;;;16239;
IMAGES;2021;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;SCAN;1;1;3685;;;6593;1
IMAGES;2021;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;MAMM;1;1;;;;937;
IMAGES;2021;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;RADIO;3;3;975;;;7296;0
IMAGES;2021;880788591;POLYCLINIQUE LA LIGNE BLEUE;880780150;CAM;2;;;;;;
IMAGES;2021;880788591;POLYCLINIQUE LA LIGNE BLEUE;880780150;IRM;1;;;;;;
IMAGES;2021;880788591;POLYCLINIQUE LA LIGNE BLEUE;880780150;RADIO;2;;;;;;
IMAGES;2021;880788591;POLYCLINIQUE LA LIGNE BLEUE;880780150;SCAN;1;;;;;;
IMAGES;2021;880788591;POLYCLINIQUE LA LIGNE BLEUE;880780150;TOMO;1;;;;;;
IMAGES;2021;890975527;CH AUXERRE;890000037;CAM;1;;;;;;
IMAGES;2021;890975527;CH AUXERRE;890000037;IRM;1;1;1058;;;5022;0
IMAGES;2021;890975527;CH AUXERRE;890000037;MAMM;1;1;;;;;
IMAGES;2021;890975527;CH AUXERRE;890000037;RADIO;4;4;11186;;;21896;0
IMAGES;2021;890975527;CH AUXERRE;890000037;SCAN;2;2;8526;;;10722;
IMAGES;2021;890975527;CH AUXERRE;890000037;dtIRM2;1;1;1058;;;;
IMAGES;2021;890975543;CH JOIGNY;890000417;MAMM;1;1;;;;355;
IMAGES;2021;890975543;CH JOIGNY;890000417;RADIO;3;3;447;0;0;12453;0
IMAGES;2021;890975543;CH JOIGNY;890000417;SCAN;1;1;871;0;0;7409;0
IMAGES;2021;890975550;CH SENS;890970569;IRM;1;1;734;72;653;7910;0
IMAGES;2021;890975550;CH SENS;890970569;MAMM;1;1;;;;2161;
IMAGES;2021;890975550;CH SENS;890970569;RADIO;3;3;4973;109;5;26953;1
IMAGES;2021;890975550;CH SENS;890970569;SCAN;2;2;2850;252;0;10985;1
IMAGES;2021;890975550;CH SENS;890970569;VASC;;;;;;;1
IMAGES;2021;890975550;CH SENS;890970569;dtIRM1;;;;;;;1
IMAGES;2021;900003039;HNFC SITE TREVENANS;900000365;CAM;3;2;520;;;3080;
IMAGES;2021;900003039;HNFC SITE TREVENANS;900000365;IRM;2;2;2044;;;7100;
IMAGES;2021;900003039;HNFC SITE TREVENANS;900000365;LITHO;1;1;54;;;;
IMAGES;2021;900003039;HNFC SITE TREVENANS;900000365;MAMM;1;1;;;;3060;
IMAGES;2021;900003039;HNFC SITE TREVENANS;900000365;RADIO;7;7;26844;;;47918;
IMAGES;2021;900003039;HNFC SITE TREVENANS;900000365;SCAN;2;2;14015;;;14149;
IMAGES;2021;900003039;HNFC SITE TREVENANS;900000365;TOMO;1;1;687;;;1109;
IMAGES;2021;900003039;HNFC SITE TREVENANS;900000365;dtIRM1;1;1;25;;;888;
IMAGES;2021;900003039;HNFC SITE TREVENANS;900000365;dtIRM2;1;1;227;;;4659;
IMAGES;2021;900003070;SSR SITE PIERRE ENGEL HNFC BAVILLIERS;900000365;IRM;1;0;;;;;
IMAGES;2021;910000272;CH D ARPAJON;910110014;MAMM;1;1;;;;424;
IMAGES;2021;910000272;CH D ARPAJON;910110014;RADIO;2;2;3789;0;0;20655;0
IMAGES;2021;910000272;CH D ARPAJON;910110014;SCAN;1;1;2553;0;0;4655;0
IMAGES;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;MAMM;1;1;;;;1045;
IMAGES;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;RADIO;2;1;654;;;10258;0
IMAGES;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;SCAN;1;1;777;;;4399;0
IMAGES;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;IRM;1;1;649;;;2037;0
IMAGES;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;RADIO;3;3;7595;;;26170;
IMAGES;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;SCAN;1;1;4181;;;9607;1
IMAGES;2021;910000306;CH D ORSAY;910110055;IRM;2;2;840;0;0;1079;
IMAGES;2021;910000306;CH D ORSAY;910110055;RADIO;2;2;2835;0;0;12297;
IMAGES;2021;910000306;CH D ORSAY;910110055;SCAN;1;1;3610;0;0;4432;
IMAGES;2021;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;IRM;1;1;223;;;2964;0
IMAGES;2021;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;RADIO;1;1;2344;;;10493;0
IMAGES;2021;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;SCAN;1;1;1247;;;5822;0
IMAGES;2021;910008028;ANGIO SCE INTERCLINQUE IMAGERIE-MASSY;910001221;IRM;1;1;340;;;7133;1
IMAGES;2021;910008028;ANGIO SCE INTERCLINQUE IMAGERIE-MASSY;910001221;VASC;4;;;;;;0
IMAGES;2021;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;IRM;1;0;;;;;
IMAGES;2021;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;MAMM;3;0;;;;;
IMAGES;2021;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;RADIO;3;0;;;;;
IMAGES;2021;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;SCAN;1;0;;;;;
IMAGES;2021;910015965;CLINIQUE LE MOULIN DE VIRY;920030269;RADIO;1;;;;;;0
IMAGES;2021;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;RADIO;2;2;152;;;8563;
IMAGES;2021;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;SCAN;1;1;518;;;2772;
IMAGES;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;CAM;2;2;466;;79;3685;0
