BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2021;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;TYPE1;;0;17;;;;3;948;160;0;0;0;0;0;0;646;13;2969;0;0;0;2352;642;2727;135;690;0;641;1;12;;648;4457;1445;28;13;0;1;177;188;129;8;;0;0;0
PERINAT;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;TYPE2;INT;1;60;12;9;0;7;4240;302;480;12;396;65;0;0;2622;1;15871;3850;2893;0;9313;3009;13433;631;3705;4;2959;50;13;;3085;10869;7704;409;127;1;1;1072;1078;478;70;;41;1;487
PERINAT;2021;580972669;CH CLAMECY;580780070;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;627;2415;2;;;1;15;17;15;0;;0;0;
PERINAT;2021;580972677;CH COSNE COURS SUR LOIRE;580780088;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302;826;1;;;1;13;;13;;0;;0;
PERINAT;2021;580972685;CH DECIZE;580780096;CPPR;;;0;;;;;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;;1;977;6470;62;0;0;1;99;93;58;7;;2;0;0
PERINAT;2021;580972693;HOPITAL PIERRE BEREGOVOY;580780039;TYPE2;;0;25;7;3;;4;1633;129;185;2;72;15;0;0;1042;2;6269;1525;201;0;3796;1162;5324;228;1409;0;1149;13;3;;1184;5477;7030;56;42;0;1;121;167;96;2;9;20;0;0
PERINAT;2021;590000121;CH SECLIN;590780227;TYPE2;;0;39;6;;;4;2494;201;335;16;0;0;0;0;1726;6;9512;2216;0;0;6255;1919;8659;325;1860;1;1900;19;12;;1949;;3989;;97;0;1;234;251;122;21;1;5;0;0
PERINAT;2021;590000337;CH DUNKERQUE;590781415;TYPE2;;1;23;12;;;4;2176;269;1937;30;0;0;0;0;0;0;7009;7637;0;0;0;1595;6249;356;1662;1;1574;21;10;0;1623;1502;5034;280;197;0;1;726;778;513;31;0;2;0;0
PERINAT;2021;590000428;CH CAMBRAI;590781605;TYPE1;;;17;;;;3;686;47;0;0;0;0;0;0;488;10;2366;0;0;0;1707;485;2031;91;429;0;481;4;10;;494;;;;16;0;1;352;339;269;28;;2;0;0
PERINAT;2021;590000436;CH LE CATEAU;590781621;TYPE1;;;15;;;;2;515;28;0;0;0;0;0;0;378;9;1836;0;0;0;1422;373;1616;74;380;0;370;3;9;;379;;;;6;0;1;203;184;165;2;;0;0;0
PERINAT;2021;590000469;CH FOURMIES;590781662;TYPE1;;;14;0;0;0;4;653;48;0;0;0;0;0;0;494;17;2143;0;0;0;1639;484;1905;83;376;0;477;7;17;0;496;3797;4432;372;23;0;1;123;106;123;0;0;1;0;0
PERINAT;2021;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;TYPE2;;;20;8;6;;4;1764;177;268;11;233;11;0;0;1025;0;6552;1701;2029;0;3408;1223;5541;262;1457;4;1200;23;5;;1249;1793;3954;557;12;0;1;362;397;290;33;0;0;0;0
PERINAT;2021;590000592;CH DENAIN;590782165;TYPE1;;0;21;;;;3;1195;77;0;0;0;0;0;0;923;6;4201;0;0;0;3318;919;3819;182;879;0;913;6;6;;929;7025;5691;134;14;0;1;283;306;189;24;;0;0;0
PERINAT;2021;590000618;CH VALENCIENNES;590782215;TYPE3;;1;54;14;6;10;7;4898;640;1131;15;233;23;234;1;2169;3;17963;6468;2574;4228;6474;3219;15090;721;4912;13;3154;65;0;;3298;7621;9668;601;358;6;1;628;638;432;27;7;63;0;0
PERINAT;2021;590000758;CH ARMENTIERES;590782637;TYPE2;;1;23;8;;;3;1377;108;433;42;0;0;0;0;817;6;4835;1903;0;0;2634;1023;4201;169;848;2;1011;12;12;;1040;1937;6386;435;101;0;1;571;625;355;16;5;4;0;0
PERINAT;2021;590000774;CH HAZEBROUCK;590782652;TYPE1;;;17;;;;3;1316;278;0;0;0;0;0;0;813;21;3750;0;0;0;2845;806;3269;175;845;0;802;4;21;;815;7230;6055;;30;0;0;0;0;0;0;;0;0;0
PERINAT;2021;590001004;CH DOUAI DECHY;590783239;TYPE2;;0;28;6;;;4;2706;852;323;26;0;0;0;0;1363;5;7395;1950;0;0;4712;1508;6646;256;1556;2;1487;21;15;;1538;2603;4975;1095;130;0;1;484;479;149;40;;17;0;0
PERINAT;2021;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;TYPE3;EXT;1;100;22;24;18;9;7670;995;1129;13;410;4;582;34;4223;14;30267;13206;7913;5461;14832;5162;25928;1070;7160;18;5028;134;15;22;5338;8864;9654;496;460;39;1;1233;1238;633;94;20;130;1;832
PERINAT;2021;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;TYPE2;;0;25;6;;;3;890;58;104;9;0;0;0;0;641;3;3378;806;0;0;2243;703;3042;173;876;1;698;5;1;;710;6379;;;18;0;0;0;0;0;0;;0;0;0
PERINAT;2021;590780268;HOPITAL PRIVÉ LE BOIS;590053955;TYPE2;;0;59;6;;;4;2044;211;226;4;0;0;0;0;1469;1;7131;1497;0;0;4728;1662;6752;364;1774;5;1644;18;4;;1686;;;;179;0;0;2;3;0;2;;15;1;612
PERINAT;2021;590782298;POLYCLINIQUE DU PARC;590000675;TYPE1;;0;25;;;;4;1422;170;0;0;0;0;0;0;1004;10;4493;0;0;0;3302;1001;3897;301;1388;3;995;6;9;;1009;;;;38;0;0;0;0;0;0;;86;1;390
PERINAT;2021;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;TYPE1;;;43;;;;7;2207;209;0;0;0;0;0;0;1787;24;7343;0;0;0;6177;1770;6870;380;1710;2;1754;16;20;;1789;;;;121;0;1;3;1;0;0;;20;0;0
PERINAT;2021;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;TYPE2;;1;30;15;6;;4;2650;374;575;25;227;29;0;0;1648;3;9065;3672;1855;0;5795;1851;7956;305;1726;13;1818;33;4;;1901;9560;10227;;109;0;0;2;2;0;0;;14;0;0
PERINAT;2021;590801106;HOPITAL VICTOR PROVO;590782421;TYPE2;;;52;14;6;;7;5160;1271;549;15;207;4;0;0;2817;4;16765;4093;3796;0;9957;3168;14711;696;4433;6;3124;44;8;;3229;;11728;1250;391;3;1;925;1013;599;57;2;16;0;0
PERINAT;2021;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;TYPE2;;0;29;6;;;5;2686;821;230;21;0;0;0;0;1306;10;7121;1371;0;0;4453;1402;6119;212;1232;8;1393;9;17;;1436;3839;10726;560;202;0;1;584;644;413;8;;25;0;0
PERINAT;2021;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;TYPE1;;0;24;;;;4;555;17;0;0;0;0;0;0;479;4;1756;0;0;0;1503;477;1615;119;468;0;473;4;4;;484;;;;18;0;0;0;0;0;0;;5;0;0
PERINAT;2021;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;3;5;0;0;0;0;0;0
PERINAT;2021;590816310;CLINIQUE SAINT AME;590000048;TYPE1;;0;25;;;;4;1289;127;0;0;0;0;0;0;990;17;4088;0;0;0;3162;993;3691;248;1101;0;989;4;11;;998;;;;71;0;0;0;0;0;0;0;6;0;0
PERINAT;2021;600000053;CH GHPSO SENLIS;600101984;TYPE3;INT;;42;14;6;6;8;3898;920;446;9;193;7;159;6;2267;1;12753;3989;1870;862;8391;2618;11632;617;3172;6;2575;43;6;;2687;8858;4035;;92;0;1;407;580;345;23;;15;1;183
PERINAT;2021;600000186;CH CLERMONT;600100648;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1423;3258;222;;;1;88;103;88;0;;0;0;
PERINAT;2021;600000194;CH BEAUVAIS;600100713;TYPE2;;1;35;9;6;;5;2553;96;272;3;144;17;0;0;1918;1;10509;2589;1254;0;6857;2134;9561;422;2388;0;2123;11;10;0;2158;2415;6028;15;19;1;1;395;437;215;50;1;11;0;0
PERINAT;2021;600000285;CH CHICN NOYON;600100721;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2121;2496;2553;0;0;0;0;;0;0;;0;0;0
PERINAT;2021;600000467;CH GHPSO CREIL;600101984;;;;0;;;;;698;696;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;;0;4257;1980;;0;0;1;0;1;0;0;;0;0;0
PERINAT;2021;600100754;POLYCLINIQUE SAINT CÔME;600000228;TYPE1;;0;23;;;;4;1756;181;0;0;0;0;0;0;1459;33;5897;0;0;0;4735;1449;5632;218;1030;0;1431;18;33;;1472;;;;96;0;0;0;1;0;0;;7;1;0
PERINAT;2021;600113476;CH CHICN COMPIÈGNE;600100721;TYPE2;;0;24;9;6;0;4;2173;545;285;15;211;11;0;0;1186;1;6488;1569;1384;0;3995;1350;5656;326;1762;0;1324;26;6;;1388;;;;87;0;1;454;413;362;30;;11;0;0
PERINAT;2021;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;TYPE1;;;12;;;;3;534;67;0;0;0;0;0;0;352;3;1836;0;0;0;1435;351;1608;112;593;0;348;3;3;;356;3396;4054;;8;0;1;108;93;72;1;0;4;0;0
PERINAT;2021;610000051;CHICAM - SITE ALENCON;610780082;TYPE2;;0;19;6;0;0;4;1311;189;180;8;0;0;0;0;807;5;3901;984;0;0;2516;906;3457;207;1006;1;896;10;7;0;924;14681;10121;18;42;0;1;195;211;147;10;;3;0;0
PERINAT;2021;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;TYPE1;;0;15;;;;3;971;189;0;0;0;0;0;0;554;6;2785;0;0;0;2014;588;2419;91;447;1;584;4;23;0;593;3984;3819;102;9;0;1;155;186;136;3;2;4;0;0
PERINAT;2021;610000119;CH -JACQUES MONOD- - FLERS;610780165;TYPE2;;;15;7;;;3;989;101;202;20;0;0;0;0;659;0;3778;1460;0;0;2512;739;3346;151;890;1;729;10;6;;751;;;;6;0;1;152;168;120;10;;1;0;0
PERINAT;2021;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;1977;62;;;0;;0;;;;;0;
PERINAT;2021;620000034;CH ARRAS;620100057;TYPE3;;1;44;13;11;8;5;3327;687;676;33;319;12;217;0;1804;0;11719;3516;2586;3126;6518;2234;10509;478;2954;43;2189;45;1;;2293;5213;14353;343;126;0;1;467;418;296;34;;23;1;0
PERINAT;2021;620000224;CH BETHUNE;620100651;TYPE2;;0;22;6;;;3;1605;559;190;18;0;0;0;0;0;0;3591;1331;0;0;0;744;2978;145;721;1;735;9;9;;762;7026;5271;253;93;0;1;527;478;371;28;;7;0;0
PERINAT;2021;620000257;CH LENS;620100685;TYPE3;;1;46;9;12;8;6;3695;624;376;8;301;8;239;11;2146;8;12069;2610;3358;2545;6509;2534;10518;527;2924;41;2476;58;6;;2608;18994;13981;2337;366;0;1;652;764;367;48;;29;1;514
PERINAT;2021;620000323;CH CALAIS;620101337;TYPE3;;1;40;8;14;11;5;3167;572;451;4;262;4;293;3;1632;0;12377;3075;3267;3783;6067;2021;10474;374;2767;53;1978;43;0;;2072;5383;11368;323;31;0;1;417;426;318;13;1;58;1;182
PERINAT;2021;620000349;CH REGION DE ST OMER;620101360;TYPE2;;1;28;6;;;4;1673;277;190;16;0;0;0;0;1034;1;5329;1168;0;0;3552;1126;4728;189;1051;0;1115;11;12;0;1144;5524;3305;136;54;0;1;253;223;186;10;0;9;0;0
PERINAT;2021;620000653;CH BOULOGNE-SUR-MER;620103440;TYPE2;;;25;6;3;;4;1660;390;216;11;166;13;0;0;931;0;5243;1178;2086;0;3534;1066;4760;217;1213;4;1049;17;7;;1098;13785;6346;284;22;0;1;310;423;238;17;;12;0;0
PERINAT;2021;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;TYPE2;;;23;6;;;3;1060;89;151;28;0;0;0;0;735;4;4016;749;0;0;2705;807;3618;198;1096;2;802;5;15;;817;12170;1870;;3;0;1;205;236;136;0;;2;0;0
PERINAT;2021;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;TYPE1;;0;24;;;;3;1401;144;0;0;0;0;0;0;971;24;4264;0;0;0;3057;965;3646;153;709;1;961;4;24;;975;8702;9282;;126;0;0;1;0;0;0;;7;0;0
PERINAT;2021;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;TYPE1;;;21;;;;4;1114;93;0;0;0;0;0;0;871;6;4004;0;0;0;3306;866;3644;249;1179;0;857;9;6;;877;;;;29;0;0;0;0;0;0;;1;0;0
PERINAT;2021;620100735;CLINIQUE ANNE ARTOIS;620000265;TYPE1;;;28;;;;4;778;67;0;0;0;0;0;0;532;6;2198;0;0;0;1716;534;1922;149;591;1;534;0;6;;555;;;;64;0;1;0;2;0;0;;32;0;0
PERINAT;2021;620118513;CENTRE MCO COTE D'OPALE;620002915;TYPE1;;;30;;;;4;1063;56;0;0;0;0;0;0;788;16;3647;0;0;0;2816;789;3213;186;905;0;784;5;16;;797;;;;12;0;0;1;1;0;0;;0;1;103
PERINAT;2021;630000412;CH D'AMBERT;630780997;CPPR;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;;957;816;64;;;1;18;22;18;0;0;0;0;
PERINAT;2021;630000420;CH PAUL ARDIER ISSOIRE;630781003;TYPE1;;0;14;;;;2;845;88;0;0;0;0;0;0;627;8;2778;0;0;0;2111;621;2471;91;462;0;619;2;8;;629;;1497;148;66;0;1;228;185;171;4;0;4;0;0
PERINAT;2021;630000446;CH DE THIERS;630781029;TYPE1;;0;16;0;0;0;2;541;42;0;0;0;0;0;0;434;9;2022;0;0;0;1603;430;1888;82;487;0;428;2;6;;436;1486;807;1326;26;0;1;99;90;76;7;;4;0;0
PERINAT;2021;630781268;HOPITAL ESTAING - CHU63;630780989;TYPE3;;1;72;21;12;10;9;4952;297;755;10;312;11;341;20;3200;1;21459;6575;3180;2506;12095;3748;18184;705;4491;20;3666;82;2;;3865;12865;21799;302;151;0;1;806;892;415;51;31;91;1;548
PERINAT;2021;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;TYPE2;;;71;6;;;6;2434;319;133;15;0;0;0;0;1741;0;8469;889;0;0;6005;1859;7609;353;1613;5;1841;18;7;;1884;;;;21;0;1;127;161;64;7;;12;1;346
PERINAT;2021;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;TYPE3;;;35;6;4;6;5;2786;135;363;13;158;3;201;4;1955;12;11726;1531;1861;1791;6357;2180;10194;362;2606;15;2136;44;11;;2242;15559;4735;;301;65;1;425;410;108;41;;22;0;0
PERINAT;2021;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;CPPR;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2574;3046;104;0;0;1;62;60;62;22;0;0;0;0
PERINAT;2021;640000410;CENTRE HOSPITALIER OLORON;640780821;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;949;2378;91;0;0;1;17;12;17;0;;0;0;0
PERINAT;2021;640000600;CENTRE HOSPITALIER DE PAU;640781290;TYPE3;;0;31;8;3;6;4;2634;436;177;11;49;3;190;14;1656;8;9576;2011;918;1764;5519;1835;8207;318;2160;17;1793;42;3;3;1889;8139;7360;741;219;0;1;340;442;126;48;7;15;0;0
PERINAT;2021;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;TYPE1;;;7;0;0;0;2;452;62;0;0;0;0;0;0;352;12;1358;0;0;0;1081;350;1269;66;309;1;350;0;10;;351;2537;2300;;51;0;1;26;16;26;0;;0;0;0
PERINAT;2021;640018206;CAPIO CLINIQUE BELHARRA;640012209;TYPE1;;0;23;;;;6;1914;320;0;0;0;0;0;0;1412;12;6157;0;0;0;5135;1398;5716;287;1509;3;1380;18;11;;1425;;;;84;0;0;1;23;0;0;;17;1;354
PERINAT;2021;640780755;C.H.I.C. COTE BASQUE - ST JEAN DE LUZ;640780417;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186;1048;512;;;0;;;;;;;0;
PERINAT;2021;640780946;POLYCLINIQUE DE NAVARRE;640000469;TYPE1;;;34;;;;5;1487;116;0;0;0;0;0;0;1234;15;5606;0;0;0;4493;1233;5195;323;1733;1;1224;9;14;;1244;;;;64;0;1;84;91;59;0;;10;1;407
PERINAT;2021;650000045;CH LOURDES;650780158;CPPR;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3183;1927;0;0;0;1;34;45;34;0;0;0;0;0
PERINAT;2021;650000417;CH BIGORRE SITE GESPE TARBES;650783160;TYPE2;;0;19;6;3;;3;1760;513;163;10;77;11;0;0;859;1;5049;1449;340;0;2911;948;4262;232;1473;5;928;20;8;0;984;5071;5314;208;68;0;1;170;268;35;22;;15;0;0
PERINAT;2021;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;TYPE1;;0;21;;;;3;1030;138;0;0;0;0;0;0;788;9;3151;0;0;0;2545;777;2930;199;934;3;769;8;8;;790;;;;74;0;1;165;174;144;3;;4;0;0
PERINAT;2021;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;897;2158;31;0;0;1;19;19;19;0;;0;0;0
PERINAT;2021;660000084;CH PERPIGNAN;660780180;TYPE3;;;44;17;5;6;5;3081;328;485;32;162;11;175;9;1786;4;13101;5707;1531;1942;6199;2111;10779;479;3646;32;2049;62;3;;2219;16236;6076;1048;124;0;1;1131;1135;922;86;2;41;0;0
PERINAT;2021;660780669;POLYCL MEDITERRANEE;660000324;TYPE1;;0;45;0;0;0;9;2988;219;0;0;0;0;0;0;2438;21;11149;0;0;0;8473;2419;10166;473;2340;1;2410;9;10;;2442;;;;87;0;1;396;532;258;14;;14;0;0
PERINAT;2021;660780784;CL ST PIERRE;660000407;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;75;50;15;2;;0;1;266
PERINAT;2021;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;TYPE2;;;31;6;4;;5;2562;790;323;6;170;18;0;0;1208;4;6105;1708;1155;0;3288;1446;5235;258;1067;0;1433;13;15;0;1466;;6423;234;241;0;1;299;326;250;5;14;4;0;0
PERINAT;2021;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;TYPE2;;1;18;3;;;1;1160;196;149;12;0;0;0;0;691;1;3253;840;0;0;2154;763;2825;132;657;2;754;9;3;;772;2468;;;61;0;1;242;207;181;8;;3;0;0
PERINAT;2021;670000215;HOPITAL DU NEUENBERG;680000643;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;966;1241;41;;;0;;;;;;;0;
PERINAT;2021;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;TYPE1;;;10;0;0;0;2;382;51;0;0;0;0;0;0;292;16;1106;0;0;0;841;288;1002;43;197;0;286;2;5;;294;8305;1455;;63;0;1;54;39;50;;;0;0;0
PERINAT;2021;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;TYPE1;;0;22;;;;3;1503;461;0;0;0;0;0;0;869;16;3551;0;0;0;2778;849;3137;120;517;1;842;7;12;;873;16997;2266;107;123;0;1;231;215;222;7;1;0;0;0
PERINAT;2021;670000405;NOUVEL HOPITAL D'OBERNAI;670017755;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;1142;57;;;1;38;34;38;0;;0;0;
PERINAT;2021;670018068;CLINIQUE RHENA GCS ES;670017847;TYPE1;;0;24;0;0;0;7;1242;86;0;0;0;0;0;0;994;6;3849;0;0;0;3000;987;3436;228;979;16;980;7;6;;999;;;;178;0;1;20;16;12;1;0;2;0;0
PERINAT;2021;670780113;CMCO;670780055;TYPE2;;1;40;5;;;9;4271;523;449;21;0;0;0;0;2734;36;13484;1669;0;0;8299;3115;12020;495;2410;1;3069;46;34;;3158;14222;13382;;466;31;1;1374;1539;1159;0;;95;1;1061
PERINAT;2021;670780212;CLINIQUE SAINTE-ANNE;670014604;TYPE2;;;39;6;;;6;1948;129;311;28;0;0;0;0;1399;6;6880;1086;0;0;4502;1659;6534;398;1903;59;1642;17;16;;1680;;3513;294;178;1;1;3;0;0;0;;0;0;0
PERINAT;2021;670783273;HOPITAL DE HAUTEPIERRE;670780055;TYPE3;EXT;1;56;19;15;16;9;4155;268;739;30;466;15;390;38;2205;19;16790;5607;4950;3991;7237;2709;12935;700;4913;14;2612;97;16;;2934;13961;6007;;288;3;1;511;355;442;0;14;52;0;0
PERINAT;2021;670798636;CLINIQUE SAINT-LUC;670014604;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1454;2762;51;;;0;;0;0;0;;0;0;
PERINAT;2021;680000320;CLINIQUE DIACONAT FONDERIE;680000643;TYPE2;;1;38;6;;;5;1717;138;261;2;0;0;0;0;1048;2;6678;1457;0;0;3771;1268;5742;352;2027;3;1251;17;1;;1288;;;;37;0;1;6;2;0;0;;9;0;0
PERINAT;2021;680000494;CLINIQUE DIACONAT ROOSEVELT;680000643;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;1;464
PERINAT;2021;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;CPPR;;;0;;;;;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2669;2845;186;0;0;1;97;61;93;1;;0;0;0
PERINAT;2021;680000601;HOPITAL DE THANN;680020336;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3515;2318;183;0;0;0;0;19;0;0;;0;0;0
PERINAT;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;TYPE2;;0;43;12;6;;6;3052;655;360;18;155;22;0;0;1718;15;10202;3097;1089;0;6267;1915;8940;412;2680;0;1877;38;14;;1973;23635;9674;437;134;0;1;476;513;289;19;1;16;0;0
PERINAT;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;CPPR;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3783;2136;152;0;0;1;30;28;30;0;;0;0;0
PERINAT;2021;680001195;HOPITAL ALBERT SCHWEITZER;680000643;TYPE1;;;20;;;;3;667;49;0;0;0;0;0;0;589;25;2181;0;0;0;1776;586;2082;121;547;0;584;2;11;;590;4360;3334;373;110;0;0;0;1;0;0;;0;0;0
PERINAT;2021;680004546;HOPITAL EMILE MULLER;680020336;TYPE3;EXT;0;58;12;9;8;7;5610;1164;426;7;151;6;190;21;3202;4;18672;3799;2954;1902;11406;3537;15938;761;4514;0;3487;50;9;;3605;35221;13786;49;96;2;1;1071;1107;974;57;;43;0;0
PERINAT;2021;690000013;CH MONTGELAS;690780036;TYPE1;;;14;;;;3;1398;163;0;0;0;0;0;0;1120;13;4080;0;0;0;3224;1113;3826;149;705;1;1111;2;6;;1123;2653;4509;92;217;0;1;78;76;43;2;;2;0;0
PERINAT;2021;690000021;CH DE SAINTE FOY LES LYON;690780044;TYPE1;;0;23;;;;4;1558;97;0;0;0;0;0;0;1251;14;5728;0;0;0;4076;1244;5097;231;1192;2;1239;5;14;;1256;;;;61;0;1;120;119;85;3;;0;0;0
PERINAT;2021;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;TYPE2;;1;26;9;9;;4;2722;165;238;16;152;18;0;0;1986;7;10508;3034;1880;0;6391;2154;9264;387;2406;7;2121;33;18;;2223;7625;4790;120;250;0;1;490;546;342;20;;6;0;0
PERINAT;2021;690000625;CH DE TARARE;690782271;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2063;2895;9;0;0;1;65;55;58;0;0;0;0;0
PERINAT;2021;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;TYPE3;;1;91;18;18;14;8;7202;1455;441;7;365;10;405;18;3972;124;26936;5590;5938;4507;15108;4303;22092;1013;7058;14;4127;176;120;;4516;;;;312;0;1;666;693;257;68;3;175;1;1107
PERINAT;2021;690022959;HOPITAL PRIVE NATECIA;690000732;TYPE2;;;47;12;3;;8;3562;315;277;9;112;5;0;0;2631;8;14900;4174;718;0;10021;2738;13038;774;4842;12;2705;33;10;;2771;;;;65;0;1;103;131;37;4;;4;1;832
PERINAT;2021;690041124;MEDIPOLE HOPITAL PRIVE;690000724;;;;;;;;;78;52;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;2;0;0;;1;1;682
PERINAT;2021;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;TYPE2;;;25;6;;;7;2445;344;169;7;0;0;0;0;1718;10;7863;1645;0;0;5386;1798;6991;422;2051;12;1776;22;11;;1825;13005;12626;505;225;0;1;96;17;74;0;;1;0;0
PERINAT;2021;690042080;HOPITAL PRIVE NATECIA - GYNECOLOGIE;690000732;TYPE1;;;11;;;;3;485;11;0;0;0;0;0;0;411;11;1898;0;0;0;1401;402;1645;104;587;2;400;2;11;;408;;;;13;0;0;0;0;0;0;;0;0;0
PERINAT;2021;690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;690000104;CPPR;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;2292;3053;46;;;0;0;;0;0;0;;0;
PERINAT;2021;690780358;CLINIQUE DU VAL D'OUEST VENDOME;690000195;TYPE2;;;59;9;;;10;3673;763;240;13;0;0;0;0;2497;7;11644;2125;0;0;8408;2627;10781;388;2252;18;2589;38;12;;2682;;;;157;0;1;6;3;1;0;;5;1;870
PERINAT;2021;690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;690031190;TYPE1;;;30;;;;5;1683;323;0;0;0;0;0;0;1192;19;4675;0;0;0;3514;1185;4173;257;1169;1;1180;5;18;;1198;3998;1911;230;228;0;1;52;79;24;2;;1;0;0
PERINAT;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;;;0;;;;;;10;4;0;0;0;0;0;0;0;0;29;0;0;0;0;1;1;0;0;0;1;0;1;;1;;;;0;0;1;1311;1418;606;13;;0;0;0
PERINAT;2021;690784137;HOPITAL LYON SUD - HCL;690781810;TYPE2;;;42;12;9;;5;2947;410;230;1;257;15;0;0;1776;8;11494;4376;3003;0;6365;1927;9399;453;2850;33;1893;34;10;;1971;5483;5078;40;99;0;1;416;456;106;45;;54;0;0
