BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2021;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;3;10;;0;;1;;3;;1;;15;;;1;;;10;;;2322;4268;6590;4904;;0;0;0;0;;0;0;0;0;;0;0;0;0;;1165;1661;2826;2269;;1;3;4;3;
BLOCS;2021;760780825;CLINIQUE DE L'ABBAYE FECAMP;760000430;1;4;1;;;;;1;;;;5;1;;1;;;12;;;1265;2193;3458;2853;;0;0;0;0;;0;0;0;0;;0;0;0;0;;254;938;1192;935;;0;2;2;1;
BLOCS;2021;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;1;;;;;;;1;;;;1;;;;;;;;;122;51;173;2;;0;0;0;0;;1;0;1;0;;13;0;13;0;;73;15;88;1;;2;0;2;0;
BLOCS;2021;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;2;10;2;2;2;1;0;0;0;9;7;22;11;;2;;;21;;;5482;4161;9643;7201;988;2203;173;2376;942;;849;405;1254;0;;109;6;115;82;;2596;1822;4418;1877;;17;51;68;8;
BLOCS;2021;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;2;8;8;;;1;1;;;;;9;9;6;1;1;1;14;14;15;7201;9364;16565;15278;;4;4;8;8;;10;0;10;1;;753;877;1630;797;;1220;3110;4330;3320;;1;185;186;6;
BLOCS;2021;770000131;CH DE COULOMMIERS;770021145;1;2;0;1;1;;;1;1;;;4;2;;1;0;;6;1;;1015;2164;3179;1945;;372;63;435;247;;12;0;12;1;;12;0;12;1;;628;851;1479;724;;2;1;3;0;
BLOCS;2021;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;2;5;1;1;1;0;0;2;0;0;0;8;2;7;1;1;1;12;12;12;1634;1747;3381;2787;;1057;45;1102;392;;0;0;0;0;;3;0;3;1;;933;1886;2819;1914;;0;1;1;0;
BLOCS;2021;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;2;1;2;2;;;3;;3;;10;3;;1;1;;4;4;;2838;1140;3978;2979;;2207;262;2469;1071;;47;2;49;6;;136;13;149;13;;1821;1201;3022;1602;;2;4;6;0;
BLOCS;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;2;3;1;1;1;0;;1;;0;;5;2;;1;1;1;7;7;7;809;1525;2334;1729;;370;23;393;164;;1;0;1;1;;0;0;0;0;;344;766;1110;630;;0;3;3;1;
BLOCS;2021;770000172;CH DE PROVINS LEON BINET;770110070;1;4;;1;1;;;1;;;;6;1;;1;1;;7;7;;1756;2227;3983;3253;;277;32;309;178;;32;0;32;3;;0;1;1;0;;1624;2436;4060;2588;;6;114;120;118;
BLOCS;2021;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;7;1;1;1;;;1;;;;9;2;;2;2;;19;18;;3977;3793;7770;6166;;2186;313;2499;1139;;85;0;85;0;;143;62;205;87;;1978;2041;4019;2466;;57;174;231;3;
BLOCS;2021;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;8;1;1;1;4;1;3;1;;;16;4;;1;1;;16;16;;3293;1818;5111;3702;;2370;245;2615;1038;;2433;470;2903;227;;311;25;336;16;;2856;2107;4963;2427;;4;28;32;7;
BLOCS;2021;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;1;2;;;;;;2;;;;4;;;1;;;4;;;63;24;87;33;;0;0;0;0;;0;0;0;0;;1;0;1;1;;275;2589;2864;1522;;0;70;70;19;
BLOCS;2021;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;1;5;5;;;;;2;2;;;7;7;;2;2;;10;10;;1341;3554;4895;4228;;0;9;9;8;;15;0;15;1;;2;0;2;2;;751;4255;5006;3168;;1;25;26;1;
BLOCS;2021;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;1;8;8;;;2;2;1;1;;;11;11;;1;1;;15;15;;3170;5001;8171;7488;;0;0;0;0;;1310;23;1333;950;;291;251;542;329;;740;1991;2731;1585;;12;43;55;51;
BLOCS;2021;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;1;14;0;0;0;0;0;2;0;0;0;16;0;0;1;0;0;24;0;0;3642;11622;15264;12974;;0;0;0;0;;0;0;0;0;;3;57;60;0;;1580;6057;7637;5288;;10;153;163;145;
BLOCS;2021;770300192;CLINIQUE SAINT BRICE;770000313;1;3;0;0;0;0;0;1;0;0;0;4;0;;1;0;;6;0;;219;1122;1341;1193;460;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;54;745;799;427;0;0;5;5;4;0
BLOCS;2021;770790707;CLINIQUE DE TOURNAN;770000719;2;7;7;1;1;;;1;1;;;9;9;;1;;;14;;;2044;5347;7391;6742;;340;95;435;238;;22;0;22;0;;121;0;121;118;;429;2093;2522;1822;;3;30;33;26;
BLOCS;2021;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;770001014;1;8;8;0;;0;;2;;0;;10;8;;1;;;12;;;1308;4182;5490;5001;;0;0;0;0;;0;0;0;0;;48;197;245;189;;269;3805;4074;2639;;4;49;53;51;
BLOCS;2021;780000287;CH FRANCOIS QUESNAY MANTES;780110011;2;6;1;1;1;0;0;1;0;0;0;8;2;0;2;0;0;13;0;0;2279;3620;5899;3003;2847;1328;183;1511;696;54;36;0;36;4;0;7;0;7;2;0;1033;1212;2245;1054;2888;0;29;29;0;603
BLOCS;2021;780000295;CHI DE MEULAN LES MUREAUX;780002697;1;5;0;1;1;0;0;1;0;0;;7;1;;1;1;;9;1;;2088;1422;3510;3015;1114;618;53;671;258;0;1;0;1;0;0;75;69;144;62;0;362;922;1284;706;453;2;10;12;0;0
BLOCS;2021;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;1;;;;;;;2;0;;;2;0;;;;;;;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;2;0;2;0;44;1;0;1;0;
BLOCS;2021;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;4;6;1;2;2;2;;2;;;;12;3;;1;1;;12;5;;3759;3002;6761;4655;3066;4136;556;4692;2140;331;788;12;800;0;1;40;12;52;4;0;1074;940;2014;932;2792;19;21;40;12;502
BLOCS;2021;780000329;CH DE RAMBOUILLET;780110052;1;3;1;1;1;0;0;1;0;0;0;5;2;0;1;1;0;9;2;0;1502;1770;3272;2688;1358;1139;62;1201;390;0;101;0;101;89;0;1;102;103;1;0;673;2141;2814;1658;1083;1;3;4;0;499
BLOCS;2021;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;2;3;;;;;;1;;;;4;;4;1;;1;10;;10;66;888;954;557;1661;0;56;56;45;1;0;0;0;0;0;2;0;2;0;0;83;266;349;148;1371;1;15;16;0;727
BLOCS;2021;780018727;CLINIQUE SAINT GERMAIN;780018719;1;5;0;1;1;;;1;0;;;7;1;;1;1;;12;4;;1171;3031;4202;3766;;344;47;391;320;;0;0;0;0;;0;0;0;0;;210;2632;2842;1787;;0;3;3;1;
BLOCS;2021;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780000485;1;1;0;0;0;2;1;0;0;0;0;3;1;0;1;0;0;4;0;0;40;24;64;2;0;0;0;0;0;0;1015;6;1021;779;;124;10;134;127;;21;0;21;12;;1;0;1;0;0
BLOCS;2021;780300125;POLYCLINIQUE REGION MANTAISE;780000535;1;4;;0;;0;;2;;0;;6;;;1;;;9;;;1737;3084;4821;4134;;0;0;0;0;;5;0;5;0;;17;0;17;17;;806;7790;8596;4755;;2;154;156;156;
BLOCS;2021;780300208;CLINIQUE SAINT LOUIS;780000576;1;6;;1;;;;1;;;;8;;;1;;;10;;;1965;8183;10148;9364;;57;17;74;72;;0;0;0;0;;1;48;49;0;;330;3067;3397;2116;;0;11;11;9;
BLOCS;2021;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;1;10;;2;2;0;;5;;0;;17;2;;3;;;27;;;6847;7194;14041;12071;;417;48;465;422;;0;0;0;0;;0;0;0;0;;1232;11432;12664;8281;;4;80;84;21;
BLOCS;2021;780300406;HOPITAL PRIVE DE PARLY II;780018032;4;14;1;1;1;5;1;2;1;1;0;23;4;1;3;1;1;23;17;4;3472;9910;13382;10443;;716;74;790;412;;2341;310;2651;2109;;812;524;1336;956;;441;5903;6344;3940;;0;28;28;1;
BLOCS;2021;780300414;CH PRIVE DE L EUROPE;780000675;2;7;1;0;0;1;1;4;1;0;0;12;3;4;2;1;1;18;2;6;3536;5147;8683;7559;;0;0;0;0;;65;2;67;4;;403;875;1278;392;;1878;8580;10458;6316;;3;87;90;81;
BLOCS;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;2;12;0;1;0;0;0;2;0;0;0;15;0;;2;0;;23;0;;4665;20948;25613;22611;0;294;74;368;303;0;48;0;48;18;0;148;147;295;138;0;1531;5453;6984;4424;0;5;140;145;105;0
BLOCS;2021;780300455;CH PRIVE DU MONTGARDE;780000717;1;5;5;;;;;1;1;;;6;6;6;2;;2;14;;14;1271;14315;15586;12946;;0;0;0;0;;0;0;0;0;;0;0;0;0;;349;4940;5289;3074;;0;5;5;0;
BLOCS;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;7;1;1;1;1;;1;;;;10;2;;2;;;19;;;5431;3579;9010;7860;1301;2599;308;2907;1130;102;972;94;1066;0;39;67;223;290;19;3;2956;1237;4193;1854;4455;15;46;61;22;162
BLOCS;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;2;10;2;2;;1;0;1;0;1;;15;2;2;3;2;2;23;6;5;5337;2795;8132;2404;;942;208;1150;488;;1269;7;1276;2;;213;81;294;13;;2637;2263;4900;1990;;38;121;159;2;
BLOCS;2021;790009948;POLYCLINIQUE D'INKERMANN;790001242;1;9;2;;;;;2;;1;;12;2;;1;;;12;;;3406;6422;9828;9124;2052;98;34;132;132;;179;0;179;0;;371;246;617;373;;1019;3020;4039;3370;1649;3;47;50;9;
BLOCS;2021;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;1;5;2;1;1;0;0;1;0;0;0;7;3;;1;1;;14;4;;2328;2511;4839;3486;381;475;89;564;264;0;0;0;0;0;0;0;0;0;0;0;932;1531;2463;1888;744;1;36;37;31;0
BLOCS;2021;800000143;CH ABBEVILLE;800000028;1;6;6;;;;;1;1;;;7;7;;1;1;;6;6;;2090;1263;3353;2741;2766;532;131;663;246;10;57;0;57;8;0;5;21;26;4;0;2585;1245;3830;2175;2015;18;35;53;40;249
BLOCS;2021;800000226;CH DOULLENS;800000069;2;1;;;;;;3;;;;4;;1;1;;1;2;;2;41;15;56;6;;0;0;0;0;;1;0;1;0;;0;14;14;0;;222;1091;1313;708;;0;3;3;0;
BLOCS;2021;800000390;CH CHIMR MONTDIDIER;800000085;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;;0;0;67;26;93;1;;0;0;0;0;;0;0;0;0;;0;0;0;0;;22;1;23;3;;0;0;0;0;
BLOCS;2021;800000432;CH PÉRONNE;800000093;1;2;2;1;1;0;0;0;0;0;0;3;3;1;1;1;1;4;4;2;642;765;1407;1059;20;192;8;200;76;0;0;0;0;0;0;0;13;13;0;0;36;43;79;52;0;0;3;3;0;0
BLOCS;2021;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;1;7;0;0;0;0;0;0;0;0;0;7;0;4;1;0;1;13;0;8;1986;4255;6241;5372;;0;0;0;0;;25;0;25;0;;106;284;390;124;;722;4945;5667;3384;;1;8;9;7;
BLOCS;2021;800006124;CHU AMIENS SUD;800000044;2;27;4;2;1;5;1;7;0;;;41;6;5;2;1;2;48;12;8;28432;6946;35378;27962;;1625;496;2121;1093;;2293;10;2303;807;;1242;256;1498;1035;;9057;4755;13812;7574;;140;106;246;33;
BLOCS;2021;800009466;POLYCLINIQUE DE PICARDIE;800002982;1;14;;;;1;;1;;1;;17;;;1;;;2;;;3345;4882;8227;7156;;0;0;0;0;;0;0;0;0;;464;352;816;463;;1120;6996;8116;5076;;7;47;54;42;
BLOCS;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;1;11;1;3;2;1;1;2;0;2;0;19;4;;3;3;0;24;4;0;8135;8646;16781;14664;;930;161;1091;656;;1;86;87;0;;106;325;431;100;;1527;5569;7096;4322;;1;22;23;11;
BLOCS;2021;800013179;CLINIQUE DE L'EUROPE;800013138;1;1;;0;;1;;4;;;;6;;;1;;;8;;;63;45;108;11;;0;0;0;0;;0;0;0;0;;0;0;0;0;;2061;5369;7430;4079;;6;39;45;0;
BLOCS;2021;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;1;;0;;;2;2;;;;;2;2;;1;1;;4;4;;77;28;105;3;;0;0;0;0;;1374;5;1379;1041;;20;0;20;16;;88;3;91;20;;0;0;0;0;
BLOCS;2021;800017253;CHU AMIENS IOP;800000044;1;;;;;;;;;;;;;2;;;1;;;2;0;3427;3427;3211;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;6;6;0;
BLOCS;2021;800018491;IOP SOPP AMIENS;800018483;1;0;;;;;;;;;;0;;3;;;1;;;7;0;4158;4158;4093;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;2;2;0;
BLOCS;2021;810000224;CL CLAUDE BERNARD;810000471;4;4;4;1;1;2;2;2;2;1;;10;9;4;1;;1;14;;1;3800;2923;6723;5597;;2;9;11;2;;1031;44;1075;965;;138;44;182;148;;3486;8011;11497;7009;;1;2;3;0;
BLOCS;2021;810000505;CH ALBI;810000331;1;6;1;1;1;1;1;1;1;0;;9;4;;1;1;;12;12;;2893;2092;4985;3787;194;1015;200;1215;537;0;184;0;184;17;0;0;0;0;0;0;1094;1610;2704;1514;194;5;7;12;4;0
BLOCS;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;2;7;1;1;1;1;;1;;0;;10;2;;1;;;15;;;3605;3322;6927;4459;;907;160;1067;464;;177;0;177;8;;63;23;86;51;;1315;2047;3362;1929;;11;31;42;1;
BLOCS;2021;810000562;CH LAVAUR;810000455;1;0;0;1;1;0;0;0;0;0;0;1;1;2;1;1;0;5;0;0;54;202;256;173;;572;133;705;277;;1;0;1;0;;0;0;0;0;;87;852;939;549;;0;0;0;0;
BLOCS;2021;810101170;CL TOULOUSE LAUTREC;810101162;1;8;1;0;0;1;0;1;0;1;0;11;1;;1;;;10;;;2231;5452;7683;6642;;0;0;0;0;;1;0;1;1;;27;260;287;41;;1634;1923;3557;2826;;23;270;293;59;
BLOCS;2021;810101444;POLYCL DU SIDOBRE;810000992;1;2;1;;;3;;2;;1;;8;1;;1;;;12;;;2816;3949;6765;5734;;0;0;0;0;;37;1;38;1;;78;1;79;75;;1852;1989;3841;2509;;6;46;52;45;
BLOCS;2021;820000032;CH MONTAUBAN;820000016;1;5;1;1;1;1;0;0;0;0;0;7;2;0;1;1;0;9;2;0;2879;1837;4716;3810;3541;510;106;616;408;2;312;1;313;127;0;2;0;2;2;0;586;1067;1653;894;65;4;21;25;0;91
BLOCS;2021;820000040;CL CROIX ST MICHEL;820000081;1;3;;1;;1;;1;;;;6;;;1;;;9;;;1180;2233;3413;2782;;404;92;496;252;;125;13;138;2;;0;0;0;0;;737;4633;5370;3052;;7;116;123;8;
BLOCS;2021;820000057;CL DU PONT DE CHAUME;820000131;3;9;;1;;2;;3;;;;15;;;2;;;22;;;4269;4175;8444;7169;;113;48;161;148;;1567;204;1771;1595;;368;277;645;351;;2593;4915;7508;5042;;7;41;48;34;
BLOCS;2021;820000065;CL DU DR HONORE CAVE;820000156;1;6;1;;;;;;;2;0;8;1;;1;;;11;1;;671;10356;11027;10509;;0;0;0;0;;0;0;0;0;;0;0;0;0;;105;367;472;182;;13;66;79;0;
BLOCS;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;1;4;;;;;;1;;;;5;;;1;;;4;;;634;779;1413;1183;141;0;0;0;0;;0;0;0;0;;0;0;0;0;;139;502;641;359;;0;0;0;0;
BLOCS;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;1;3;;;;;;;;;;3;;0;1;;;8;;;1445;2144;3589;2044;2820;376;65;441;180;4;0;0;0;0;0;0;30;30;0;0;503;2011;2514;1370;504;4;12;16;8;28
BLOCS;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;2;5;1;1;1;0;0;1;0;1;0;8;2;0;2;0;0;12;0;0;2330;1520;3850;3177;745;671;133;804;334;0;1;0;1;0;0;38;36;74;36;0;606;795;1401;630;30;2;10;12;0;1
BLOCS;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;1;3;;1;1;0;;1;;;;5;1;;1;1;;7;2;;1501;2141;3642;2860;;507;97;604;294;;1;0;1;0;;1;0;1;0;;871;802;1673;659;;2;6;8;4;
BLOCS;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;6;5;;;;1;;3;;1;;10;;;2;;;14;;;3264;1547;4811;3641;;922;171;1093;424;;1307;17;1324;4;;12;0;12;2;;2038;1970;4008;1776;;6;18;24;0;
BLOCS;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;1;0;;1;;;;;;;;1;;;0;;;0;;;10;3;13;5;;325;42;367;166;;0;0;0;0;;0;0;0;0;;48;3;51;7;;0;0;0;0;
BLOCS;2021;830000345;CHITS CH SAINTE MUSSE;830100616;9;9;1;1;1;5;2;9;;3;;27;4;;1;1;;22;22;;7533;2789;10322;8178;;2180;328;2508;1105;;1916;32;1948;105;;318;121;439;65;;4396;3349;7745;5088;;8;10;18;3;
BLOCS;2021;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;2;10;;;;1;;3;;1;;15;;;3;;;18;;;2427;5198;7625;5706;;0;0;0;0;;11;3;14;13;;198;162;360;175;;1056;5663;6719;4321;;2;9;11;9;
BLOCS;2021;830100251;CLINIQUE DU CAP D'OR;830000063;1;5;;;;;;2;;;;7;;;1;;;7;;;2362;2436;4798;3925;;2;17;19;19;;0;0;0;0;;0;14;14;0;;934;5468;6402;3572;;29;312;341;34;
BLOCS;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;2;7;0;0;0;4;0;1;0;2;0;14;0;;3;0;;21;0;;4168;4104;8272;5002;;0;0;0;0;;3325;90;3415;2967;;1966;228;2194;2014;;901;2336;3237;1944;;5;4;9;6;
BLOCS;2021;830100327;CLINIQUE LES LAURIERS;830000105;1;6;0;0;;0;;1;;0;;7;0;;1;0;;11;0;;1506;5801;7307;6088;;3;25;28;28;;0;0;0;0;;0;11;11;0;;624;3829;4453;2745;;0;63;63;0;
BLOCS;2021;830100368;CLINIQUE CHIR DU GOLFE DE ST TROPEZ;830000147;1;6;;0;;1;;1;;0;;8;;;1;;;8;;;1433;2685;4118;3245;;12;1;13;13;;0;0;0;0;;0;19;19;0;;472;2744;3216;1896;;2;34;36;25;
BLOCS;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;2;5;1;0;0;1;1;2;1;0;0;8;3;;2;1;;13;2;;2093;3591;5684;5087;;0;0;0;0;;105;1;106;3;;963;54;1017;971;;1748;6170;7918;5049;;10;207;217;9;
BLOCS;2021;830100418;CLINIQUE NOTRE DAME DE LA MERCI;830000170;1;5;;;;;;1;;;;6;;;1;;;14;;;1192;3286;4478;4032;;0;9;9;6;;0;0;0;0;;0;0;0;0;;322;3916;4238;2455;;2;48;50;0;
BLOCS;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;4;13;;2;2;2;;2;;1;;20;2;;4;;;22;;;4184;15629;19813;15767;;376;247;623;602;;1;8;9;7;;292;139;431;322;;1520;6386;7906;5434;;7;201;208;17;
BLOCS;2021;830100459;CLINIQUE SAINT MICHEL;830000212;2;12;;;;;;2;;;;14;;0;2;;;16;;;2864;12166;15030;12843;;1;1;2;2;;0;0;0;0;;9;406;415;18;;1122;3298;4420;2480;;48;12;60;51;
BLOCS;2021;830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830000238;2;6;;;;;;1;;;;7;;;2;;;10;;;1805;3765;5570;4929;;1;0;1;1;;0;0;0;0;;0;0;0;0;;120;1308;1428;802;;0;6;6;1;
BLOCS;2021;830100558;HOPITAL RENEE SABRAN HYERES;690781810;1;3;;;;;;;;;;3;;0;1;;;12;;;1865;522;2387;2384;9;0;0;0;0;;0;0;0;0;;1;0;1;0;;13;99;112;0;2;0;0;0;0;
BLOCS;2021;830100574;HIA SAINTE ANNE;750821092;3;9;2;0;0;4;2;3;1;2;1;18;6;;2;1;;14;9;;6375;3290;9665;6936;;0;1;1;0;;882;9;891;9;;171;106;277;126;;1613;1483;3096;1505;;37;21;58;1;
BLOCS;2021;830100608;CHITS CH GEORGE SAND;830100616;1;0;;;;;;1;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;70;1;71;0;;0;0;0;0;
BLOCS;2021;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;1;6;;;;1;;1;;;;8;;;2;;;13;;;1008;2618;3626;2211;;0;0;0;0;;0;0;0;0;;54;34;88;63;;372;2231;2603;1578;;0;26;26;24;
BLOCS;2021;840000285;POLYCLINIQUE URBAIN V;840000608;2;7;7;1;1;;;1;;1;;10;8;;2;;;16;;;3380;4951;8331;7638;;620;124;744;461;;0;0;0;0;;0;0;0;0;;98;2408;2506;1768;;1;29;30;14;
BLOCS;2021;840000327;CENTRE CHIRURGICAL MONTAGARD;840000640;1;4;;;;;;;;;;4;;;1;;;12;;;2358;1155;3513;3260;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;3;30;33;0;
BLOCS;2021;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;1;2;2;;;1;;;;;;3;2;1;1;;1;4;;4;41;96;137;4;;0;0;0;0;;0;0;0;0;;0;0;0;0;;145;961;1106;565;;0;0;0;0;
BLOCS;2021;840000350;INSTITUT SAINTE CATHERINE;840000657;1;0;;;;;;;;1;;1;;;1;;;1;;;245;680;925;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;262;62;324;4;;0;0;0;0;
BLOCS;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;1;1;;1;1;;;1;;3;;6;1;;1;;;4;;;293;222;515;323;;787;130;917;406;;0;0;0;0;;1;0;1;1;;127;154;281;177;;1;4;5;0;
BLOCS;2021;840000400;SYNERGIA LUBERON;840000673;1;5;;;;;;1;;;;6;;;1;;;11;;;1817;4259;6076;5385;;0;0;0;0;;0;0;0;0;;0;14;14;7;;176;3736;3912;2237;;0;70;70;70;
BLOCS;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;1;1;;1;;;;1;;;;3;;;1;;;4;;;272;321;593;383;156;420;72;492;209;;35;1;36;0;13;0;0;0;0;;119;372;491;248;;3;10;13;0;
BLOCS;2021;840000467;ELSAN CLINIQUE D'ORANGE;840003651;1;5;;0;;1;;1;;;;7;;;1;;;10;;;1675;3114;4789;4421;;0;0;0;0;;0;0;0;0;;143;97;240;228;;479;5572;6051;3797;;1;5;6;3;
BLOCS;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;1;3;;1;;;;1;;;;5;;0;1;;;8;;;1735;808;2543;2150;;615;50;665;264;;39;1;40;0;;0;0;0;0;;459;398;857;463;;0;4;4;0;
BLOCS;2021;840000491;CHI SITE DE PERTUIS;130041916;1;1;;1;1;;;;;;;2;1;;1;;;3;;;74;238;312;167;1384;644;139;783;304;0;0;2;2;0;0;0;0;0;0;0;58;128;186;100;4;0;1;1;0;0
BLOCS;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;4;11;1;2;1;3;0;1;0;4;0;21;2;3;3;2;0;29;5;0;7290;4188;11478;3216;7645;2330;246;2576;621;94;2344;120;2464;32;3;352;199;551;8;3;3209;1765;4974;621;2645;36;35;71;0;564
BLOCS;2021;840013312;CLINIQUE RHONE DURANCE;840003685;2;4;1;;;4;2;3;;;;11;3;;2;;;16;;;1606;951;2557;1770;;0;0;0;0;;2978;125;3103;2611;;1073;474;1547;1388;;1882;1188;3070;2472;;5;69;74;73;
BLOCS;2021;840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;840014658;1;10;;;;;;;;;;10;;;1;;;15;;;2341;16234;18575;16954;;0;0;0;0;;0;0;0;0;;0;582;582;0;;72;6982;7054;4025;;1;14;15;11;
BLOCS;2021;840017172;SYNERGIA VENTOUX;840017164;1;6;0;0;;0;;2;0;0;;8;0;;1;0;0;11;0;0;2762;5136;7898;6785;;0;0;0;0;;0;0;0;0;;184;11;195;185;;682;4359;5041;3283;;2;53;55;55;
BLOCS;2021;840018337;CH D'AVIGNON CHIRURGIE SITE APT;840006597;1;2;2;;;1;;;;;;3;2;1;1;;1;4;;4;400;253;653;513;;0;17;17;17;;0;0;0;0;;0;0;0;0;;1;12;13;10;;0;0;0;0;
BLOCS;2021;840019079;GCS UNITE SENOLOGIQUE DU VENTOUX;840019053;0;0;;;;;;;;;;0;;0;;;;;;;60;18;78;75;;0;0;0;0;;0;0;0;0;;0;0;0;0;;1;0;1;1;;0;0;0;0;
BLOCS;2021;850000118;CLINIQUE SAINT CHARLES;850013244;1;8;;1;;;;2;;;;11;;0;1;;0;18;;0;3894;8789;12683;10399;;341;43;384;164;;0;0;0;0;;130;373;503;162;;1028;6486;7514;6005;;5;272;277;3;
BLOCS;2021;850000126;CLINIQUE SUD VENDEE;850022948;1;3;;0;;1;;1;;1;;6;;;1;;;12;;;2648;5751;8399;7479;;0;0;0;0;;0;0;0;0;;0;0;0;0;;378;3052;3430;2601;;5;4;9;2;
BLOCS;2021;850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;850013269;1;8;;;;;;;;;;8;;;1;;;13;;;3884;8450;12334;11108;;0;0;0;0;;0;0;0;0;;163;83;246;239;;735;283;1018;865;;7;26;33;26;
BLOCS;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;2;17;2;2;2;5;1;1;0;;;25;5;1;3;3;0;41;6;0;10005;7040;17045;13082;;2000;346;2346;796;;2010;50;2060;54;;715;314;1029;554;;4369;3318;7687;4918;;89;100;189;21;
BLOCS;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;1;4;0;0;0;0;0;1;0;0;0;5;0;0;1;0;0;6;0;0;1676;2002;3678;2858;;502;153;655;325;;56;0;56;1;;0;0;0;0;;696;2307;3003;2186;;6;14;20;0;
BLOCS;2021;850000209;CHD-SITE DE LUCON;850000019;0;0;;;;;;0;;;;0;;0;0;;;0;;;68;55;123;3;1099;0;0;0;0;;0;0;0;0;;0;0;0;0;;145;9;154;5;537;0;1;1;0;
BLOCS;2021;850000225;CHD - SITE DE MONTAIGU;850000019;0;;;;;;;;;;;;;;;;;;;;46;17;63;2;749;0;0;0;0;;0;0;0;0;;0;0;0;0;;78;1;79;0;339;0;0;0;0;
