BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2021;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;N2510;0;0;2.05;
USLD_P;2021;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;NAUT;0;0;1.11;
USLD_P;2021;780000352;HOPITAL DU VESINET CENTRE;780110094;M1320;;1;0.65;0
USLD_P;2021;780000352;HOPITAL DU VESINET CENTRE;780110094;MEDCH;;5;2.24;0
USLD_P;2021;780000352;HOPITAL DU VESINET CENTRE;780110094;N2210;7;2;8.74;0
USLD_P;2021;780000352;HOPITAL DU VESINET CENTRE;780110094;N2410;1;;1;0
USLD_P;2021;780000352;HOPITAL DU VESINET CENTRE;780110094;N2460;;1;0.9;0
USLD_P;2021;780000352;HOPITAL DU VESINET CENTRE;780110094;N2510;15;1;17.55;0
USLD_P;2021;780000352;HOPITAL DU VESINET CENTRE;780110094;N3120;;1;0.3;0
USLD_P;2021;780000352;HOPITAL DU VESINET CENTRE;780110094;NAUT;13;6;15.37;0
USLD_P;2021;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE;780130019;MEDCH;1;;0.11;
USLD_P;2021;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE;780130019;N2210;9;;5.95;
USLD_P;2021;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE;780130019;N2410;;1;0.29;
USLD_P;2021;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE;780130019;N2510;14;;10.17;
USLD_P;2021;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE;780130019;N3120;1;;0.24;
USLD_P;2021;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE;780130019;NAUT;41;;16.35;
USLD_P;2021;780000378;CH LOCAL DE HOUDAN;780130027;MEDCH;;3;2.89;0
USLD_P;2021;780000378;CH LOCAL DE HOUDAN;780130027;N2210;5;2;7.16;0
USLD_P;2021;780000378;CH LOCAL DE HOUDAN;780130027;N2460;1;;0.11;1
USLD_P;2021;780000378;CH LOCAL DE HOUDAN;780130027;N2510;13;;13.22;0
USLD_P;2021;780000378;CH LOCAL DE HOUDAN;780130027;N3120;1;;0.04;0
USLD_P;2021;780000378;CH LOCAL DE HOUDAN;780130027;NAUT;44;5;13.39;1
USLD_P;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;M1320;1;;0.12;0
USLD_P;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;MEDCH;1;2;1;0
USLD_P;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;N2210;10;4;7.22;0
USLD_P;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;N2410;;;0.4;0
USLD_P;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;N2510;17;2;11.34;0
USLD_P;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;N3120;;;0.2;0
USLD_P;2021;780150033;MAISON DE SANTE CLAIRE DEMEURE;780020715;NAUT;17;2;9.4;0
USLD_P;2021;780822748;USLD CHATELAIN GUILLET;780002697;MEDCH;;1;0.6;
USLD_P;2021;780822748;USLD CHATELAIN GUILLET;780002697;N2210;4;1;5.55;
USLD_P;2021;780822748;USLD CHATELAIN GUILLET;780002697;N2410;1;;0.5;
USLD_P;2021;780822748;USLD CHATELAIN GUILLET;780002697;N2510;9;2;9.43;
USLD_P;2021;780822748;USLD CHATELAIN GUILLET;780002697;NAUT;10;3;12.49;
USLD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;M1320;0;2;0.87;0
USLD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;MEDCH;0;3;1.87;0
USLD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2210;12;5;15.64;0
USLD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2410;;1;0.25;0
USLD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2460;;1;0.44;1
USLD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2510;27;1;27.6;0
USLD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N3120;;1;0.3;0
USLD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;NAUT;18;6;19.55;1
USLD_P;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;MEDCH;2;1;0.95;0
USLD_P;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;N2210;5;5;8.33;0
USLD_P;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;N2410;1;;0.5;0
USLD_P;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;N2460;2;;0.89;0
USLD_P;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;N2510;19;5;24.83;0
USLD_P;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;N3120;;1;0.21;0
USLD_P;2021;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;NAUT;10;12;19.41;0
USLD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;MEDCH;;1;0.4;0
USLD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N2210;3;4;5.95;0
USLD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N2510;16;5;17.3;0
USLD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;NAUT;9;1;11.24;0
USLD_P;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;MEDCH;;1;0.49;
USLD_P;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;N2210;5;7;8.48;
USLD_P;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;N2460;1;;0.5;
USLD_P;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;N2510;7;15;16.46;
USLD_P;2021;790000145;CTRE HOSPITALIER DE MAULEON;790000079;NAUT;3;11;4.77;
USLD_P;2021;800000200;CH CORBIE;800000051;MEDCH;;1;0.5;1
USLD_P;2021;800000200;CH CORBIE;800000051;N2210;7;1;7.67;0
USLD_P;2021;800000200;CH CORBIE;800000051;N2410;;2;0.38;1
USLD_P;2021;800000200;CH CORBIE;800000051;N2510;13;2;15.87;0
USLD_P;2021;800000200;CH CORBIE;800000051;NAUT;4;8;8.54;1
USLD_P;2021;800000226;CH DOULLENS;800000069;MEDCH;;2;0.45;1
USLD_P;2021;800000226;CH DOULLENS;800000069;N2210;5;2;6.29;0
USLD_P;2021;800000226;CH DOULLENS;800000069;N2410;;;;1
USLD_P;2021;800000226;CH DOULLENS;800000069;N2460;;;;1
USLD_P;2021;800000226;CH DOULLENS;800000069;N2510;11;3;12.7;0
USLD_P;2021;800000226;CH DOULLENS;800000069;N3120;;;;1
USLD_P;2021;800000226;CH DOULLENS;800000069;NAUT;9;2;9.07;
USLD_P;2021;800000275;CH HAM;800000077;M1320;1;;0.5;1
USLD_P;2021;800000275;CH HAM;800000077;MEDCH;1;;0.5;1
USLD_P;2021;800000275;CH HAM;800000077;N2210;3;1;4.04;1
USLD_P;2021;800000275;CH HAM;800000077;N2460;1;1;0.74;0
USLD_P;2021;800000275;CH HAM;800000077;N2510;11;7;17.53;1
USLD_P;2021;800000275;CH HAM;800000077;NAUT;9;0;8.41;1
USLD_P;2021;800000390;CH CHIMR MONTDIDIER;800000085;N2210;10;2;10.44;0
USLD_P;2021;800000390;CH CHIMR MONTDIDIER;800000085;N2510;26;6;29.38;0
USLD_P;2021;800000390;CH CHIMR MONTDIDIER;800000085;NAUT;16;5;17.9;0
USLD_P;2021;800000432;CH PÉRONNE;800000093;M1320;0;0;0;1
USLD_P;2021;800000432;CH PÉRONNE;800000093;MEDCH;0;1;0.2;1
USLD_P;2021;800000432;CH PÉRONNE;800000093;N2210;5;1;5.5;1
USLD_P;2021;800000432;CH PÉRONNE;800000093;N2510;0;13;9.66;1
USLD_P;2021;800000432;CH PÉRONNE;800000093;N3120;0;0;0;1
USLD_P;2021;800000432;CH PÉRONNE;800000093;NAUT;2;8;4.81;1
USLD_P;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;MEDCH;1;2;1.25;0
USLD_P;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;N2210;19;1;18.33;0
USLD_P;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;N2410;;1;0.1;0
USLD_P;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;N2510;53;9;51.17;0
USLD_P;2021;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;NAUT;33;4;25.53;0
USLD_P;2021;800000614;CHU AMIENS SAINT VICTOR;800000044;M1320;;3;1.33;0
USLD_P;2021;800000614;CHU AMIENS SAINT VICTOR;800000044;MEDCH;;4;1.46;0
USLD_P;2021;800000614;CHU AMIENS SAINT VICTOR;800000044;N2210;33;10;32.57;0
USLD_P;2021;800000614;CHU AMIENS SAINT VICTOR;800000044;N2510;77;22;77.64;0
USLD_P;2021;800000614;CHU AMIENS SAINT VICTOR;800000044;NAUT;22;5;20.3;0
USLD_P;2021;810000505;CH ALBI;810000331;M1320;1;;1;0
USLD_P;2021;810000505;CH ALBI;810000331;MEDCH;1;1;1.1;0
USLD_P;2021;810000505;CH ALBI;810000331;N2210;12;7;16.25;0
USLD_P;2021;810000505;CH ALBI;810000331;N2410;;1;0.4;0
USLD_P;2021;810000505;CH ALBI;810000331;N2460;;1;0.1;0
USLD_P;2021;810000505;CH ALBI;810000331;N2510;28;6;30.36;0
USLD_P;2021;810000505;CH ALBI;810000331;NAUT;21;10;22.93;0
USLD_P;2021;810000513;CH DE GAILLAC;810000349;MEDCH;;1;0.5;0
USLD_P;2021;810000513;CH DE GAILLAC;810000349;N2210;2;13;7.07;0
USLD_P;2021;810000513;CH DE GAILLAC;810000349;N2410;;1;0.2;1
USLD_P;2021;810000513;CH DE GAILLAC;810000349;N2510;10;32;12.17;0
USLD_P;2021;810000513;CH DE GAILLAC;810000349;NAUT;3;14;6.71;0
USLD_P;2021;810000562;CH LAVAUR;810000455;MEDCH;1;;0.5;0
USLD_P;2021;810000562;CH LAVAUR;810000455;N2210;5;3;8.73;
USLD_P;2021;810000562;CH LAVAUR;810000455;N2460;1;;0.45;
USLD_P;2021;810000562;CH LAVAUR;810000455;N2510;28;1;28.15;
USLD_P;2021;810000562;CH LAVAUR;810000455;NAUT;19;2;18.83;
USLD_P;2021;810099838;CHIC CASTRES MAZAMET SITE MONGES;810000380;MEDCH;2;;1.72;
USLD_P;2021;810099838;CHIC CASTRES MAZAMET SITE MONGES;810000380;N2210;6;3;7.9;0
USLD_P;2021;810099838;CHIC CASTRES MAZAMET SITE MONGES;810000380;N2510;11;3;9.63;0
USLD_P;2021;810099838;CHIC CASTRES MAZAMET SITE MONGES;810000380;NAUT;1;1;1.48;0
USLD_P;2021;810100370;USLD SITE MAZAMET CHIC CASTRES MAZAMET;810000380;N2210;9;1;9.21;0
USLD_P;2021;810100370;USLD SITE MAZAMET CHIC CASTRES MAZAMET;810000380;N2410;1;;0.1;0
USLD_P;2021;810100370;USLD SITE MAZAMET CHIC CASTRES MAZAMET;810000380;N2510;24;5;18.44;0
USLD_P;2021;810100370;USLD SITE MAZAMET CHIC CASTRES MAZAMET;810000380;NAUT;2;;1.43;0
USLD_P;2021;820000032;CH MONTAUBAN;820000016;M1320;;1;0.71;1
USLD_P;2021;820000032;CH MONTAUBAN;820000016;MEDCH;;1;0.71;1
USLD_P;2021;820000032;CH MONTAUBAN;820000016;N2210;7;7;5.51;0
USLD_P;2021;820000032;CH MONTAUBAN;820000016;N2460;;1;0.08;0
USLD_P;2021;820000032;CH MONTAUBAN;820000016;N2510;15;;14.51;0
USLD_P;2021;820000032;CH MONTAUBAN;820000016;NAUT;11;;6.47;
USLD_P;2021;820000438;USLD CH CAUSSADE;820000214;M1320;;1;0.6;
USLD_P;2021;820000438;USLD CH CAUSSADE;820000214;MEDCH;1;2;1.68;1
USLD_P;2021;820000438;USLD CH CAUSSADE;820000214;N2210;5;7;7.65;
USLD_P;2021;820000438;USLD CH CAUSSADE;820000214;N2510;10;7;15.23;
USLD_P;2021;820000438;USLD CH CAUSSADE;820000214;NAUT;10;13;12.37;
USLD_P;2021;820000461;CH DES DEUX RIVES;820000248;MEDCH;;2;0.6;1
USLD_P;2021;820000461;CH DES DEUX RIVES;820000248;N2210;6;1;6.5;1
USLD_P;2021;820000461;CH DES DEUX RIVES;820000248;N2410;1;;1;0
USLD_P;2021;820000461;CH DES DEUX RIVES;820000248;N2460;;1;0.4;1
USLD_P;2021;820000461;CH DES DEUX RIVES;820000248;N2510;6;1;6.5;0
USLD_P;2021;820000461;CH DES DEUX RIVES;820000248;NAUT;9;4;9.8;1
USLD_P;2021;820009611;USLD CHI CASTELSARRASIN MOISSAC;820004950;MEDCH;;2;0.71;0
USLD_P;2021;820009611;USLD CHI CASTELSARRASIN MOISSAC;820004950;N2210;3;5;5.78;0
USLD_P;2021;820009611;USLD CHI CASTELSARRASIN MOISSAC;820004950;N2510;8;10;13.36;0
USLD_P;2021;820009611;USLD CHI CASTELSARRASIN MOISSAC;820004950;NAUT;2;5;4.16;0
USLD_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;MEDCH;13;;0.68;0
USLD_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N2210;0;0;0;1
USLD_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N2410;0;0;0;1
USLD_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N2460;0;0;0;1
USLD_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N2510;0;0;0;1
USLD_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;N3120;0;0;0;1
USLD_P;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;NAUT;0;0;0;1
USLD_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;M1320;1;;1;1
USLD_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;MEDCH;1;1;1.4;1
USLD_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;N2210;5;3;7.72;0
USLD_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;N2410;;1;0.86;0
USLD_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;N2510;12;6;14.07;0
USLD_P;2021;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;NAUT;7;3;12.06;0
USLD_P;2021;830009528;CHI FREJUS ST RAPAHEL GERONTO MED SSR;830100566;M1320;;2;0.41;1
USLD_P;2021;830009528;CHI FREJUS ST RAPAHEL GERONTO MED SSR;830100566;MEDCH;;3;0.5;1
USLD_P;2021;830009528;CHI FREJUS ST RAPAHEL GERONTO MED SSR;830100566;N2210;8;;7.33;
USLD_P;2021;830009528;CHI FREJUS ST RAPAHEL GERONTO MED SSR;830100566;N2510;15;;14.11;
USLD_P;2021;830009528;CHI FREJUS ST RAPAHEL GERONTO MED SSR;830100566;NAUT;6;9;9.03;
USLD_P;2021;830013629;CENTRE PHOCEEN DE LONG SEJOUR;130002041;MEDCH;0;1;0.58;0
USLD_P;2021;830013629;CENTRE PHOCEEN DE LONG SEJOUR;130002041;N2210;2;3;4.35;
USLD_P;2021;830013629;CENTRE PHOCEEN DE LONG SEJOUR;130002041;N2410;;1;0.3;0
USLD_P;2021;830013629;CENTRE PHOCEEN DE LONG SEJOUR;130002041;N2460;;2;0.5;0
USLD_P;2021;830013629;CENTRE PHOCEEN DE LONG SEJOUR;130002041;N2510;9;1;9.53;0
USLD_P;2021;830013629;CENTRE PHOCEEN DE LONG SEJOUR;130002041;NAUT;2;;2;0
USLD_P;2021;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;M1320;1;1;0.65;1
USLD_P;2021;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;MEDCH;1;5;3.11;1
USLD_P;2021;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;N2210;17;5;22.07;0
USLD_P;2021;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;N2410;1;2;1.25;1
USLD_P;2021;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;N2460;;1;0.5;1
USLD_P;2021;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;N2510;35;3;43.15;0
USLD_P;2021;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;N3120;;;0.3;1
USLD_P;2021;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;NAUT;9;44;31.95;1
USLD_P;2021;830100608;CHITS CH GEORGE SAND;830100616;N2210;;5;1.91;
USLD_P;2021;830100608;CHITS CH GEORGE SAND;830100616;N2460;;1;0.5;
USLD_P;2021;830100608;CHITS CH GEORGE SAND;830100616;N2510;4;9;8.46;
USLD_P;2021;830100608;CHITS CH GEORGE SAND;830100616;N3120;;1;0.25;
USLD_P;2021;830100608;CHITS CH GEORGE SAND;830100616;NAUT;;15;1.91;
USLD_P;2021;830100764;INSTITUT MEDICALISE DE MAR VIVO;440052041;M1320;;1;0.25;1
USLD_P;2021;830100764;INSTITUT MEDICALISE DE MAR VIVO;440052041;MEDCH;;2;1;1
USLD_P;2021;830100764;INSTITUT MEDICALISE DE MAR VIVO;440052041;N2210;3;4;4.86;0
USLD_P;2021;830100764;INSTITUT MEDICALISE DE MAR VIVO;440052041;N2410;;1;0.5;0
USLD_P;2021;830100764;INSTITUT MEDICALISE DE MAR VIVO;440052041;N2460;;1;0.5;1
USLD_P;2021;830100764;INSTITUT MEDICALISE DE MAR VIVO;440052041;N2510;11;;11;0
USLD_P;2021;830100764;INSTITUT MEDICALISE DE MAR VIVO;440052041;N3120;;1;0.5;1
USLD_P;2021;830100764;INSTITUT MEDICALISE DE MAR VIVO;440052041;NAUT;3;17;10.58;1
USLD_P;2021;830202743;CHITS HOPITAL GEORGES CLEMENCEAU;830100616;N2210;3;12;9.52;
USLD_P;2021;830202743;CHITS HOPITAL GEORGES CLEMENCEAU;830100616;N2510;5;40;20.97;
USLD_P;2021;830202743;CHITS HOPITAL GEORGES CLEMENCEAU;830100616;N3120;;1;0.18;
USLD_P;2021;830202743;CHITS HOPITAL GEORGES CLEMENCEAU;830100616;NAUT;1;18;8.26;
USLD_P;2021;830206983;CH DEPARTENTAL DU VAR AU LUC;830008819;M1320;1;;0.18;1
USLD_P;2021;830206983;CH DEPARTENTAL DU VAR AU LUC;830008819;MEDCH;6;;1.01;1
USLD_P;2021;830206983;CH DEPARTENTAL DU VAR AU LUC;830008819;N2210;2;5;3.23;0
USLD_P;2021;830206983;CH DEPARTENTAL DU VAR AU LUC;830008819;N2510;12;3;12.73;0
USLD_P;2021;830206983;CH DEPARTENTAL DU VAR AU LUC;830008819;N3120;;1;0.25;0
USLD_P;2021;830206983;CH DEPARTENTAL DU VAR AU LUC;830008819;NAUT;1;6;3.8;0
USLD_P;2021;830212783;LE MONT D'AZUR SLD;830002432;M1320;0;1;0.01;0
USLD_P;2021;830212783;LE MONT D'AZUR SLD;830002432;MEDCH;0;2;0.15;0
USLD_P;2021;830212783;LE MONT D'AZUR SLD;830002432;N2210;4;1;3.5;0
USLD_P;2021;830212783;LE MONT D'AZUR SLD;830002432;N2410;0;1;0.11;0
USLD_P;2021;830212783;LE MONT D'AZUR SLD;830002432;N2460;0;1;0.11;0
USLD_P;2021;830212783;LE MONT D'AZUR SLD;830002432;N2510;6;2;4.63;0
USLD_P;2021;830212783;LE MONT D'AZUR SLD;830002432;NAUT;1;7;2.36;0
USLD_P;2021;830213989;CH DRAGUIGNAN USLD;830100525;M1320;;1;0.6;1
USLD_P;2021;830213989;CH DRAGUIGNAN USLD;830100525;MEDCH;;1;0.6;1
USLD_P;2021;830213989;CH DRAGUIGNAN USLD;830100525;N2210;7;;6;
USLD_P;2021;830213989;CH DRAGUIGNAN USLD;830100525;N2410;;1;0.2;1
USLD_P;2021;830213989;CH DRAGUIGNAN USLD;830100525;N2510;17;2;16.26;0
USLD_P;2021;830213989;CH DRAGUIGNAN USLD;830100525;NAUT;9;4;11.6;0
USLD_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;M1320;;1;0.2;0
USLD_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;MEDCH;;1;0.2;0
USLD_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;N2210;5;3;7.28;0
USLD_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;N2410;;1;0.4;1
USLD_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;N2510;11;5;14.66;0
USLD_P;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;NAUT;4;3;4.84;1
USLD_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;M1320;;1;0.6;1
USLD_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;MEDCH;;1;0.6;1
USLD_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;N2210;6;;6.3;1
USLD_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;N2410;;;;1
USLD_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;N2460;;1;0.7;1
USLD_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;N2510;7;;5.6;1
USLD_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;N3120;;;;1
USLD_P;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;NAUT;2;2;3.3;1
USLD_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;M1320;;1;0.75;0
USLD_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;MEDCH;;1;0.75;0
USLD_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N2210;4;4;6.67;0
USLD_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N2410;;1;0.5;0
USLD_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N2510;8;7;11.67;0
USLD_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;N3120;;1;0.25;0
USLD_P;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;NAUT;4;13;10.33;0
USLD_P;2021;840000491;CHI SITE DE PERTUIS;130041916;M1320;0;2;1;0
USLD_P;2021;840000491;CHI SITE DE PERTUIS;130041916;MEDCH;0;3;1.35;0
USLD_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N2210;5;8;8.71;0
USLD_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N2410;;;0.2;1
USLD_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N2460;;1;0.25;0
USLD_P;2021;840000491;CHI SITE DE PERTUIS;130041916;N2510;19;5;20.41;0
USLD_P;2021;840000491;CHI SITE DE PERTUIS;130041916;NAUT;9;8;11.7;1
USLD_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;M1320;;2;0.79;0
USLD_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;MEDCH;;2;0.79;0
USLD_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N2210;9;8;14.46;0
USLD_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N2510;30;5;33.82;0
USLD_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;N3120;;1;0.2;0
USLD_P;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;NAUT;14;8;17.95;0
USLD_P;2021;840007579;CENTRE HOSPITALIER DU PAYS D'APT SLD;840000012;MEDCH;1;;1.3;0
USLD_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;MEDCH;;1;0.6;
USLD_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;N2210;6;16;16.59;
USLD_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;N2460;;;0.09;
USLD_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;N2510;32;26;41.32;
USLD_P;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;NAUT;14;18;19.49;
USLD_P;2021;850000209;CHD-SITE DE LUCON;850000019;MEDCH;0;2;0.65;
USLD_P;2021;850000209;CHD-SITE DE LUCON;850000019;N2210;2;6;5.6;
USLD_P;2021;850000209;CHD-SITE DE LUCON;850000019;N2510;11;5;12.28;
USLD_P;2021;850000209;CHD-SITE DE LUCON;850000019;NAUT;14;2;11.54;
USLD_P;2021;850000233;HOPITAL DE ST-GILLES- CROIX- DE- VIE;850009010;MEDCH;;2;0.6;1
USLD_P;2021;850000233;HOPITAL DE ST-GILLES- CROIX- DE- VIE;850009010;N2210;1;3;3.58;
USLD_P;2021;850000233;HOPITAL DE ST-GILLES- CROIX- DE- VIE;850009010;N2410;;;1;
USLD_P;2021;850000233;HOPITAL DE ST-GILLES- CROIX- DE- VIE;850009010;N2510;;12;10.92;
USLD_P;2021;850000233;HOPITAL DE ST-GILLES- CROIX- DE- VIE;850009010;NAUT;;11;10.53;
USLD_P;2021;850000647;CH DES COLLINES VENDEENNES;850025867;MEDCH;1;;0.25;0
USLD_P;2021;850000647;CH DES COLLINES VENDEENNES;850025867;N2210;9;4;8.33;0
USLD_P;2021;850000647;CH DES COLLINES VENDEENNES;850025867;N2410;1;;0.25;0
USLD_P;2021;850000647;CH DES COLLINES VENDEENNES;850025867;N2460;;1;0.1;0
USLD_P;2021;850000647;CH DES COLLINES VENDEENNES;850025867;N2510;26;7;21.21;0
USLD_P;2021;850000647;CH DES COLLINES VENDEENNES;850025867;NAUT;20;7;17.14;0
USLD_P;2021;850003377;USLD CH LVO AQUARELLE;850009010;MEDCH;;2;0.38;1
USLD_P;2021;850003377;USLD CH LVO AQUARELLE;850009010;N2210;2;5;4.66;1
USLD_P;2021;850003377;USLD CH LVO AQUARELLE;850009010;N2510;1;15;15.1;1
USLD_P;2021;850003377;USLD CH LVO AQUARELLE;850009010;NAUT;1;12;7.74;1
USLD_P;2021;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;M1320;0;0;0;1
USLD_P;2021;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;MEDCH;1;1;1;1
USLD_P;2021;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;N2210;17;1;12.58;1
USLD_P;2021;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;N2410;0;0;0;1
USLD_P;2021;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;N2460;0;0;0;1
USLD_P;2021;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;N2510;35;15;25.21;1
USLD_P;2021;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;N3120;0;1;0.25;1
USLD_P;2021;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;NAUT;35;9;21.34;1
USLD_P;2021;850021866;USLD CHS GEORGES MAZURELLE;850000092;N2210;4;0;4.19;0
USLD_P;2021;850021866;USLD CHS GEORGES MAZURELLE;850000092;N2510;12;4;16.45;0
USLD_P;2021;850021866;USLD CHS GEORGES MAZURELLE;850000092;N3120;1;0;0.5;0
USLD_P;2021;850021866;USLD CHS GEORGES MAZURELLE;850000092;NAUT;5;4;5.43;0
USLD_P;2021;850022013;SSR HOPITAL NOIRMOUTIER;850000100;M1320;;1;0.25;0
USLD_P;2021;850022013;SSR HOPITAL NOIRMOUTIER;850000100;MEDCH;;2;0.3;0
USLD_P;2021;850022013;SSR HOPITAL NOIRMOUTIER;850000100;N2210;3;2;3.6;0
