BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2021;780300406;HOPITAL PRIVE DE PARLY II;780018032;USIC;12;3332;1323;;;3141;;;;4;;4;;1;0.6;7;3;9.4;3;;3.4;;;;;;
REA;2021;780300414;CH PRIVE DE L EUROPE;780000675;REAADU;8;2668;204;213;5;3223;24;40;45;4;0;4;1;0;1;12;0;12;8;0;8;1;0;1;4;0;4
REA;2021;780300414;CH PRIVE DE L EUROPE;780000675;SITOT;10;3165;437;;;2989;;;;;;;;;;;;;;;;;;;;;
REA;2021;780300414;CH PRIVE DE L EUROPE;780000675;SURVADU;14;5110;439;;;3562;;;;4;0;4;1;0;1;12;0;12;10;0;10;1;0;1;4;0;4
REA;2021;780300414;CH PRIVE DE L EUROPE;780000675;USIC;10;3165;437;;;2989;;;;5;0;5;1;0;1;6;0;6;4;0;4;1;0;1;4;0;4
REA;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;REAADU;11;4015;254;260;5;4090;22;48;34;4;0;4;2;;1.3;16;6;19.3;8;3;9.6;0;0;0;0;0;0
REA;2021;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;SURVADU;15;5475;432;;;3669;;;;4;0;4;2;;0.7;6;2;7.2;6;2;7.2;0;0;0;0;0;0
REA;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;AUTSI;15;5475;401;;;5901;;;;;;;;;;12;;12;14;2;12;;;;;;
REA;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;REAADU;16;5840;858;911;54;6472;5;42;93;11;2;12;2;1;2.25;44;9;49.61;25;7;31;;;;2;1;1.72
REA;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SITOT;33;11157;1978;;;11950;;;;;;;;;;;;;;;;;;;;;
REA;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SIUNV;6;2190;665;;;3394;;;;2;1;2.5;1;;1;11;1;12.06;12;1;11.82;;;;3;2;4.08
REA;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SURVADU;12;4380;1686;;;7900;;;;;;;;;;;;;;;;;;;;;
REA;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;SURVENF;4;1460;1207;;;3405;;;;0;;;;;;;;;;;;;;;;;
REA;2021;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;USIC;12;3492;912;;;2655;;;;2;;2;1;;1;14;1;15.47;7;;7.01;;;;;;
REA;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;REAADU;10;3650;816;835;271;4362;5;24;153;4;2;4.88;;1;0.75;23;6;28.49;14;4;17.05;;1;0.3;3;1;3.39
REA;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;SITOT;18;6570;1652;;;5389;;;;;;;;;;;;;;;;;;;;;
REA;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;SIUNV;4;1460;555;;;1357;;;;4;1;4.1;1;;1;7;3;6.83;6;3;6.39;;;;;4;1.09
REA;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;SURVADU;5;1825;130;;;576;;;;;;;;1;0.25;3;;3;4;;4;;;;1;;1
REA;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;USIC;14;5110;1097;;;4032;;;;10;2;9.65;;1;0.6;12;3;14.83;11;2;11.85;;1;0.15;;1;0.25
REA;2021;790009948;POLYCLINIQUE D'INKERMANN;790001242;SURVADU;8;2920;561;;;1411;;;;;6;1;;;;5;1;5.6;2;1;2.2;;;;;;
REA;2021;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;SURVADU;6;2190;277;;;1556;;;;;;1.16;1;;1;11;1;11.57;8;;6.57;;;;2;1;2.34
REA;2021;800000143;CH ABBEVILLE;800000028;REAADU;6;2190;325;354;16;2224;5;34;29;5;;5.49;;1;0.5;18;5;18.6;13;;13.15;;1;0.16;2;;2.02
REA;2021;800000143;CH ABBEVILLE;800000028;SITOT;7;2555;554;;;1649;;;;;;;;;;;;;;;;;;;;;
REA;2021;800000143;CH ABBEVILLE;800000028;USIC;7;2555;554;;;1649;;;;1;;1.21;;1;0.45;8;2;9.32;9;1;9.8;;;;;;
REA;2021;800000226;CH DOULLENS;800000069;SURVADU;6;2190;206;;;1679;;;;;7;1.33;;1;0.1;5;2;6.3;6;1;6.4;;;;;1;0.37
REA;2021;800000432;CH PÉRONNE;800000093;SURVADU;4;1460;102;;;738;;;;1;;0.35;;1;0.3;4;1;4.5;2;0;2;;1;0.02;;1;0.25
REA;2021;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;REAADU;0;;20;20;1;76;65;30;0;2;;2;;;;;;;;;;;;;;;
REA;2021;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;SURVADU;6;2046;367;;;1461;;;;2;;2;0;;;5;0;5;3;0;3;0;;;;;
REA;2021;800006124;CHU AMIENS SUD;800000044;AUTSI;34;12410;973;;;11544;;;;;23;5.04;;1;0.47;11;12;13.86;4;10;7.4;;;;1;1;1
REA;2021;800006124;CHU AMIENS SUD;800000044;REAADU;52;21691;2629;2864;133;21884;31;45;162;17;24;25.34;10;;4.52;141;14;138.43;80;5;73;;;;11;12;7.87
REA;2021;800006124;CHU AMIENS SUD;800000044;REAENF;8;2920;212;223;19;1098;43;;;;7;1.59;;4;1.97;4;4;5.88;2;;2;;;;;2;0.41
REA;2021;800006124;CHU AMIENS SUD;800000044;SITOT;57;20453;3485;;;18624;;;;;;;;;;;;;;;;;;;;;
REA;2021;800006124;CHU AMIENS SUD;800000044;SIUNV;9;3243;975;;;2734;;;;;6;1.51;;1;0.5;6;2;8.23;11;;9.79;;;;;1;0.5
REA;2021;800006124;CHU AMIENS SUD;800000044;SURVADU;30;9635;1698;;;6064;;;;;10;1.58;1;;2.43;35;4;37.19;25;2;26.25;;;;2;1;1.04
REA;2021;800006124;CHU AMIENS SUD;800000044;SURVENF;8;2668;637;;;1798;;;;;11;1.3;3;1;3.85;7;3;8.3;6;;5.05;;;;;1;0.1
REA;2021;800006124;CHU AMIENS SUD;800000044;USIC;14;4800;1537;;;4346;;;;;7;3.36;1;;0.75;18;7;18.26;19;7;18.58;;;;2;1;2.07
REA;2021;800009466;POLYCLINIQUE DE PICARDIE;800002982;SURVADU;17;6205;810;;;4036;;;;1;;1;;;;;;;;;;;;;;;
REA;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;AUTSI;15;5475;1009;;;3422;;;;39;47;5;;;;10;;10.08;1;;1.42;;;;1;;0.88
REA;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;REAADU;1;360;16;16;0;244;69;38;3;39;47;5;;;;6;;4.81;1;;0.7;1;;0.8;1;;0.61
REA;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;SITOT;15;5475;1009;;;3422;;;;;;;;;;;;;;;;;;;;;
REA;2021;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;SURVADU;13;4745;405;;;1971;;;;39;47;48;;;;10;;11;8;;10.19;;;;;3;1.81
REA;2021;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;SITOT;10;3650;721;;;2651;;;;;;;;;;;;;;;;;;;;;
REA;2021;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;SURVADU;16;5840;1018;;;3952;;;;;19;;;;;7;1;7.22;3;1;3.44;;;;2;1;2.03
REA;2021;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;USIC;10;3650;721;;;2651;;;;;19;;;;;6;1;6.11;2;1;2.14;;;;1;1;1.73
REA;2021;810000224;CL CLAUDE BERNARD;810000471;AUTSI;4;1460;654;;;1954;;;;4;;4;;;;;;;;;;;;;;;
REA;2021;810000224;CL CLAUDE BERNARD;810000471;REAADU;8;2920;345;359;30;2506;6;46;87;6;2;7;1;;0.5;12;7;17.42;11;2;13;;;;;;
REA;2021;810000224;CL CLAUDE BERNARD;810000471;SITOT;15;5475;1923;;;5564;;;;;;;;;;;;;;;;;;;;;
REA;2021;810000224;CL CLAUDE BERNARD;810000471;SIUNV;4;1460;277;;;1382;;;;4;;4;1;;0.33;4;;3.95;4;;4;;;;;;
REA;2021;810000224;CL CLAUDE BERNARD;810000471;SURVADU;18;6570;980;;;4947;;;;30;4;32;1;;0.5;9;;9.1;10;;9.5;;;;;;
REA;2021;810000224;CL CLAUDE BERNARD;810000471;USIC;7;2555;992;;;2228;;;;7;1;7.5;1;;0.25;7;;6.25;3;2;4.33;;;;;;
REA;2021;810000505;CH ALBI;810000331;AUTSI;4;736;24;;;131;;;;0;;;;;;;;;;;;;;;;;
REA;2021;810000505;CH ALBI;810000331;REAADU;8;2920;317;322;11;2639;3;36;40;6;1;4.58;;1;0.18;26;;25.36;15;1;15.77;;1;0.4;1;1;1.13
REA;2021;810000505;CH ALBI;810000331;SITOT;16;5116;918;;;3286;;;;;;;;;;;;;;;;;;;;;
REA;2021;810000505;CH ALBI;810000331;SIUNV;6;2190;422;;;1520;;;;;;;;2;0.64;3;2;3.7;2;;2;;;;;1;0.06
REA;2021;810000505;CH ALBI;810000331;SURVADU;4;1460;147;;;367;;;;1;1;0.59;;;;;;0.49;;;;;;;;1;0.37
REA;2021;810000505;CH ALBI;810000331;USIC;6;2190;472;;;1635;;;;;;;;1;0.21;8;4;11.13;5;1;5.98;;;;1;1;1.71
REA;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;AUTSI;1;365;70;;;590;;;;0;;0;;;;;;;;;;;;;;;
REA;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;REAADU;8;2793;401;406;42;2712;7;40;82;3;2;2.98;1;1;0.7;23;16;21.43;16;9;12.12;2;7;0.23;4;;1.05
REA;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;SITOT;13;4745;835;;;2328;;;;;;;;;;;;;;;;;;;;;
REA;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;SIUNV;4;1460;237;;;523;;;;4;1;0.82;;1;0.2;20;13;6.4;16;9;5.55;;;;5;1;1.25
REA;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;SURVADU;5;2095;337;;;951;;;;3;2;1.98;;1;0.2;22;16;8.58;16;9;5.72;2;7;0.23;3;;0.97
REA;2021;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;USIC;8;2920;528;;;1215;;;;5;2;1.67;1;;0.5;7;1;7.12;7;3;8.52;;;;;;
REA;2021;810000562;CH LAVAUR;810000455;SURVADU;4;1460;263;;;1121;;;;;2;2.1;1;;0.4;6;;5.94;12;;12.17;;;;;;
REA;2021;810101170;CL TOULOUSE LAUTREC;810101162;SURVADU;6;2190;416;;;1656;;;;;;;1;2;1.93;6;1;5.69;10;1;10.86;;;;;;
REA;2021;810101444;POLYCL DU SIDOBRE;810000992;SURVADU;6;2190;390;;;2008;;;;;;;;1;0.8;6;;6.5;6;;6.6;;;;;;
REA;2021;820000032;CH MONTAUBAN;820000016;REAADU;10;3968;337;342;9;3795;23;44;66;;6;4.89;3;;1.05;29;1;29.35;22;2;20.85;2;;0.63;3;;1.18
REA;2021;820000032;CH MONTAUBAN;820000016;SITOT;12;4380;1112;;;4140;;;;;;;;;;;;;;;;;;;;;
REA;2021;820000032;CH MONTAUBAN;820000016;SIUNV;6;2190;743;;;3009;;;;;4;0.38;;;0.28;13;1;11.85;10;1;9.85;1;1;0.8;5;1;0.52
REA;2021;820000032;CH MONTAUBAN;820000016;SURVADU;5;1825;167;;;610;;;;;6;1.14;;;;3;;3;3;;3.01;;;;;;
REA;2021;820000032;CH MONTAUBAN;820000016;USIC;6;2190;369;;;1131;;;;;1;0.2;;;0.5;6;;4.25;5;1;4.03;;;;3;1;0.38
REA;2021;820000057;CL DU PONT DE CHAUME;820000131;REAADU;8;2920;240;250;38;2672;11;37;40;;7;3.5;;1;0.5;14;3;18.74;11;2;15.87;;;;3;1;2.38
REA;2021;820000057;CL DU PONT DE CHAUME;820000131;SITOT;8;2920;1216;;;2477;;;;;;;;;;;;;;;;;;;;;
REA;2021;820000057;CL DU PONT DE CHAUME;820000131;SURVADU;12;4380;569;;;3508;;;;;7;3.5;;1;0.5;8;2;9.65;5;1;8.17;;;;2;0;1.23
REA;2021;820000057;CL DU PONT DE CHAUME;820000131;USIC;8;2920;1216;;;2477;;;;10;;10;;1;0.5;8;0;8.04;7;2;8.57;;;;;;
REA;2021;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;SURVADU;6;2190;338;;;1745;;;;13;3;4.79;0;1;0.5;14;5;17.15;2;4;5.56;;;;2;2;3.24
REA;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;REAADU;14;5110;450;459;13;4307;23;32;56;7;;7.82;1;;1;29;3;26;20;2;20.98;;;0.55;4;2;4.66
REA;2021;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;SURVADU;1;365;16;;;104;;;;;1;0.01;;;;;;;;;;;;;;;
REA;2021;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;SURVADU;10;2563;443;;;2201;;;;3;3;5.03;13;7;16.6;;;;9;;8.45;;;;3;4;4.34
REA;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;AUTSI;4;1336;108;;;846;;;;4;;0.52;;;;;;;;;;;;;;;
REA;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;REAADU;8;2920;547;555;28;4229;14;39;72;3;5;3.61;2;;1.85;24;0;23.46;10;2;11.26;;;;4;2;4.47
REA;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;SITOT;10;3194;819;;;3018;;;;;;;;;;;;;;;;;;;;;
REA;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;SURVADU;8;2920;220;;;755;;;;3;4;2.2;;;;13;2;8.11;6;4;6.1;;;;;4;1.05
REA;2021;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;USIC;6;1858;711;;;2172;;;;3;1;1.03;;1;0.6;;12;6.53;;6;3.89;;;;2;2;2.98
REA;2021;830000345;CHITS CH SAINTE MUSSE;830100616;REAADU;20;8862;1112;1149;42;8160;28;39;103;;;;1;5;3.26;45;31;58.61;22;36;39.38;;;;9;6;13.34
REA;2021;830000345;CHITS CH SAINTE MUSSE;830100616;SITOT;16;5507;1750;;;4296;;;;;;;;;;;;;;;;;;;;;
REA;2021;830000345;CHITS CH SAINTE MUSSE;830100616;SIUNV;4;1460;423;;;960;;;;;;;;;;;21;6.33;;16;2.71;;;;;8;1.16
REA;2021;830000345;CHITS CH SAINTE MUSSE;830100616;SURVADU;8;1632;421;;;1367;;;;;;;;;;3;;3;7;;7;;;;1;;1
REA;2021;830000345;CHITS CH SAINTE MUSSE;830100616;SURVENF;8;1604;463;;;1163;;;;;;;2;5;5.62;1;;1;4;2;5.7;;;;;3;0.28
REA;2021;830000345;CHITS CH SAINTE MUSSE;830100616;USIC;12;4047;1327;;;3336;;;;;;;1;1;1.25;9;13;15.13;7;2;8;;;;2;3;2.78
REA;2021;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;830000022;SURVADU;15;5475;1000;;;5662;;;;8;;8;;;;7;;5.12;5;;5.09;;2;1;2;;2.07
REA;2021;830100251;CLINIQUE DU CAP D'OR;830000063;SURVADU;7;2555;276;;;448;;;;;28;6;;;;5;;5;;;;;;;;;
REA;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;REAADU;12;4380;452;470;10;4734;49;39;108;;12;5;1;;1;18;3;25.12;9;2;10.32;;;;2;;2
REA;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;SITOT;8;2920;855;;;2415;;;;;;;;;;;;;;;;;;;;;
REA;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;SURVADU;16;5840;507;;;3675;;;;;12;3;1;;1;13;1;17.59;7;1;7.74;;;;2;;2
REA;2021;830100319;POLYCLINIQUE LES FLEURS;830020855;USIC;8;2920;855;;;2415;;;;;9;5;;1;0.5;6;1;6.84;7;;7.17;;;;;2;1.4
REA;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;SURVADU;10;3650;1523;;;6849;;;;;;;5;1;6;;;;2;;2;;;;;;
REA;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;REAADU;6;2190;209;213;2;1561;71;34;69;5;;5;;;;8;;8;4;;4;;4;0.5;2;;2
REA;2021;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830000196;SURVADU;17;6205;1268;;;5586;;;;8;;8;1;;1;12;;9.53;9;1;9.9;;4;2;3;;2.13
REA;2021;830100459;CLINIQUE SAINT MICHEL;830000212;SURVADU;6;2196;395;;;1367;;;;16;6;19;;;;5;;5;;;;;;;;;
REA;2021;830100574;HIA SAINTE ANNE;750821092;REAADU;10;3650;693;760;98;4468;14;45;59;8;;4;1;;0.9;37;;37;9;;9;1;;0.1;5;;2.1
REA;2021;830100574;HIA SAINTE ANNE;750821092;SITOT;10;3650;718;;;2592;;;;;;;;;;;;;;;;;;;;;
REA;2021;830100574;HIA SAINTE ANNE;750821092;SIUNV;2;730;59;;;71;;;;;;;;;;;;;;;;;;;;;
REA;2021;830100574;HIA SAINTE ANNE;750821092;SURVADU;10;3650;506;;;2310;;;;8;;4;1;;1;15;;15;15;;15;;;;2;;2
REA;2021;830100574;HIA SAINTE ANNE;750821092;USIC;8;2920;659;;;2521;;;;6;;5.69;1;;1;15;;13.8;11;;10.76;;;;;;
REA;2021;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;SURVADU;4;1460;3;;;8;;;;;4;0.5;;;;;3;3;;;;;;;;;
REA;2021;840000285;POLYCLINIQUE URBAIN V;840000608;SURVADU;5;1825;161;;;602;;;;;6;0.3;;;;2;1;2.5;2;1;3;;;;;;
REA;2021;840000327;CENTRE CHIRURGICAL MONTAGARD;840000640;SURVADU;3;1095;15;;;19;;;;;2;0.1;;;;;;;;;;;;;;;
REA;2021;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;SURVADU;6;2190;1170;;;2969;;;;1;;1;;;;6;;6.08;4;;4.03;;;;;;
REA;2021;840000400;SYNERGIA LUBERON;840000673;SURVADU;10;3650;400;;;662;;;;1;;1;;1;0.2;4;1;4.7;;2;1;;;;;;
REA;2021;840000418;CHI DE CAVAILLON LAURIS;840004659;SURVADU;4;1460;571;;;593;;;;;10;2.53;;1;0.3;;25;5.8;;13;4.3;;;;;3;0.97
REA;2021;840000483;CH LOUIS GIORGI D'ORANGE;840000087;SURVADU;8;2920;721;;;2406;;;;;3;3.75;;2;0.79;9;1;8.24;5;2;6.17;;;;;;0.18
REA;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;AUTSI;6;2190;38;;;784;;;;4;1;2.71;;1;0.04;;18;1.99;;6;0.72;;;;;21;2.61
REA;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;REAADU;20;7786;861;909;41;6871;3;36;56;;14;8.28;;2;2.56;;56;51.23;;37;37.21;;;;;38;11.05
REA;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;SITOT;22;8030;2361;;;5324;;;;;;;;;;;;;;;;;;;;;
REA;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;SIUNV;4;1460;637;;;1289;;;;;5;0.86;;1;0.1;;18;2.34;;18;2.16;;;;;20;1.07
REA;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;SURVADU;21;7665;2333;;;9311;;;;;6;2.89;;7;1.52;;135;23.54;;97;15.02;;;;;65;6.47
REA;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;SURVENF;4;1460;1603;;;3628;;;;;3;0.39;;32;7.69;;6;2.25;;25;7.98;;;;;15;4.81
REA;2021;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;USIC;12;4380;1686;;;3251;;;;;1;0.63;;2;1.01;;33;14.58;;25;11.41;;;;;24;3.41
REA;2021;840013312;CLINIQUE RHONE DURANCE;840003685;SITOT;8;2920;1036;;;2459;;;;;;;;;;;;;;;;;;;;;
REA;2021;840013312;CLINIQUE RHONE DURANCE;840003685;SURVADU;16;5840;2142;;;7409;;;;18;;18;;;;6;;8;4;;4;;;;;;
REA;2021;840013312;CLINIQUE RHONE DURANCE;840003685;USIC;8;2920;1036;;;2459;;;;;;;;;;6;;8;4;;4;;;;;;
REA;2021;840017172;SYNERGIA VENTOUX;840017164;SURVADU;10;3650;357;;;1493;;;;;2;0.5;;1;0.5;3;10;4.75;1;7;4.75;;;;0;6;2.4
REA;2021;850000118;CLINIQUE SAINT CHARLES;850013244;SURVADU;8;2920;520;;;1143;;;;2;5;4.5;1;;0.3;5;3;7.9;3;2;4.24;;;;;;
REA;2021;850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;850013269;SURVADU;8;2920;373;;;1946;;;;1;4;3;;2;1;7;;7;7;;7;;6;1;;;
REA;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;REAADU;20;7300;1045;1065;71;7113;14;39;44;1;14;9.32;1;1;1.47;6;79;55.3;3;51;28.57;;;;;12;5.85
REA;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;SITOT;26;8750;1992;;;7713;;;;;;;;;;;;;;;;;;;;;
REA;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;SIUNV;6;2190;402;;;2066;;;;;6;0.82;;;0.3;;27;7.12;;23;6.25;;;;;3;0.6
REA;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;SURVADU;28;10220;1327;;;7696;;;;;46;4.77;;5;0.99;;198;29.88;;129;30.76;;;0.08;;56;6.62
REA;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;SURVENF;4;1460;524;;;1650;;;;0;12;0.3;;15;2.8;;25;4.8;;33;5.5;;;;;9;1.1
REA;2021;850000142;CHD SITE LA ROCHE SUR YON;850000019;USIC;20;6560;1590;;;5647;;;;;12;3.19;;2;0.5;;73;19.95;;51;14.23;;;;;12;1.9
REA;2021;850000175;CH LVO - SITE DE CHALLANS;850009010;SURVADU;10;3650;512;;;2578;;;;;;;;;0.06;8;4;12.36;4;2;5.72;;;;;;0.06
REA;2021;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;SURVADU;6;1799;302;;;1263;;;;3;4;0.83;0;1;0.08;18;4;6.2;8;3;3.46;0;0;0;8;0;0.82
REA;2021;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;SURVADU;10;3514;529;;;1916;;;;1;0;1;0;0;0;9;2;9.94;2;4;5.71;0;0;0;0;0;0
REA;2021;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;SURVADU;8;2920;410;;;1676;;;;2;8;4.72;4;10;10.63;;;;4;0;2.97;;;;2;2;2.85
REA;2021;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;SURVADU;3;1095;355;;;1003;;;;;3;0.88;1;;0.2;8;1;3.64;4;;3.7;;;;1;;0.1
REA;2021;860000223;CHU LA MILETRIE;860014208;AUTSI;33;12045;1100;;;14058;;;;;14;3.84;2;0;2.74;37;12;39.15;38;7;8.39;0;0;0;4;3;3.21
REA;2021;860000223;CHU LA MILETRIE;860014208;REAADU;53;19345;2191;2366;102;17761;28;35;108;7;13;12.72;3;0;3;81;9;83.82;64;14;58.71;4;0;4;14;3;13.29
REA;2021;860000223;CHU LA MILETRIE;860014208;REAENF;3;1095;253;260;18;1210;41;;;;11;9.97;7;4;1.93;29;15;6.22;6;2;4.13;0;1;0.3;0;0;0
REA;2021;860000223;CHU LA MILETRIE;860014208;SITOT;57;20805;3164;;;20889;;;;;;;;;;;;;;;;;;;;;
REA;2021;860000223;CHU LA MILETRIE;860014208;SIUNV;8;2920;816;;;2807;;;;;3;1;1;0;0.37;33;6;8.18;38;7;8.39;0;2;0.4;10;3;0.15
REA;2021;860000223;CHU LA MILETRIE;860014208;SURVADU;29;8437;2150;;;7501;;;;;11;1.75;1;0;1;22;4;20.51;16;8;16.97;0;2;1;1;1;0.67
REA;2021;860000223;CHU LA MILETRIE;860014208;SURVENF;5;1825;308;;;1160;;;;;10;2.18;1;0;1.01;4;2;3.75;4;1;2.75;0;1;0.25;1;0;0.5
REA;2021;860000223;CHU LA MILETRIE;860014208;USIC;16;5840;1248;;;4024;;;;;3;0.58;1;0;0.96;22;5;25.27;19;1;17.92;0;1;0.25;1;0;1.11
REA;2021;860010321;POLYCLINIQUE DE POITIERS;860010313;SURVADU;10;3650;717;;;2488;;;;;;;;;;9;;9;4;2;5.66;;;;;;
REA;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;AUTSI;30;10950;1060;;;9100;;;;10;0;2.9;1;;1;32;13;46.64;22;8;32.5;1;;0.7;8;;5.98
REA;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;REAADU;38;16117;1335;1457;45;12721;13;34;32;13;0;6.98;;1;1.39;73;20;85.4;43;10;50.87;2;1;2.66;2;;5.06
REA;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;SITOT;54;19710;2884;;;17797;;;;;;;;;;;;;;;;;;;;;
REA;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;SIUNV;8;2920;607;;;2928;;;;3;0;1.3;;;;12;;12.93;8;;7.83;;;0.4;;3;1.44
REA;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;SURVADU;107;33385;5372;;;40312;;;;22;0;3.03;1;;1.1;32;11;43.92;26;5;31.85;1;;0.7;1;;1.37
REA;2021;870000064;C H U DUPUYTREN LIMOGES;870000015;USIC;16;5840;1217;;;5769;;;;5;0;0.95;;;;21;3;21.78;15;3;17.63;;;0.4;;1;0.75
REA;2021;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;SURVADU;14;5110;843;;;3893;;;;5;2;2;;1;0.2;12;2;6.16;9;7;6.16;;;;3;1;0.91
REA;2021;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;SURVADU;6;2190;488;;;2639;;;;1;;1;1;;0.5;5;1;5.86;4;;4;;;;1;;1
REA;2021;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;SURVADU;20;7320;1383;;;5169;;;;7;;7;2;;2;16;2;17.75;12;2;15.09;;;;;;
REA;2021;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;870017415;SURVADU;6;2190;324;;;565;;;;;;;;;;4;3;6.44;2;1;2.85;;;;;;
REA;2021;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;REAENF;2;730;143;148;8;614;17;;;12;0;2.08;1;1;2.1;1;;1;;1;0.96;;;;;1;0.95
REA;2021;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;SURVADU;2;730;122;;;430;;;;5;0;0.24;;;;2;;2;2;;2.92;;;;;;
REA;2021;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;SURVENF;4;1460;484;;;1663;;;;4;0;0.32;1;2;2.3;1;2;2.73;1;;1;;;;;;
REA;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;REAADU;8;3306;366;371;9;3633;28;45;33;4;4;5.95;;1;0.6;;33;23.29;10;4;12.87;;;;;6;5.25
