BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;1;8;0;0;239;0;;;;;;;1;10;;;731;;222;488;741;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;2;;;2;;;2;2;2.4;;;2.64;;;0.61;2.25
PALIA;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;0;;;;;0;;;;;;;1;311;8;0;148;;25;118;165;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;1;;1;1;;1;1;0.5;0.5;;0.8;0.8;;0.8;0.2
PALIA;2021;330780750;CSSR LES LAURIERS;330056540;1;8;8;;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;1;3;;;70;0;;;;;;;1;1178;0;0;0;;;;1019;1;135;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0
PALIA;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;11;0;0;382;1;1;11;291;;;15;0;;;;;;;;;;;;8;;1;7;;7;1;5;4;;0;9;;14;0;5;8.94;;1;12.14;;11.17;1;4;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;6;;2;61;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0
PALIA;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;1;6;;;130;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340000025;INSTITUT ST PIERRE;340022722;1;3;;;5;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340000033;CH BEZIERS;340780055;1;8;3;;67;0;;;;;;;1;2035;20;1;186;128;30;28;594;12;141;65;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;1;;1;1;;;1;1;1;;1;2;1;;0.5;2.55;2;;1.4;1.77
PALIA;2021;340000173;CH PEZENAS;340780451;1;3;;;83;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340000207;ICM;340780493;1;16;0;0;233;0;;;;;;;1;3405;0;0;0;;;;674;;216;50;;;;;;;;;;;;;;;;;;;;;;;;;0;;;2;;;;0;5;5;2;2;;;1;4;2.57;2.57;0.36;3.5;;;0.74;2.32
PALIA;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;6;1;;126;0;;;;;;;1;4322;11;2;1722;36;710;976;593;;167;169;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;2;2;0;1;2;1;1;0;0;0;0;1;0;1.63;1.63;0;2;2;0;1.5;2
PALIA;2021;340000231;CH POLE DE SANTE DE LUNEL;340780535;1;3;0;;117;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340000249;CH CLERMONT L'HERAULT;340780543;1;3;;;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;1;9;6;0;153;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340009018;CL DU PIC ST LOUP;340008978;1;3;3;;907;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340009885;POLYCL CHAMPEAU;340009877;1;8;0;0;63;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340015965;POLYCL ST PRIVAT;340000074;1;3;;;425;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340780444;CH BEDARIEUX;340009893;1;3;0;0;63;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340780667;CL DU PARC;340000280;1;6;0;0;154;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340780675;CL CLEMENTVILLE;340000298;1;13;;;193;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340780816;CL MUTUALISTE JEAN LEON;340023209;1;5;5;0;55;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;340781608;CL DU MAS DE ROCHET;340015171;0;;;;;1;1;12;121;;;9;1;330;67;17;416;64;373;0;154;0;0;52;;;1;4;;6;1;3;;;;25;;8;;1;0.74;;0.25;6.3;;6;0.14;1.4;2;;1;1;;;1;2;;;;2;;;;;0.19;;0.25;1.7;;;0.86;1
PALIA;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;3;;;43;1;1;6;145;;;12;1;1916;33;6;29;;29;;661;;131;624;1;;;6;;7;;;1;;1;3;;1;1;5;1.5;;0.5;8.4;;7.8;0.4;2;2;;;3;;;1;;;;1;1;;;;3;2.34;;0.5;3.8;;;1;1.8
PALIA;2021;340798552;CENTRE CONVALESCENCE LE PECH DU SOLEIL;340798545;1;3;3;0;117;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;0;;;;;1;1;10;124;;;;0;;;;;;;;;;;;1;;;6;;6;;;;;1;1;;3;1;2;1;;0.5;6.71;;7.9;0.5;1.5;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350000071;HOPITAL ARTHUR GARDINER;920028560;1;5;5;;30;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350000121;CHP SAINT GREGOIRE;350000303;1;8;;;284;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;0;;;;;1;1;13;221;;;62;1;874;29;4;718;15;56;647;465;;3;12;;;;10;;;;1;4;;;6;;11;;2;1.45;;0.2;13.02;;9.18;;2.05;;;;1;;;1;;4;;;;;;;2;1.05;;;1.03;;;1;0.88
PALIA;2021;350000154;C.H FOUGERES;350000030;0;;;;;1;1;8;137;0;0;0;1;262;22;4;572;150;110;312;314;0;130;0;;;0;0;0;0;0;0;2;2;1;9;1;10;1;6;1.3;1.3;0.28;3.25;0.35;2.75;0.71;1.34;;;;;;;;;1;1;0;3;3;0;1;1;0.8;0.8;0;2.49;2.49;0;0.56;0.47
PALIA;2021;350000162;CHIRC SITE REDON;350000048;1;5;0;0;76;0;;;;;;;1;1314;17;1;1148;88;630;430;362;0;41;23;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;1;;;2;2;;;1;1.7;1;;1.64;1.59;;1.31;0.84
PALIA;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;1;3;;;61;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;1;5;0;0;96;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;1;4;;;63;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350000436;CENTRE HOSPITALIER MONTFORT-SUR-MEU;350002317;1;4;0;0;49;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;1;2;;;36;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;10;;;81;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;0;;;;;1;1;8;145;;;;0;;;;;;;;;;;;1;0;1;13;1;18;0;2;2;2;0;12;1;7;3;4;0.9;0.8;0.3;7.24;1.8;8.27;0.5;1.6;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350005021;POLE GERIATRIQUE RENNAIS;440042844;0;;;;;1;1;6;92;;;;1;154;45;5;763;300;81;382;340;0;23;1;;;;4;;4;;;;;;4;;4;;;;;;6;;6.25;;;1;1;;1;;;;;;;;;;;1;;1;1;;1;;;0.7;
PALIA;2021;350005146;HOPITAL PRIVE SEVIGNE;350000733;1;4;;;45;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;0;;;;;1;1;16;279;;;;1;1591;27;14;450;105;72;273;821;0;365;41;3;;1;11;;11;;4;;;;2;;3;2;2;2.37;;1;13.26;;12.57;0.68;4.27;3;;;1;;;1;1;1;;1;3;;;;;3.3;;0.5;3.22;;;0.31;0.1
PALIA;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;1;9;4;;121;1;1;8;141;;;;0;;;;;;;;;;;;;;;4;;2;;;2;2;1;4;2;4;1;3;1.6;1.6;0.4;8.36;1.6;6.12;0.5;0.5;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;1;4;;;28;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;360000137;CH CHATEAUROUX;360000053;1;20;5;0;175;0;;;;;;;1;1140;22;8;334;22;41;99;319;0;16;36;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;1;1;;;;;;;2;1;;1;1;0.6;0.6;;1.93;1.05;;0.5;0.5
PALIA;2021;360000145;CH LA CHATRE;360000061;1;5;;;54;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;360000160;CH DU BLANC;360000053;1;4;2;;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;360000178;CH SAINT CHARLES DE VALENCAY;360000087;1;2;2;;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;360006688;CTRE DEPT GERIATRIQUE LES GRANDS CHENE;360000392;1;3;;;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;1;9;;;137;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;370000531;CH DU CHINONAIS;370000606;1;9;4;;125;0;;;;;;;1;4236;3;1;757;7;4;94;359;;91;28;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;1;1;;;;2;;;;;0.7;0.7;;1.5;;;0.84;0.85
PALIA;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;1;14;0;0;158;0;;;;;;;1;821;33;43;587;48;189;350;898;0;37;14;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;0;1;2;;;0;1;;0;1;1;;;0.5;4.5;;0;1.86;2.09
PALIA;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;1;4;0;0;61;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0
PALIA;2021;370001109;CH DE LUYNES - ET;370002701;0;;;;;1;1;10;180;;;;0;;;;;;;;;;;;1;1;;7;;8;;;2;2;1;4;;2;1;3;2.2;2.2;0.79;9.79;;10.02;0.52;2.24;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;1;6;;;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;18;;;366;0;;;;;;;1;126;;;;;;;100;;;;2;2;1;10;4;14;1;3;1;1;;3;;1;;1;2.53;2.53;0.32;12.84;3.62;9.94;0.42;2.11;2;;;;;;;;1;;;;;;;;0.07;;;;;;;
PALIA;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;5;;;135;0;;;;;;;1;1725;;;9;;;;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;4;;;1;2;1.1;1.1;;2.06;;;0.6;0.72
PALIA;2021;380000042;CH YVES TOURAINE;380780056;1;4;0;0;39;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;380000059;CH DE RIVES;380780072;1;3;3;0;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;380000067;HOPITAL NORD - CHU38;380780080;1;16;0;1;140;1;1;10;164;;;;1;3062;;;;;;;903;;180;277;1;;2;2;;8;;;4;;;10;;1;;7;3.34;;0.89;8.82;;8.76;;3.65;;;;;;;;;3;;;5;;;;4;2.3;;0.21;2.66;;0;1;2.21
PALIA;2021;380000091;CH DE SAINT MARCELLIN;380780171;1;3;0;0;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;1;14;8;0;105;0;;;;;;;1;;21;7;46;13;23;0;477;;50;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;1;;1;1;1.5;1.5;0.5;1.5;0.75;;0.5;0.55
PALIA;2021;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;3;;;156;0;;;;;;;1;1104;27;16;149;32;30;87;415;10;28;52;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;;;;;;;;2.3;;;;;;;
PALIA;2021;380005868;ANNEXE DU CTRE DE SOINS DE VIRIEU;010783009;1;4;4;;43;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;380009928;CENTRE MEDICAL ROCHEPLANE;380804542;1;10;10;;105;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;1;11;0;0;207;0;;;;;;;1;2909;0;0;0;0;0;0;386;21;16;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;1;1;0;1;2;1.1;1.1;0;1;1;0;0.7;1.2
PALIA;2021;380780379;CENTRE DE PNEUMOLOGIE HENRI BAZIRE;380798249;1;5;5;;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;380781138;CENTRE DE SOINS DE VIRIEU;010783009;1;3;3;;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;2;2;1;5;;6;1;;0.09;0.09;0.05;1.2;;1;0.07;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;380781369;LE MAS DES CHAMPS;010783009;1;4;4;;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;3;1;1;5;;6;1;;0.14;0.07;0.05;1.2;;1;0.07;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;380785956;CLINIQUE DES CEDRES;380795211;1;3;0;0;95;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;390000040;CH LONS;390780146;1;3;;;23;0;;;;;;;1;1732;23;11;661;;;68;502;0;29;18;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;1;;;1;;;2;1;1.13;;;1.2;;;0.58;0.5
PALIA;2021;390000057;CH LEON BERARD MOREZ;390780153;1;2;0;0;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;1;2;;;19;0;;;;;;;1;3254;;;3191;;;;502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;0.1;0.1;;;;;;
PALIA;2021;390000081;CHI PAYS REVERMONT SITE ARBOIS;390780179;1;5;;;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;390000222;CH LOUIS PASTEUR DOLE;390780609;1;3;1;0;54;0;;;;;;;1;694;11;2;41;7;24;17;406;0;160;100;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;;1;;;1;1;1;1;;0.8;;;1;0.8
PALIA;2021;400000105;CENTRE HOSPITALIER DAX;400780193;1;5;;;99;1;1;8;197;;;;1;1062;29;5;214;3;21;186;466;;1;50;2;;0;6;0;2;1;0;1;;0;2;0;8;0;1;1.75;;0;7.62;0;7.44;0.97;0.23;;;0;2;0;0;1;0;3;;0;0;0;0;0;1;1.33;;0;2;0;0.33;1;0.69
PALIA;2021;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;1;5;;;114;1;1;10;266;;;;1;1956;25;2;37;4;33;;431;;5;82;2;;0;10;;7;1;0;1;;1;0;;0;0;3;2.33;;0.25;9.67;;6.96;0.95;1.53;;;0;1;;0;0;2;1;;1;1;;0;1;0;0.8;;0.02;1.9;;0;1;0.4
PALIA;2021;400000147;CENTRE HOSPITALIER DE SAINT SEVER;400780268;1;3;;;945;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;400000261;INSTITUT HÉLIO- MARIN LABENNE;400780458;1;4;4;0;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;400008199;HAD MARSAN ADOUR;400008108;0;;;;;0;;;;;;;1;3;;;503;124;;371;157;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;;;;1;2;0.4;0.4;0.1;1;1;;0.5;1.05
PALIA;2021;410000020;CH BLOIS SIMONE VEIL;410000087;1;12;6;;58;1;1;12;119;;;11;1;973;41;19;221;;;;846;;32;49;0;;0;8;;8;1;1;4;;0;2;;4;0;2;1.81;;0;8.93;;10.72;0.8;2.7;2;;1;2;;0;2;0;2;;0;2;;0;1;0;3.05;;0.77;4.43;;0;2.04;0
PALIA;2021;410000038;CH VENDOME - MONTOIRE;410000095;1;9;;;97;0;;;;;;;1;1858;;;;;;;353;;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;2;0;1.8;0.5;1
PALIA;2021;410000046;CH ROMORANTIN-LANTHENAY;410000103;1;6;2;;52;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;0.4;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;410000053;CH SAINT AIGNAN;410000111;1;2;1;0;48;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;410000202;POLYCLINIQUE BLOIS;410000319;1;12;;;204;0;;;;;;;0;;;;;;;;;;;;;;;7;2;6;;;4;1;2;;;1;1;3;0.25;0.1;0.5;7;0.25;6.86;0.2;0.7;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;410000210;CH MONTRICHARD;410000145;1;3;3;0;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;420000010;CH DE ROANNE;420780033;1;5;;;10;0;;;;;;;1;1269;29;3;1295;71;177;1040;598;0;24;;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;2;1;;1;3;1;;;2;1;;;;0.8;;;2.68;1.99;;1;1.99
PALIA;2021;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;1;7;0;0;217;0;;;;;;;1;2657;15;11;1129;242;483;404;693;;81;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;3;3;0;4;;1;2;2;2.4;2.4;0;3.1;;0.19;1.51;1.29
PALIA;2021;420000234;CH DE FIRMINY;420780652;1;5;;;91;0;;;;;;;1;1166;20;3;113;;113;;171;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;;;;;;;;;1;1;0.9;0.9;;0.97;0.97;;0.5;0.46
PALIA;2021;420000242;CH GEORGES CLAUDINON;420780660;1;8;8;0;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;420009599;CH DU GIER - SITE PINAY GERIATRIE;420002495;1;3;0;0;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;420010241;INSTITUT CANCEROLOGIE LUCIEN NEUWIRTH;420013492;1;6;;;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;1;5;0;0;144;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;420780546;USLD SAINTE ELISABETH;420000168;1;4;;;12;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;420780637;CH DU GIER - MCO;420002495;0;;;;;0;;;;;;;1;1645;7;0;495;;48;30;257;0;260;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;1;;0.8;;;0.96;;;0.7;0.5
PALIA;2021;420782096;CENTRE MEDICAL MFL SSAM DES 7 COLLINES;420787061;1;4;4;;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;1;3;;;95;0;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;0;0;0;0;;;0;0;0;0;0;0;;;0;0;0;0;0;0;;;0;0;0;0;0;0;;;0;0;0;0;0;0
PALIA;2021;420785354;HOPITAL NORD - CHU42;420784878;1;9;0;0;119;1;1;12;337;;;;1;1005;37;11;722;47;163;23;1249;0;88;197;1;;1;12;0;16;0;1;0;;0;2;0;0;1;1;0.8;;0.5;11.17;0;10.39;0.32;0.7;2;;1;2;0;0;0;2;0;;0;0;0;0;1;0;2;;0.5;1.75;0;0;0.5;0.5
PALIA;2021;430000117;CH EMILE ROUX LE PUY;430000018;1;4;0;0;39;1;1;8;217;0;0;0;1;2233;22;11;30;7;19;4;318;1;109;19;0;0;0;7;0;6;0;0;2;2;2;2;0;1;0;0;0.95;0.95;0.26;9.91;0;6.09;0.36;0.06;0;0;0;1;0;0;0;0;2;2;1;1;1;0;1;2;0.49;0.49;0.1;1.8;0.8;0;0.38;0.96
PALIA;2021;430000190;CH DE BRIOUDE;430000034;1;3;0;0;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
