BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2021;890000318;ETAB SOINS DE SUITE LE PETIT PIEN;920030269;SSR_A50;1;60;;;;29161;;0;
SSR;2021;890000318;ETAB SOINS DE SUITE LE PETIT PIEN;920030269;SSR_A59;1;30;;10;;3065;;1964;
SSR;2021;890000318;ETAB SOINS DE SUITE LE PETIT PIEN;920030269;SSR_TOT;;90;32850;10;857;32226;90;1964;0
SSR;2021;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;SSR_A;;20;7300;;328;7075;0;0;
SSR;2021;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;SSR_A50;1;20;;;;7075;;0;
SSR;2021;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;SSR_A55;1;;;;;0;;0;
SSR;2021;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;SSR_A59;1;;;;;0;;0;
SSR;2021;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;SSR_TOT;;20;7300;;328;7075;0;0;0
SSR;2021;890973258;MOYEN SEJOUR CH SENS;890970569;SSR_A;;50;18250;;409;11593;13;0;
SSR;2021;890973258;MOYEN SEJOUR CH SENS;890970569;SSR_A50;1;;;;;0;;0;
SSR;2021;890973258;MOYEN SEJOUR CH SENS;890970569;SSR_A59;1;50;;;;11593;;0;
SSR;2021;890973258;MOYEN SEJOUR CH SENS;890970569;SSR_TOT;;50;18250;;409;11593;13;0;0
SSR;2021;890975501;HL R BONNION VILLENEUVE-SUR-YONNE;890000466;SSR_A;;;;;169;5002;5;0;
SSR;2021;890975501;HL R BONNION VILLENEUVE-SUR-YONNE;890000466;SSR_A50;1;;;;;5002;;0;
SSR;2021;890975501;HL R BONNION VILLENEUVE-SUR-YONNE;890000466;SSR_TOT;;;;;169;5002;5;0;
SSR;2021;890975527;CH AUXERRE;890000037;SSR_A;;80;29200;10;716;23315;32;2844;
SSR;2021;890975527;CH AUXERRE;890000037;SSR_A50;1;;;;;0;;0;
SSR;2021;890975527;CH AUXERRE;890000037;SSR_A59;1;80;;10;;23315;;2844;
SSR;2021;890975527;CH AUXERRE;890000037;SSR_TOT;;80;29200;10;716;23315;32;2844;0
SSR;2021;890975535;CH AVALLON;890000409;SSR_A;;40;14600;;308;10553;16;0;
SSR;2021;890975535;CH AVALLON;890000409;SSR_A50;1;40;;;;10553;;0;
SSR;2021;890975535;CH AVALLON;890000409;SSR_TOT;;40;14600;;308;10553;16;0;0
SSR;2021;890975543;CH JOIGNY;890000417;SSR_A;;30;9037;22;212;5699;0;4403;
SSR;2021;890975543;CH JOIGNY;890000417;SSR_A50;1;6;;;;413;;0;
SSR;2021;890975543;CH JOIGNY;890000417;SSR_A53;1;;;11;;0;;4403;
SSR;2021;890975543;CH JOIGNY;890000417;SSR_A54;1;;;11;;0;;0;
SSR;2021;890975543;CH JOIGNY;890000417;SSR_A59;1;24;;;;5286;;0;
SSR;2021;890975543;CH JOIGNY;890000417;SSR_TOT;;30;9037;22;212;5699;0;4403;0
SSR;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;SSR_A;;55;20075;10;480;13593;10;634;
SSR;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;SSR_A50;1;0;;;;0;;0;
SSR;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;SSR_A51;1;20;;5;;6982;;458;
SSR;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;SSR_A52;1;9;;5;;2449;;167;
SSR;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;SSR_A58;;10;;;;95;;0;
SSR;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;SSR_A59;1;16;;0;;4067;;9;
SSR;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;SSR_TOT;;55;20075;10;480;13593;10;634;0
SSR;2021;900003070;SSR SITE PIERRE ENGEL HNFC BAVILLIERS;900000365;SSR_A;;66;23636;15;546;21666;51;686;
SSR;2021;900003070;SSR SITE PIERRE ENGEL HNFC BAVILLIERS;900000365;SSR_A50;1;;;;;0;;0;
SSR;2021;900003070;SSR SITE PIERRE ENGEL HNFC BAVILLIERS;900000365;SSR_A59;1;66;;15;;21666;;686;
SSR;2021;900003070;SSR SITE PIERRE ENGEL HNFC BAVILLIERS;900000365;SSR_TOT;;66;23636;15;546;21666;51;686;0
SSR;2021;910000272;CH D ARPAJON;910110014;SSR_A;;35;10817;10;315;9811;17;1632;
SSR;2021;910000272;CH D ARPAJON;910110014;SSR_A59;1;35;;10;;9811;;1632;
SSR;2021;910000272;CH D ARPAJON;910110014;SSR_TOT;;35;10817;10;315;9811;17;1632;0
SSR;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;SSR_A;;20;7300;;159;2372;2;0;
SSR;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;SSR_A50;1;20;;;;2372;;0;
SSR;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;SSR_A59;1;;;;;0;;0;
SSR;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;SSR_TOT;;20;7300;;159;2372;2;0;0
SSR;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;SSR_A;;19;7394;;117;6077;24;0;
SSR;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;SSR_A50;1;5;;;;1632;;0;
SSR;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;SSR_A52;1;;;;;0;;0;
SSR;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;SSR_A59;1;14;;;;4445;;0;
SSR;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;SSR_TOT;;19;7394;;117;6077;24;0;0
SSR;2021;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;SSR_A;;30;10950;;108;2747;3;0;
SSR;2021;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;SSR_A59;1;30;;;;2747;;0;
SSR;2021;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;SSR_TOT;;30;10950;;108;2747;3;0;0
SSR;2021;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;SSR_A;;126;45990;45;742;44149;176;12341;
SSR;2021;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;SSR_A50;1;;;;;0;;0;
SSR;2021;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;SSR_A51;1;45;;15;;12554;;3625;
SSR;2021;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;SSR_A52;1;81;;30;;31595;;8716;
SSR;2021;910009919;CTRE REEDUCATION FONCTIONNELLE EVRY;910009869;SSR_TOT;;126;45990;45;742;44149;176;12341;0
SSR;2021;910015965;CLINIQUE LE MOULIN DE VIRY;920030269;SSR_A;;141;51465;20;1328;50672;126;3945;
SSR;2021;910015965;CLINIQUE LE MOULIN DE VIRY;920030269;SSR_A50;1;43;;;;21050;;0;
SSR;2021;910015965;CLINIQUE LE MOULIN DE VIRY;920030269;SSR_A51;1;33;;10;;12034;;1149;
SSR;2021;910015965;CLINIQUE LE MOULIN DE VIRY;920030269;SSR_A59;1;65;;10;;17588;;2796;
SSR;2021;910015965;CLINIQUE LE MOULIN DE VIRY;920030269;SSR_TOT;;141;51465;20;1328;50672;126;3945;0
SSR;2021;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;SSR_A;;26;8006;;211;6757;8;0;
SSR;2021;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;SSR_A50;1;4;;;;1127;;0;
SSR;2021;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;SSR_A59;1;22;;;;5630;;0;
SSR;2021;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;SSR_TOT;;26;8006;;211;6757;8;0;0
SSR;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SSR_A;;49;17885;26;531;16731;21;8181;
SSR;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SSR_A51;1;8;;5;;3611;;1083;
SSR;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SSR_A52;1;12;;5;;3139;;861;
SSR;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SSR_A53;1;19;;16;;6518;;6237;
SSR;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SSR_A59;1;10;;;;3463;;0;
SSR;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SSR_TOT;;49;17885;26;531;16731;21;8181;0
SSR;2021;910023407;CLINALLIANCE ETAMPES;910023399;SSR_A;;;;80;0;0;0;6772;
SSR;2021;910023407;CLINALLIANCE ETAMPES;910023399;SSR_A50;1;;;;;0;;0;
SSR;2021;910023407;CLINALLIANCE ETAMPES;910023399;SSR_A51;1;;;35;;0;;3499;
SSR;2021;910023407;CLINALLIANCE ETAMPES;910023399;SSR_A52;1;;;25;;0;;2582;
SSR;2021;910023407;CLINALLIANCE ETAMPES;910023399;SSR_A59;1;;;20;;0;;691;
SSR;2021;910023407;CLINALLIANCE ETAMPES;910023399;SSR_TOT;;;;80;0;0;0;6772;0
SSR;2021;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP;750712184;SSR_A;;185;66471;20;618;39481;178;2580;
SSR;2021;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP;750712184;SSR_A50;1;;;;;0;;0;
SSR;2021;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP;750712184;SSR_A52;1;35;;;;5529;;0;
SSR;2021;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP;750712184;SSR_A59;1;150;;20;;33952;;2580;
SSR;2021;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP;750712184;SSR_TOT;;185;66471;20;618;39481;178;2580;0
SSR;2021;910100031;HU HENRI MONDOR SITE DUPUYTREN APHP;750712184;SSR_A;;319;116435;9;1487;87835;333;2349;
SSR;2021;910100031;HU HENRI MONDOR SITE DUPUYTREN APHP;750712184;SSR_A59;1;319;;9;;87835;;2349;
SSR;2021;910100031;HU HENRI MONDOR SITE DUPUYTREN APHP;750712184;SSR_TOT;;319;116435;9;1487;87835;333;2349;0
SSR;2021;910150010;CH FREDERIC HENRI MANHES;910014919;SSR_A;;30;10950;30;327;7707;9;2531;
SSR;2021;910150010;CH FREDERIC HENRI MANHES;910014919;SSR_A50;1;10;;;;3486;;0;
SSR;2021;910150010;CH FREDERIC HENRI MANHES;910014919;SSR_A55;1;10;;20;;2472;;1835;
SSR;2021;910150010;CH FREDERIC HENRI MANHES;910014919;SSR_A58;1;10;;10;;1749;;696;
SSR;2021;910150010;CH FREDERIC HENRI MANHES;910014919;SSR_TOT;;30;10950;30;327;7707;9;2531;0
SSR;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;SSR_A;;210;76100;32;1792;60105;157;5311;
SSR;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;SSR_A50;1;115;;;;33801;;0;
SSR;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;SSR_A53;1;20;;30;;6294;;5264;
SSR;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;SSR_A54;1;32;;2;;8751;;47;
SSR;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;SSR_A56;1;20;;;;6860;;0;
SSR;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;SSR_A59;1;23;;;;4399;;0;
SSR;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;SSR_TOT;;210;76100;32;1792;60105;157;5311;0
SSR;2021;910150069;HOP PRIVE GERIAT LES MAGNOLIAS;910000033;SSR_A;;101;36865;8;867;24465;22;1307;
SSR;2021;910150069;HOP PRIVE GERIAT LES MAGNOLIAS;910000033;SSR_A50;1;;;;;;;0;
SSR;2021;910150069;HOP PRIVE GERIAT LES MAGNOLIAS;910000033;SSR_A59;1;101;;8;;24465;;1307;
SSR;2021;910150069;HOP PRIVE GERIAT LES MAGNOLIAS;910000033;SSR_TOT;;101;36865;8;867;24465;22;1307;0
SSR;2021;910150077;CLINIQUE FSEF VRENNES JARCY;750720575;SSR_E;;60;15695;15;378;8081;4;803;
SSR;2021;910150077;CLINIQUE FSEF VRENNES JARCY;750720575;SSR_E50;1;;;;;0;;0;
SSR;2021;910150077;CLINIQUE FSEF VRENNES JARCY;750720575;SSR_E51;1;;;;;0;;0;
SSR;2021;910150077;CLINIQUE FSEF VRENNES JARCY;750720575;SSR_E52;1;;;;;0;;0;
SSR;2021;910150077;CLINIQUE FSEF VRENNES JARCY;750720575;SSR_E55;1;60;;15;;8081;;803;
SSR;2021;910150077;CLINIQUE FSEF VRENNES JARCY;750720575;SSR_TOT;;60;15695;15;378;8081;4;803;0
SSR;2021;910150085;GH LES CHEMINOTS SOINS DE SUITE;910009539;SSR_A;;59;21535;40;474;16044;20;5214;
SSR;2021;910150085;GH LES CHEMINOTS SOINS DE SUITE;910009539;SSR_A50;1;30;;15;;8248;;1059;
SSR;2021;910150085;GH LES CHEMINOTS SOINS DE SUITE;910009539;SSR_A51;1;29;;25;;7796;;4155;
SSR;2021;910150085;GH LES CHEMINOTS SOINS DE SUITE;910009539;SSR_TOT;;59;21535;40;474;16044;20;5214;0
SSR;2021;910300029;HOPITAL D ATHIS MONS SITE JULES VALLES;910000587;SSR_A;;0;11041;0;407;11978;43;0;
SSR;2021;910300029;HOPITAL D ATHIS MONS SITE JULES VALLES;910000587;SSR_A50;1;0;;0;;3867;;0;
SSR;2021;910300029;HOPITAL D ATHIS MONS SITE JULES VALLES;910000587;SSR_A59;1;0;;;;8111;;0;
SSR;2021;910300029;HOPITAL D ATHIS MONS SITE JULES VALLES;910000587;SSR_TOT;;0;11041;0;407;11978;43;0;0
SSR;2021;910300045;CLINIQUE MEDICALE JARDINS DE BRUNOY;910002419;SSR_A;;79;26177;15;601;26171;77;6048;
SSR;2021;910300045;CLINIQUE MEDICALE JARDINS DE BRUNOY;910002419;SSR_A56;0;34;;;;14349;;0;
SSR;2021;910300045;CLINIQUE MEDICALE JARDINS DE BRUNOY;910002419;SSR_A59;1;45;;15;;11822;;6048;
SSR;2021;910300045;CLINIQUE MEDICALE JARDINS DE BRUNOY;910002419;SSR_TOT;;79;26177;15;601;26171;77;6048;0
SSR;2021;910300060;CLINIQUE GERIATRIQUE LES VALLEES;920030269;SSR_A;;59;21535;10;480;21202;80;1817;
SSR;2021;910300060;CLINIQUE GERIATRIQUE LES VALLEES;920030269;SSR_A50;1;;;;;0;;0;
SSR;2021;910300060;CLINIQUE GERIATRIQUE LES VALLEES;920030269;SSR_A59;1;59;;10;;21202;;1817;
SSR;2021;910300060;CLINIQUE GERIATRIQUE LES VALLEES;920030269;SSR_TOT;;59;21535;10;480;21202;80;1817;0
SSR;2021;910300151;CTRE DE REEDUC KORIAN L OBSERVATOIRE;310021308;SSR_A;;83;30295;13;452;26336;100;6259;
SSR;2021;910300151;CTRE DE REEDUC KORIAN L OBSERVATOIRE;310021308;SSR_A50;1;;;;;0;;0;
SSR;2021;910300151;CTRE DE REEDUC KORIAN L OBSERVATOIRE;310021308;SSR_A51;1;53;;8;;9729;;1081;
SSR;2021;910300151;CTRE DE REEDUC KORIAN L OBSERVATOIRE;310021308;SSR_A52;1;30;;5;;16607;;5178;
SSR;2021;910300151;CTRE DE REEDUC KORIAN L OBSERVATOIRE;310021308;SSR_TOT;;83;30295;13;452;26336;100;6259;0
SSR;2021;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;SSR_A;;;;15;0;0;0;7073;
SSR;2021;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;SSR_A53;1;;;15;;0;;7073;
SSR;2021;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;SSR_TOT;;;;15;0;0;0;7073;
SSR;2021;910300235;CLINIQUE KORIAN LA MARETTE;310021282;SSR_A;;90;32850;0;589;29810;104;0;
SSR;2021;910300235;CLINIQUE KORIAN LA MARETTE;310021282;SSR_A50;1;45;;0;;13088;;0;
SSR;2021;910300235;CLINIQUE KORIAN LA MARETTE;310021282;SSR_A59;1;45;;0;;16722;;0;
SSR;2021;910300235;CLINIQUE KORIAN LA MARETTE;310021282;SSR_TOT;;90;32850;0;589;29810;104;0;0
SSR;2021;910300276;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;910019702;SSR_A;;157;57305;65;1077;47885;121;27659;
SSR;2021;910300276;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;910019702;SSR_A50;1;;;;;0;;0;
SSR;2021;910300276;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;910019702;SSR_A51;1;157;;65;;19894;;15250;
SSR;2021;910300276;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;910019702;SSR_A52;1;;;;;17461;;5372;
SSR;2021;910300276;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;910019702;SSR_A53;1;;;;;2835;;1515;
SSR;2021;910300276;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;910019702;SSR_A55;1;;;;;0;;3718;
SSR;2021;910300276;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;910019702;SSR_A59;1;;;;;7695;;1804;
SSR;2021;910300276;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;910019702;SSR_TOT;;157;57305;65;1077;47885;121;27659;1
SSR;2021;910300326;CLINIQUE PASTEUR;910000553;SSR_A;;48;17520;;706;17589;53;0;
SSR;2021;910300326;CLINIQUE PASTEUR;910000553;SSR_A50;1;48;;;;17589;;0;
SSR;2021;910300326;CLINIQUE PASTEUR;910000553;SSR_TOT;;48;17520;;706;17589;53;0;0
SSR;2021;910300359;HOPITAL PRIVE D ATHIS MONS SITE CARON;910000587;SSR_A;;65;22265;0;212;9088;33;0;
SSR;2021;910300359;HOPITAL PRIVE D ATHIS MONS SITE CARON;910000587;SSR_A50;1;50;;0;;2646;;0;
SSR;2021;910300359;HOPITAL PRIVE D ATHIS MONS SITE CARON;910000587;SSR_A59;1;15;;0;;6442;;0;
SSR;2021;910300359;HOPITAL PRIVE D ATHIS MONS SITE CARON;910000587;SSR_TOT;;65;22265;0;212;9088;33;0;0
SSR;2021;910500040;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;910009539;SSR_A;;83;30295;;400;16462;53;0;
SSR;2021;910500040;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;910009539;SSR_A54;1;30;;;;8318;;0;
SSR;2021;910500040;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;910009539;SSR_A56;1;53;;;;8144;;0;
SSR;2021;910500040;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;910009539;SSR_TOT;;83;30295;;400;16462;53;0;0
SSR;2021;910800986;MAISON DE CURE DE L YVETTE;910110055;SSR_A;;46;17908;6;370;14412;34;640;
SSR;2021;910800986;MAISON DE CURE DE L YVETTE;910110055;SSR_A50;1;4;;1;;1521;;29;
SSR;2021;910800986;MAISON DE CURE DE L YVETTE;910110055;SSR_A52;1;16;;5;;5158;;611;
SSR;2021;910800986;MAISON DE CURE DE L YVETTE;910110055;SSR_A59;1;26;;;;7733;;0;
SSR;2021;910800986;MAISON DE CURE DE L YVETTE;910110055;SSR_TOT;;46;17908;6;370;14412;34;640;
SSR;2021;910811322;ETABLISSEMENT DE SANTE LA MARTINIERE;830013678;SSR_A;;80;24000;;541;20953;59;0;
SSR;2021;910811322;ETABLISSEMENT DE SANTE LA MARTINIERE;830013678;SSR_A50;1;20;;;;5039;;0;
SSR;2021;910811322;ETABLISSEMENT DE SANTE LA MARTINIERE;830013678;SSR_A59;1;60;;;;15914;;0;
SSR;2021;910811322;ETABLISSEMENT DE SANTE LA MARTINIERE;830013678;SSR_TOT;;80;24000;;541;20953;59;0;0
SSR;2021;920000569;CH RIVES DE SEINE SITE COURBEVOIE;920026374;SSR_A;;82;29930;9;736;28014;68;1881;
SSR;2021;920000569;CH RIVES DE SEINE SITE COURBEVOIE;920026374;SSR_A51;1;29;;9;;7905;;1881;
SSR;2021;920000569;CH RIVES DE SEINE SITE COURBEVOIE;920026374;SSR_A59;1;53;;;;20109;;0;
SSR;2021;920000569;CH RIVES DE SEINE SITE COURBEVOIE;920026374;SSR_TOT;;82;29930;9;736;28014;68;1881;
SSR;2021;920000577;CH DE NANTERRE;920110020;SSR_A;;39;13663;;339;13032;21;0;
SSR;2021;920000577;CH DE NANTERRE;920110020;SSR_A50;1;39;;;;13032;;0;
SSR;2021;920000577;CH DE NANTERRE;920110020;SSR_TOT;;39;13663;;339;13032;21;0;
SSR;2021;920000601;CH DEPARTEMENTAL DE STELL;920110053;SSR_A;;104;37960;21;788;21319;17;7024;
SSR;2021;920000601;CH DEPARTEMENTAL DE STELL;920110053;SSR_A50;1;;;;;0;;0;
SSR;2021;920000601;CH DEPARTEMENTAL DE STELL;920110053;SSR_A51;1;15;;4;;1924;;874;
SSR;2021;920000601;CH DEPARTEMENTAL DE STELL;920110053;SSR_A52;1;15;;4;;5524;;2403;
SSR;2021;920000601;CH DEPARTEMENTAL DE STELL;920110053;SSR_A53;1;26;;6;;5639;;3372;
SSR;2021;920000601;CH DEPARTEMENTAL DE STELL;920110053;SSR_A59;1;48;;7;;8232;;375;
SSR;2021;920000601;CH DEPARTEMENTAL DE STELL;920110053;SSR_TOT;;104;37960;21;788;21319;17;7024;
SSR;2021;920000627;CH DES QUATRE VILLES SITE SEVRES;920009909;SSR_A;;68;24820;5;408;13775;18;0;
SSR;2021;920000627;CH DES QUATRE VILLES SITE SEVRES;920009909;SSR_A50;1;;;;;0;;0;
SSR;2021;920000627;CH DES QUATRE VILLES SITE SEVRES;920009909;SSR_A58;1;17;;;;3396;;0;
SSR;2021;920000627;CH DES QUATRE VILLES SITE SEVRES;920009909;SSR_A59;1;51;;5;;10379;;0;
SSR;2021;920000627;CH DES QUATRE VILLES SITE SEVRES;920009909;SSR_TOT;;68;24820;5;408;13775;18;0;0
SSR;2021;920000635;HOPITAL SUISSE DE PARIS;920150026;SSR_A;;77;17481;5;645;16919;5;445;
SSR;2021;920000635;HOPITAL SUISSE DE PARIS;920150026;SSR_A50;1;49;;5;;10220;;445;
SSR;2021;920000635;HOPITAL SUISSE DE PARIS;920150026;SSR_A55;1;28;;;;6699;;0;
SSR;2021;920000635;HOPITAL SUISSE DE PARIS;920150026;SSR_TOT;;77;17481;5;645;16919;5;445;0
SSR;2021;920001369;SSR FONDATION ROGUET;920710654;SSR_A;;75;27450;10;392;20962;87;903;
SSR;2021;920001369;SSR FONDATION ROGUET;920710654;SSR_A50;1;;;;;0;;0;
SSR;2021;920001369;SSR FONDATION ROGUET;920710654;SSR_A59;1;75;;10;;20962;;903;
SSR;2021;920001369;SSR FONDATION ROGUET;920710654;SSR_TOT;;75;27450;10;392;20962;87;903;
SSR;2021;920004058;CLINIQUE MONTEVIDEO;920030269;SSR_A;;65;23725;10;482;15191;33;2102;
SSR;2021;920004058;CLINIQUE MONTEVIDEO;920030269;SSR_A50;1;;;;;0;;0;
SSR;2021;920004058;CLINIQUE MONTEVIDEO;920030269;SSR_A58;1;65;;10;;15191;;2102;
SSR;2021;920004058;CLINIQUE MONTEVIDEO;920030269;SSR_TOT;;65;23725;10;482;15191;33;2102;0
SSR;2021;920005238;CLINIQUE DU PONT DE SEVRES;920030269;SSR_A;;128;46720;15;1048;44463;127;2477;
SSR;2021;920005238;CLINIQUE DU PONT DE SEVRES;920030269;SSR_A50;1;78;;;;25705;;0;
SSR;2021;920005238;CLINIQUE DU PONT DE SEVRES;920030269;SSR_A59;1;50;;15;;18758;;2477;
SSR;2021;920005238;CLINIQUE DU PONT DE SEVRES;920030269;SSR_TOT;;128;46720;15;1048;44463;127;2477;0
SSR;2021;920007549;MAISON DE SANTE DE ROCHEBRUNE;920007499;SSR_A;;62;22630;;302;12974;36;0;
SSR;2021;920007549;MAISON DE SANTE DE ROCHEBRUNE;920007499;SSR_A50;1;;;;;0;;0;
SSR;2021;920007549;MAISON DE SANTE DE ROCHEBRUNE;920007499;SSR_A59;1;62;;;;12974;;0;
SSR;2021;920007549;MAISON DE SANTE DE ROCHEBRUNE;920007499;SSR_TOT;;62;22630;;302;12974;36;0;0
SSR;2021;920014099;CRF PARIS NORD;920030269;SSR_A;;94;34310;40;666;32830;120;4724;
SSR;2021;920014099;CRF PARIS NORD;920030269;SSR_A50;1;10;;;;589;;0;
SSR;2021;920014099;CRF PARIS NORD;920030269;SSR_A51;1;24;;20;;16331;;1975;
SSR;2021;920014099;CRF PARIS NORD;920030269;SSR_A52;1;40;;20;;15641;;2749;
SSR;2021;920014099;CRF PARIS NORD;920030269;SSR_A59;1;20;;;;269;;0;
SSR;2021;920014099;CRF PARIS NORD;920030269;SSR_TOT;;94;34310;40;666;32830;120;4724;0
SSR;2021;920016698;CMPR DU SUD PARISIEN CHATILLON;930019484;SSR_A;;60;21900;40;383;15821;47;8081;
SSR;2021;920016698;CMPR DU SUD PARISIEN CHATILLON;930019484;SSR_A50;1;;;;;0;;0;
SSR;2021;920016698;CMPR DU SUD PARISIEN CHATILLON;930019484;SSR_A51;1;30;;20;;9547;;5799;
SSR;2021;920016698;CMPR DU SUD PARISIEN CHATILLON;930019484;SSR_A52;1;30;;20;;6274;;2282;
SSR;2021;920016698;CMPR DU SUD PARISIEN CHATILLON;930019484;SSR_TOT;;60;21900;40;383;15821;47;8081;1
SSR;2021;920024205;SSR LES ABONDANCES;920808037;SSR_A;;30;10980;10;297;9152;6;2263;
SSR;2021;920024205;SSR LES ABONDANCES;920808037;SSR_A50;1;;;;;0;;0;
SSR;2021;920024205;SSR LES ABONDANCES;920808037;SSR_A59;1;30;;10;;9152;;2263;
SSR;2021;920024205;SSR LES ABONDANCES;920808037;SSR_TOT;;30;10980;10;297;9152;6;2263;0
SSR;2021;920036738;SSR EHPAD VILLA BORGHESE;920026499;SSR_A;;0;;;48;1968;;;
SSR;2021;920036738;SSR EHPAD VILLA BORGHESE;920026499;SSR_A50;1;0;;;;1968;;;
SSR;2021;920036738;SSR EHPAD VILLA BORGHESE;920026499;SSR_A59;1;;;;;;;;
SSR;2021;920036738;SSR EHPAD VILLA BORGHESE;920026499;SSR_TOT;;0;;;48;1968;;;
SSR;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;SSR_A;;70;25550;;195;9514;28;0;
SSR;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;SSR_A50;1;;;;;0;;0;
SSR;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;SSR_A59;1;70;;;;9514;;0;
SSR;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;SSR_TOT;;70;25550;;195;9514;28;0;0
SSR;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SSR_A;;71;23769;33;510;14063;53;11210;
SSR;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SSR_A50;1;;;;;0;;0;
SSR;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SSR_A52;1;71;;33;;14063;;11210;
SSR;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SSR_E;;8;2904;78;122;1316;0;12895;
SSR;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SSR_E50;1;;;;;0;;0;
SSR;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SSR_E52;1;8;;78;;1316;;12895;
