BOR;AN;FI;RS;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;M9999;2;1;2.37;0
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;Mcoor;1;1;1.37;
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;N2120;1;0;1;
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;N2210;17;8;22.46;0
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;N2510;8;3;10.04;
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;N2710;0;1;0.5;0
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;N3120;0;1;0.49;
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;N9999;33;22;45.6;0
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;NAUT;5;7;7.22;0
HAD_P;2021;760035709;HAD CAUX MARITIME;440052041;Ncoor;2;2;3.89;
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;M3050;;1;1.09;
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;M9999;;6;2.62;
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;MAUT;;3;0.6;
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;Mcoor;;2;0.93;
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;N2120;1;1;1.32;
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;N2210;12;2;12.71;240
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;N2410;;;;49
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;N2510;12;2;15.13;
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;N2710;;;;1
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;N3120;;2;0.32;
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;N9999;29;37;42.89;302
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;NAUT;2;29;12.12;12
HAD_P;2021;760783035;HOPITAL-HAD DE BOIS-GUILLAUME;750721334;Ncoor;2;1;1.29;
HAD_P;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;M9999;1;1;1.18;
HAD_P;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;MAUT;1;1;1.18;
HAD_P;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N2120;1;;1;
HAD_P;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N2210;19;3;19.32;
HAD_P;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N2510;22;;19.67;
HAD_P;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N2710;;1;0.5;
HAD_P;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N3120;1;;0.03;
HAD_P;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;N9999;48;5;45.18;
HAD_P;2021;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;NAUT;5;1;4.66;
HAD_P;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;M9999;1;2;2.2;
HAD_P;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;Mcoor;1;2;2.2;
HAD_P;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;N2120;1;;1;
HAD_P;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;N2210;14;5;18.25;
HAD_P;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;N2510;11;3;12.2;
HAD_P;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;N2710;;1;0.2;
HAD_P;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;N9999;30;10;36.35;
HAD_P;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;NAUT;1;1;1.7;
HAD_P;2021;770016475;HAD CENTRE 77 COULOMMIERS;770014207;Ncoor;3;;3;
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;M3050;;;;68
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;M9999;;5;2.65;77
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;MAUT;;;;9
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;Mcoor;;5;2.65;
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;N2120;1;;1;
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;N2210;;;;250
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;N2410;;2;2;20
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;N2460;;1;0.2;
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;N2510;10;;9.24;
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;N2710;;1;0.16;1
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;N3120;1;1;1.5;
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;N9999;21;5;22.44;277
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;NAUT;;;;6
HAD_P;2021;770021186;GCS HAD REGION DE MELUN - ACTIVITE;770021160;Ncoor;9;;8.34;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;M3050;1;;1;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;M9999;4;;4.24;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;Mcoor;3;;3.24;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;N2120;1;;1;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;N2210;23;;22.28;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;N2410;2;;1.67;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;N2460;1;;1;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;N2510;9;;10.55;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;N2710;;1;0.5;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;N3120;1;;1.07;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;N9999;46;1;46.32;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;NAUT;5;;4.25;
HAD_P;2021;770021251;HAD NORD SEINE ET MARNE;440052041;Ncoor;4;;4;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;M9999;2;1;2.14;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;MAUT;;1;0.14;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;Mcoor;2;;2;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N2120;1;;0.8;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N2210;7;;6.87;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N2410;7;3;8.53;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N2460;9;;8.45;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N2510;9;;9.45;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N2710;2;;2;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N3120;2;;2;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;N9999;45;5;47.65;
HAD_P;2021;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;NAUT;8;2;9.55;
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;M3050;0;0;0;102
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;M9999;1;3;2.3;102
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;Mcoor;1;3;2.3;
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;N2120;1;;1;
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;N2210;12;;12;40
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;N2410;0;;0;29
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;N2460;1;;1;0
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;N2510;14;;14;
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;N2710;0;2;1;0
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;N3120;1;;1;
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;N9999;43;2;44;69
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;NAUT;6;;6;0
HAD_P;2021;780004529;HAD KORIAN YVELINES SUD;310021233;Ncoor;8;;8;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;M3050;;1;0.23;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;M9999;;3;0.97;1
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;MAUT;;;;1
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;Mcoor;;2;0.74;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;N2120;;1;0.32;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;N2210;6;1;5.94;35
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;N2410;1;1;1.42;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;N2460;;1;0.04;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;N2510;4;2;4.01;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;N2710;;1;0.38;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;N3120;;1;0.34;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;N9999;16;13;18.74;35
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;NAUT;3;5;4.29;
HAD_P;2021;780023545;HAD LEOPOLD BELLAN;750720609;Ncoor;2;;2;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;M3050;0;1;0.5;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;M9999;0;3;1.66;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;MAUT;;1;0.68;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;Mcoor;0;1;0.48;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2120;1;;1;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2210;6;;6.02;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2510;9;;8.52;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N2710;;1;0.2;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N3120;;1;0.4;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;N9999;17;4;18.44;
HAD_P;2021;790000087;CENTRE HOSPITALIER DE NIORT;790000012;NAUT;1;2;2.3;
HAD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;M9999;;2;0.8;
HAD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;Mcoor;;2;0.8;
HAD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N2120;1;2;1;
HAD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N2210;4;3;4.92;
HAD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N2510;16;3;16.71;
HAD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;N9999;25;13;24.74;
HAD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;NAUT;4;3;1.11;
HAD_P;2021;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;Ncoor;;2;1;
HAD_P;2021;790017289;HAD NORD 79;790017271;M3050;;0;;30
HAD_P;2021;790017289;HAD NORD 79;790017271;M9999;;1;0.41;30
HAD_P;2021;790017289;HAD NORD 79;790017271;Mcoor;;1;0.41;
HAD_P;2021;790017289;HAD NORD 79;790017271;N2120;;1;0.4;
HAD_P;2021;790017289;HAD NORD 79;790017271;N2210;;;;120
HAD_P;2021;790017289;HAD NORD 79;790017271;N2410;;;;30
HAD_P;2021;790017289;HAD NORD 79;790017271;N2710;;1;0.25;
HAD_P;2021;790017289;HAD NORD 79;790017271;N3120;;1;0.33;
HAD_P;2021;790017289;HAD NORD 79;790017271;N9999;;13;9.13;150
HAD_P;2021;790017289;HAD NORD 79;790017271;NAUT;;5;3.52;
HAD_P;2021;790017289;HAD NORD 79;790017271;Ncoor;;5;4.63;
HAD_P;2021;800000226;CH DOULLENS;800000069;M9999;;2;0.63;
HAD_P;2021;800000226;CH DOULLENS;800000069;MAUT;;1;0.15;
HAD_P;2021;800000226;CH DOULLENS;800000069;Mcoor;;1;0.48;
HAD_P;2021;800000226;CH DOULLENS;800000069;N2120;;1;0.8;
HAD_P;2021;800000226;CH DOULLENS;800000069;N2210;14;;13.7;
HAD_P;2021;800000226;CH DOULLENS;800000069;N2510;10;2;11.26;
HAD_P;2021;800000226;CH DOULLENS;800000069;N2710;;1;0.2;
HAD_P;2021;800000226;CH DOULLENS;800000069;N9999;24;7;27.41;
HAD_P;2021;800000226;CH DOULLENS;800000069;NAUT;;2;0.95;
HAD_P;2021;800000226;CH DOULLENS;800000069;Ncoor;;1;0.5;
HAD_P;2021;800000523;HAD ASS BOVES;800000853;M3050;1;;1;118
HAD_P;2021;800000523;HAD ASS BOVES;800000853;M9999;1;10;4.96;361
HAD_P;2021;800000523;HAD ASS BOVES;800000853;MAUT;;;;243
HAD_P;2021;800000523;HAD ASS BOVES;800000853;Mcoor;;10;3.96;
HAD_P;2021;800000523;HAD ASS BOVES;800000853;N2120;1;;1.01;
HAD_P;2021;800000523;HAD ASS BOVES;800000853;N2210;25;4;31.16;309
HAD_P;2021;800000523;HAD ASS BOVES;800000853;N2410;;;1.03;187
HAD_P;2021;800000523;HAD ASS BOVES;800000853;N2460;1;;1;4
HAD_P;2021;800000523;HAD ASS BOVES;800000853;N2510;49;18;62.32;
HAD_P;2021;800000523;HAD ASS BOVES;800000853;N2710;2;;2;
HAD_P;2021;800000523;HAD ASS BOVES;800000853;N3120;2;;1.43;
HAD_P;2021;800000523;HAD ASS BOVES;800000853;N9999;123;34;149.73;541
HAD_P;2021;800000523;HAD ASS BOVES;800000853;NAUT;20;12;30.02;41
HAD_P;2021;800000523;HAD ASS BOVES;800000853;Ncoor;23;;19.76;
HAD_P;2021;800015448;HAD CH P…RONNE;800000093;M9999;;1;0.6;
HAD_P;2021;800015448;HAD CH P…RONNE;800000093;Mcoor;;1;0.6;
HAD_P;2021;800015448;HAD CH P…RONNE;800000093;N2210;9;2;8.38;
HAD_P;2021;800015448;HAD CH P…RONNE;800000093;N2510;6;0;5.29;
HAD_P;2021;800015448;HAD CH P…RONNE;800000093;N3120;0;1;0.21;
HAD_P;2021;800015448;HAD CH P…RONNE;800000093;N9999;15;7;15.45;
HAD_P;2021;800015448;HAD CH P…RONNE;800000093;NAUT;0;4;1.57;
HAD_P;2021;800015489;HAD CH ALBERT;800000036;N2210;6;1;5.74;
HAD_P;2021;800015489;HAD CH ALBERT;800000036;N2510;2;2;3.95;
HAD_P;2021;800015489;HAD CH ALBERT;800000036;N9999;9;4;10.81;
HAD_P;2021;800015489;HAD CH ALBERT;800000036;NAUT;;1;0.12;
HAD_P;2021;800015489;HAD CH ALBERT;800000036;Ncoor;1;;1;
HAD_P;2021;800015539;HAD CH ABBEVILLE;800000028;M9999;;1;0.5;
HAD_P;2021;800015539;HAD CH ABBEVILLE;800000028;MAUT;;1;0.5;
HAD_P;2021;800015539;HAD CH ABBEVILLE;800000028;N2120;1;;1;
HAD_P;2021;800015539;HAD CH ABBEVILLE;800000028;N2210;8;8;14.5;
HAD_P;2021;800015539;HAD CH ABBEVILLE;800000028;N2510;13;1;11.04;
HAD_P;2021;800015539;HAD CH ABBEVILLE;800000028;N3120;;;0.26;
HAD_P;2021;800015539;HAD CH ABBEVILLE;800000028;N9999;23;9;27.87;
HAD_P;2021;800015539;HAD CH ABBEVILLE;800000028;NAUT;1;;1.07;
HAD_P;2021;800015588;HAD CH HAM;800000077;M3050;;1;0.2;
HAD_P;2021;800015588;HAD CH HAM;800000077;M9999;;2;0.36;
HAD_P;2021;800015588;HAD CH HAM;800000077;Mcoor;;1;0.16;
HAD_P;2021;800015588;HAD CH HAM;800000077;N2120;1;;0.05;
HAD_P;2021;800015588;HAD CH HAM;800000077;N2210;4;2;5.68;
HAD_P;2021;800015588;HAD CH HAM;800000077;N2510;3;6;6.27;
HAD_P;2021;800015588;HAD CH HAM;800000077;N9999;8;9;12.6;
HAD_P;2021;800015588;HAD CH HAM;800000077;Ncoor;;1;0.6;
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;M3050;;1;0.1;36
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;M9999;;4;0.63;36
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;Mcoor;;3;0.53;
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;N2120;;1;0.4;
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;N2210;10;1;5.55;105
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;N2410;;;;36
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;N2510;10;;4.05;
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;N2710;;1;0.27;
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;N3120;;1;0.3;
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;N9999;31;5;14.65;141
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;NAUT;6;1;2.53;
HAD_P;2021;800016768;HAD PAUCHET MONTDIDIER;800003071;Ncoor;5;;1.55;
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;M3050;;1;0.1;36
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;M9999;;4;0.63;36
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;Mcoor;;3;0.53;
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;N2120;;1;0.4;
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;N2210;10;1;5.55;105
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;N2410;;;;36
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;N2510;10;;4.05;
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;N2710;;1;0.27;
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;N3120;;1;0.3;
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;N9999;31;5;14.65;141
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;NAUT;6;1;2.53;
HAD_P;2021;800016776;HAD CHIMR MONTDIDIER;800000085;Ncoor;5;;1.55;
HAD_P;2021;810000505;CH ALBI;810000331;M9999;2;;1.2;
HAD_P;2021;810000505;CH ALBI;810000331;MAUT;2;;1.2;
HAD_P;2021;810000505;CH ALBI;810000331;N2120;;1;0.4;
HAD_P;2021;810000505;CH ALBI;810000331;N2210;12;;11.98;
HAD_P;2021;810000505;CH ALBI;810000331;N2510;4;3;5.94;
HAD_P;2021;810000505;CH ALBI;810000331;N2710;;1;0.34;
HAD_P;2021;810000505;CH ALBI;810000331;N3120;;1;0.5;
HAD_P;2021;810000505;CH ALBI;810000331;N9999;16;8;19.72;
HAD_P;2021;810000505;CH ALBI;810000331;NAUT;;2;0.56;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;M3050;;1;0.03;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;M9999;;2;0.53;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;Mcoor;;1;0.5;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N2120;1;;1;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N2210;4;;4;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N2510;5;1;5.8;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N2710;;1;0.5;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N3120;;1;0.8;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;N9999;18;4;20.35;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;NAUT;4;1;4.25;
HAD_P;2021;810007989;HAD KORIAN PAYS D'OVALIE;750056335;Ncoor;4;;4;
HAD_P;2021;820000032;CH MONTAUBAN;820000016;M9999;1;1;1.45;37
HAD_P;2021;820000032;CH MONTAUBAN;820000016;MAUT;1;1;1.45;37
HAD_P;2021;820000032;CH MONTAUBAN;820000016;N2120;0;2;1.21;
HAD_P;2021;820000032;CH MONTAUBAN;820000016;N2210;6;;5.61;167
HAD_P;2021;820000032;CH MONTAUBAN;820000016;N2410;;;;19
HAD_P;2021;820000032;CH MONTAUBAN;820000016;N2510;3;;3.06;
HAD_P;2021;820000032;CH MONTAUBAN;820000016;N2710;;;;2
HAD_P;2021;820000032;CH MONTAUBAN;820000016;N3120;1;;0.45;
HAD_P;2021;820000032;CH MONTAUBAN;820000016;N9999;12;3;12.83;197
HAD_P;2021;820000032;CH MONTAUBAN;820000016;NAUT;2;1;2.5;9
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;M9999;;2;1;83
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;MAUT;;;;83
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;Mcoor;;2;1;
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2120;1;;1;
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2210;6;0;5.91;226
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2410;;;;81
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2510;6;2;6.06;
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N2710;;1;0.6;
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N3120;;1;0.72;
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;N9999;14;6;15.85;320
HAD_P;2021;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;NAUT;1;2;1.56;13
HAD_P;2021;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;M9999;1;1;1.5;
HAD_P;2021;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;Mcoor;1;1;1.5;
HAD_P;2021;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;N2210;7;;7;
HAD_P;2021;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;N2510;2;;2;
HAD_P;2021;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;N3120;1;;1;
HAD_P;2021;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;N9999;20;;20;
HAD_P;2021;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;NAUT;5;;5;
HAD_P;2021;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;Ncoor;5;;5;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;M3050;;1;0.04;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;M9999;1;3;2.44;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;Mcoor;1;2;2.4;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;N2210;26;1;26.2;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;N2410;;1;0.55;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;N2510;26;26;26;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;N2710;;1;0.51;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;N3120;1;1;1.5;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;N9999;60;36;64.81;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;NAUT;4;6;7.05;
HAD_P;2021;830019600;HAD CAP DOMICILE;830000063;Ncoor;3;;3;
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;M9999;1;1;1.1;
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;Mcoor;1;1;1.1;
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;N2120;1;;1;
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;N2210;1;1;2.3;
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;N2510;16;1;21.01;
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;N2710;;2;1;2
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;N3120;;1;0.5;
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;N9999;28;6;35.21;3
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;NAUT;3;1;3.4;1
HAD_P;2021;830100392;POLYCLINIQUE NOTRE DAME;830000154;Ncoor;7;;6;
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;M3050;1;;1.13;263
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;M9999;3;5;4.73;263
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;MAUT;0;1;0.1;
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;Mcoor;2;4;3.5;
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2120;1;;1;
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2210;38;5;41.26;1291
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2410;;;;325
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2460;;;;4
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2510;29;25;52.39;
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N2710;;;;25
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N3120;3;1;4.02;
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;N9999;125;42;157.74;1645
HAD_P;2021;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;NAUT;46;11;50.84;
