,adresse_code_insee,adresse_code_postal,adresse_distribution,adresse_gestion_acheminement,adresse_gestion_code_postal,adresse_gestion_distribution,adresse_gestion_format_postal,adresse_gestion_geo,adresse_gestion_libelle_voie,adresse_gestion_nom,adresse_gestion_pays,adresse_libelle_commune,adresse_libelle_voie,adresse_numero_voie,adresse_repetition,adresse_siege,adresse_type_voie,autorisation_publication_web,code_gestion,created_at,date_creation,date_declaration_dissolution,date_derniere_declaration,date_publication_creation,derniere_maj,dirigeant_civilite,email,groupement,id,id_association,id_ex_association,is_waldec,l1_adresse_import,l2_adresse_import,l3_adresse_import,nature,numero_reconnaissance_utilite_publique,objet,objet_social1,objet_social2,observation,position_activite,siret,site_web,source,telephone,titre,titre_court,updated_at
1196,75109,75009,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:19:40.000Z,2008-10-23,,,0001-01-01,2016-11-07 11:01:46,PM,,S,4489864,751P00188624,00188624,false,,5         RUE Cadet,,D,,contribuer par tous les moyens possibles au développement et la a réalisation des objectifs de la fondation ifrap elle regroupe toutes les personnes physiques ou morales qui souhaitent agir pour faire connaître,006000,005000,W751188624,R,,,FONDATION IFRAP,,ASSOCIATION DES AMIS DE LA FONDATION IFRAP,,2018-10-01T16:19:40.000Z
1197,64445,64000,_,Lasclaveries,64450,,,,,,FRANCE,Pau,de Boyrie,1,,,RUE,0,643P,2018-09-23T09:56:13.000Z,1975-04-16,,2017-05-11,1975-05-11,2017-06-20 10:58:36,PM,,S,1532893,W643007791,0643003177,true,,,,D,,"assurer la survie et le renouveau de l'exploitation pastorale des milieux pyrénéens et de tous les éléments biologiques de l'écosystème pyrénéen ; agir en faveur de la protection de la faune, de la flore et des milieux naturels pyrénéens, et de l'ours en particulier",024025,000000,Reprise auto =>  date publication création au JO à vérifier,A,32311678000038,,FONDS D'INTERVENTION ECO PASTORAL - GROUPE OURS PYRENEES,,FOND D'INTERVENTION ECO-PASTORAL GROUPE OURS PYRENEES (FIEP),FIEP,2018-09-23T09:56:13.000Z
1198,64445,64000,,,,,,,,,,PAU,,,,,,,643P,2018-09-23T10:01:00.000Z,0001-01-01,,,1975-05-11,2017-06-16 06:39:54,PM,,S,2798369,643P0643003177,0643003177,false,"1, rue de boyrie",,,D,,Assurer la survie et le renouveau de l'exploitation pastorale des milieux pyreneens.,000000,000000,W643007791,R,,,FONDS D'INTERVENTION ECO PASTORAL - GROUPE OURS PYRENEES,,"FOND D'INTERVENTION ECO-PASTORAL, GROUPE OURS PYRENEES (F.I.E.P).",,2018-09-23T10:01:00.000Z
1199,64445,64000,_,Lasclaveries,64450,,,,,,FRANCE,Pau,de Boyrie,1,,,RUE,0,643P,2018-10-01T16:18:31.000Z,1975-04-16,,2017-05-11,1975-05-11,2017-06-20 10:58:36,PM,,S,4383022,W643007791,0643003177,true,,,,D,,"assurer la survie et le renouveau de l'exploitation pastorale des milieux pyrénéens et de tous les éléments biologiques de l'écosystème pyrénéen ; agir en faveur de la protection de la faune, de la flore et des milieux naturels pyrénéens, et de l'ours en particulier",024025,000000,Reprise auto =>  date publication création au JO à vérifier,A,32311678000038,,FONDS D'INTERVENTION ECO PASTORAL - GROUPE OURS PYRENEES,,FOND D'INTERVENTION ECO-PASTORAL GROUPE OURS PYRENEES (FIEP),FIEP,2018-10-01T16:18:31.000Z
1200,64445,64000,,,,,,,,,,PAU,,,,,,,643P,2018-10-01T16:23:35.000Z,0001-01-01,,,1975-05-11,2017-06-16 06:39:54,PM,,S,5652770,643P0643003177,0643003177,false,"1, rue de boyrie",,,D,,Assurer la survie et le renouveau de l'exploitation pastorale des milieux pyreneens.,000000,000000,W643007791,R,,,FONDS D'INTERVENTION ECO PASTORAL - GROUPE OURS PYRENEES,,"FOND D'INTERVENTION ECO-PASTORAL, GROUPE OURS PYRENEES (F.I.E.P).",,2018-10-01T16:23:35.000Z
1201,80315,80160,_,Flers-sur-Noye,80160,,,,57  route Nationale,,FRANCE,Flers-sur-Noye,Nationale,57,,,RTE,0,803S,2018-09-23T09:55:47.000Z,2017-03-30,,2017-03-30,2017-04-08,2017-04-08 12:45:26,PF,,S,1428730,W803001680,,true,,,,D,,l entraide et le developpement culturel des familles,006000,000000,,A,,,FOYERS ARDENTS,,FOYERS ARDENTS,FOYERS ARDENTS,2018-09-23T09:55:47.000Z
1202,80315,80160,_,Flers-sur-Noye,80160,,,,57  route Nationale,,FRANCE,Flers-sur-Noye,Nationale,57,,,RTE,0,803S,2018-10-01T16:18:02.000Z,2017-03-30,,2017-03-30,2017-04-08,2017-04-08 12:45:26,PF,,S,4278630,W803001680,,true,,,,D,,l entraide et le developpement culturel des familles,006000,000000,,A,,,FOYERS ARDENTS,,FOYERS ARDENTS,FOYERS ARDENTS,2018-10-01T16:18:02.000Z
1203,75109,75442,,,,,,,,,,PARIS CEDEX 09,,,,,,,759S,2018-09-23T09:57:58.000Z,1921-01-01,,,0001-01-01,2009-07-06 07:00:00,PM,,S,1888491,759SAR974,AR974,false,,028  PL  SAINT-GEORGES,,R,,O,000000,000000,,A,,,FEDERATION NATIONALE FAMILLES DE FRANCE,44534590,FEDERATION NATIONALE FAMILLES DE FRANCE,,2018-09-23T09:57:58.000Z
1204,75109,75442,,,,,,,,,,PARIS CEDEX 09,,,,,,,759S,2018-10-01T16:20:35.000Z,1921-01-01,,,0001-01-01,2009-07-06 07:00:00,PM,,S,4742896,759SAR974,AR974,false,,028  PL  SAINT-GEORGES,,R,,O,000000,000000,,A,,,FEDERATION NATIONALE FAMILLES DE FRANCE,44534590,FEDERATION NATIONALE FAMILLES DE FRANCE,,2018-10-01T16:20:35.000Z
1205,75109,75009,_,PARIS 09,75009,,,,28 place Saint georges,,FRANCE,Paris,Saint georges,28,,,PL,0,759S,2018-09-23T09:49:35.000Z,1983-12-30,,1976-10-19,0001-01-01,2015-08-26 10:48:50,PM,,S,3058,W751011007,11007,true,,,,R,75.000.0504,"Favoriser le projet familial des hommes et des femmes. Agir dans un esprit de solidarité totale, développer toute forme d'éducation populaire.",019000,000000,,A,,,FEDERATION NATIONALE FAMILLES DE FRANCE,,FEDERATION NATIONALE DES FAMILLES DE FRANCE,FEDERATION NATIONALE DES FAMILLES DE F,2018-09-23T09:49:35.000Z
1206,75109,75009,_,PARIS 09,75009,,,,28 place Saint georges,,FRANCE,Paris,Saint georges,28,,,PL,0,759S,2018-10-01T16:11:34.000Z,1983-12-30,,1976-10-19,0001-01-01,2015-08-26 10:48:50,PM,,S,2851450,W751011007,11007,true,,,,R,75.000.0504,"Favoriser le projet familial des hommes et des femmes. Agir dans un esprit de solidarité totale, développer toute forme d'éducation populaire.",019000,000000,,A,,,FEDERATION NATIONALE FAMILLES DE FRANCE,,FEDERATION NATIONALE DES FAMILLES DE FRANCE,FEDERATION NATIONALE DES FAMILLES DE F,2018-10-01T16:11:34.000Z
1207,75105,75005,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:58:08.000Z,0001-01-01,,,0001-01-01,2009-05-25 05:00:00,PM,,F,1940311,751P00041641,00041641,false,,33        RUE Linne,,D,,regrouper en france les assos de familles espagnoles émigrées en france pr coordonner actions et échanges informations,000000,000000,,D,,,FEDERATION NATIONALE FAMILLES DE FRANCE,0140377117,FEDERATION NATIONALE APFEEF FEDERATION NATIONALE DES ASSOCIATIONS DE PARENTS DE FAMILLES ESPAGNOLES IMMIGRES EN FRANCE FEDERACION NACIONAL APFEEF FEDERACION NACIONAL DE ASOCIACIONES DE PADRES DE FAMILIAS ESPANOLAS EMIGRANTES EN FRANCIA,,2018-09-23T09:58:08.000Z
1208,75105,75005,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:20:46.000Z,0001-01-01,,,0001-01-01,2009-05-25 05:00:00,PM,,F,4794711,751P00041641,00041641,false,,33        RUE Linne,,D,,regrouper en france les assos de familles espagnoles émigrées en france pr coordonner actions et échanges informations,000000,000000,,D,,,FEDERATION NATIONALE FAMILLES DE FRANCE,0140377117,FEDERATION NATIONALE APFEEF FEDERATION NATIONALE DES ASSOCIATIONS DE PARENTS DE FAMILLES ESPAGNOLES IMMIGRES EN FRANCE FEDERACION NACIONAL APFEEF FEDERACION NACIONAL DE ASOCIACIONES DE PADRES DE FAMILIAS ESPANOLAS EMIGRANTES EN FRANCIA,,2018-10-01T16:20:46.000Z
1209,75109,75009,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:58:19.000Z,1973-08-07,,,0001-01-01,2014-11-12 11:09:38,PM,,F,1993572,751P00019552,00019552,false,,28        RUE Saint lazare,,R,,plus d'activité,017000,000000,W751019552,R,,,FEDERATION FRANCAISE DES DONNEURS DE SANG BENEVOLES,,FEDERATION FRANCAISE DES DONNEURS DE SANG BENEVOLES,,2018-09-23T09:58:19.000Z
1210,75109,75009,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:20:57.000Z,1973-08-07,,,0001-01-01,2014-11-12 11:09:38,PM,,F,4847987,751P00019552,00019552,false,,28        RUE Saint lazare,,R,,plus d'activité,017000,000000,W751019552,R,,,FEDERATION FRANCAISE DES DONNEURS DE SANG BENEVOLES,,FEDERATION FRANCAISE DES DONNEURS DE SANG BENEVOLES,,2018-10-01T16:20:57.000Z
1211,44109,44000,,,,,,,,,,NANTES,,,,,,,442P,2018-09-23T09:59:36.000Z,0001-01-01,,,1978-04-25,2009-01-05 01:10:46,PM,,S,2383475,442P0442012400,0442012400,false,7 rue dobree,,,D,,Organisation du 52° congres national et de l'exposition philateli-que nationale,007025,000000,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,FEDERATION FRANCAISE DES ASSOCIATIONS PHILATELIQUES,,UNION DES ASSOCIATIONS POUR LE 52EME CONGRES DE LA FEDERATION DES  SOCIETES PHILATELIQUES FRANCAISES,,2018-09-23T09:59:36.000Z
1212,44109,44000,,,,,,,,,,NANTES,,,,,,,442P,2018-10-01T16:22:15.000Z,0001-01-01,,,1978-04-25,2009-01-05 01:10:46,PM,,S,5237861,442P0442012400,0442012400,false,7 rue dobree,,,D,,Organisation du 52° congres national et de l'exposition philateli-que nationale,007025,000000,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,FEDERATION FRANCAISE DES ASSOCIATIONS PHILATELIQUES,,UNION DES ASSOCIATIONS POUR LE 52EME CONGRES DE LA FEDERATION DES  SOCIETES PHILATELIQUES FRANCAISES,,2018-10-01T16:22:15.000Z
1213,75106,75006,_,PARIS 06,75006,,,,29 rue de Sevres,,FRANCE,Paris,de Sevres,29,,,RUE,0,751P,2018-09-23T09:51:14.000Z,1974-07-01,,1974-07-01,1974-07-14,2009-07-22 09:36:58,PM,,S,396774,W751036017,36017,true,,,,D,,"organiser, diriger et développer le vol libre en France, encourager, soutenir, coordonner et contrôler l'action des associations affiliées, représenter le vol libre français en tous lieux et toutes circonstances, participer aux actions de développement du vol libre dans le monde et plus particulièrement dans les pays de langue française, étudier tous les problèmes concernant le vol libre, définir les programmes techniques et financiers, étudier et fixer les programmes et règlements sportifs, veiller à ce que le vol libre, école d'audace et de caractère, reste un moyen de perfectionnement moral et plus qu'un sport ou une technique, soit une disclipline favorisant l'épanouissement de la personnalité",011135,000000,,A,,,FEDERATION FRANCAISE DE VOL LIBRE,,FEDERATION FRANCAISE DE VOL LIBRE,FFVL,2018-09-23T09:51:14.000Z
1214,75106,75006,_,PARIS 06,75006,,,,29 rue de Sevres,,FRANCE,Paris,de Sevres,29,,,RUE,0,751P,2018-10-01T16:13:17.000Z,1974-07-01,,1974-07-01,1974-07-14,2009-07-22 09:36:58,PM,,S,3245535,W751036017,36017,true,,,,D,,"organiser, diriger et développer le vol libre en France, encourager, soutenir, coordonner et contrôler l'action des associations affiliées, représenter le vol libre français en tous lieux et toutes circonstances, participer aux actions de développement du vol libre dans le monde et plus particulièrement dans les pays de langue française, étudier tous les problèmes concernant le vol libre, définir les programmes techniques et financiers, étudier et fixer les programmes et règlements sportifs, veiller à ce que le vol libre, école d'audace et de caractère, reste un moyen de perfectionnement moral et plus qu'un sport ou une technique, soit une disclipline favorisant l'épanouissement de la personnalité",011135,000000,,A,,,FEDERATION FRANCAISE DE VOL LIBRE,,FEDERATION FRANCAISE DE VOL LIBRE,FFVL,2018-10-01T16:13:17.000Z
1215,62863,62138,_,VIOLAINES,62138,,,,30 rue du Rétuy,,FRANCE,Violaines,du Rétuy,30,,,RUE,0,622S,2018-09-23T09:49:46.000Z,2003-01-17,,2007-02-14,2003-03-08,2007-04-03 18:38:31,PM,,S,56021,W622000864,0622011749,true,,,,D,,"Pratique du cerf volant, vol en salle et en extérieur",011135,007025,,A,,,FEDERATION FRANCAISE DE VOL LIBRE,,'LES RAZ'MOKETS' CLUB AFFILIE A FEDERATION FRANCAISE DE VOL LIBRE,'LES RAZ'MOKETS' CLUB AFFILIE A ...,2018-09-23T09:49:46.000Z
1216,62863,62138,_,VIOLAINES,62138,,,,30 rue du Rétuy,,FRANCE,Violaines,du Rétuy,30,,,RUE,0,622S,2018-10-01T16:18:24.000Z,2003-01-17,,2018-08-28,2003-03-08,2018-08-28 16:04:54,PM,,S,4358083,W622000864,0622011749,true,,,,D,,"Pratique du cerf volant, vol en salle et en extérieur",011135,007025,,D,45285850900014,,FEDERATION FRANCAISE DE VOL LIBRE,,'LES RAZ'MOKETS' CLUB AFFILIE A FEDERATION FRANCAISE DE VOL LIBRE,'LES RAZ'MOKETS' CLUB AFFILIE A ...,2018-10-01T16:18:24.000Z
1217,25031,25400,,,,,,,,,,AUDINCOURT,,,,,,,252S,2018-09-23T10:00:25.000Z,0001-01-01,,,1991-03-13,2008-11-22 11:18:40,PM,,S,2623784,252S0252004356,0252004356,false,"9, RUE DU COTEAU",,,D,,"ORGANISER ET PROMOUVOIR LE VOL LIBRE, ETRE LE LIEN TECHNIQUE ET POLITIQUE ENTRE LES CLUBS QUI LE COMPOSENT ET LA FEDERATION FRANCAISE DE VOL LIBRE",011135,000000,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,FEDERATION FRANCAISE DE VOL LIBRE,,COMITE DEPARTEMENTAL DE LA FEDERATION FRANCAISE DE VOL LIBRE DU DOUBS,,2018-09-23T10:00:25.000Z
1218,25031,25400,,,,,,,,,,AUDINCOURT,,,,,,,252S,2018-10-01T16:23:03.000Z,0001-01-01,,,1991-03-13,2008-11-22 11:18:40,PM,,S,5478157,252S0252004356,0252004356,false,"9, RUE DU COTEAU",,,D,,"ORGANISER ET PROMOUVOIR LE VOL LIBRE, ETRE LE LIEN TECHNIQUE ET POLITIQUE ENTRE LES CLUBS QUI LE COMPOSENT ET LA FEDERATION FRANCAISE DE VOL LIBRE",011135,000000,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,FEDERATION FRANCAISE DE VOL LIBRE,,COMITE DEPARTEMENTAL DE LA FEDERATION FRANCAISE DE VOL LIBRE DU DOUBS,,2018-10-01T16:23:03.000Z
1219,75117,75017,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:57:56.000Z,1986-10-13,,,0001-01-01,2009-05-25 05:00:00,PM,,S,1874674,751P00078612,00078612,false,,3         RUE des Épinettes,,D,,promouvoir l'image du tir a l'arc pr ts moyebs d'expression visuel le et artistique susceptibles de se matérialiser,011000,000000,,A,,,FEDERATION FRANCAISE DE TIR A L'ARC - (FFTA),0143212558,LA BOUTIQUE DE LA FEDERATION FRANCAISE DE TIR A L'ARC FFTA,,2018-09-23T09:57:56.000Z
1220,75117,75017,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:20:33.000Z,1986-10-13,,,0001-01-01,2009-05-25 05:00:00,PM,,S,4729086,751P00078612,00078612,false,,3         RUE des Épinettes,,D,,promouvoir l'image du tir a l'arc pr ts moyebs d'expression visuel le et artistique susceptibles de se matérialiser,011000,000000,,A,,,FEDERATION FRANCAISE DE TIR A L'ARC - (FFTA),0143212558,LA BOUTIQUE DE LA FEDERATION FRANCAISE DE TIR A L'ARC FFTA,,2018-10-01T16:20:33.000Z
1221,69383,69003,_,LYON 03,69003,,FFTDA,,25 Rue Saint Antoine,,FRANCE,Lyon 3e Arrondissement,Saint Antoine,25,,FFTDA,RUE,0,691P,2018-09-23T09:54:32.000Z,1994-10-14,,2016-02-26,1901-07-01,2016-03-22 11:27:52,PM,,S,1122091,W691057824,0691041561,true,,,,D,,Pratique du taekwondo,011000,011150,,A,,,FEDERATION FRANCAISE DE TAEKWONDO ET DISCIPLINES ASSOCIEES,,FEDERATION FRANCAISE DE TAEKWONDO ET DISCIPLINES ASSOCIEES,FEDERATION FRANCAISE DE TAEKWONDO E...,2018-09-23T09:54:32.000Z
1222,75113,75013,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:57:40.000Z,1994-10-14,,,1994-11-02,2009-05-25 05:00:00,PM,,F,1793900,751P00117432,00117432,false,,1         AV  Pierre de coubertin,,D,,fédération d'associations de taekwondo et disciplines associées,011150,000000,,A,,,FEDERATION FRANCAISE DE TAEKWONDO ET DISCIPLINES ASSOCIEES,0472028397,FEDERATION FRANCAISE DE TAEKWONDO ET DISCIPLINES ASSOCIEES,,2018-09-23T09:57:40.000Z
1223,69383,69003,_,LYON 03,69003,,FFTDA,,25 Rue Saint Antoine,,FRANCE,Lyon 3e Arrondissement,Saint Antoine,25,,FFTDA,RUE,0,691P,2018-10-01T16:16:37.000Z,1994-10-14,,2016-02-26,1901-07-01,2016-03-22 11:27:52,PM,,S,3971592,W691057824,0691041561,true,,,,D,,Pratique du taekwondo,011000,011150,,A,,,FEDERATION FRANCAISE DE TAEKWONDO ET DISCIPLINES ASSOCIEES,,FEDERATION FRANCAISE DE TAEKWONDO ET DISCIPLINES ASSOCIEES,FEDERATION FRANCAISE DE TAEKWONDO E...,2018-10-01T16:16:37.000Z
1224,75113,75013,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:20:16.000Z,1994-10-14,,,1994-11-02,2009-05-25 05:00:00,PM,,F,4648329,751P00117432,00117432,false,,1         AV  Pierre de coubertin,,D,,fédération d'associations de taekwondo et disciplines associées,011150,000000,,A,,,FEDERATION FRANCAISE DE TAEKWONDO ET DISCIPLINES ASSOCIEES,0472028397,FEDERATION FRANCAISE DE TAEKWONDO ET DISCIPLINES ASSOCIEES,,2018-10-01T16:20:16.000Z
1225,75119,75019,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:57:41.000Z,1994-06-20,,,1994-07-13,2009-05-25 05:00:00,PM,,S,1797547,751P00115808,00115808,false,,47 49     AV  Simon bolivar,,D,,favoriser l'insertion sociale et professionnelle des jeunes de 16 a 30 ans quelle que soit leur situation sociale,023000,000000,,A,,,FEDERATION GENERALE DES MINES ET DE LA METALLURGIE (FGMM-CFDT),0144522020,TURBULENCES JEUNES FGMM CFDT FEDERATION GENERALE DES MINES ET DE LA METALLURGIE CONFEDERATION FRANCAISE DEMOCRATIQUE DU TRAVAIL,,2018-09-23T09:57:41.000Z
1226,75119,75019,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:20:17.000Z,1994-06-20,,,1994-07-13,2009-05-25 05:00:00,PM,,S,4651973,751P00115808,00115808,false,,47 49     AV  Simon bolivar,,D,,favoriser l'insertion sociale et professionnelle des jeunes de 16 a 30 ans quelle que soit leur situation sociale,023000,000000,,A,,,FEDERATION GENERALE DES MINES ET DE LA METALLURGIE (FGMM-CFDT),0144522020,TURBULENCES JEUNES FGMM CFDT FEDERATION GENERALE DES MINES ET DE LA METALLURGIE CONFEDERATION FRANCAISE DEMOCRATIQUE DU TRAVAIL,,2018-10-01T16:20:17.000Z
1227,75110,75010,_,PARIS 10,75010,,,,59 boulevard de Magenta,,FRANCE,Paris,de Magenta,59,,,BD,0,751P,2018-09-23T09:55:05.000Z,1917-12-07,,2015-11-17,1917-12-09,2015-11-25 12:24:14,PM,,S,1264090,W751006407,6407,true,,,,D,,établir liaisons permanentes avec toutes les organisations d'agents sncf,023010,000000,,A,,,FEDERATION GENERALE DES RETRAITES DES CHEMINS DE FER DE FRANCE ET D'OUTRE MER -  FGRCF,,FEDERATION GENERALE DES RETRAITES DES CHEMINS DE FER DE FRANCE ET D'OUTRE MER FGRCF,FGRCF,2018-09-23T09:55:05.000Z
1228,75110,75010,_,PARIS 10,75010,,,,59 boulevard de Magenta,,FRANCE,Paris,de Magenta,59,,,BD,0,751P,2018-10-01T16:17:16.000Z,1917-12-07,,2015-11-17,1917-12-09,2015-11-25 12:24:14,PM,,S,4113711,W751006407,6407,true,,,,D,,établir liaisons permanentes avec toutes les organisations d'agents sncf,023010,000000,,A,,,FEDERATION GENERALE DES RETRAITES DES CHEMINS DE FER DE FRANCE ET D'OUTRE MER -  FGRCF,,FEDERATION GENERALE DES RETRAITES DES CHEMINS DE FER DE FRANCE ET D'OUTRE MER FGRCF,FGRCF,2018-10-01T16:17:16.000Z
1229,13055,13000,,,,,,,,,,MARSEILLE,,,,,,,133P,2018-09-23T09:57:28.000Z,0001-01-01,,,1976-12-18,2006-01-31 01:04:23,PM,,S,1727097,133P0133009543,0133009543,false,18 rue Sainte,,,D,,O,000000,000000,reprise auto => date publication création au JO à vérifier,D,,,FEDERATION GENERALE DES TRANSPORTS ET DE L'EQUIPEMENT CFDT (FGTE-CFDT),,UNION REGIONALE DES RETRAITES CFDT DE LA FEDERATION GENERALE DES TRANSPORTS ET DE L'EQUIPEMENT (FGTE) DES REGIONS PACA ET CORSE URR FGTE CFDT,,2018-09-23T09:57:28.000Z
1230,13055,13000,,,,,,,,,,MARSEILLE,,,,,,,133P,2018-10-01T16:20:01.000Z,0001-01-01,,,1976-12-18,2006-01-31 01:04:23,PM,,S,4581508,133P0133009543,0133009543,false,18 rue Sainte,,,D,,O,000000,000000,reprise auto => date publication création au JO à vérifier,D,,,FEDERATION GENERALE DES TRANSPORTS ET DE L'EQUIPEMENT CFDT (FGTE-CFDT),,UNION REGIONALE DES RETRAITES CFDT DE LA FEDERATION GENERALE DES TRANSPORTS ET DE L'EQUIPEMENT (FGTE) DES REGIONS PACA ET CORSE URR FGTE CFDT,,2018-10-01T16:20:01.000Z
1231,64102,64100,"_60, avenue dubrocq",BAYONNE,64100,"60, avenue dubrocq",Trinquet moderne,,,,FRANCE,Bayonne,,,,Trinquet moderne,,0,641S,2018-09-23T09:51:41.000Z,1921-01-26,,2017-01-09,1901-07-01,2017-01-09 12:21:40,PM,,S,470276,W641003205,0641001447,true,,,,D,,"Organiser,controler,developper la pratique de la pelote basque, diriger, coordonner, surveiller l'activite des associations sportives de pelote basque regulierement affiliees. etablir les reglements des activites dependant de sa competence,delivrer l",011030,000000,,A,,,FEDERATION FRANCAISE DE PELOTE BASQUE,,FEDERATION FRANCAISE DE PELOTE BASQUE,FEDERATION FRANCAISE DE PELOTE BASQUE,2018-09-23T09:51:41.000Z
1232,75109,75009,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:58:22.000Z,1921-01-25,,,0001-01-01,2009-05-25 05:00:00,PM,,F,2007741,751P00012940,00012940,false,,3         RUE Rossini,,D,,plus d'activité,011000,000000,,A,,,FEDERATION FRANCAISE DE PELOTE BASQUE,,FEDERATION FRANCAISE DE PELOTE BASQUE,,2018-09-23T09:58:22.000Z
1233,64102,64100,"_60, avenue dubrocq",BAYONNE,64100,"60, avenue dubrocq",Trinquet moderne,,,,FRANCE,Bayonne,,,,Trinquet moderne,,0,641S,2018-10-01T16:13:36.000Z,1921-01-26,,2017-01-09,1901-07-01,2017-01-09 12:21:40,PM,,S,3319084,W641003205,0641001447,true,,,,D,,"Organiser,controler,developper la pratique de la pelote basque, diriger, coordonner, surveiller l'activite des associations sportives de pelote basque regulierement affiliees. etablir les reglements des activites dependant de sa competence,delivrer l",011030,000000,,A,,,FEDERATION FRANCAISE DE PELOTE BASQUE,,FEDERATION FRANCAISE DE PELOTE BASQUE,FEDERATION FRANCAISE DE PELOTE BASQUE,2018-10-01T16:13:36.000Z
1234,75109,75009,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:20:59.000Z,1921-01-25,,,0001-01-01,2009-05-25 05:00:00,PM,,F,4862125,751P00012940,00012940,false,,3         RUE Rossini,,D,,plus d'activité,011000,000000,,A,,,FEDERATION FRANCAISE DE PELOTE BASQUE,,FEDERATION FRANCAISE DE PELOTE BASQUE,,2018-10-01T16:20:59.000Z
1235,64102,64100,_Rue vital biraben,BAYONNE,64100,Rue vital biraben,,,,,FRANCE,Bayonne,,,,,,0,641S,2018-09-23T09:52:10.000Z,2001-12-13,,2010-08-31,2002-01-05,2010-08-31 10:31:50,PM,,S,576835,W641000421,0641012013,true,,,,D,,L'organisation et la gestion du pole france de haut niveau de la federation francaise de pelote basque labellise par la commission nationale ministerielle du sport de haut niveau etc...,011030,000000,,A,,,FEDERATION FRANCAISE DE PELOTE BASQUE,,CENTRE NATIONAL DE FORMATION DE LA FEDERATION FRANCAISE DE PELOTE BASQUE DE BAYONNE,CENTRE NATIONAL DE FORMATION DE LA ...,2018-09-23T09:52:10.000Z
1236,64102,64100,_Rue vital biraben,BAYONNE,64100,Rue vital biraben,,,,,FRANCE,Bayonne,,,,,,0,641S,2018-10-01T16:14:05.000Z,2001-12-13,,2010-08-31,2002-01-05,2010-08-31 10:31:50,PM,,S,3425910,W641000421,0641012013,true,,,,D,,L'organisation et la gestion du pole france de haut niveau de la federation francaise de pelote basque labellise par la commission nationale ministerielle du sport de haut niveau etc...,011030,000000,,A,,,FEDERATION FRANCAISE DE PELOTE BASQUE,,CENTRE NATIONAL DE FORMATION DE LA FEDERATION FRANCAISE DE PELOTE BASQUE DE BAYONNE,CENTRE NATIONAL DE FORMATION DE LA ...,2018-10-01T16:14:05.000Z
1237,64102,64100,,,,,,,,,,BAYONNE,,,,,,,641S,2018-09-23T09:59:39.000Z,0001-01-01,,,0001-01-01,2006-02-15 02:52:34,PM,,S,2400740,641S0641000870,0641000870,false,Cnea-ffpb renE cassin,Rue de lasseguette,,D,,"Favoriser la promotion des athlètes stagiaires du centre en facilitant leur vie matErielle et leur recherche d'emploi ; amEliorer les conditions de la gestion des services d'accueil, d'hEbergement et de formation de ses membres ; apporter Â ses ...",000000,000000,,D,,,FEDERATION FRANCAISE DE PELOTE BASQUE,,LES AMIS DU CENTRE NATIONAL DES ATHLETES DE LA FEDERATION FRANCAISE DE PELOTE BASQUE - CNEA-FFPB,,2018-09-23T09:59:39.000Z
1238,64102,64100,,,,,,,,,,BAYONNE,,,,,,,641S,2018-10-01T16:22:18.000Z,0001-01-01,,,0001-01-01,2006-02-15 02:52:34,PM,,S,5255122,641S0641000870,0641000870,false,Cnea-ffpb renE cassin,Rue de lasseguette,,D,,"Favoriser la promotion des athlètes stagiaires du centre en facilitant leur vie matErielle et leur recherche d'emploi ; amEliorer les conditions de la gestion des services d'accueil, d'hEbergement et de formation de ses membres ; apporter Â ses ...",000000,000000,,D,,,FEDERATION FRANCAISE DE PELOTE BASQUE,,LES AMIS DU CENTRE NATIONAL DES ATHLETES DE LA FEDERATION FRANCAISE DE PELOTE BASQUE - CNEA-FFPB,,2018-10-01T16:22:18.000Z
