fi;an;fi_ej;rs;grp;stjr;cat;dep;reg;espic;COMINSEE;DISCI;DISCIPLINE;LIT;SEJHC;JOU;PLA;SEJHP;PAS;SEJACC;IVG;SEHEM;SERAD;SECHI
910100015;2021;750712184;HU HENRI MONDOR SITE CLEMENCEAU APHP;03;1;101;91;11;1;91135;25000;Soins de longue durée;130;37;49160;;;;;;;;
910100031;2021;750712184;HU HENRI MONDOR SITE DUPUYTREN APHP;03;1;101;91;11;1;91201;21100;Médecine;41;756;12397;3;605;;;;;;
910100031;2021;750712184;HU HENRI MONDOR SITE DUPUYTREN APHP;03;1;101;91;11;1;91201;24000;Soins de suite et réadaptation;319;1487;87835;9;2349;;;;;;
910100031;2021;750712184;HU HENRI MONDOR SITE DUPUYTREN APHP;03;1;101;91;11;1;91201;25000;Soins de longue durée;54;20;17488;;;;;;;;
910110071;2021;910110055;CH D ORSAY DOMAINE DU GRAND MESNIL;14;1;355;91;11;1;91122;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);95;801;30406;70;5211;;;;;;
910140037;2021;750720914;HOPITAL PSYCHIATRIQUE L'EAU VIVE;15;3;161;91;11;6;91600;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);41;520;15686;;;;;;;;
910150010;2021;910014919;CH FREDERIC HENRI MANHES;09;3;365;91;11;6;91235;21100;Médecine;2;504;319;;0;;;;14405;;
910150010;2021;910014919;CH FREDERIC HENRI MANHES;09;3;365;91;11;6;91235;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);30;208;5890;;;;;;;;
910150010;2021;910014919;CH FREDERIC HENRI MANHES;09;3;365;91;11;6;91235;24000;Soins de suite et réadaptation;30;327;7707;30;2531;;;;;;
910150028;2021;750811184;CENTRE HOSPITALIER DE BLIGNY;09;3;129;91;11;6;91111;21100;Médecine;89;2752;23619;12;1393;;;;;;2827
910150028;2021;750811184;CENTRE HOSPITALIER DE BLIGNY;09;3;129;91;11;6;91111;24000;Soins de suite et réadaptation;210;1792;60105;32;5311;;;;;;
910150069;2021;910000033;HOP PRIVE GERIAT LES MAGNOLIAS;09;3;365;91;11;6;91044;21100;Médecine;76;1801;24130;4;1001;;;;;;
910150069;2021;910000033;HOP PRIVE GERIAT LES MAGNOLIAS;09;3;365;91;11;6;91044;24000;Soins de suite et réadaptation;101;867;24465;8;1307;;;;;;
910150069;2021;910000033;HOP PRIVE GERIAT LES MAGNOLIAS;09;3;365;91;11;6;91044;25000;Soins de longue durée;60;40;21232;;;;;;;;
910150077;2021;750720575;CLINIQUE FSEF VRENNES JARCY;09;3;109;91;11;6;91631;24000;Soins de suite et réadaptation;60;378;8081;15;803;;;;;;
910150085;2021;910009539;GH LES CHEMINOTS SOINS DE SUITE;09;3;129;91;11;6;91201;24000;Soins de suite et réadaptation;59;474;16044;40;5214;;;;;;
910300011;2021;910025139;HOP DE PARIS ESSONNE LES CHARMILLES;09;2;128;91;11;0;91021;21100;Médecine;15;215;466;5;64;;;;;;
910300011;2021;910025139;HOP DE PARIS ESSONNE LES CHARMILLES;09;2;128;91;11;0;91021;21200;Chirurgie;45;1297;3272;15;10991;;;;;;
910300029;2021;910000587;HOPITAL D ATHIS MONS SITE JULES VALLES;09;2;365;91;11;0;91027;21100;Médecine;;547;5022;0;0;;;;;;
910300029;2021;910000587;HOPITAL D ATHIS MONS SITE JULES VALLES;09;2;365;91;11;0;91027;24000;Soins de suite et réadaptation;0;407;11978;0;0;;;;;;
910300045;2021;910002419;CLINIQUE MEDICALE JARDINS DE BRUNOY;09;2;109;91;11;0;91114;24000;Soins de suite et réadaptation;79;601;26171;15;6048;;;;;;
910300060;2021;920030269;CLINIQUE GERIATRIQUE LES VALLEES;09;2;129;91;11;0;91114;21100;Médecine;12;193;4096;;0;;;;;;
910300060;2021;920030269;CLINIQUE GERIATRIQUE LES VALLEES;09;2;129;91;11;0;91114;24000;Soins de suite et réadaptation;59;480;21202;10;1817;;;;;;
910300144;2021;910000447;CMCO D EVRY;09;2;365;91;11;0;91228;21100;Médecine;30;2276;10786;0;1;19274;;;29193;;2300
910300144;2021;910000447;CMCO D EVRY;09;2;365;91;11;0;91228;21200;Chirurgie;56;2521;9266;34;7912;;;;;;
910300144;2021;910000447;CMCO D EVRY;09;2;365;91;11;0;91228;21300;Gynéco-Obstétrique;17;1022;2941;;0;;641;322;;;
910300151;2021;310021308;CTRE DE REEDUC KORIAN L OBSERVATOIRE;09;2;109;91;11;0;91326;24000;Soins de suite et réadaptation;83;452;26336;13;6259;;;;;;
910300177;2021;910000462;CLINIQUE DE L YVETTE;09;2;365;91;11;0;91345;21100;Médecine;10;335;1346;;0;;;;;;
910300177;2021;910000462;CLINIQUE DE L YVETTE;09;2;365;91;11;0;91345;21200;Chirurgie;80;4128;12338;26;10649;;;;;;
910300177;2021;910000462;CLINIQUE DE L YVETTE;09;2;365;91;11;0;91345;21300;Gynéco-Obstétrique;28;1055;4082;;0;;806;18;;;
910300219;2021;910003888;HOPITAL PRIVE JACQUES CARTIER;09;2;365;91;11;0;91377;21100;Médecine;101;5315;34325;6;1;25599;;;10859;;
910300219;2021;910003888;HOPITAL PRIVE JACQUES CARTIER;09;2;365;91;11;0;91377;21200;Chirurgie;132;4450;25159;33;10882;;;;;;
910300219;2021;910003888;HOPITAL PRIVE JACQUES CARTIER;09;2;365;91;11;0;91377;24000;Soins de suite et réadaptation;;0;0;15;7073;;;;;;
910300235;2021;310021282;CLINIQUE KORIAN LA MARETTE;09;2;109;91;11;0;91533;24000;Soins de suite et réadaptation;90;589;29810;0;0;;;;;;
910300276;2021;910019702;CLINIQUE MEDICALE DE VILLIERS SUR ORGE;09;2;109;91;11;0;91685;24000;Soins de suite et réadaptation;157;1077;47885;65;27659;;;;;;
910300300;2021;910000538;HOPITAL PRIVE DU VAL D YERRES;09;2;365;91;11;0;91691;21100;Médecine;40;2554;20812;2;0;17000;;;;;1600
910300300;2021;910000538;HOPITAL PRIVE DU VAL D YERRES;09;2;365;91;11;0;91691;21200;Chirurgie;20;780;4269;22;3446;;;;;;
910300326;2021;910000553;CLINIQUE PASTEUR;09;2;365;91;11;0;91521;21100;Médecine;24;698;2625;5;315;;;;;;5311
910300326;2021;910000553;CLINIQUE PASTEUR;09;2;365;91;11;0;91521;24000;Soins de suite et réadaptation;48;706;17589;;0;;;;;;
910300359;2021;910000587;HOPITAL PRIVE D ATHIS MONS SITE CARON;09;2;365;91;11;0;91027;21100;Médecine;38;419;3026;0;0;;;;;;
910300359;2021;910000587;HOPITAL PRIVE D ATHIS MONS SITE CARON;09;2;365;91;11;0;91027;21200;Chirurgie;0;0;0;19;6540;;;;;;
910300359;2021;910000587;HOPITAL PRIVE D ATHIS MONS SITE CARON;09;2;365;91;11;0;91027;21300;Gynéco-Obstétrique;0;37;0;0;0;;0;77;;;
910300359;2021;910000587;HOPITAL PRIVE D ATHIS MONS SITE CARON;09;2;365;91;11;0;91027;24000;Soins de suite et réadaptation;65;212;9088;0;0;;;;;;
910310028;2021;920030269;CLINIQUE DU CHATEAU DE VILLEBOUZIN;15;2;161;91;11;0;91347;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);406;3696;167415;10;3073;;;;;;
910500040;2021;910009539;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;09;3;109;91;11;6;91521;21100;Médecine;10;106;4789;;0;;;;;;
910500040;2021;910009539;GH LES CHEMINOTS CENTRE MOYEN SEJOUR;09;3;109;91;11;6;91521;24000;Soins de suite et réadaptation;83;400;16462;;0;;;;;;
910800986;2021;910110055;MAISON DE CURE DE L YVETTE;04;1;355;91;11;1;91471;24000;Soins de suite et réadaptation;46;370;14412;6;640;;;;;;
910803543;2021;910017615;HOPITAL PRIVE CLAUDE GALIEN;09;2;365;91;11;0;91514;21100;Médecine;123;4849;29636;;0;29608;;;19379;;1059
910803543;2021;910017615;HOPITAL PRIVE CLAUDE GALIEN;09;2;365;91;11;0;91514;21200;Chirurgie;74;3006;9737;22;13699;;;;;;
910803543;2021;910017615;HOPITAL PRIVE CLAUDE GALIEN;09;2;365;91;11;0;91514;21300;Gynéco-Obstétrique;28;1160;4392;;0;;915;144;;;
910805357;2021;910001643;CLINIQUE DE L ESSONNE;09;2;365;91;11;0;91228;21100;Médecine;6;4;24;;0;;;;;;
910805357;2021;910001643;CLINIQUE DE L ESSONNE;09;2;365;91;11;0;91228;21200;Chirurgie;32;1549;5473;52;11632;;;;;;
910805357;2021;910001643;CLINIQUE DE L ESSONNE;09;2;365;91;11;0;91228;21300;Gynéco-Obstétrique;21;765;2332;0;0;;596;71;;;
910811322;2021;830013678;ETABLISSEMENT DE SANTE LA MARTINIERE;09;3;109;91;11;6;91534;24000;Soins de suite et réadaptation;80;541;20953;;0;;;;;;
910813732;2021;750813321;CLCC DE PROTONTHERAPIE ORSAY;18;3;131;91;11;6;91471;21100;Médecine;;0;0;;0;;;;;14048;
910813963;2021;940000060;UNITE D AUTODIALYSE DE BIEVRES;07;2;146;91;11;0;91064;21100;Médecine;;;;;;;;;5408;;
910814144;2021;940026677;UNITE DE DIALYSE AURA CORBEIL;07;3;146;91;11;6;91174;21100;Médecine;;;;;;;;;2272;;
920000460;2021;750813321;CLCC RENE HUGUENIN INSTITUT CURIE;18;3;131;92;11;6;92064;21100;Médecine;50;1910;11575;4;1484;;;;;35737;18686
920000460;2021;750813321;CLCC RENE HUGUENIN INSTITUT CURIE;18;3;131;92;11;6;92064;21200;Chirurgie;25;2067;4969;8;2805;;;;;;
920000569;2021;920026374;CH RIVES DE SEINE SITE COURBEVOIE;04;1;355;92;11;1;92026;21100;Médecine;57;1382;14613;5;481;;;;;;
920000569;2021;920026374;CH RIVES DE SEINE SITE COURBEVOIE;04;1;355;92;11;1;92026;24000;Soins de suite et réadaptation;82;736;28014;9;1881;;;;;;
920000577;2021;920110020;CH DE NANTERRE;04;1;355;92;11;1;92050;21100;Médecine;95;3466;27453;7;2533;26663;;;;;
920000577;2021;920110020;CH DE NANTERRE;04;1;355;92;11;1;92050;21300;Gynéco-Obstétrique;24;1622;5893;1;33;;1421;306;;;
920000577;2021;920110020;CH DE NANTERRE;04;1;355;92;11;1;92050;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);51;512;17557;20;1202;;;;;;
920000577;2021;920110020;CH DE NANTERRE;04;1;355;92;11;1;92050;24000;Soins de suite et réadaptation;39;339;13032;;0;;;;;;
920000577;2021;920110020;CH DE NANTERRE;04;1;355;92;11;1;92050;25000;Soins de longue durée;48;0;16267;;;;;;;;
920000585;2021;920026374;CH RIVES DE SEINE SITE NEUILLY S/SEINE;04;1;355;92;11;1;92051;21100;Médecine;96;6343;26017;2;436;55444;;;;;
920000585;2021;920026374;CH RIVES DE SEINE SITE NEUILLY S/SEINE;04;1;355;92;11;1;92051;21200;Chirurgie;13;619;1931;2;264;;;;;;
920000585;2021;920026374;CH RIVES DE SEINE SITE NEUILLY S/SEINE;04;1;355;92;11;1;92051;21300;Gynéco-Obstétrique;44;3294;12342;2;603;;2632;140;;;
920000593;2021;920026374;CH RIVES DE SEINE SITE DE PUTEAUX;04;1;355;92;11;1;92062;21100;Médecine;12;245;3043;;0;;;;;;
920000593;2021;920026374;CH RIVES DE SEINE SITE DE PUTEAUX;04;1;355;92;11;1;92062;25000;Soins de longue durée;78;37;23275;;;;;;;;
920000601;2021;920110053;CH DEPARTEMENTAL DE STELL;04;1;355;92;11;1;92063;21100;Médecine;52;1043;10665;;0;;;;;;
920000601;2021;920110053;CH DEPARTEMENTAL DE STELL;04;1;355;92;11;1;92063;24000;Soins de suite et réadaptation;104;788;21319;21;7024;;;;;;
920000619;2021;920009909;CH DES QUATRE VILLES SITE ST CLOUD;04;1;355;92;11;1;92064;21100;Médecine;41;3381;11826;1;3;19166;;;9115;;
920000619;2021;920009909;CH DES QUATRE VILLES SITE ST CLOUD;04;1;355;92;11;1;92064;21200;Chirurgie;18;563;2330;4;805;;;;;;
920000619;2021;920009909;CH DES QUATRE VILLES SITE ST CLOUD;04;1;355;92;11;1;92064;21300;Gynéco-Obstétrique;52;4146;14939;10;1572;;2706;344;;;
920000619;2021;920009909;CH DES QUATRE VILLES SITE ST CLOUD;04;1;355;92;11;1;92064;25000;Soins de longue durée;70;47;23054;;;;;;;;
920000627;2021;920009909;CH DES QUATRE VILLES SITE SEVRES;04;1;355;92;11;1;92072;21100;Médecine;81;1524;17858;15;2070;;;;;;
920000627;2021;920009909;CH DES QUATRE VILLES SITE SEVRES;04;1;355;92;11;1;92072;24000;Soins de suite et réadaptation;68;408;13775;5;0;;;;;;
920000635;2021;920150026;HOPITAL SUISSE DE PARIS;09;3;129;92;11;6;92040;21100;Médecine;42;628;7633;5;363;;;;;;
920000635;2021;920150026;HOPITAL SUISSE DE PARIS;09;3;129;92;11;6;92040;24000;Soins de suite et réadaptation;77;645;16919;5;445;;;;;;
920000643;2021;750720468;INSTITUT FRANCO BRITANNIQUE KLEBER;09;3;365;92;11;6;92044;21100;Médecine;126;4830;30701;6;922;37235;;;;;4330
920000643;2021;750720468;INSTITUT FRANCO BRITANNIQUE KLEBER;09;3;365;92;11;6;92044;21200;Chirurgie;40;1988;9481;15;2913;;;;;;
920000643;2021;750720468;INSTITUT FRANCO BRITANNIQUE KLEBER;09;3;365;92;11;6;92044;21300;Gynéco-Obstétrique;34;2011;7917;4;469;;1666;52;;;
920000650;2021;920150059;HOPITAL FOCH;09;3;365;92;11;6;92073;21100;Médecine;262;17068;105287;69;4195;37822;;;5771;;11064
920000650;2021;920150059;HOPITAL FOCH;09;3;365;92;11;6;92073;21200;Chirurgie;139;5662;20975;32;5856;;;;;;
920000650;2021;920150059;HOPITAL FOCH;09;3;365;92;11;6;92073;21300;Gynéco-Obstétrique;55;4815;19113;8;1493;;3430;1;;;
920000650;2021;920150059;HOPITAL FOCH;09;3;365;92;11;6;92073;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);14;257;4265;;;;;;;;
920000684;2021;750150120;HOPITAL MARIE LANNELONGUE;09;3;365;92;11;6;92060;21100;Médecine;97;4448;27734;10;1577;;;;;;
920000684;2021;750150120;HOPITAL MARIE LANNELONGUE;09;3;365;92;11;6;92060;21200;Chirurgie;116;3587;17593;6;2778;;;;;;
920001096;2021;920001096;SAS MAISON DE SANTE BELLEVUE;05;2;161;92;11;0;92048;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);88;898;28869;34;5101;;;;;;
920001369;2021;920710654;SSR FONDATION ROGUET;04;1;355;92;11;1;92024;24000;Soins de suite et réadaptation;75;392;20962;10;903;;;;;;
920001369;2021;920710654;SSR FONDATION ROGUET;04;1;355;92;11;1;92024;25000;Soins de longue durée;75;40;18348;;;;;;;;
920002177;2021;920804465;CHS PUBLIC DE SANTE ERASME;14;1;292;92;11;1;92002;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);124;1173;42045;71;10764;;;;;;
920004058;2021;920030269;CLINIQUE MONTEVIDEO;09;2;109;92;11;0;92012;24000;Soins de suite et réadaptation;65;482;15191;10;2102;;;;;;
920004959;2021;920004918;UNITE D AUTODIALYSE DE NANTERRE;07;2;146;92;11;0;92050;21100;Médecine;;;;;;;;;3498;;
920005238;2021;920030269;CLINIQUE DU PONT DE SEVRES;09;2;109;92;11;0;92012;24000;Soins de suite et réadaptation;128;1048;44463;15;2477;;;;;;
920007408;2021;950140012;CHS ROGER PREVOT DE NANTERRE;14;1;292;92;11;1;92050;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);20;259;6495;129;16314;;;;;;
920007549;2021;920007499;MAISON DE SANTE DE ROCHEBRUNE;09;2;161;92;11;0;92033;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);65;457;21901;20;1850;;;;;;
920007549;2021;920007499;MAISON DE SANTE DE ROCHEBRUNE;09;2;161;92;11;0;92033;24000;Soins de suite et réadaptation;62;302;12974;;0;;;;;;
920014099;2021;920030269;CRF PARIS NORD;09;2;109;92;11;0;92004;24000;Soins de suite et réadaptation;94;666;32830;40;4724;;;;;;
920016698;2021;930019484;CMPR DU SUD PARISIEN CHATILLON;09;3;109;92;11;6;92020;24000;Soins de suite et réadaptation;60;383;15821;40;8081;;;;;;
920022704;2021;920025012;CENTRE D AUTODIALYSE DE BOIS COLOMBES;07;2;146;92;11;0;92009;21100;Médecine;;;;;;;;;6240;;
920024205;2021;920808037;SSR LES ABONDANCES;04;1;355;92;11;1;92012;24000;Soins de suite et réadaptation;30;297;9152;10;2263;;;;;;
920024205;2021;920808037;SSR LES ABONDANCES;04;1;355;92;11;1;92012;25000;Soins de longue durée;110;73;37956;;;;;;;;
920024718;2021;920029642;CTRE DE CANCEROLOGIE DE CHARLEBOURG;18;2;698;92;11;0;92035;21100;Médecine;;;;;;;;;;13812;
920025210;2021;940026677;UNITE DE DIALYSE AURA ISSY MOULINEAUX;07;3;146;92;11;6;92040;21100;Médecine;;;;;;;;;5407;;
920027711;2021;940140049;CHS PAUL GUIRAUD SITE CLAMART;14;1;292;92;11;1;92023;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);120;992;43081;80;9231;;;;;;
920028917;2021;920024197;INSTITUT DE RADIOTHERAPIE HARTMANN;18;2;698;92;11;0;92044;21100;Médecine;;;;;;;;;;53504;
920030962;2021;920030962;SAS HOLTEL DE L ESPERANCE;05;2;161;92;11;0;92062;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);115;815;29566;20;3155;;;;;;
920033479;2021;940026677;POLE AUTONOMIE-DIALYSE A DOMICILE PADD;07;3;146;92;11;6;92049;21100;Médecine;;;;;;;;;8254;;
920036738;2021;920026499;SSR EHPAD VILLA BORGHESE;09;2;109;92;11;0;92026;24000;Soins de suite et réadaptation;0;48;1968;;;;;;;;
920100013;2021;750712184;HU OUEST SITE AMBROISE PARE APHP;03;1;101;92;11;1;92012;21100;Médecine;262;13709;77246;58;8697;57647;;;4962;;3493
920100013;2021;750712184;HU OUEST SITE AMBROISE PARE APHP;03;1;101;92;11;1;92012;21200;Chirurgie;105;4310;23596;16;4587;;;;;;
920100021;2021;750712184;HU PARIS SUD SITE ANTOINE BECLERE APHP;03;1;101;92;11;1;92023;21100;Médecine;240;13950;72839;22;3969;62184;;;;;2318
920100021;2021;750712184;HU PARIS SUD SITE ANTOINE BECLERE APHP;03;1;101;92;11;1;92023;21200;Chirurgie;66;2605;15202;9;1397;;;;;;
920100021;2021;750712184;HU PARIS SUD SITE ANTOINE BECLERE APHP;03;1;101;92;11;1;92023;21300;Gynéco-Obstétrique;78;5637;23442;16;2102;;3473;850;;;
920100039;2021;750712184;HU PARIS NORD SITE BEAUJON APHP;03;1;101;92;11;1;92024;21100;Médecine;212;9459;62964;33;4448;33090;;;;;6216
920100039;2021;750712184;HU PARIS NORD SITE BEAUJON APHP;03;1;101;92;11;1;92024;21200;Chirurgie;175;5200;36332;3;1301;;;;;;
920100039;2021;750712184;HU PARIS NORD SITE BEAUJON APHP;03;1;101;92;11;1;92024;21300;Gynéco-Obstétrique;29;1936;8361;2;579;;1378;399;;;
920100047;2021;750712184;HU PARIS NORD SITE LOUIS MOURIER APHP;03;1;101;92;11;1;92025;21100;Médecine;153;9642;55557;15;2839;68972;;;;;1817
920100047;2021;750712184;HU PARIS NORD SITE LOUIS MOURIER APHP;03;1;101;92;11;1;92025;21200;Chirurgie;28;1271;6513;2;2406;;;;;;
920100047;2021;750712184;HU PARIS NORD SITE LOUIS MOURIER APHP;03;1;101;92;11;1;92025;21300;Gynéco-Obstétrique;60;4271;17850;1;6;;3153;931;;;
920100047;2021;750712184;HU PARIS NORD SITE LOUIS MOURIER APHP;03;1;101;92;11;1;92025;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);73;705;16702;10;5378;;;;;;
920100047;2021;750712184;HU PARIS NORD SITE LOUIS MOURIER APHP;03;1;101;92;11;1;92025;24000;Soins de suite et réadaptation;70;195;9514;;0;;;;;;
920100047;2021;750712184;HU PARIS NORD SITE LOUIS MOURIER APHP;03;1;101;92;11;1;92025;25000;Soins de longue durée;40;6;14600;;;;;;;;
920100054;2021;750712184;HU PARIS SITE RAYMOND POINCARE APHP;03;1;101;92;11;1;92033;21100;Médecine;188;4539;30226;34;11090;;;;;;
920100054;2021;750712184;HU PARIS SITE RAYMOND POINCARE APHP;03;1;101;92;11;1;92033;21200;Chirurgie;18;724;3192;1;4802;;;;;;
920100054;2021;750712184;HU PARIS SITE RAYMOND POINCARE APHP;03;1;101;92;11;1;92033;24000;Soins de suite et réadaptation;79;632;15379;111;24105;;;;;;
920100062;2021;750712184;HU PARIS OUEST SITE CELTON APHP;03;1;101;92;11;1;92040;21100;Médecine;54;960;14828;10;1645;;;;;;
920100062;2021;750712184;HU PARIS OUEST SITE CELTON APHP;03;1;101;92;11;1;92040;21300;Gynéco-Obstétrique;;0;0;1;576;;;576;;;
920100062;2021;750712184;HU PARIS OUEST SITE CELTON APHP;03;1;101;92;11;1;92040;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);69;592;16720;31;5959;;;;;;
920100062;2021;750712184;HU PARIS OUEST SITE CELTON APHP;03;1;101;92;11;1;92040;24000;Soins de suite et réadaptation;363;2376;82524;19;8433;;;;;;
920120011;2021;750821092;HIA PERCY;13;1;114;92;11;1;92023;21100;Médecine;176;6155;37420;14;557;17623;;;;;3133
920120011;2021;750821092;HIA PERCY;13;1;114;92;11;1;92023;21200;Chirurgie;91;2880;19535;12;3342;;;;;;
920120011;2021;750821092;HIA PERCY;13;1;114;92;11;1;92023;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);20;318;4818;5;341;;;;;;
920120011;2021;750821092;HIA PERCY;13;1;114;92;11;1;92023;24000;Soins de suite et réadaptation;30;396;6683;5;1077;;;;;;
920140019;2021;750005068;CTRE DE SANTE MENTALE DE RUEIL MGEN;15;3;161;92;11;6;92063;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);51;484;16498;41;1692;;;;;;
920140027;2021;750720575;CLINIQUE FSEF SCEAUX;15;3;161;92;11;6;92071;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);130;924;21580;30;7373;;;;;;
920150018;2021;750720492;HOPITAL GOUIN A CLICHY;09;3;109;92;11;6;92024;24000;Soins de suite et réadaptation;94;823;26365;;0;;;;;;
920150075;2021;780020715;HOPITAL LA CITE DES FLEURS;09;3;109;92;11;6;92026;24000;Soins de suite et réadaptation;100;826;31835;10;547;;;;;;
920170024;2021;940809452;CENTRE DENISE CROISSANT;15;3;161;92;11;7;92019;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);;;;70;8249;;;;;;
920170081;2021;750721391;HDJ ATELIER THERAP ELAN RETROUVE;15;3;161;92;11;6;92025;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);;;;80;18482;;;;;;
920170115;2021;920718053;CENTRE DU PARC DE SAINT CLOUD AVRAY;15;3;161;92;11;6;92077;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);;;;32;8082;;;;;;
920300043;2021;920001526;HOPITAL PRIVE D ANTONY;09;2;365;92;11;0;92002;21100;Médecine;151;6588;46893;2;223;66683;;;16255;;9367
920300043;2021;920001526;HOPITAL PRIVE D ANTONY;09;2;365;92;11;0;92002;21200;Chirurgie;115;4327;16737;55;25625;;;;;;
920300043;2021;920001526;HOPITAL PRIVE D ANTONY;09;2;365;92;11;0;92002;21300;Gynéco-Obstétrique;58;3412;12560;2;31;;3157;416;;;
920300043;2021;920001526;HOPITAL PRIVE D ANTONY;09;2;365;92;11;0;92002;23000;Hospitalisation à domicile;;;407;6;60;;;;;;
920300183;2021;920000759;CENTRE CHIRURGICAL DES PRINCES;09;2;128;92;11;0;92012;21200;Chirurgie;15;913;1466;28;12263;;;;;;
920300191;2021;920000767;CLINIQUE MARCEL SEMBAT CCBB;09;2;128;92;11;0;92012;21100;Médecine;5;25;100;;0;;;;;;20
920300191;2021;920000767;CLINIQUE MARCEL SEMBAT CCBB;09;2;128;92;11;0;92012;21200;Chirurgie;60;1579;3633;19;8171;;;;;;
920300258;2021;920000809;CLINIQUE DE CHATILLON;09;2;109;92;11;0;92020;24000;Soins de suite et réadaptation;80;628;22603;20;5023;;;;;;
920300266;2021;920000940;CLINIQUE DU PLATEAU;09;2;128;92;11;0;92023;21100;Médecine;24;1059;6253;5;564;;;;;;
920300266;2021;920000940;CLINIQUE DU PLATEAU;09;2;128;92;11;0;92023;24000;Soins de suite et réadaptation;60;399;7817;10;2806;;;;;;
920300365;2021;920815388;CLINIQUE LA MONTAGNE;09;2;128;92;11;0;92026;21100;Médecine;0;25;31;0;1423;;;;;;
920300365;2021;920815388;CLINIQUE LA MONTAGNE;09;2;128;92;11;0;92026;21200;Chirurgie;37;1701;2667;31;6577;;;;;;
920300365;2021;920815388;CLINIQUE LA MONTAGNE;09;2;128;92;11;0;92026;21300;Gynéco-Obstétrique;0;0;0;0;59;;0;29;;;
920300381;2021;920005378;CLINALLIANCE FONTENAY AUX ROSES;09;2;109;92;11;0;92032;24000;Soins de suite et réadaptation;91;484;20432;15;871;;;;;;
920300415;2021;920000890;CLINIQUE LAMBERT;09;2;365;92;11;0;92035;21100;Médecine;24;622;5803;20;1736;;;;18873;0;1599
920300415;2021;920000890;CLINIQUE LAMBERT;09;2;365;92;11;0;92035;21200;Chirurgie;21;938;2774;20;3492;;;;;;
920300415;2021;920000890;CLINIQUE LAMBERT;09;2;365;92;11;0;92035;21300;Gynéco-Obstétrique;0;205;612;0;417;;46;14;;;
920300423;2021;920030269;CLINIQUE VILLA MARIE LOUISE;09;2;109;92;11;0;92035;24000;Soins de suite et réadaptation;95;914;34668;6;1415;;;;;;
920300464;2021;910014919;HOPITAL SAINT JEAN DES GRESILLONS;09;3;109;92;11;6;92036;24000;Soins de suite et réadaptation;61;424;18204;26;6861;;;;;;
920300480;2021;920000924;CLINIQUE SSR DU PARC DE VANVES;09;2;109;92;11;0;92040;24000;Soins de suite et réadaptation;0;394;16322;;0;;;;;;
920300563;2021;920000932;CLINIQUE LAENNEC MALAKOFF;09;2;109;92;11;0;92046;24000;Soins de suite et réadaptation;75;676;18822;23;4077;;;;;;
920300597;2021;920000940;CLINIQUE DE MEUDON LA FORET;09;2;365;92;11;0;92048;21100;Médecine;46;2254;15418;21;4773;16022;;;;;2529
920300597;2021;920000940;CLINIQUE DE MEUDON LA FORET;09;2;365;92;11;0;92048;21200;Chirurgie;58;2387;7384;21;5591;;;;;;
920300597;2021;920000940;CLINIQUE DE MEUDON LA FORET;09;2;365;92;11;0;92048;21300;Gynéco-Obstétrique;0;13;0;;0;;0;13;;;
920300712;2021;920810736;CTRE CHIRURGICAL PIERRE CHEREST;09;2;128;92;11;0;92051;21200;Chirurgie;19;7774;1254;37;2899;;;;;;
920300712;2021;920810736;CTRE CHIRURGICAL PIERRE CHEREST;09;2;128;92;11;0;92051;21300;Gynéco-Obstétrique;;0;0;;0;;0;2;;;
920300753;2021;920810736;CLINIQUE CHIRURGICAL AMBROISE PARE;09;2;365;92;11;0;92051;21100;Médecine;68;2439;19104;;0;;;;12671;;3
920300753;2021;920810736;CLINIQUE CHIRURGICAL AMBROISE PARE;09;2;365;92;11;0;92051;21200;Chirurgie;130;9195;32165;10;4903;;;;;;
920300761;2021;920000973;SAS CLINIQUE HARTMANN;09;2;365;92;11;0;92051;21100;Médecine;30;1361;10053;0;0;;;;;0;10724
